Level,ExpToNextLevel,GoodReward1,GoodAmount1,GoodReward2,GoodAmount2,GoodReward3,GoodAmount3,PaidGoodReward1,PaidGoodAmount1,PaidGoodReward2,PaidGoodAmount2,PaidGoodReward3,PaidGoodAmount3,ThresholdRewardSet1,ThresholdRewardSet2,ThresholdRewardSet3,ThresholdRewardSet4,ThresholdRewardSet5,MaxFields,MaxEvents,CaretakerStorageCapacity,MillerStorageCapacity,MaxCatAmount,MaxCatHouseAmount,MaxDogAmount,MaxDogHouseAmount,MaxHorseAmount,MaxPonyAmount,MaxHorseHouseAmount,MaxDonkeyAmount,MaxDonkeyHouseAmount,MaxBunnyAmount,MaxBunnyHouseAmount,MaxKittenAmount,MaxKittenHouseAmount,MaxPuppyAmount,MaxPuppyHouseAmount,MaxGuineaPigAmount,MaxGuineaPigHouseAmount,MaxBirdAmount,MaxBirdHouseAmount,MaxChickenHabitats,MaxCowHabitats,MaxSheepHabitats,MaxPigHabitats,MaxGoatHabitats,MaxHammermills,MaxSugarMills,MaxSmelters,MaxBeeHabitats,MaxSquirrelHabitats,MinGoodsInOrderDelivery,MaxGoodsInOrderDelivery,OrderCancelTimeMin,OrderSpeedUpPrice,BoatOrderSpeedUpPrice,MaxOrderCount,CashExpMultiplier,EventCounterClicks,OrderMinValue,OrderMaxValue,DiamondsToCoinsRate,DiamondsToCoinsRateV2,GuestOrderValue,MinCrateAmountInBoatOrder,MaxCrateAmountInBoatOrder,MinBoatOrderValue,MaxBoatOrderValue,MinGoodTypesInBoatOrder,MaxGoodTypesInBoatOrder,MinBoatStayTimeMinutes,MaxBoatStayTimeMinutes,BoatETAMinutes,BoatRewardMultiplier,SpecialOrderProbablity,SpecialOrderMaxCount,TruckCoinMultiplier,TruckEXPMultiplier,BoatCrateCoinMultiplier,BoatCrateEXPMultiplier,EXPEventCurrencyMultiplier
742,9947000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,439,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
743,9967000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,439,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
744,9987000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,439,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
745,10007000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,440,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
746,10027000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,440,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
747,10047000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,440,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
748,10067000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,440,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
749,10087000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,441,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
750,10107000,FreeDiamonds,50,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,441,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
751,10127000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,441,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
752,10147000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,441,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
753,10167000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,442,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
754,10187000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,442,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
755,10207000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,442,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
756,10227000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,442,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
757,10247000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,443,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
758,10267000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,443,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
759,10287000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,443,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
760,10307000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,443,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
761,10327000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,444,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
762,10347000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,444,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
763,10367000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,444,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
764,10387000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,444,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
765,10407000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,445,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
766,10427000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,445,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
767,10447000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,445,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
768,10467000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,445,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
769,10487000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,446,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
770,10507000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,446,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
771,10527000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,446,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
772,10547000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,446,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
773,10567000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,447,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
774,10587000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,447,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
775,10607000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,447,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
776,10627000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,447,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
777,10647000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,448,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
778,10667000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,448,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
779,10687000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,448,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
780,10707000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,448,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
781,10727000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,449,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
782,10747000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,449,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
783,10767000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,449,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
784,10787000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,449,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
785,10807000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,450,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
786,10827000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,450,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
787,10847000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,450,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
788,10867000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,450,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
789,10887000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,451,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
790,10907000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,451,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
791,10927000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,451,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
792,10947000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,451,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
793,10967000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,452,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
794,10987000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,452,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
795,11007000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,452,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
796,11027000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,452,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
797,11047000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,453,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
798,11067000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,453,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
799,11087000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,453,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
800,11107000,FreeDiamonds,425,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,453,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,80,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
801,11127000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,454,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
802,11147000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,454,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
803,11167000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,454,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
804,11187000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,454,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
805,11207000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,454,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
806,11227000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,454,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
807,11247000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,454,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
808,11267000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,454,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
809,11287000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,454,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
810,11307000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,454,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,78,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
811,11327000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,455,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
812,11347000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,455,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
813,11367000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,455,1712,200,200,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,0,79,231,463,46962,832017,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100
