Name,TaskType,SubTaskType,TID,DescriptionTID,IconTooltipTID,ExportName,SubTaskIcon,MinRequiredQuantity,MaxRequiredQuantity,Deprecated,MinXPLevelForSpawn,SpawnProbabilityWeightLeague1,SpawnProbabilityWeightLeague2,SpawnProbabilityWeightLeague3,SpawnProbabilityWeightLeague4,SpawnProbabilityWeightLeague5,MinEventTimeMinLeftForSpawn,TaskParam1,TaskParam2,TaskParam3,MinRewardNeighborhoodPoints,MaxRewardNeighborhoodPoints,MinTaskDurationMin,MaxTaskDurationMin,CooldownIntervalSeconds,AdminCooldownIntervalSeconds,InstantCompleteCooldown,MinRepLevelForSpawn,TaskTags
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,530,530,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,540,540,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,550,550,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,560,560,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,570,570,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,580,580,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,590,590,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,600,600,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,610,610,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,620,620,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,630,630,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,640,640,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,650,650,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,660,660,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,670,670,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,680,680,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,690,690,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,700,700,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,710,710,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,720,720,,,,,,,
HotPotatoTask_ComboTough_EVENT_ONLY,HotPotato,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,320,320,4320,4320,1800,1800,5,,HotPotato;Combo;HotPotatoEventNoLimit
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,350,350,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,375,375,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,400,400,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,425,425,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,450,450,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,475,475,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,500,500,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,510,510,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,520,520,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,530,530,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,540,540,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,550,550,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,560,560,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,570,570,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,580,580,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,590,590,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,600,600,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,610,610,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,620,620,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,630,630,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,640,640,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,650,650,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,660,660,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,670,670,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,680,680,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,690,690,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,700,700,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,710,710,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Tough_320,,,720,720,,,,,,,
HotPotatoTask_ComboDaytrip_EVENT_ONLY,HotPotato,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,320,320,4320,4320,1800,1800,5,,HotPotato;Combo;HotPotatoEventNoLimit
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,350,350,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,375,375,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,400,400,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,425,425,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,450,450,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,475,475,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,500,500,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,510,510,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,520,520,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,530,530,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,540,540,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,550,550,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,560,560,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,570,570,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,580,580,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,590,590,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,600,600,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,610,610,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,620,620,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,630,630,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,640,640,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,650,650,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,660,660,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,670,670,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,680,680,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,690,690,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,700,700,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,710,710,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Daytrip_320,,,720,720,,,,,,,
HotPotatoTask_ComboVegan_EVENT_ONLY,HotPotato,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,320,320,4320,4320,1800,1800,5,,HotPotato;Combo;HotPotatoEventNoLimit
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,350,350,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,375,375,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,400,400,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,425,425,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,450,450,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,475,475,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,500,500,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,510,510,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,520,520,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,530,530,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,540,540,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,550,550,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,560,560,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,570,570,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,580,580,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,590,590,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,600,600,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,610,610,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,620,620,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,630,630,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,640,640,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,650,650,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,660,660,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,670,670,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,680,680,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,690,690,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,700,700,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,710,710,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Vegan_320,,,720,720,,,,,,,
HarvestCropMediumWheat_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_WHEAT_DESCRIPTION,,,,77,161,,18,7,26,22,20,0,0,Wheat,,,120,190,196,204,1800,1800,5,,Power;Medium;Crop;Wheat
HarvestCropMediumCorn_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_CORN_DESCRIPTION,,,,61,121,,18,7,26,22,20,0,0,Corn,,,120,190,220,220,1800,1800,5,,Power;Medium;Crop;Corn
HarvestCropMediumSoybean_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_SOYBEAN_DESCRIPTION,,,,47,87,,18,7,26,22,20,0,0,Soybean,,,120,190,300,340,1800,1800,5,,Power;Medium;Crop;Soybean
HarvestCropMediumSugarcane_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_SUGARCANE_DESCRIPTION,,,,44,80,,18,7,26,22,20,0,0,Sugarcane,,,120,190,360,360,1800,1800,5,,Power;Medium;Crop;Sugarcane
HarvestCropMediumCarrot_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_CARROT_DESCRIPTION,,,,53,101,,18,7,26,22,20,0,0,Carrot,,,120,190,240,260,1800,1800,5,,Power;Medium;Crop;Carrot
HarvestCropMediumIndigo_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_INDIGO_DESCRIPTION,,,,39,66,,18,7,26,22,20,0,0,Indigo,,,120,190,660,900,1800,1800,5,,Power;Medium;Crop;Indigo
HarvestCropMediumPumpkin_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_PUMPKIN_DESCRIPTION,,,,38,64,,18,7,26,22,20,0,0,Pumpkin,,,120,190,900,1260,1800,1800,5,,Power;Medium;Crop;Pumpkin
HarvestCropMediumCotton_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_COTTON_DESCRIPTION,,,,38,65,,18,7,26,22,20,0,0,Cotton,,,120,190,780,1080,1800,1800,5,,Power;Medium;Crop;Cotton
HarvestCropMediumChili_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_CHILI_DESCRIPTION,,,,37,62,,25,7,26,22,20,0,0,Chili,,,120,190,1140,1620,1800,1800,5,,Power;Medium;Crop;Chili
HarvestCropMediumTomato_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_TOMATO_DESCRIPTION,,,,36,60,,30,7,26,22,20,0,0,Tomato,,,120,190,1620,2340,1800,1800,5,,Power;Medium;Crop;Tomato
HarvestCropMediumStrawberry_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_STRAWBERRY_DESCRIPTION,,,,36,59,,34,7,26,22,20,0,0,Strawberry,,,120,190,2100,3060,1800,1800,5,,Power;Medium;Crop;Strawberry
HarvestCropMediumPotato_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_POTATO_DESCRIPTION,,,,37,63,,35,7,26,22,20,0,0,Potato,,,120,190,1060,1500,1800,1800,5,,Power;Medium;Crop;Potato
HarvestCropMediumRice_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_RICE_DESCRIPTION,,,,42,75,,56,7,26,22,20,0,0,Rice,,,120,190,450,450,1800,1800,5,,Power;Medium;Crop;Rice
HarvestCropMediumLettuce_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_LETTUCE_DESCRIPTION,,,,37,63,,58,7,26,22,20,0,0,Lettuce,,,120,190,1020,1440,1800,1800,5,,Power;Medium;Crop;Lettuce
HarvestCropHardWheat_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_WHEAT_DESCRIPTION,,,,243,315,,18,9,43,55,79,21,0,Wheat,,,235,320,250,262,1800,1800,5,,Power;Hard;Crop;Wheat
HarvestCropHardCorn_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_CORN_DESCRIPTION,,,,190,250,,18,9,43,55,79,21,0,Corn,,,235,320,280,300,1800,1800,5,,Power;Hard;Crop;Corn
HarvestCropHardSoybean_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_SOYBEAN_DESCRIPTION,,,,145,194,,18,9,43,55,79,21,0,Soybean,,,235,320,410,490,1800,1800,5,,Power;Hard;Crop;Soybean
HarvestCropHardSugarcane_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_SUGARCANE_DESCRIPTION,,,,137,184,,18,9,43,55,79,21,0,Sugarcane,,,235,320,510,570,1800,1800,5,,Power;Hard;Crop;Sugarcane
HarvestCropHardCarrot_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_CARROT_DESCRIPTION,,,,164,215,,18,9,43,55,79,21,0,Carrot,,,235,320,330,370,1800,1800,5,,Power;Hard;Crop;Carrot
HarvestCropHardIndigo_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_INDIGO_DESCRIPTION,,,,119,161,,18,9,43,55,79,21,0,Indigo,,,235,320,1170,1410,1800,1800,5,,Power;Hard;Crop;Indigo
HarvestCropHardPumpkin_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_PUMPKIN_DESCRIPTION,,,,115,157,,18,9,43,55,79,21,0,Pumpkin,,,235,320,1290,2010,1800,1800,5,,Power;Hard;Crop;Pumpkin
HarvestCropHardCotton_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_COTTON_DESCRIPTION,,,,117,159,,18,9,43,55,79,21,0,Cotton,,,235,320,1410,1710,1800,1800,5,,Power;Hard;Crop;Cotton
HarvestCropHardChili_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_CHILI_DESCRIPTION,,,,113,154,,25,9,43,55,79,21,0,Chili,,,235,320,1650,2130,1800,1800,5,,Power;Hard;Crop;Chili
HarvestCropHardTomato_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_TOMATO_DESCRIPTION,,,,111,151,,30,9,43,55,79,21,0,Tomato,,,235,320,2370,3090,1800,1800,5,,Power;Hard;Crop;Tomato
HarvestCropHardStrawberry_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_STRAWBERRY_DESCRIPTION,,,,110,150,,34,9,43,55,79,21,0,Strawberry,,,235,320,3090,4050,1800,1800,5,,Power;Hard;Crop;Strawberry
HarvestCropHardPotato_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_POTATO_DESCRIPTION,,,,114,155,,35,9,43,55,79,21,0,Potato,,,235,320,1530,1970,1800,1800,5,,Power;Hard;Crop;Potato
HarvestCropHardRice_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_RICE_DESCRIPTION,,,,130,176,,56,9,43,55,79,21,0,Rice,,,235,320,570,750,1800,1800,5,,Power;Hard;Crop;Rice
HarvestCropHardLettuce_Power,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_LETTUCE_DESCRIPTION,,,,114,155,,58,9,43,55,79,21,0,Lettuce,,,235,320,1470,1890,1800,1800,5,,Power;Hard;Crop;Lettuce
CollectAnimalProductMediumEgg_Power,CollectAnimalProduct,,TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,TID_DERBY_TASK_HARVEST_CHICKEN_DESCRIPTION,,,,16,30,,18,18,66,59,52,0,0,Egg,,,120,190,270,350,1800,1800,5,,Power;Medium;AnimalProduct;Egg
CollectAnimalProductMediumMilk_Power,CollectAnimalProduct,,TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,TID_DERBY_TASK_HARVEST_COW_DESCRIPTION,,,,12,20,,18,18,66,59,52,0,0,Milk,,,120,190,390,630,1800,1800,5,,Power;Medium;AnimalProduct;Milk
CollectAnimalProductMediumWool_Power,CollectAnimalProduct,,TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,TID_DERBY_TASK_HARVEST_SHEEP_DESCRIPTION,,,,11,17,,32,18,66,59,52,0,0,Wool,,,120,190,1590,2310,1800,1800,5,,Power;Medium;AnimalProduct;Wool
CollectAnimalProductMediumBacon_Power,CollectAnimalProduct,,TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,TID_DERBY_TASK_HARVEST_PIG_DESCRIPTION,,,,11,17,,42,18,66,59,52,0,0,Bacon,,,120,190,1110,1590,1800,1800,5,,Power;Medium;AnimalProduct;Bacon
CollectAnimalProductMediumGoat Milk_Power,CollectAnimalProduct,,TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,TID_DERBY_TASK_HARVEST_GOAT_DESCRIPTION,,,,8,13,,50,18,66,59,52,0,0,Goat Milk,,,120,190,2070,3030,1800,1800,5,,Power;Medium;AnimalProduct;Goat Milk
CollectAnimalProductHardEgg_Power,CollectAnimalProduct,,TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,TID_DERBY_TASK_HARVEST_CHICKEN_DESCRIPTION,,,,45,75,,18,23,108,140,195,55,0,Egg,,,235,320,380,460,1800,1800,5,,Power;Hard;AnimalProduct;Egg
CollectAnimalProductHardMilk_Power,CollectAnimalProduct,,TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,TID_DERBY_TASK_HARVEST_COW_DESCRIPTION,,,,29,50,,18,23,108,140,195,55,0,Milk,,,235,320,660,780,1800,1800,5,,Power;Hard;AnimalProduct;Milk
CollectAnimalProductHardWool_Power,CollectAnimalProduct,,TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,TID_DERBY_TASK_HARVEST_SHEEP_DESCRIPTION,,,,22,40,,32,23,108,140,195,55,0,Wool,,,235,320,2340,3060,1800,1800,5,,Power;Hard;AnimalProduct;Wool
CollectAnimalProductHardBacon_Power,CollectAnimalProduct,,TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,TID_DERBY_TASK_HARVEST_PIG_DESCRIPTION,,,,23,41,,42,23,108,140,195,55,0,Bacon,,,235,320,1620,2100,1800,1800,5,,Power;Hard;AnimalProduct;Bacon
CollectAnimalProductHardGoat Milk_Power,CollectAnimalProduct,,TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,TID_DERBY_TASK_HARVEST_GOAT_DESCRIPTION,,,,17,31,,50,23,108,140,195,55,0,Goat Milk,,,235,320,3060,4020,1800,1800,5,,Power;Hard;AnimalProduct;Goat Milk
FishLureMedium_Power,FishLureByWeight,,TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_TITLE,TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_FISHING_TASK,nh_derby_task_fishing_order,,10,25,,27,87,310,280,250,0,0,,,,120,190,0,0,1800,1800,5,,Power;Medium;FishLure
FishLureHard_Power,FishLureByWeight,,TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_TITLE,TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_FISHING_TASK,nh_derby_task_fishing_order,,35,60,,27,115,551,700,975,275,0,,,,235,320,0,0,1800,1800,5,,Power;Hard;FishLure
CarOrderMedium_Power,CarOrder,,TID_NEIGHBORHOOD_TASK_CAR_ORDER_TITLE,TID_NEIGHBORHOOD_TASK_CAR_ORDER_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_CARORDERS_TASK,nh_derby_task_car_order,,3,7,,10,87,310,280,250,0,0,,,,120,190,700,1120,1800,1800,5,,Power;Medium;CarOrder
CarOrderHard_Power,CarOrder,,TID_NEIGHBORHOOD_TASK_CAR_ORDER_TITLE,TID_NEIGHBORHOOD_TASK_CAR_ORDER_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_CARORDERS_TASK,nh_derby_task_car_order,,10,16,,10,115,551,700,975,275,0,,,,235,320,1200,1920,1800,1800,5,,Power;Hard;CarOrder
BoatOrderMedium_Power,BoatOrder,,TID_NEIGHBORHOOD_TASK_BOAT_ORDER_TITLE,TID_NEIGHBORHOOD_TASK_BOAT_ORDER_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_BOATORDERS_TASK,nh_derby_task_boat_order,,1,1,,17,60,220,190,170,0,0,,,,220,220,0,0,1800,1800,5,,Power;Medium;BoatOrder
BoatOrderHard_Power,BoatOrder,,TID_NEIGHBORHOOD_TASK_BOAT_ORDER_TITLE,TID_NEIGHBORHOOD_TASK_BOAT_ORDER_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_BOATORDERS_TASK,nh_derby_task_boat_order,,2,2,,17,80,390,475,680,180,0,,,,270,320,0,0,1800,1800,5,,Power;Hard;BoatOrder
ServeTownVisitorMedium_Power,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_TOWNVISITOR_TASK,nh_derby_task_town_order,,2,5,,38,95,340,310,270,0,0,,,,120,190,0,0,1800,1800,5,,Power;Medium;ServeTownVisitor
ServeTownVisitorHard_Power,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_TOWNVISITOR_TASK,nh_derby_task_town_order,,8,13,,40,130,618,775,1070,310,0,,,,235,320,0,0,1800,1800,5,,Power;Hard;ServeTownVisitor
ExcavateOreMedium_Power,ExcavateOre,,TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_TITLE,TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_EXCAVATEORE_TASK,nh_derby_task_mine_order,,9,17,,24,90,316,295,250,0,0,,,,120,190,0,0,1800,1800,5,,Power;Medium;ExcavateOre
ExcavateOreHard_Power,ExcavateOre,,TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_TITLE,TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_EXCAVATEORE_TASK,nh_derby_task_mine_order,,27,46,,24,117,550,700,975,275,0,,,,235,320,0,0,1800,1800,5,,Power;Hard;ExcavateOre
GiveHelpMedium_Power,GiveHelp,,TID_NEIGHBORHOOD_TASK_GIVE_HELP_TITLE,TID_NEIGHBORHOOD_TASK_GIVE_HELP_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_HELP_TASK,tool_request_help,,3,6,,18,90,316,295,250,0,0,,,,120,190,0,0,1800,1800,5,,Power;Medium;GiveHelp
GiveHelpDifficult_Power,GiveHelp,,TID_NEIGHBORHOOD_TASK_GIVE_HELP_TITLE,TID_NEIGHBORHOOD_TASK_GIVE_HELP_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_HELP_TASK,tool_request_help,,9,15,,18,117,550,700,975,275,0,,,,235,320,0,0,1800,1800,5,,Power;Hard;GiveHelp
