TID,FR
TID_ROOF_SPIKES_KINDA_RED,Rouge et pointes
TID_ROOF_WOODEN_PLANKS_KINDA_RED,Planches rouges
TID_ROOF_WOODEN_PLANKS_GREEN,Planches vertes
TID_ROOF_WOODEN_PLANKS_SPOOKY_PURPLE,Planches violettes
TID_ROOF_WOODEN_PLANKS_BLACK,Planches noires
TID_ROOF_WOODEN_PLANKS_BLUE,Planches bleues
TID_ROOF_WOODEN_PLANKS_BROWN,Planches
TID_ROOF_WOODEN_PLANKS_LIGHT_BROWN,Planches claires
TID_ROOF_METAL_BLACK,Métal noir
TID_ROOF_METAL_COPPER_NEW,Cuivre
TID_ROOF_METAL_COPPER_OLD,Cuivre oxydé
TID_ROOF_METAL_BLUE,Métal bleu
TID_ROOF_METAL_CHROME,Chrome
TID_ROOF_STRAW_YELLOW,Paille jaune
TID_ROOF_STRAW_DARKO,Paille foncée
TID_ROOF_STRAW_GREEN,Paille fraîche
TID_ROOF_FLAT,Terrasse
TID_BODY_NUDE,Rouge authentique
TID_BODY_TAXI_YELLOW,Jaune vif
TID_BODY_ICECREAM,Crème
TID_BODY_GREEN,Vert pomme
TID_BODY_BAD_ASS_BLUE,Bleu électrique
TID_BODY_BARBIE,Rose bonbon
TID_BODY_BLACKHOLE,Noir profond
TID_BODY_OLD_GREEN,Vert amande
TID_BODY_MAN_PURPLE,Violet foncé
TID_BODY_HOTROD_RED,Bicolore rouge
TID_BODY_HOTROD_TEAL,Bicolore bleu canard
TID_BODY_HOTROD_JOKER,Bicolore vert
TID_BODY_HOTROD_YELLOW,Bicolore jaune
TID_BODY_HOTROD_VINTAGE_BLACK,Bicolore noir
TID_BODY_HOTROD_VINTAGE_WHITE,Bicolore blanc
TID_BODY_FADE_SUNRISE,Lever de soleil
TID_BODY_FADE_DAY,Jour ensoleillé
TID_BODY_FADE_SUNSET,Coucher de soleil
TID_BODY_FADE_NIGHT,Nuit étoilée
TID_BODY_FASTER_STRIPES_TEAL,Bleu canard rayé
TID_BODY_FASTER_STRIPES_YELLOW,Jaune rayé
TID_BODY_FASTER_STRIPES_SALMON,Saumon rayé
TID_BODY_FASTER_STRIPES_ORANGE,Orange rayé
TID_BODY_FLAMEON_PURPLE,Violet et flammes
TID_BODY_FLAMEON_ORANGE,Orange et flammes
TID_BODY_FLAMEON_GREEN,Vert et flammes
TID_TRAILER_ORIGINAL_WHITE,Bois blanc
TID_TRAILER_ORIGINAL_GREEN,Authentique vert
TID_TRAILER_ORIGINAL_BLUE,Bois bleu
TID_TRAILER_ORIGINAL_SEA_FOAM,Bois vert d'eau
TID_TRAILER_ORIGINAL_BROWN,Bois verni
TID_TRAILER_ORIGINAL_PURPLE,Bois violet
TID_TRAILER_HOTROD_RED,Rouge ouvert
TID_TRAILER_HOTROD_YELLOW,Jaune ouvert
TID_TRAILER_HOTROD_GREEN,Vert ouvert
TID_TRAILER_HOTROD_BLACK,Noir ouvert
TID_TRAILER_HOTROD_MAN_PURPLE,Violet ouvert
TID_TRAILER_HOTROD_RAINBOW,Arc-en-ciel ouvert
TID_TRAILER_HOTROD_ROOF,Bleu fermé
TID_TRAILER_HOTROD_LOBSTER,Jaune fermé
TID_TRAILER_HOTROD_JOKER,Vert fermé
TID_TRAILER_HOTROD_VINTAGE,Blanc fermé
TID_TRAILER_WOODEN_FLATBED1,Benne claire
TID_TRAILER_WOODEN_FLATBED2,Benne foncée
TID_WHEELS_REDAND_GOLD_BLING_GREY,Gris raffiné
TID_WHEELS_REDAND_GOLD_BLING_RUBBER,Raffiné jaune
TID_WHEELS_ORIGINAL_CHROME,Authentique chrome
TID_WHEELS_ORIGINAL_REF,Rouge simple
TID_WHEELS_ORIGINAL_GOLD,Doré simple
TID_WHEELS_ORIGINAL_BROWN,Vert simple
TID_WHEELS_ORIGINAL_DARK,Bleu simple
TID_WHEELS_HOTROD_RED,Bicolore rouge
TID_WHEELS_HOTROD_BLACK,Bicolore noir
TID_WHEELS_HOTROD_WHITE,Bicolore blanc
TID_WHEELS_HOTROD_COPPER,Bicolore cuivre
TID_WHEELS_HOTROD_TEAL,Bicolore bleu canard
TID_WHEELS_SPOKES_CHROME,Rayons chromés
TID_WHEELS_SPOKES_GOLD,Rayons dorés
TID_WHEELS_SPOKES_JOKER,Rayons violets
TID_WHEELS_SPOKES_TEAL,Rayons bleu canard
TID_WHEELS_SPOKES_BARBIE,Rayons roses
TID_WHEELS_SPOKES_WOODEN,Rayons marron
TID_WHEELS_HOT_WHEELS,Larges
TID_DECO_SHEEPTOY,Mouton à ressort
TID_DECO_PIGTOY,Cochons à bascule
TID_DECO_CARTOY,Tracteur à ressort
TID_DECO_AGILITYTIRE,Obstacle pneu
TID_DECO_SEASONTREE,Arbre de saison
TID_DECO_ROCKINGUNICORN,Licorne à bascule
TID_DECO_ROUNDABOUT,Tourniquet
TID_DECO_TRELLISFENCE,Clôture treillis
TID_DECO_LOGPATH,Chemin de rondins
TID_DECO_WHEELFENCE,Clôture roue
TID_DECO_FLOWERPATH,Chemin fleurs bleues
TID_RENOVATION_CATALOG_TITLE,Choisissez un catalogue
TID_RENOVATION_CATALOG_STYLE_GUIDE,Livre des styles
TID_RENOVATION_CATALOG_STYLE_GUIDE_INFO,Finissez les styles et gagnez des récompenses.
TID_RENOVATION_CATALOG_STICKER_BOOK,Livre des collections
TID_RENOVATION_CATALOG_STICKER_BOOK_INFO,Reconstruisez quelque chose que vous aviez déjà fait faire.
TID_STYLE_GUIDE_PAGE_COLLECT_BUTTON,Récupérer
TID_POPUP_PROBABILITY_TITLE,Probabilités
TID_DECO_DOGBED,Panier à chien
TID_DECO_DOGPOOL,Piscine pour chien
TID_DECO_RABBITPOLE,Obstacle carotte
TID_DECO_ELEPHANTSLIDE,Éléphant toboggan
TID_BODY_FLAMEON_BLACK,Noir et flammes
TID_ROOF_ORIGINAL_VIOLET,Mauve
TID_ROOF_ATTIC_WINDOWS_BROWN,Combles marrons
TID_ROOF_ATTIC_WINDOWS_PINK,Combles roses
TID_ROOF_ATTIC_WINDOWS_BABY_BLUE,Combles bleu clair
TID_ROOF_SPIKES_WHITE,Blanc et pointes
TID_BODY_FASTER_STRIPES_RACING_GREEN,Vert rayé
TID_PORCH_OVERGROWN,Pierre
TID_PERCENTAGE,<NUMBER> %
TID_ACCOUNT_DISABLED_TEXT,Compte désactivé
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,Ce compte a été désactivé en raison d'une demande de suppression et ne peut plus être récupéré.
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,Ce compte a été désactivé en raison de son inactivité et ne peut plus être récupéré.
TID_NATIVE_DIALOG_ACCOUNT_DISABLED_BUTTON,OK
TID_CUSTOMIZE_SEARCHING,Recherche...
TID_STYLE_GUIDE_PAGE_COLLECTED,Terminé
TID_FLOATER_COLLECT_STYLE_INCOMPLETE,"Pour récupérer, complétez ce style"
TID_ACCOUNT_DELETION_WARNING_TITLE,Avertissement de désactivation de compte
TID_DECO_RAINBOWFLOWERPATH,Chemin floral
TID_RENOVATOR_COMING_SOON,Rénovatrice à débloquer au niveau <LEVEL>
TID_RENOVATOR_COMING_SOON_ACHIEVEMENTS,Rénovatrice à débloquer avec <POINTS> succès
TID_CUSTOMIZE_RENEWSTOCKTEXT,Nouveau stock dans :
TID_CUSTOMIZE_ARRIVEINTEXT,Maggie arrive dans :
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_DIAMONDS_V2,"Nouvelle mise à jour disponible dans l'App Store ! Mettez le jeu à jour dès maintenant pour recevoir <NUMBER> diamants.\n\nComptez jusqu'à une heure d'attente pour que la mise à jour apparaisse dans l'App Store.\nSi le bouton de mise à jour ne fonctionne pas, rendez-vous dans l'App Store > Mises à jour et faites défiler vers le bas pour rafraîchir la page."
TID_RENOVATOR_TUTORIAL1,"Vous rêviez de personnaliser votre ferme ? Nous vous présentons Maggie, la rénovatrice !\n\nElle vous a apporté des petits cadeaux, allons voir."
TID_RENOVATOR_TUTORIAL2,"Maggie revient chaque lundi avec une nouvelle sélection d'options pour tous les budgets. Contre une petite somme supplémentaire, vous pouvez voir encore plus d'options.\n\nVous voulez des suggestions de personnalisations ? N'hésitez pas à consulter ses catalogues."
TID_RENOVATOR_TUTORIAL3,"Et rappelez-vous : les prix affichés correspondent à ses services. Vous devez donc payer pour chaque changement, même si vous l'avez déjà effectué auparavant. Elle ne travaille pas gratuitement, après tout.\n\nAmusez-vous bien !"
TID_CUSTOMIZE_STYLEGUIDE_UNLOCKDESC,Vous devez avoir les trois éléments en même temps pour obtenir des récompenses !
TID_CUSTOMIZE_STYLEGUIDE_COMPLETE,Terminé
TID_RENOVATOR_TUTORIAL1_b,Appuyez sur l'atelier pour commencer à personnaliser votre ferme !
TID_CUSTOMIZE_FREE_PART,Gratuit !
TID_CUSTOMIZATION_CATEGORY1,Toit de la maison
TID_CUSTOMIZATION_CATEGORY2,Murs de la maison
TID_CUSTOMIZATION_CATEGORY3,Porche de la maison
TID_CUSTOMIZATION_CATEGORY4,Cabine du camion
TID_CUSTOMIZATION_CATEGORY5,Benne du camion
TID_CUSTOMIZATION_CATEGORY6,Roues du camion
TID_CUSTOMIZATION_CATEGORY7,Auvent de l'échoppe
TID_CUSTOMIZATION_CATEGORY8,Caisses de l'échoppe
TID_CUSTOMIZATION_CATEGORY9,Base de l'échoppe
TID_DECO_SEASONTREE_DESC,Change avec les saisons
TID_STYLE_GUIDE_SETNAME_TRUCK1,Style ensoleillé
TID_STYLE_GUIDE_SETNAME_TRUCK2,Style de minuit
TID_STYLE_GUIDE_SETNAME_TRUCK3,Style arc-en-ciel
TID_STYLE_GUIDE_SETNAME_TRUCK4,Style bonbon
TID_STYLE_GUIDE_SETNAME_TRUCK5,Style enflammé
TID_STYLE_GUIDE_SETNAME_HOUSE1,Style bleu
TID_STYLE_GUIDE_SETNAME_HOUSE2,Style cabane
TID_STYLE_GUIDE_SETNAME_HOUSE3,Style grange
TID_STYLE_GUIDE_SETNAME_HOUSE4,Style auberge
TID_STYLE_GUIDE_SETNAME_HOUSE5,Style pittoresque
TID_DECO_FLOWERLOGPATH,Chemin de rondins en fleurs
TID_NOTIFICATIONS_SETTINGS_BUILDERS,Notifications pour la rénovatrice
TID_NOTIFICATION_BUILDER_ARRIVED,Maggie la rénovatrice est arrivée ! Allez voir sa nouvelle sélection pour personnaliser votre ferme !
TID_NOTIFICATION_BUILDER_LEAVING,Maggie la rénovatrice part bientôt ! Vous pouvez encore personnaliser votre ferme !
TID_BASE_ORIGINAL,Authentique bois
TID_BASE_ORIGINAL_GREEN,Bois vert
TID_BASE_ORIGINAL_PURPLE,Bois violet
TID_BASE_ORIGINAL_GREENBRIGHT,Bois olive
TID_BASE_BUNTING_RED,Fanions rouges
TID_BASE_BUNTING_PINK,Fanions roses
TID_BASE_BUNTING_YELLOWNBLUE,Fanions vifs
TID_BASE_BUNTING_BLUE,Fanions bleus
TID_BASE_TILES02_CHECK_ORANGE,Orange à carreaux
TID_BASE_TILES02_CHECK_BROWN,Marron à carreaux
TID_BASE_TILES02_CHECK_DARKBLUE,Bleu marine à carreaux
TID_BASE_TILES02_CHECK_BLUENWHITE,Bleu à carreaux
TID_BASE_TILES02_CHECK_GREENNGREEN,Vert à carreaux
TID_BASE_WOODNSTRAW_YELLOW,Paille jaune
TID_BASE_WOODNSTRAW_DARK,Paille foncée
TID_BASE_WOODNSTRAW_GREEN,Paille fraîche
TID_BASE_TILES03_STONES_ORIGINAL,Pierre
TID_BASE_TILES01_PLAIN_PURPLE,Dalle brune
TID_BASE_TILES01_PLAIN_WHITE,Dalle blanche
TID_BASE_TILES01_PLAIN_MOODYBLUE,Dalle bleue
TID_BASE_TILES01_PLAIN_KINDAGREEN,Dalle olive
TID_BASE_SANCTUARY,Plantes sauvages
TID_CRATES_ORIGINAL,Authentique bois
TID_CRATES_STRIPED_ORANGE,Orange rayé
TID_CRATES_STRIPED_BLUE,Bleu rayé
TID_CRATES_STRIPED_GREEN,Vert rayé
TID_CRATES_STRIPED_PINKWHITE,Rose rayé
TID_CRATES_RAINBOW,Arc-en-ciel
TID_CRATES_WOOD03_LOGS_BROWN,Planche marron
TID_CRATES_WOOD03_LOGS_PINK,Planche rose
TID_CRATES_WOOD03_LOGS_BLUE,Planche bleue
TID_CRATES_WOOD04_FENCE_WHITE,Clôture blanche
TID_CRATES_WOOD04_FENCE_OLDGREEN,Clôture verte
TID_CRATES_WOOD04_FENCE_PURPLE,Clôture violette
TID_CRATES_WOOD04_FENCE_LIGHTBROWN,Clôture bois
TID_CRATES_CHUNKYPLASTIC_RED,Rouge
TID_CRATES_CHUNKYPLASTIC_BLUEP,Bleu
TID_CRATES_CHUNKYPLASTIC_BRIGHT,Vif
TID_CRATES_CHUNKYPLASTIC_OLDGREEN,Vert
TID_CRATES_CHUNKYPLASTIC_BARBIE,Rose
TID_CRATES_CHUNKYPLASTIC_WHITE,Marron
TID_CRATES_CHUNKYPLASTIC_GARDEN,Jardin
TID_CRATES_CHUNKYPLASTIC_BLUE,Blanc
TID_CRATES_BUNTING_YELLOW,Emballé jaune
TID_CRATES_BUNTING_PINK,Emballé rose
TID_CRATES_BUNTING_GREEN,Emballé vert
TID_CRATES_BUNTING_BLUE,Emballé bleu
TID_CRATES_WOOD05_TARP_YELLOW,Encadré jaune
TID_CRATES_WOOD05_TARP_SALMON,Encadré orange
TID_CRATES_WOOD05_TARP_GREEN,Encadré vert
TID_CRATES_WOOD05_TARP_VINTAGE,Encadré pastel
TID_CRATES_WOOD05_TARP_OLIVE,Encadré olive
TID_CRATES_ORIGINAL_GREEN,Vert en bois
TID_CRATES_ORIGINAL_BLUEDARK,Foncé en bois
TID_CRATES_ORIGINAL_PURPLE,Violet en bois
TID_MARQUEES_ORIGINAL_PINKYELLOW,Rayé vif
TID_MARQUEES_ORIGINAL_BLUEYELLOW,Jaune rayé
TID_MARQUEES_ORIGINAL_ORANGEWHITE,Orange rayé
TID_MARQUEES_ORIGINAL_PURPLEBLUE,Rayé sombre
TID_MARQUEES_ORIGINAL_GREENS,Vert rayé
TID_MARQUEES_ORIGINAL_REDWHITE,Authentique rayé
TID_MARQUEES_RAINBOW,Arc-en-ciel
TID_MARQUEES_RAINBOW02,Arc-en-ciel sombre
TID_MARQUEES_STRAW_YELLOW,Paille jaune
TID_MARQUEES_STRAW1_PINK,Paille rose
TID_MARQUEES_STRAW1_GREEN,Paille foncée
TID_MARQUEES_STRAW1_DARK,Paille fraîche
TID_MARQUEES_TILES_BLACK,Noir uni
TID_MARQUEES_TILES01_PURPLE,Violet uni
TID_MARQUEES_TILES01_KINDARED,Rouge uni
TID_MARQUEES_TILES01_GREEN,Vert uni
TID_MARQUEES_TILES01_BLUE,Bleu uni
TID_MARQUEES_UMBRELLA01_RED,Parasol rouge
TID_MARQUEES_UMBRELLA01_BLUE,Parasol bleu
TID_MARQUEES_UMBRELLA01_GREEN,Parasol vert
TID_MARQUEES_UMBRELLA01_BLUPLE,Parasol bleu
TID_MARQUEES_UMBRELLA01_BRIGHT,Parasol vif
TID_MARQUEES_UMBRELLA01_YELLOW,Parasol jaune
TID_MARQUEES_UMBRELLA01_BARBIE,Parasol rose
TID_MARQUEES_WOOD02_PLANKS_KINDARED,Rouge en bois
TID_MARQUEES_WOOD02_PLANKS_GREEN,Vert en bois
TID_MARQUEES_WOOD02_PLANKS_SPOOKY_PURPLE,Violet en bois
TID_MARQUEES_WOOD02_PLANKS_BLACK,Noir en bois
TID_MARQUEES_WOOD02_PLANKS_BLUE,Bleu en bois
TID_MARQUEES_WOOD02_PLANKS_BROWN,Marron en bois
TID_MARQUEES_WOOD02_PLANKS_LIGHT_BROWN,Clair en bois
TID_MARQUEES_WOOD01_PLANKS_DARK,Planche foncée
TID_MARQUEES_WOOD01_BROWN,Planche
TID_MARQUEES_SANCTUARY_YELLOW,Toile jaune
TID_MARQUEES_SANCTUARY_PINK,Toile rose
TID_MARQUEES_SANCTUARY_VINTAGE,Toile pastel
TID_MARQUEES_SANCTUARY_OLIVE,Toile vert olive
TID_MARQUEES_BUNTING_RED,Fanions rouges
TID_MARQUEES_BUNTING_PINK,Fanions roses
TID_MARQUEES_BUNTING_YELLOWBLUE,Fanions jaunes
TID_MARQUEES_BUNTING_BLUE,Fanions bleus
TID_FEATURE_BUILDER,Rénovatrice
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CONTACT_PS,Contacter l'assistance
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CANCEL,Annuler
TID_ERROR_POP_UP_BANNED_BUTTON_CANCEL,Annuler
TID_STYLE_GUIDE_SETNAME_ROADSIDE1,Style festival
TID_STYLE_GUIDE_SETNAME_ROADSIDE2,Style rustique
TID_STYLE_GUIDE_SETNAME_ROADSIDE3,Style arc-en-ciel
TID_STYLE_GUIDE_SETNAME_ROADSIDE4,Style pastel
TID_STYLE_GUIDE_SETNAME_ROADSIDE5,Style marché
TID_FRUIT_TREE_HUD_HELP_ALREADY_REQUESTED,"Demande d'aide déjà publiée. Pour raviver, demandez à vos amis !"
TID_CUSTOMIZE_TITLE_VISITING,Personnalisations
TID_TOWNHALL_SETTINGS_TITLE,Paramètres
TID_TOWNHALL_SORTING_SETTINGS_ALL_TAB,Tri des onglets TOUS
TID_TOWNHALL_SORTING_SETTINGS_IDLE_TAB,Tri des onglets TRAÎNE EN VILLE
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TAB,Tri des onglets SERVICE EN COURS
TID_TOWNHALL_SORTING_SETTINGS_READY_TAB,Tri des onglets PRÊT
TID_TOWNHALL_SORTING_SETTINGS_WAITING_TAB,Tri des onglets EN ATTENTE
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TIME_LEFT,"Service en cours, selon temps restant"
TID_TOWNHALL_SORTING_SETTINGS_NUMBER_OF_BUILDINGS_LEFT,Par nombre de bâtiments restants
TID_TOWNHALL_SORTING_SETTINGS_BUILDING_TYPE,Par type de bâtiment
TID_TOWNHALL_SORTING_SETTINGS_PASSENGER_TYPE,Par type de visiteur
TID_FLOATER_COMPLETE_TASK_AND_CLAIM_REWARDS_AFTER_DERBY,Terminez au moins une tâche du derby pour récupérer vos récompenses à la fin du derby !
TID_DERBY_REWARDS_BUTTON_DISMISS,OK
TID_DERBY_OVER_REWARDS_KEYS_TEXT_COMPLETE_MORE_TASKS,Terminez au moins une tâche pour gagner des récompenses !
TID_DERBY_OVER_TEXT_PRIZE_COMPLETE_MORE_TASKS,Votre voisinage est dans le top 3 ! Vos voisins ont terminé des tâches et remporté de belles récompenses. Terminez au moins une tâche du prochain derby pour obtenir les récompenses !
TID_DERBY_OVER_BUTTON_COMPLETE_MORE_TASKS,OK
TID_TACKLE_BOX_FULL_DESCRIPTION_AT_HOME_FARM,La boîte à appâts est pleine ! Allez au coin de pêche et améliorez-la pour l'agrandir.
TID_TACKLE_BOX_FULL_BUTTON,OK
TID_NEIGHBORHOOD_EDIT_TAGS,Modifier les traits
TID_NHSEARCH_TAGCOUNT,<SELECTED> sur <MAX> traits sélectionnés
TID_NHSEARCH_EDIT_TAGS_BUTTON_ADD,OK
TID_NHRECOMMENDED_TITLE,Rejoignez un voisinage
TID_NHRECOMMENDED_INFO1,Discutez et jouez au derby avec d'autres joueurs !
TID_NHRECOMMENDED_DESC,La meilleure façon de jouer !
TID_NHEDIT_TITLEMOTTO,Description :
TID_NHEDIT_MOTODESC,Vu uniquement sur la page d'infos du voisinage et dans les recommandations.
TID_NHEDIT_TITLEDESC,Infos supplémentaires :
TID_NHEDIT_DESCDESC,Vu uniquement sur la page d'infos du voisinage.
TID_NHEDIT_TAGTITLE,Traits du voisinage :
TID_NH_TAGCLOUD_TITLE,Sélectionner des traits
TID_NH_TAGCLOUD_DESC,Ajoutez des traits pour que votre voisinage soit plus facile à trouver !
TID_NHSEARCH_MEMBERS,Membres
TID_NAME_YOUR_PET,Donnez un nom à cet animal
TID_NAME_YOUR_PET_FAILED,NOM INCORRECT !
TID_NHPAGE_TITLE_DESC,Infos supplémentaires :
TID_NHSEARCH_JOINTYPE,Type de voisinage
TID_NHSEARCH_LANGUAGE,Langue du chat
TID_NHSEARCH_DERBYLEAGUE,Ligue du derby
TID_NHSEARCH_TAGS,Traits
TID_ADVANCED_SEARCH,Options avancées
TID_NH_INFO_MEMBERS,Membres
TID_NH_INFO_TYPE,Statut
TID_NH_INFO_REQUIRED_LEVEL,Niveau requis
TID_NH_INFO_LANGUAGE,Langue
TID_NH_INFO_DERBYLOG,Journal du derby
TID_NH_INFO_DERBYLEAGUE,Ligue du derby
TID_POPUPCATALOG_BUYBACK_TITLE,Installer <PART> ?
TID_POPUPCATALOG_BUYBACK_DESC,<NAME>
TID_POPUPCATALOG_BUYBACK_BUTTON_BUILD_AGAIN,Reconstruire
TID_CATALOG_BUYBACK,Reconstruire
TID_FLOATER_STICKER_BOOK_ITEM_ALREADY_INSTALLED,<PARAM> déjà installé(e) !
TID_FLOATER_BUILDER_ARRIVES_IN,Maggie arrive dans <TIME>
TID_LEAGUE_ANY,Toutes
TID_LANGUAGE_ANY,Toutes
TID_JOINTYPE_ANY,Tous
TID_NEIGHBORHOOD_TAB_INFO,Infos
TID_NEIGHBORHOOD_TAB_SEARCH,Rechercher
TID_NEIGHBORHOOD_TAB_CREATE,Créer
TID_NEIGHBORHOOD_TAB_TROPHIES,Trophées
TID_NEIGHBORHOOD_TAB_MEMBERS,Membres
TID_NEIGHBORHOOD_TAB_RECOMMENDED,Recommandations
TID_NHSEARCH_PROMPT,Rechercher par nom de voisinage ou traits
TID_NHTAG_CHATTY,Animé
TID_NHTAG_QUIET,Tranquille
TID_NHTAG_INTERNATIONAL,International
TID_NHTAG_DERBYFOCUSED,Derby intensif
TID_NHTAG_DERBYCASUAL,Derby\noccasionnel
TID_NHTAG_DERBY320,Derby : 320 uniquement
TID_NHTAG_LOVESTOWN,Préfère la ville
TID_NHTAG_HELPERS,Entraide
TID_NHTAG_TRADERS,Commerce
TID_ACCOUNT_DELETION_WARNING_TEXT,Vous avez demandé la suppression de ce compte. Il vous reste <TIME> pour annuler la suppression.
TID_NEIGHBORHOOD_SEARCH_ADVANCED_OPTIONS_INFO,"Sélectionnez des options avancées pour filtrer par langue, ligue du derby ou traits."
TID_JOINTYPE_ONLY_JOINABLE,Que je peux rejoindre uniquement
TID_NHTAG_DERBYANY,Derby : toute tâche
TID_NHTAG_FUN,Amusant
TID_NHTAG_ACTIVE,Actif
TID_NHTAG_COMPETITIVE,Compétitif
TID_MINT,Menthe
TID_WATERMELON,Pastèque
TID_BELLPEPPER,Poivron
TID_PLUMTREE,Prunier
TID_PLUM,Prune
TID_PRODUCT_VEGGIEDIPS,Plat de légumes
TID_PRODUCT_MINTICECREAM,Glace à la menthe
TID_PRODUCT_PEPPERSOUP,Soupe de poivron
TID_PRODUCT_MINTTEA,Thé à la menthe
TID_PRODUCT_WATERMELONLEMONADE,Jus de pastèque
TID_PRODUCT_PLUMJAM,Confiture de prunes
TID_PRODUCT_PLUMSMOOTHIE,Smoothie aux prunes
TID_NEIGHBORHOOD_PROFANITIES_IN_MOTTO,Texte incorrect !
TID_DECO_AXESTUMP,Souche à hache
TID_DECO_WITCHCAT,Chat de sorcière
TID_DECO_PRODUCECRATES,Caisses garnies
TID_DECO_RAKE,Râteau
TID_DECO_LEAFPILE,Tas de feuilles
TID_DECO_MUSHROOMPATH,Chemin à champignons
TID_DECO_BEACHSIGN,Panneau balnéaire
TID_DECO_COOLER,Glacière
TID_DECO_FISHFLOATIE,Bouée poisson
TID_DECO_SANDPATH,Chemin de sable
TID_DECO_SURFBOARDFENCE,Clôture planches de surf
TID_DECO_PINWHEEL,Moulins à vent
TID_DECO_DECOH,Déco H
TID_DECO_DECOA,Déco A
TID_DECO_DECOY,Déco Y
TID_DECO_DECOD,Déco D
TID_DERBY_BLOSSOM_TASK_TITLE,Tâche fleur
TID_DERBY_BLOSSOM_TASK_DESC,"Une fois terminée, cette tâche réapparaît sur le panneau avec des points supplémentaires !"
TID_ADD_MORE_NH_MEMBERS_DETAILS,Invitez d'autres joueurs à vous rejoindre et mettez à jour les traits de votre voisinage pour qu'il puisse être trouvé facilement !
TID_ADD_NH_MEMBERS_PROMPT,"Dans les voisinages, plus on est de fous plus on rit !"
TID_NHINFO_TAGTITLE,Traits du voisinage :
TID_HELPSHIFT_REQUIRES_OPTIONAL_UPDATE,Mettez Hay Day à jour pour contacter l'assistance.
TID_CATALOG_BUYBACK_INSTALLED,Installé
TID_PLUM_TREE_FB_HELP_TEXT,Mon prunier a besoin d'être arrosé. Vous pouvez m'aider ?
TID_PRODUCT_PLUM_DESCRIPTION,Produit du prunier
TID_TREE_PLUMTREE_DESCRIPTION,Fruits à cueillir trois fois
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED_ONCE,Vous avez déjà réalisé cette tâche. Demandez à vos voisins de la faire à leur tour !
TID_CUSTOMIZE_BTN_STYLE_INFO_TOOLTIP,Cet objet fait partie d'un style. Consultez le livre des styles pour plus d'infos !
TID_NH_INFO_TYPE_SHORT,Type
TID_BOOSTER_MORE_CASH,Plus de pièces
TID_BOOSTER_DESCRIPTION_MORE_CASH,"Les commandes par camion, bateau, de la ville et des visiteurs de la ville vous donnent <NUMBER> % plus de pièces pendant les <TIME> prochaines heures."
TID_BOOSTER_HEAVIER_FISH,Gros poisson
TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,Vous pêchez des poissons <NUMBER> % plus lourds pendant les <TIME> prochaines heures.
TID_BOOSTER_MINING_MORE_ORES,Plus de minerai
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_MULTIPLE,"Pendant les prochaines <TIME> minutes, chaque outil vous permettra de miner <NUMBER> unités de minerai de plus."
TID_CALENDAR_EVENT_PEOPLE_SPECIAL_REQUEST_TITLE,Vide-grenier !
TID_CALENDAR_EVENT_PEOPLE_ORDER_SPECIAL_REQUEST_TEXT,C'est l'heure de redécorer ! Les visiteurs de votre ferme sont à la recherche de décorations lors de cet événement. Stockez les décorations que vous ne voulez plus pour les vendre.
TID_NOTIFICATIONS_SETTINGS_LIVE_SHOP_OFFERS,Notifications du magasin
TID_NEIGHBORHOOD_DERBY,Derby des voisinages
TID_NEIGHBORHOOD_ONLINE_MEMBER_COUNT,<ONLINE> sur <MAX> voisins en ligne
TID_VISITOR_HELP_RECEIVED_FROM_FRIEND,<PARAM> a aidé votre visiteur !
TID_VISITOR_HELP_RECEIVED_FROM_ANONYMOUS,Quelqu'un a aidé votre visiteur !
TID_STREAM_EVENT_VISITOR_HELP_REQUESTED,Ma ville a besoin d'aide !
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_SINGLE,"Pendant les prochaines <TIME> minutes, chaque outil vous permettra de miner <NUMBER> unité de minerai de plus."
TID_BODY_RUSTY_YELLOW,Jaune rouillé
TID_BODY_RUSTY_RED,Rouge rouillé
TID_BODY_RUSTY_BLUE,Bleu rouillé
TID_BODY_RUSTY_PINK,Rose rouillé
TID_CANNOT_OPEN_CALENDAR_EVENT_GIFT_BOX,Vous y êtes presque ! Revenez dans <NUMBER> jour(s) pour ouvrir ce cadeau.
TID_CALENDAR_EVENT_GIFT_BOX_ALREADY_OPENED,Cette boîte-cadeau a déjà été ouverte !
TID_STYLE_GUIDE_SETNAME_HOUSE6,Style mignon
TID_STYLE_GUIDE_SETNAME_HOUSE7,Style pêcheur
TID_STYLE_GUIDE_SETNAME_TRUCK6,Style bon vieux temps
TID_STYLE_GUIDE_SETNAME_TRUCK7,Style rouge
TID_STYLE_GUIDE_SETNAME_ROADSIDE6,Style estival
TID_STYLE_GUIDE_SETNAME_ROADSIDE7,Style bleu
