TID,CH
TID_MAPGAME_DAILY_QUEST_EXPIRES_IN,新任务倒计时：<TIME>
TID_MAPGAME_DAILY_QUEST_POPUP_TITLE,每日任务
TID_MAPGAME_DAILY_QUEST_POPUP_QUESTS_TITLE,今日任务
TID_MAPGAME_QUEST_MOVE,驾驶小卡车抵达<NUMBER>个建筑或路边小站
TID_MAPGAME_QUEST_SPIN,转动<NUMBER>次燃料大转盘
TID_MAPGAME_QUEST_DELIVERIES,完成<NUMBER>个送货请求
TID_MAPGAME_QUEST_SOCIAL_TASK,完成<NUMBER>个合作订单请求
TID_MAPGAME_QUEST_HELP,帮助其他农场主修理抛锚的小卡车
TID_MAPGAME_QUEST_DUMP_TASK,完成<NUMBER>个订单请求
TID_MAP_GAME_SOCIAL_TASK_COMPLETE,合作请求已完成！
TID_MAP_GAME_CANNOT_CLAIM_DAILY_QUESTS_PRIZE,完成每日任务以解锁该神秘盒！
TID_MAPGAME_QUEST_COLLECT_BLUE_COIN,收集<NUMBER>枚蓝币
TID_MAPGAME_QUEST_COLLECT_RED_COIN,收集<NUMBER>枚红币
TID_MAPGAME_QUEST_COLLECT_GREEN_COIN,收集<NUMBER>枚绿币
TID_MAPGAME_QUEST_COLLECT_CHICKEN,收集<NUMBER>只母鸡
TID_MAP_GAME_TASK_DELIVERY_TITLE,送货请求！
TID_MAP_GAME_TASK_DELIVERY_DESCRIPTION,请把这个送到我朋友那儿！
TID_MAPGAME_DELIVERY_LIMIT_REACHED_DESCRIPTION,请先完成已接受的送货请求
TID_OBSTACLE_AVAILABLE_TIME,<TIME>
TID_MAP_GAME_TASK_OBSTACLE_DESCRIPTION,此处有障碍物！
TID_MAPGAME_QUEST_VISIT_BLACKROOF_ONE,抵达1座黑色屋顶的小屋
TID_MAPGAME_QUEST_VISIT_WINDMILL_ONE,抵达1座风车
TID_MAPGAME_QUEST_VISIT_CINEMA_ONE,抵达1家影院
TID_MAPGAME_QUEST_VISIT_DINER_ONE,抵达1家餐厅
TID_MAPGAME_QUEST_VISIT_FISHSHOP_ONE,抵达1家鱼店
TID_MAPGAME_QUEST_VISIT_VEGGIESHOP_ONE,抵达1家蔬果店
TID_MAPGAME_QUEST_VISIT_BLACKROOF,抵达<NUMBER>座黑色屋顶的小屋
TID_MAPGAME_QUEST_VISIT_WINDMILL,抵达<NUMBER>座风车
TID_MAPGAME_QUEST_VISIT_CINEMA,抵达<NUMBER>家影院
TID_MAPGAME_QUEST_VISIT_DINER,抵达<NUMBER>家餐厅
TID_MAPGAME_QUEST_VISIT_FISHSHOP,抵达<NUMBER>家鱼店
TID_MAPGAME_QUEST_VISIT_VEGGIESHOP,抵达<NUMBER>家蔬果店
TID_MAPGAME_NOTIFICATION_COMPLETE_QUEST,每日任务已完成！
TID_MAPGAME_NOTIFICATION_COLLECT_CHICKEN,您收集了<COUNT>只母鸡！
TID_MAPGAME_NOTIFICATION_COLLECT_CHICKEN_SOCIAL,其他农场主收集了<COUNT>只母鸡！
TID_MAPGAME_NOTIFICATION_RECEIVE_TRUCK_HELP,有人帮您修好了小卡车！
TID_MAPGAME_NOTIFICATION_EXPIRED_DELIVERY,送货请求已过期！
TID_MAPGAME_BUTTON_MOVE,开到这里
TID_MAPGAME_NODE_NAME_HOUSE,小屋
TID_MAPGAME_NODE_NAME_MILL,风车
TID_MAPGAME_NODE_NAME_STORE01,蔬果店
TID_MAPGAME_NODE_NAME_STORE02,鱼店
TID_MAPGAME_NODE_NAME_STORE03,比萨店
TID_MAPGAME_NODE_NAME_STORE,商店
TID_MAPGAME_BUTTON_CONFIRM,确认
TID_MAPGAME_REGULAR_NODE_DESCRIPTION,该建筑可能会发布请求。
TID_MAPGAME_BUTTON_DUMP,完成
TID_MAPGAME_DELIVERY_BUTTON_TAKE_TASK,接受
TID_MAPGAME_DELIVERY_BUTTON_COMPLETE_TASK,交货
TID_MAPGAME_NODE_EMPTY_TITLE,路边小站
TID_MAPGAME_NODE_EMPTY_DESCRIPTION,这只是一个普通的路边小站，继续前进吧！
TID_MAPGAME_OBSTACLE_SPAWNING_TITLE,小卡车停啦！
TID_MAPGAME_OBSTACLE_SPAWNING_DESCRIPTION,快看看是怎么回事？
TID_MAPGAME_RANDOM_REWARD_TITLE,路边小站惊喜!
TID_MAPGAME_RANDOM_REWARD_DESCRIPTION,您在路边发现了一份惊喜礼物！赶快收集吧！
TID_MAPGAME_RANDOM_REWARD_TIME_PROMPT,收集时限
TID_MAPGAME_BROKEN_TRUCK_TITLE,哎呀！
TID_MAPGAME_BROKEN_TRUCK_DESCRIPTION,您的小卡车抛锚了！其他农场主可以帮您修好它。
TID_MAPGAME_BUTTON_SPEEDUP,加速
TID_MAPGAME_BROKEN_TRUCK_TIME_PROMPT,小卡车自动修复时间
TID_MAPGAME_TASK_NODE_DESCRIPTION,我需要这些东西，你能卖给我吗？
TID_MAPGAME_DELIVERY_NODE_TITLE,送货请求！
TID_MAPGAME_DELIVERY_NODE_DESCRIPTION,请把这个送到我朋友那儿！
TID_MAPGAME_SOCIAL_TASK_NODE_DESCRIPTION,我们要大量采购这些物品！能卖给我们吗？
TID_MAPGAME_SOCIAL_GOAL_TITLE,完成该请求需要玩家：
TID_MAPGAME_UNKNOWN_NODE_DESCRIPTION,距离太远，开近点查看详情。
TID_MAPGAME_RESPAWN_DESCRIPTION,正在生成新请求！
TID_MAPGAME_COOLDOWN_DESCRIPTION,即将发布新请求！
TID_MAPGAME_NODE_REWARDS_TITLE,奖励
TID_MAPGAME_HELP_REQUESTED_TITLE,小卡车抛锚了!
TID_MAPGAME_HELP_REQUESTED_DESCRIPTION,帮助该农场主修理小卡车，您将获得一份随机奖励！
TID_MAPGAME_HELP_REQUESTED_BUTTON_CONFIRM,修理小卡车
TID_MAPGAME_HELP_REQUESTED_TIME_PROMPT,小卡车自动修复时间
TID_MAPGAME_FUEL_HUD_TITLE,燃料大转盘
TID_MAPGAME_FUEL_HUD_CURRENT_SUN_TASKS_LABEL,今天
TID_MAPGAME_FUEL_HUD_NEXT_SUN_TASKS_LABEL,明天
TID_MAPGAME_CHICKEN_FOUND_TITLE,发现母鸡啦！
TID_MAPGAME_CHICKEN_FOUND_DESCRIPTION,赶在时间结束前收集它！
TID_MAPGAME_CHICKEN_FOUND_TIME_PROMPT,收集时限
TID_MAPGAME_CHICKEN_FOUND_AVAILABLE_TIME,<TIME>
TID_MAPGAME_BUTTON_COLLECT_FOUND_CHICKEN,收集
TID_MAP_GAME_COLLECT_SUN_POINTS_TO_SPIN_FUEL_WHEEL,收集阳光点数以转动燃料大转盘！
TID_MAPGAME_QUEST_COMPLETE_X_TASKS,完成<NUMBER>个任意类型的请求
TID_MAP_GAME_CANNOT_CLAIM_DAILY_QUEST_CHICKEN,完成每日任务即可收集！\n母鸡将在<TIME>后消失。
TID_MAP_GAME_DAILY_QUEST_CHICKEN_ALREADY_CLAIMED,您已收集这只母鸡！
TID_MAPGAME_DAILY_QUEST_POPUP_PIP_TOOLTIP,完成每日任务即可积累进度！
TID_TUTORIAL_VALLEY_STEP1,今天是个重要的日子！山谷开放啦！
TID_TUTORIAL_VALLEY_STEP2,点击公告板开始探索吧。
TID_TUTORIAL_VALLEY_STEP3,驾驶您的小卡车，在这片新天地中尽情探索吧！每个地方都去看看，完成建筑发布的请求即可获得山谷币，可用来兑换丰厚奖励。
TID_TUTORIAL_VALLEY_STEP4,您的小卡车需要燃料才能开动。您每天都可以获得随机数量的免费燃料，现在就试试吧！
TID_TUTORIAL_VALLEY_STEP5,真不错！每天在农场里完成指定操作，即可获得更多转动机会。
TID_TUTORIAL_VALLEY_STEP6,在这趟全新的旅途中，完成每日任务可解锁神秘盒！一起来看看吧！
TID_TUTORIAL_VALLEY_STEP7,您还可以在地图上看到您的社区成员和其他农场主。和大家一起收集母鸡或将野生动物送到保护区，解锁山谷商店专属区吧。
TID_TUTORIAL_VALLEY_STEP8,您可以点击问号图标了解更多信息。现在就驾驶您的小卡车，尽情享受这次的新旅途吧！
TID_VALLEY_INFO_TITLE_1,欢迎来到山谷！
TID_VALLEY_INFO_TITLE_2,没有燃料寸步难行！
TID_VALLEY_INFO_TITLE_3,山谷里有什么好玩的？
TID_VALLEY_INFO_TITLE_4,您的个人任务！
TID_VALLEY_INFO_TITLE_5,收集母鸡！
TID_VALLEY_INFO_TITLE_6,山谷商店！
TID_VALLEY_INFO_TITLE_7,山谷币！
TID_VALLEY_INFO_TITLE_8,通力合作，相互帮助！
TID_VALLEY_INFO_1,山谷每隔一段时间会对外开放，快来探索吧！山谷开放的这段时间也叫\q山谷开放季\q。\n\n每逢山谷开放季，您可以驾驶小卡车穿梭在山谷中，为当地居民提供服务，完成他们的请求可获得一定数量的山谷币。山谷币有3种颜色，可在山谷商店兑换各种物品。随着时间的推移，商店中可兑换的物品种类会逐渐增加。\n\n每位农场主都可以前往山谷，不需要提前选择是否加入。您和您的社区好友总是会出现在同一张山谷地图上，当然，您也会遇到其他农场主，认识新朋友！
TID_VALLEY_INFO_2,您的小卡车需要燃料才能开动。您可以通过燃料大转盘获得随机数量的燃料。\n\n您每天有一次免费转动机会，点击山谷右下角的燃料箱，转动燃料大转盘！\n\n使用完免费转动机会后，您就可以进入阳光点数界面啦。您可以在这个界面看到三种阳光点数任务，任务内容都是一些农场日常操作，完成这些任务将获得阳光点数，为阳光能量条充能。能量条填满后，您将获得一次新的转动机会！
TID_VALLEY_INFO_3,山谷里四处都分布着路边小站和各种建筑。这些建筑会发布请求：一种是订单请求，需要您提供农场里的产品；另一种是送货请求，需要您将货物从一个建筑送往另一个建筑。有的建筑还会发布合作订单请求，需要一定数量的玩家共同完成。完成每个请求都将获得随机的山谷币。\n\n每个请求都有时间限制，超过时间后，请求将过期并会被新的请求覆盖。记得及时完成请求哦！\n\n有时路边小站也会给您\q惊喜\q：您可能会在路边捡到随机物品，也有可能遇到小卡车抛锚的情况！如遇抛锚，您可以等其他农场主帮助您修理小卡车，也可以等小卡车在倒计时结束后自动修好。
TID_VALLEY_INFO_4,每日任务是需要您在山谷里完成的小任务。任务清单上有各种各样的任务，并且每隔24小时刷新一次。\n\n每日任务界面的顶部有一个任务进度条，您每完成一个任务，进度条就会往前进。当您达到神秘盒的位置，您就可以打开它啦！\n\n有的时候，进度条上也可能出现母鸡，完成当天的所有任务即可收集这只母鸡！但母鸡会随着任务的刷新而消失，要抓紧时间哦！
TID_VALLEY_INFO_5,收集足够数量的母鸡，在山谷开放季结束后前往山谷商店专属区，兑换超赞物品！\n\n按照合作订单请求上的人数要求完成订单将获得一只母鸡。\n\n有的时候，您会在山谷地图和每日任务进度条上发现母鸡。\n\n山谷地图上的母鸡可能会出现在路边小站。抓紧时间，因为这些母鸡有收集时限，超过时限母鸡就会消失。\n\n当每日任务进度条上出现母鸡时，完成当天的所有任务即可收集那只母鸡。而每日任务刷新后，未收集的母鸡将会消失。\n\n母鸡是一种集体资源，也就是说，每位农场主收集的母鸡都会让同一张地图上的所有农场主受益！您可以在山谷商店专属区查看您和其他农场主一起收集的母鸡数量。\n\n\q鸡\q不可失，加油收集呀！
TID_VALLEY_INFO_6,每次山谷开放，山谷商店也会随之开放，您可以使用您获得的山谷币在山谷商店里兑换物品。\n\n山谷商店有两个兑换区：普通区和专属区。您可以在普通区兑换农场里的常用物品，比如扩建材料、拼图和扩建许可。一开始并不是所有物品都可以兑换，随着时间的推移，商店中可兑换的物品种类会逐渐增加。\n\n专属区可兑换的物品最特别，您和地图上的其他玩家需要一起收集到足够数量的母鸡才能解锁专属区，而且山谷开放季结束后才能兑换专属区的物品。\n\n\n山谷地图上会出现一些图标，提醒您注意某些重要的事情，比如路边发现的母鸡、建筑发布的合作请求，或者是其他农场主的小卡车抛锚了。\n\n如果有农场主的小卡车抛锚了，您可以驾驶您的小卡车抵达该农场主所在的路边小站，帮助其修好小卡车，乐于助人的您将因此获得随机的山谷币哦！
TID_VALLEY_INFO_7,完成山谷里各种建筑发布的请求即可获得山谷币。山谷币有3种颜色：红色、蓝色、绿色。\n\n您的山谷币钱包有存储上限，该上限可在山谷商店中查看。3种颜色的山谷币共用一个钱包，一旦钱包达到存储上限，您就无法再收集更多山谷币！您可以在山谷商店中用掉一部分山谷币，以腾出存储空间。\n\n您还有自己的存钱罐可以存储山谷币，该存钱罐有单独的存储上限。如果您需要更多山谷币，您可以打开存钱罐取出其中的山谷币。\n\n山谷开放季开始后，您就可以查看山谷商店中供应的物品种类及其价格。消费山谷币为钱包腾出空间时，记得查看价格，留够山谷币兑换山谷商店专属区里的特别物品哦！\n\n山谷开放季结束后，您依然可以在山谷商店中使用山谷币兑换物品。未使用的山谷币将会存入存钱罐，供您在下个山谷季中继续使用。
TID_VALLEY_INFO_8,山谷是一个社交性很强，很热闹的地方！山谷地图上会出现一些图标，提醒您注意某些重要的事情，比如路边发现的母鸡、建筑发布的合作请求，或者是其他农场主的小卡车抛锚了。\n\n如果有农场主的小卡车抛锚了，您可以驾驶您的小卡车抵达该农场主所在的路边小站，帮助其修好小卡车，乐于助人的您将因此获得随机的山谷币哦！\n\n团结合作很重要，因为这样大家才能齐心协力收集到所有母鸡，享受山谷开放季的乐趣！
TID_MASSGIFT_REACHED_LEVEL50_HEADER,50级！
TID_MASSGIFT_REACHED_LEVEL50_TEXT,<NAME>，您好！您的农场已经升到50级啦！请接受这个超赞的装饰作为礼物！我们衷心感谢您对《卡通农场》的反馈建议，更感谢您的支持和厚爱，祝您游戏愉快！
TID_MASSGIFT_REACHED_LEVEL150_HEADER,150级！
TID_MASSGIFT_REACHED_LEVEL150_TEXT,<NAME>，您好！您的农场已经升到150级啦！请接受这个超赞的装饰作为礼物！我们衷心感谢您对《卡通农场》的反馈建议，更感谢您的支持和厚爱，祝您游戏愉快！
TID_MASSGIFT_REACHED_LEVEL200_HEADER,200级！
TID_MASSGIFT_REACHED_LEVEL200_TEXT,<NAME>，您好！您的农场已经升到200级啦！请接受这个超赞的装饰作为礼物！我们衷心感谢您对《卡通农场》的反馈建议，更感谢您的支持和厚爱，祝您游戏愉快！
TID_MASSGIFT_REACHED_LEVEL250_HEADER,250级！
TID_MASSGIFT_REACHED_LEVEL250_TEXT,<NAME>，您好！您的农场已经升到250级啦！请接受这个超赞的装饰作为礼物！我们衷心感谢您对《卡通农场》的反馈建议，更感谢您的支持和厚爱，祝您游戏愉快！
TID_MASSGIFT_REACHED_LEVEL300_HEADER,300级！
TID_MASSGIFT_REACHED_LEVEL300_TEXT,<NAME>，您好！您的农场已经升到300级啦！请接受这个超赞的装饰作为礼物！我们衷心感谢您对《卡通农场》的反馈建议，更感谢您的支持和厚爱，祝您游戏愉快！
TID_MASSGIFT_REACHED_LEVEL350_HEADER,350级！
TID_MASSGIFT_REACHED_LEVEL350_TEXT,<NAME>，您好！您的农场已经升到350级啦！请接受这个超赞的装饰作为礼物！我们衷心感谢您对《卡通农场》的反馈建议，更感谢您的支持和厚爱，祝您游戏愉快！
TID_MASSGIFT_7THBIRTHDAY_ANNOUNCEMENT_TEXT,《卡通农场》7岁啦！让我们一起庆祝这个值得纪念的时刻吧！每年的生日都有礼物相伴，今年也不例外，我们为您准备了一份特殊的蛋糕装饰物，希望您能喜欢，同时也感谢您一直以来的支持和喜爱！
TID_VALLEY_SHOP_TITLE,普通区
TID_VALLEY_EXCLUSIVE_SHOP_TITLE,专属区
TID_MAP_GAME_DELIVERY_NODE_ALREADY_ACCEPTED,已接受前往<NUMBER>号停靠点送货的请求！
TID_MAP_GAME_DUMP_TASK_ALREADY_COMPLETED,该订单请求已完成！
TID_MAP_GAME_SOCIAL_TASK_ALREADY_COMPLETED,您已完成该合作请求中的个人部分！
TID_MAP_GAME_SPEND_DIAMONDS_SPEEDUP_TASK,已花费<NUMBER1>颗钻石加速<NUMBER2>号停靠点的请求
TID_MAP_GAME_FAILED_SPEND_DIAMONDS_SPEEDUP_TASK,无法使用<NUMBER1>颗钻石加速<NUMBER2>号停靠点的请求
TID_MAP_GAME_SOCIAL_TASK_PLAYER_COUNT,已有<NUMBER1>/<NUMBER2>名玩家帮助完成请求
TID_MAP_GAME_SOCIAL_TASK_EXTRA_REWARD,完成该合作请求需要玩家：
TID_MAP_GAME_NODE_INFO_TEXT,这是<NUMBER>号停靠点的请求
TID_MAP_GAME_SOCIAL_REWARD_COUNT,<COUNT>
TID_MAPGAME_CHICKEN_FOUND_AND_COLLECTED_DESCRIPTION,已收集母鸡！
TID_MAPGAME_SHOP_REWARDS_HUD_TITLE,山谷商店
TID_MAPGAME_SHOP_REWARDS_HUD_SOLD_OUT,售罄！
TID_MAPGAME_SHOP_REWARDS_UNLOCKS_IN,<TIME>后解锁
TID_MAPGAME_OBSTACLE_MOVE_FAILED_TRUCK_BROKEN,请先修好小卡车！
TID_MAPGAME_OBSTACLE_MOVE_FAILED_COLLECT_REWARD,请先收集路边小站惊喜！
TID_MAP_GAME_SOCIAL_TASK_PLAYER_TOOLTIP_TITLE,<NAME>
TID_MAP_GAME_SOCIAL_TASK_PLAYER_TOOLTIP_DESCRIPTION,<NAME>已完成该请求！
TID_MAP_GAME_CANNOT_PURCHASE_SHOP_REWARD_NOT_ENOUGH_COINS,山谷币不足！\n完成请求以获得更多山谷币。
TID_MAP_GAME_CANNOT_PURCHASE_SHOP_REWARD_NOT_UNLOCKED,现在还不能兑换！
TID_MAP_GAME_CANNOT_PURCHASE_SHOP_REWARD_REWARD_ALREADY_PURCHASED,已购买过！
TID_MAPGAME_OBSTACLE_TRAVEL_HERE_TO_HELP,开到这里以帮助修理小卡车！
TID_MAPGAME_OBSTACLE_ID_INFO,这是<NODEID>号停靠点的障碍物
TID_MAPGAME_HELP_RECEIVED_DESCRIPTION,一位热心的农场主帮您修好了小卡车！
TID_MAPGAME_SHOP_REWARDS_TIER_2_AVAILABLE_TEXT,山谷商店专属区开放啦！
TID_MAPGAME_SHOP_REWARDS_TIER_2_INFO_TEXT,山谷开放季结束后才能购买专属区的物品。
TID_MAPGAME_SHOP_REWARDS_TIER_2_DID_NOT_REACH_CHICKEN_GOAL,母鸡数量不够，未能解锁山谷商店专属区。
TID_MAPGAME_SHOP_REWARDS_CONFIRM_PURCHASE_POPUP_TITLE,确认购买
TID_MAPGAME_SHOP_REWARDS_CONFIRM_PURCHASE_BTN,确认
TID_MAPGAME_SHOP_REWARDS_CANCEL_PURCHASE_BTN,取消
TID_MAP_GAME_SUNPOINTS_TASK_TRUCK_ORDER_ONE,完成1个卡车订单
TID_MAP_GAME_SUNPOINTS_TASK_TRUCK_ORDER,完成卡车订单
TID_MAP_GAME_SUNPOINTS_TASK_BOAT_ORDER_ONE,装填1个航运货箱
TID_MAP_GAME_SUNPOINTS_TASK_BOAT_ORDER,装填航运货箱
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_ANY,给农场动物喂食
TID_MAP_GAME_SUNPOINTS_TASK_CATCH_FISH_ONE,钓到1条鱼
TID_MAP_GAME_SUNPOINTS_TASK_CATCH_FISH,钓鱼
TID_MAP_GAME_SUNPOINTS_PRODUCE_LURES_ONE,制作1个鱼饵
TID_MAP_GAME_SUNPOINTS_PRODUCE_LURES,制作鱼饵
TID_MAP_GAME_SUNPOINTS_USE_NETS_ONE,在钓鱼区放置1张普通渔网或神奇渔网
TID_MAP_GAME_SUNPOINTS_USE_NETS,在钓鱼区放置普通渔网或神奇渔网
TID_MAP_GAME_SUNPOINTS_CATCH_DUCKSLOBSTERS_ONE,在钓鱼区放置1个捕虾笼或捕鸭器
TID_MAP_GAME_SUNPOINTS_CATCH_DUCKSLOBSTERS,在钓鱼区放置捕虾笼或捕鸭器
TID_MAP_GAME_SUNPOINTS_DERBY_TASK_HARD_ONE,完成1个积分不低于235分的德比任务
TID_MAP_GAME_SUNPOINTS_DERBY_TASK_HARD,完成积分不低于235分的德比任务
TID_MAP_GAME_TASK_CHICKEN_TITLE,发现1只母鸡！
TID_MAP_GAME_TASK_CHICKEN_DESCRIPTION,路边上有1只母鸡！趁它还没跑掉，赶快收集吧！
TID_MAP_GAME_SUNPOINTS_DERBY_TASK_EXCAVATE_ORE,从矿场开采矿石
TID_MAP_GAME_SUNPOINTS_TASK_PLANT,种植农作物
TID_DECO_LOLLYCAKE,棒棒糖蛋糕
TID_DECO_VEGGIECAKE,蔬果园蛋糕
TID_DECO_BIRDCAKE,孔雀蛋糕
TID_DECO_PIGRIDER,猪猪骑士雕像
TID_DECO_LEVEL50,金色格雷格雕像
TID_DECO_LEVEL150,金色小鸭喷泉
TID_DECO_LEVEL200,珍藏猪猪油画
TID_DECO_LEVEL250,农场小剧院
TID_DECO_LEVEL300,金色农场雕像
TID_DECO_RAMTABLE,沙漠餐桌
TID_DECO_RAMTENT,沙漠帐篷
TID_DECO_RAMFOUNTAIN,沙漠饮水池
TID_DECO_BOARDGAME_CAR,山谷小汽车
TID_DECO_BOARDGAME_BALLOON,山谷热气球
TID_DECO_BOARDGAME_BOAT,山谷小船
TID_DECO_BOARDGAME_PLANE,山谷小飞机
TID_DECO_BOARDGAME_TRAIN,山谷小火车
TID_DECO_BOARDGAME_VESPA,山谷小摩托
TID_DECO_DECO_SUNDIAL,日晷
TID_DECO_DERBY_HORSESHOE,马蹄铁套圈
TID_DECO_DERBY_GUITAR,草垛吉他
TID_DECO_DERBY_POST,木质拴马桩
TID_DECO_DERBY_HAYBALE,成双干草堆
TID_DECO_RAMFENCE,沙漠围墙
TID_DECO_RAMADAN_DESCRIPTION,特殊沙漠装饰
TID_DECO_BOARDGAME_DESCRIPTION,山谷专属装饰物
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_WHEAT,种植小麦
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_CORN,种植玉米
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_SOYBEAN,种植大豆
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_SUGARCANE,种植甘蔗
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_CARROT,种植胡萝卜
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_INDIGO,种植木蓝
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_PUMPKIN,种植南瓜
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_COTTON,种植棉花
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_CHILI,种植辣椒
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_TOMATO,种植西红柿
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_STRAWBERRY,种植草莓
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_POTATO,种植土豆
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_RICE,种植水稻
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_LETTUCE,种植生菜
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_CHICKEN,给母鸡喂食
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_COW,给奶牛喂食
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_SHEEP_ONE,给1只绵羊喂食
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_SHEEP,给绵羊喂食
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_PIG_ONE,给1头小猪喂食
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_PIG,给小猪喂食
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_GOAT_ONE,给1只山羊喂食
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_GOAT,给山羊喂食
TID_MAP_GAME_SUNPOINTS_CATCH_LOBSTERS_ONE,在钓鱼区放置1个捕虾笼
TID_MAP_GAME_SUNPOINTS_CATCH_LOBSTERS,在钓鱼区放置捕虾笼
TID_MAP_GAME_SUNPOINTS_CATCH_DUCKS_ONE,在钓鱼区放置1个捕鸭器
TID_MAP_GAME_SUNPOINTS_CATCH_DUCKS,在钓鱼区放置捕鸭器
TID_DECO_LEVEL50_DESCRIPTION,50级特别装饰
TID_DECO_LEVEL150_DESCRIPTION,150级特别装饰
TID_DECO_LEVEL200_DESCRIPTION,200级特别装饰
TID_DECO_LEVEL250_DESCRIPTION,250级特别装饰
TID_DECO_LEVEL300_DESCRIPTION,300级特别装饰
TID_MAP_GAME_SUNPOINTS_DERBY_TASK_ANY_ONE,完成1个德比任务
TID_MAP_GAME_SUNPOINTS_DERBY_TASK_ANY,完成德比任务
TID_MAPGAME_DELIVERY_NODE_ACCEPTED_DESCRIPTION,谢谢！我的朋友正等着这些货物呢！
TID_MAPGAME_DELIVERY_NODE_DESTINATION_DESCRIPTION,希望能快点收到我要的货物！
TID_MAPGAME_SHOP_REWARDS_HUD_NOT_AVAILABLE,尚未解锁
TID_MAP_GAME_WAIT_FOR_NEXT_VALLEY_SEASON,本次山谷开放季已结束，记得回来查看下个山谷开放季的具体信息哦！
TID_MAPGAME_COMING_SOON,达到<LEVEL>级可解锁山谷！
TID_MAP_GAME_ENDED_CLAIM_REWARDS,山谷开放季已结束，赶快使用您的山谷币吧！您也可以选择打开存钱罐来兑换更多物品！
TID_MAPGAME_SHOP_REWARDS_PENDING_POPUP_TITLE,山谷开放季已结束！
TID_MAPGAME_SHOP_REWARDS_PENDING_POPUP_BUTTON,确定
TID_MAPGAME_SHOP_REWARDS_ALL_REWARDS_CLAIMED_POPUP_TITLE,山谷开放季已结束！
TID_MAPGAME_SHOP_REWARDS_ALL_REWARDS_CLAIMED_POPUP_TEXT,您剩余的山谷币不足，无法再购买其他物品，这些尚未使用的山谷币不会保留到下个山谷开放季。点击\q确认\q以舍弃山谷币。
TID_MAPGAME_SHOP_REWARDS_ALL_REWARDS_CLAIMED_POPUP_BUTTON,确定
TID_FEATURE_VALLEY,山谷
TID_DECO_PIGRIDER_DESCRIPTION,Supercell ID特殊装饰物
TID_DECO_PIGRIDER_LOCKED,绑定Supercell ID可获得
TID_MAPGAME_BOOSTER_PACK,3个5星加速器
TID_MAP_GAME_TASK_SOCIAL_DUMP_TITLE,合作订单请求！
TID_MAP_GAME_PAUSED_TITLE,山谷暂时关闭！
TID_MAP_GAME_PAUSED_ERROR_TEXT,山谷里的道路需要维护了，因此我们不得不暂时关闭山谷。不过请您放心，我们会拿出收集母鸡的劲头尽快完成维护，重新开放山谷，请稍后再回来查看！
TID_MAP_GAME_PAUSED_ERROR_EXTRA_TEXT,请稍后查看！
TID_MAP_GAME_PAUSED_NO_EVENT,山谷开放季已结束！
TID_MAP_GAME_PAUSED_NEXT_EVENT_START,离下个山谷开放季开始还有：<TIME>
TID_MAP_GAME_PAUSED_EXTRA_TEXT,请稍后查看！
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_TITLE,山谷开放季已结束！
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_DESCRIPTION,山谷开放季已结束！所有未使用的山谷币不会保留到下个山谷开放季，现在就去用掉剩下的山谷币吧！
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_EXCLUSIVE_SHOP_OPEN_TEXT,山谷商店专属区已开放！
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_EXCLUSIVE_SHOP_CLOSED_TEXT,山谷商店专属区未解锁！
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_BUTTON,确定
TID_MAP_GAME_JOIN_VALLEY_BEING_CREATED_TITLE,正在进入山谷
TID_MAP_GAME_JOIN_VALLEY_BEING_CREATED_TEXT,正在进入山谷，请耐心等待！
TID_MAPGAME_NOTIFICATION_WALLET_IS_FULL,您的山谷币钱包已满！先去山谷商店买点东西，花掉一些山谷币吧！
TID_MAPGAME_WALLETFULL,钱包已满！
TID_MAPGAME_CONFIRM_PURCHASE,再次点击以确认购买
