TID,IT
TID_MAP_GAME_SUNPOINTS_DERBY_TASK_EXCAVATE_ORE,Estrai dei minerali dalla miniera.
TID_MAP_GAME_SUNPOINTS_TASK_PLANT,Pianta una o più colture.
TID_DECO_LOLLYCAKE,Torta lecca-lecca
TID_DECO_VEGGIECAKE,Torta dell'orto
TID_DECO_BIRDCAKE,Torta pavone
TID_DECO_PIGRIDER,Statua del domamaiali
TID_DECO_LEVEL50,Statua d'oro di Greg
TID_DECO_LEVEL150,Fontana dell'anatra d'oro
TID_DECO_LEVEL200,Dipinto del maiale
TID_DECO_LEVEL250,Teatrino bucolico
TID_DECO_LEVEL300,Fattoria d'oro
TID_DECO_RAMTABLE,Tavolo orientale
TID_DECO_RAMTENT,Tenda orientale
TID_DECO_RAMFOUNTAIN,Fontana orientale
TID_DECO_BOARDGAME_CAR,Auto della contrada
TID_DECO_BOARDGAME_BALLOON,Mongolfiera della contrada
TID_DECO_BOARDGAME_BOAT,Barca della contrada
TID_DECO_BOARDGAME_PLANE,Aereo della contrada
TID_DECO_BOARDGAME_TRAIN,Treno della contrada
TID_DECO_BOARDGAME_VESPA,Scooter della contrada
TID_DECO_DECO_SUNDIAL,Meridiana
TID_DECO_DERBY_HORSESHOE,Lancio del ferro di cavallo
TID_DECO_DERBY_GUITAR,Chitarra e fieno
TID_DECO_DERBY_POST,Staccionata
TID_DECO_DERBY_HAYBALE,Balle di fieno
TID_DECO_RAMFENCE,Mura orientali
TID_DECO_RAMADAN_DESCRIPTION,Speciale decorazione orientale
TID_DECO_BOARDGAME_DESCRIPTION,Decorazione esclusiva della contrada
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_WHEAT,Pianta del grano.
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_CORN,Pianta del granoturco.
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_SOYBEAN,Pianta della soia.
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_SUGARCANE,Pianta delle canne da zucchero.
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_CARROT,Pianta delle carote.
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_INDIGO,Pianta dell'indaco.
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_PUMPKIN,Pianta delle zucche.
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_COTTON,Pianta del cotone.
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_CHILI,Pianta dei peperoncini.
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_TOMATO,Pianta dei pomodori.
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_STRAWBERRY,Pianta delle fragole.
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_POTATO,Pianta delle patate.
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_RICE,Pianta del riso.
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_LETTUCE,Pianta della lattuga.
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_CHICKEN,Nutri delle galline.
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_COW,Nutri delle mucche.
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_SHEEP_ONE,Nutri una pecora.
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_SHEEP,Nutri delle pecore.
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_PIG_ONE,Nutri un maiale.
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_PIG,Nutri dei maiali.
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_GOAT_ONE,Nutri una capra.
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_GOAT,Nutri delle capre.
TID_MAP_GAME_SUNPOINTS_CATCH_LOBSTERS_ONE,Colloca una trappola per aragoste nel lago.
TID_MAP_GAME_SUNPOINTS_CATCH_LOBSTERS,Colloca delle trappole per aragoste nel lago.
TID_MAP_GAME_SUNPOINTS_CATCH_DUCKS_ONE,Colloca una trappola per anatre nel lago.
TID_MAP_GAME_SUNPOINTS_CATCH_DUCKS,Colloca delle trappole per anatre nel lago.
TID_DECO_LEVEL50_DESCRIPTION,Decorazione speciale per il livello 50
TID_DECO_LEVEL150_DESCRIPTION,Decorazione speciale per il livello 150
TID_DECO_LEVEL200_DESCRIPTION,Decorazione speciale per il livello 200
TID_DECO_LEVEL250_DESCRIPTION,Decorazione speciale per il livello 250
TID_DECO_LEVEL300_DESCRIPTION,Decorazione speciale per il livello 300
TID_MAP_GAME_SUNPOINTS_DERBY_TASK_ANY_ONE,Completa un incarico del derby.
TID_MAP_GAME_SUNPOINTS_DERBY_TASK_ANY,Completa degli incarichi del derby.
TID_MAPGAME_DELIVERY_NODE_ACCEPTED_DESCRIPTION,"Per favore, consegna questi prodotti al più presto!"
TID_MAPGAME_DELIVERY_NODE_DESTINATION_DESCRIPTION,Non vedo l'ora di ricevere la merce!
TID_MAPGAME_SHOP_REWARDS_HUD_NOT_AVAILABLE,Non disponibile
TID_MAP_GAME_WAIT_FOR_NEXT_VALLEY_SEASON,"La stagione della contrada è terminata, ma presto ne comincerà un'altra!"
TID_MAPGAME_COMING_SOON,Raggiungi il livello <LEVEL> per accedere alla contrada!
TID_MAP_GAME_ENDED_CLAIM_REWARDS,"La stagione della contrada è terminata, spendi i gettoni! Se non bastano per acquistare ricompense, rompi il salvadanaio!"
TID_MAPGAME_SHOP_REWARDS_PENDING_POPUP_TITLE,Stagione terminata!
TID_MAPGAME_SHOP_REWARDS_PENDING_POPUP_BUTTON,OK
TID_MAPGAME_SHOP_REWARDS_ALL_REWARDS_CLAIMED_POPUP_TITLE,Stagione terminata!
TID_MAPGAME_SHOP_REWARDS_ALL_REWARDS_CLAIMED_POPUP_TEXT,Non hai abbastanza gettoni per ottenere altri articoli e NON potrai usare quelli che ti avanzano nella prossima stagione. Tocca \qOK\q per disfartene.
TID_MAPGAME_SHOP_REWARDS_ALL_REWARDS_CLAIMED_POPUP_BUTTON,OK
TID_FEATURE_VALLEY,La contrada
TID_DECO_PIGRIDER_DESCRIPTION,Decorazione unica di Supercell ID
TID_DECO_PIGRIDER_LOCKED,Accedi a Supercell ID per sbloccarla!
TID_MAPGAME_BOOSTER_PACK,3 potenziamenti da 5 stelle
TID_MAP_GAME_TASK_SOCIAL_DUMP_TITLE,Nuovo ordine di gruppo!
TID_MAP_GAME_PAUSED_TITLE,La contrada non è accessibile!
TID_MAP_GAME_PAUSED_ERROR_TEXT,Abbiamo dovuto chiudere l'accesso alla contrada perché le galline hanno messo tutto sottosopra! Stiamo facendo il possibile per renderla nuovamente agibile. Riprova più tardi!
TID_MAP_GAME_PAUSED_ERROR_EXTRA_TEXT,Torna più tardi!
TID_MAP_GAME_PAUSED_NO_EVENT,La stagione della contrada è terminata!
TID_MAP_GAME_PAUSED_NEXT_EVENT_START,La prossima stagione inizierà tra <TIME>
TID_MAP_GAME_PAUSED_EXTRA_TEXT,Torna più tardi!
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_TITLE,La stagione è terminata!
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_DESCRIPTION,"La stagione della contrada si è conclusa! Se ti sono avanzati dei gettoni, NON potrai usarli nella prossima stagione, quindi spendili finché sei in tempo!"
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_EXCLUSIVE_SHOP_OPEN_TEXT,La sezione esclusiva dell'emporio è accessibile!
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_EXCLUSIVE_SHOP_CLOSED_TEXT,La sezione esclusiva dell'emporio è chiusa!
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_BUTTON,OK
TID_MAP_GAME_JOIN_VALLEY_BEING_CREATED_TITLE,Accesso alla contrada...
TID_MAP_GAME_JOIN_VALLEY_BEING_CREATED_TEXT,"Stai per accedere alla contrada, un attimo di pazienza!"
TID_MAPGAME_NOTIFICATION_WALLET_IS_FULL,Il sacchetto è pieno! Libera spazio scambiando i gettoni con gli articoli dell'emporio.
TID_MAPGAME_WALLETFULL,Sacchetto\npieno!
TID_MAPGAME_CONFIRM_PURCHASE,Tocca di nuovo per confermare l'acquisto
TID_MAPGAME_NOTIFICATION_SPIN_AVAILABLE,Puoi girare la ruota del carburante!
TID_MAPGAME_REWARDS_DIAMONDPACK,40 diamanti
TID_MAPGAME_REWARDS_DIAMONDPACK_TAG,<NUMBER> diamanti
TID_MAPGAME_SHOP_REWARDS_TIER_2_INFO_NOCHICKENS_TEXT,Raccogli delle galline per sbloccare questa sezione.
TID_MAPGAME_TRUCKS_UI_HEADER,Info furgone
TID_MAPGAME_SUN_POINT_ACTIVITIES_EXPIRES_IN,Si aggiorna tra: <TIME>
TID_MAPGAME_DAILY_QUEST_ALREADY_CLAIMED,Hai già ritirato questa scatola misteriosa!
TID_SELFHELP_UNAVAILABLE,La sezione \qGuida e assistenza\q non è al momento disponibile. Riprova più tardi.
TID_MAPGANE_SUN_POINT_UNIT,Punto solare
TID_MAPGANE_FUEL_UNIT,Carburante
TID_ACCOUNT_ITEMS_REVOKED_NOTICE,Articoli revocati
TID_ACCOUNT_TRANSACTION_REVOKED_NOTICE,"Una transazione compiuta con il presente account in data <DAY>/<MONTH>/<YEAR> è stata recentemente rimborsata o ritenuta fraudolenta. I rimborsi richiesti saranno eseguiti attraverso lo stesso metodo di pagamento con cui è stato fatto l'ordine. Sono stati detratti degli articoli (<ITEMS>), il cui valore complessivo è pari alla transazione o alle transazioni in questione, e ciò potrebbe comportare un saldo negativo di queste risorse: in tal caso, è possibile farlo tornare in positivo raccogliendo risorse nel gioco o effettuando altri ordini."
TID_ACCOUNT_ITEMS_REVOKED_NOTICE_MESSAGE,Ti sono stati revocati i seguenti articoli: <ITEMS>. Contatta la nostra assistenza per ulteriori informazioni.
TID_ACCOUNT_ITEMS_REVOKED_NOTICE_BUTTON,OK
TID_MAPGAME_FUEL_SPIN_UNIT,Ruota del carburante
TID_MAPGAME_REWARD_COIN_CANT_AFFORD_FONT_COLOR,9b0b10
TID_MAPGAME_SUN_POINTS_TITLE,Punti solari della contrada
TID_ROADSIDE_SHOP_AI_REROLL_BTN,Cambia articoli
TID_MAPGAME_SHOP_REWARDS_PROCESSING_RESULTS_TITLE,Elaborazione risultati...
TID_MAPGAME_SHOP_REWARDS_PROCESSING_RESULTS_DESCRIPTION,I risultati della contrada saranno presto disponibili...
TID_SESAME,Sesamo
TID_GINGER,Zenzero
TID_MUSHROOM,Fungo
TID_FISH_SKEWERS,Spiedino di pesce
TID_SESAME_BRITTLE,Croccante al sesamo
TID_SESAME_ICE_CREAM,Gelato al sesamo
TID_MUSHROOM_PASTA,Pasta coi funghi
TID_MUSHROOM_SALAD,Insalata con funghi
TID_SESAME_SMOOTHIE,Frappè al sesamo nero
TID_MUSHROOM_SOUP,Zuppa di funghi
TID_APPLE_GINGER_TEA,Tè allo zenzero e mela
TID_ZEBRA01,Zebra con la cresta
TID_ZEBRA01_DESCRIPTION,Nutri per ottenere dei punti
TID_ZEBRA02,Zebra col ciuffo
TID_ZEBRA02_DESCRIPTION,Nutri per ottenere dei punti
TID_ZEBRA_HOUSE,Cuccia per zebre
TID_ZEBRA_HOUSE_SHOP_DESCRIPTION,Accoglie <CAPACITY> zebre
TID_DECO_RAINBOWFLAG,Bandiera arcobaleno
TID_DECO_REDACACIA,Acacia rossa
TID_DECO_PAWGRASS,Zampa di canguro
TID_DECO_WAGON,Carro del Far West
TID_DECO_HORSESHOEGATE,Porta a ferro di cavallo
TID_DECO_WATERPUMP,Pompa dell'acqua
TID_DECO_SCUBAHELMET,Elmo da palombaro
TID_DECO_FLOWERBOOTS,Stivali con fiori
TID_DECO_FLOWERBOX,Cassa con fiori
TID_DECO_POTTINGTABLE,Tavolo da giardinaggio
TID_DECO_POTTINGLADDER,Scaffale da giardinaggio
TID_DECO_SEEDING,Fazzoletto di terra
TID_DECO_AXEROCK,Masso con piccozza
TID_DECO_TROLLEY,Carrello con fiori
TID_DECO_MINERLUNCH,Pranzo del minatore
TID_DECO_POISONPATH,Sentiero velenoso
TID_DECO_COWFENCE,Recinto per mucche
TID_DECO_CHICKENFENCE,Recinto per galline
TID_DECO_FARMFENCE,Recinto per la fattoria
TID_DECO_HALLOWEENGRAVE,Tomba di Halloween
TID_DECO_FANCYFOUNTAIN,Fontana raffinata
TID_DECO_BLUETRACTOR,Trattore blu
TID_DECO_FLOWERBATHTUB,Vasca con fiori
TID_DECO_CAMERAOBSCURA,Fotocamera a soffietto
TID_DECO_PHONEBOOTH,Cabina telefonica
TID_DECO_SPOOKYSCARECROW,Spaventapasseri pauroso
TID_DECO_STARGRASS,Dichromena Colorata
TID_DECO_REDOATSGRASS,Erba dei canguri
TID_DECO_FANCYARCH,Arco raffinato
TID_IAP_INFO_TEXT,Un acquisto è annullabile effettuando la richiesta entro sette giorni dalla transazione e non utilizzando gli articoli comprati. L'operazione è concessa anche ai minorenni sprovvisti di autorizzazione dei genitori o tutori legali.
TID_IAP_INFO_BUTTON,Scopri di più
TID_VALLEY_END_INFO1,"La stagione della contrada è finita ed è ora di spendere i gettoni!\n\nGli articoli troppo cari saranno in grigio, mentre quelli acquistabili si potranno comprare toccandoli due volte.\n\nSe tu e gli altri contadini avete ottenuto abbastanza galline o animali del rifugio, avrete accesso ai prodotti migliori della sezione esclusiva, perciò dacci un'occhiata prima di fare acquisti nella sezione standard!"
TID_VALLEY_END_INFO2,"Puoi rompere il salvadanaio per ottenere più gettoni e ritirare altre ricompense! Quando non hai più gettoni a sufficienza per comprarne altre, potrai abbandonare la stagione della contrada.\n\nI gettoni che non hai speso verranno messi da parte nel salvadanaio per la stagione successiva, ma dovrai rinunciare a quelli che eccedono la sua capienza massima."
TID_RSS_TOOL_LIMIT_REACHED_TITLE,Limite giornaliero raggiunto
TID_RSS_TOOL_LIMIT_REACHED,"Oggi non puoi acquistare altri oggetti espansione o materiali per i miglioramenti, riprova domani!\n\nIl limite giornaliero è di <NUMBER>."
TID_DERBY_TASK_HARVEST_GINGER_DESCRIPTION,Raccogli lo zenzero da <NUMBER> campi
TID_DERBY_TASK_HARVEST_MUSHROOM_DESCRIPTION,Raccogli i funghi da <NUMBER> campi
TID_DERBY_TASK_HARVEST_SESAME_DESCRIPTION,Raccogli il sesamo da <NUMBER> campi
TID_MAP_GAME_TASK_SANCTUARY_ANIMAL_TITLE,Porta gli animali in un rifugio
TID_MAP_GAME_TASK_SANCTUARY_ANIMAL_DESCRIPTION,Carica l'animale e riportalo sano e salvo in un rifugio qualsiasi.
TID_MAPGAME_SANCTUARY_ANIMAL_FOUND_AND_COLLECTED_DESCRIPTION,Hai già raccolto quest'animale.
TID_MAPGAME_SANCTUARY_ANIMAL_FOUND_DESCRIPTION,Hai trovato un esemplare di \q<ANIMAL>\q. Prendilo prima che scappi!
TID_CONFIRM_INGAME_SPEND_TITLE,Conferma l'acquisto
TID_CONFIRM_INGAME_SPEND_DESC,Acquista l'offerta per:
TID_CONFIRM_INGAME_SPEND_INVENTORY,Possiedi:
TID_MAPGAME_SANCTUARY_NODE_TITLE,Rifugio degli animali
TID_MAPGAME_SANCTUARY_NODE_DESCRIPTION,Riporta qui gli animali smarriti!
TID_MAPGAME_SANCTUARY_NODE_EMPTY_TRUCK_DESCRIPTION,Consegna più animali insieme per ricevere più gettoni!
TID_MAPGAME_SANCTUARY_ANIMAL_FOUND_TITLE,C'è un animale qui!
TID_MAPGAME_SANCTUARY_ANIMAL_TRUCK_FULL_DESCRIPTION,Il furgone è pieno! Visita un rifugio per far scendere gli animali.
TID_MAPGAME_GAS_STATION_NODE_TITLE,Stazione di servizio
TID_MAPGAME_GAS_STATION_NODE_DESCRIPTION_TRAVEL_HERE,Sfruttala per rifornirti di carburante!
TID_MAPGAME_GAS_STATION_NODE_DESCRIPTION_NO_FUEL,La stazione di servizio è chiusa!
TID_MAPGAME_GAS_STATION_NODE_DESCRIPTION_NO_FUEL_TIME_PROMPT,Riapre tra
TID_MAPGAME_GAS_STATION_NODE_DESCRIPTION_NO_FUEL_OUT_OF_STOCK,Esaurito
TID_MAPGAME_GAS_STATION_NODE_FREE_FUEL_DESCRIPTION,Ecco per te del carburante gratuito! Prendilo prima che scada il tempo.
TID_MAPGAME_GAS_STATION_NODE_FREE_FUEL_TIME_PROMPT,Raccogli entro
TID_MAPGAME_GAS_STATION_NODE_FUEL_SALE_DESCRIPTION,Approfitta del carburante in offerta prima che scada il tempo!
TID_MAPGAME_GAS_STATION_NODE_FUEL_SALE_TIME_PROMPT,Acquista entro
TID_MAPGAME_GAS_STATION_NODE_FREE_FUEL_COLLECT_BUTTON,Ricevi
TID_MAPGAME_GAS_STATION_NODE_FUEL_SALE_BUTTON_BUY_FUEL,Acquista
TID_MAPGAME_GAS_STATION_NODE_AVAILABLE_TIME,<TIME>
TID_MAPGAME_TASK_OFFLOAD_SANCTUARY_ANIMAL_TITLE,Animali del rifugio in consegna...
TID_MAPGAME_SANCTUARY_NODE_OFFLOADING_DESCRIPTION,Attendi che gli animali vengano scaricati e tornino sani e salvi nel rifugio!
TID_MAPGAME_SANCTUARY_NODE_OFFLOADING_MOVE_FAILED,Il furgone non può ripartire\nfinché gli animali non sono scesi!
TID_MAPGAME_SANCTUARY_NODE_COLLECT_REWARDS_BUTTON,Prendi i premi
TID_MAPGAME_SANCTUARY_NODE_ANIMALS_OFFLOADED_PROMPT,Gli animali sono nel rifugio!
TID_MAPGAME_FUEL_DESCRIPTION,Ottieni il carburante dalla ruota o dalla stazione di servizio.
TID_MAPGAME_SUN_POINT_UNIT_DESCRIPTION,Ottenibile anche con gli incarichi solari.
TID_MAPGAME_FUEL_SPIN_UNIT_DESCRIPTION,Completa gli incarichi solari per girare la ruota del carburante.
TID_MAPGAME_SANCTUARY_ANIMAL_COIN,Animali del rifugio
TID_MAPGAME_SANCTUARY_ANIMAL_COIN_DESCRIPTION,Riporta gli animali nei rifugi per sbloccare la sezione esclusiva dell'emporio della contrada.
TID_BONUS_ROUND_POPUP_CLAIM_ITEMS_BUTTON_TEXT,Fine
TID_BONUS_ROUND_POPUP_ADVANCE_BUTTON_TEXT,Prossimo
TID_MAPGAME_OFFLOADING_SANCTUARY_ANIMALS_TIME,<TIME>
TID_MAPGAME_QUEST_COLLECT_SANCTUARY_ANIMAL,Riporta nei rifugi degli animali smarriti (<NUMBER>).
TID_MAPGAME_NOTIFICATION_DELIVER_SANCTUARY_ANIMAL,Animali riportati nei rifugi: <COUNT>!
TID_MAPGAME_NOTIFICATION_DELIVER_SANCTUARY_ANIMAL_SOCIAL,Animali riportati nei rifugi\ndagli altri contadini: <COUNT>!
TID_MAPGAME_SOCIAL_GOAL_SANCTUARY_ANIMALS_TITLE,"Se aiuti a completare questa richiesta di gruppo, potrebbe comparire un animale smarrito nelle vicinanze!"
TID_BONUS_ROUND_NAME,Gratta e vinci
TID_SANCTUARY_VALLEY_NAME,Contrada degli animali
TID_CURRENT_ROUND,Turno attuale
TID_BONUS_ROUND_FAIL_TEXT,"Oh no, una bomba!\nSe decidi di fermarti, perderai tutti i premi trovati finora, ma puoi tenerteli e provare a vincerne altri in cambio di diamanti."
TID_BONUS_ROUND_DONE_BUTTON,Fine
TID_BONUS_ROUND_CONTINUE_BUTTON,Continua
TID_BONUS_ROUND_SUCCESS_REWARDS_TEXT,Complimenti!\nI premi che hai trovato sono tutti tuoi!
TID_BONUS_ROUND_SUCCESS_HEADER,Ben fatto!
TID_BONUS_ROUND_CLAIM_REWARDS,Ritira premi
TID_BONUS_ROUND_FINISHED_BUTTON,Termina
TID_BONUS_ROUND_NEXT_ROUND_BUTTON,Prossimo turno
TID_VALLEY_INFO_TITLE_5_SANCTUARY,Porta nel rifugio gli animali smarriti!
TID_VALLEY_INFO_4_SANCTUARY,Ogni giorno riceverai delle missioni da completare: ce ne sono di diversi tipi e verranno sostituite ogni 24 ore.\n\nCompletale per riempire l'indicatore posto nella parte superiore della scheda \qMissioni giornaliere\q e percorri le tappe per ricevere le scatole misteriose!
TID_VALLEY_INFO_5_SANCTUARY,"Carica gli animali smarriti e riportali sani e salvi nel rifugio per sbloccare la sezione esclusiva dell'emporio, dove potrai acquistare articoli di grande valore al termine della stagione della contrada!\n\nAiuta a completare le richieste di gruppo e uno di questi animali potrebbe comparire nelle vicinanze.\n\nPer prenderli, raggiungi col furgone i punti in cui si trovano, ma non perdere tempo, perché, dopo un po', scompariranno! Ricorda che il furgone ne contiene fino a tre alla volta.\n\nUna volta a bordo, portali in un rifugio e attendi che scendano dal furgone: è un'operazione delicata, quindi ci vorrà del tempo.\n\nQuesti animali sono una risorsa di gruppo: chi ne cattura uno aiuterà anche gli altri contadini! Inoltre, ogni volta che salvi un animale, ottieni in premio dei gettoni e più ne porterai nel rifugio con un solo viaggio, più gettoni otterrai! Accedi alla sezione esclusiva dell'emporio per vedere il numero di animali salvati.\n\nGli animali potrebbero fuggire dal furgone, perciò non impiegare troppo tempo per riportarli nel rifugio.\n\nLa tua priorità è riportarli a casa sani e salvi!"
TID_VALLEY_INFO_6_SANCTUARY,"In ogni stagione, nella contrada trovi un emporio in cui puoi ottenere dei prodotti in cambio dei gettoni che guadagni.\n\nL'emporio è suddiviso in due sezioni: quella standard offre articoli con cui migliorare la fattoria, come oggetti espansione, pezzi del puzzle e permessi di espansione. Non tutti gli oggetti sono disponibili da subito, perché si sbloccano con il passare del tempo.\n\nTroverai anche una seconda sezione, ben più esclusiva: offre i prodotti migliori, che potrai acquistare solo al termine della stagione, ed è accessibile solo dopo aver riportato nel rifugio tutti gli animali necessari.\n\n\nLa mappa della contrada è disseminata di avvisi, grazie ai quali puoi scoprire se è presente un animale del rifugio lungo la strada, se è disponibile una richiesta di gruppo o se un altro contadino ha bisogno di aiuto con il furgone in panne.\n\nIn quest'ultimo caso, raggiungi o attraversa il punto in cui si trova il furgone per ripararlo e ricevere in cambio dei gettoni casuali!"
TID_VALLEY_INFO_8_SANCTUARY,"Nella contrada la condivisione è tutto! La mappa è disseminata di avvisi, grazie ai quali puoi scoprire se è presente un animale del rifugio lungo la strada, se è disponibile una richiesta di gruppo o se un altro contadino ha bisogno di aiuto con il furgone in panne.\n\nIn quest'ultimo caso, raggiungi o attraversa il punto in cui si trova il furgone per ripararlo e in cambio riceverai dei gettoni casuali!\n\nLa cooperazione è essenziale per riportare nei rifugi tutti gli animali e divertirsi come non mai!"
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_ALL_REWARDS_CLAIMED_NO_PIGGY_DESCRIPTION,Non puoi acquistare altri articoli. I gettoni che non utilizzi verranno messi da parte nel salvadanaio per la prossima stagione. Tocca il pulsante per lasciare la contrada.
TID_MAPGAME_SHOP_REWARDS_LEAVE_VALLEY_BUTTON,Lascia la contrada
TID_MAPGAME_SHOP_REWARDS_WALLET_INVENTORY,Contenuti del sacchetto
TID_MAPGAME_SHOP_REWARDS_PIGGY_BANK_INVENTORY,Contenuti del salvadanaio
TID_MAPGAME_SHOP_REWARDS_PIGGY_BANK_INVENTORY_EXPLANATION,I gettoni riposti nel salvadanaio potranno essere spesi nella prossima stagione.
TID_MAPGAME_SHOP_REWARDS_BREAK_PIGGY_BUTTON,Apri il salvadanaio
TID_MAPGAME_SHOP_PIGGY_TOOLTIP,"I gettoni del salvadanaio possono eccedere il limite massimo del sacchetto e vengono riposti automaticamente nel salvadanaio, che puoi rompere utilizzando diamanti al termine della stagione della contrada."
TID_SHOP_OFFERS_RESET,Nuove offerte tra <TIME>
TID_MAPGAME_SHOP_REWARDS_WALLET_INVENTORY_INFO,"Nel sacchetto sono riposti i gettoni che puoi usare in qualsiasi momento, mentre il salvadanaio contiene altri gettoni, spendibili solo al termine della stagione della contrada."
TID_MAPGAME_SANCTUARY_ID_INFO,Si tratta di un rifugio al punto <NODEID>.
TID_MAPGAME_SHOP_REWARDS_BREAK_PIGGY_BANK_BUTTON_LABEL,Apri il salvadanaio
TID_DECO_WINTERTABLE,Tavolo invernale
TID_DECO_MUSICBOX,Carillon
TID_DECO_FIREPLACE,Caminetto
TID_DECO_WINTERBOOT,Stivale natalizio
TID_DECO_FROZENFOUNTAIN,Fontana ghiacciata
TID_DECO_BARRELORGAN,Organo a rullo
TID_DECO_JADETALISMAN,Talismano di giada
TID_DECO_BAMBOOPAVILION,Padiglione di bambù
TID_DECO_JADEBENCH,Panchina di giada
TID_DECO_JADELION,Leone di giada
TID_DECO_INCENSEBURNER,Bruciatore d'incenso
TID_DECO_GOLDVASE,Vaso d'oro
TID_DECO_FISHFOUNTAIN,Fontana del pesce
TID_DECO_JADEDRAGON,Drago di giada
TID_DECO_JADECART,Carretto di giada
TID_DECO_BAMBOOPATCH,Canne di bambù
TID_DECO_SURFERPIG,Maiale surfista
TID_DECO_SKIERSHEEP,Pecora sciatrice
TID_DECO_SKATERSHEEP,Pecora skater
TID_DECO_SCUBACHICKEN,Gallina sub
TID_DECO_ROLLERGOAT,Capra pattinatrice
TID_DECO_HIKERPIG,Maiale escursionista
TID_DECO_EXPLORERCHICKEN,Gallina esploratrice
TID_DECO_DIVERCHICKEN,Gallina palombara
TID_DECO_CAPTAINCOW,Mucca timoniera
TID_MAPGAME_SHOP_REWARDS_WALLET_INVENTORY_TITLE,I tuoi gettoni
TID_MAPGAME_NOTIFICATION_TOKENS_ADDED_TO_PIGGY_BANK,Gettoni aggiunti al salvadanaio: <COUNT>.
TID_MAPGAME_SANCTUARY_ANIMAL_ESCAPE_TITLE,Cavoli!
TID_MAPGAME_SANCTUARY_ANIMAL_ESCAPE_DESCRIPTION,Degli animali sono scappati dal furgone!
TID_MAPGAME_SANCTUARY_ANIMAL_TIME_PROMPT,Non saranno andati lontani!
TID_MAPGAME_SANCTUARY_ANIMAL_ESCAPE_BUTTON_OK,OK
TID_MAPGAME_PIGGY_BANK_TASK_TOOLTIP,Completa questa richiesta per aggiungere dei gettoni al salvadanaio.
TID_MAPGAME_PIGGY_BANK_OBSTACLE_TOOLTIP,Hai trovato dei gettoni per il salvadanaio!
TID_MAPGAME_SHOP_REWARDS_TOKENS_WILL_BE_TRANSFERRED_TO_PIGGY_BANK,"La stagione della contrada è terminata! Ritira le ricompense usando i gettoni e se questi non bastano, rompi il salvadanaio! I gettoni che non utilizzi verranno messi nuovamente da parte nel salvadanaio per la prossima stagione."
