TID,FI
TID_BASE_WOODNSTRAW_DARK,Tumma olkikatto
TID_BASE_WOODNSTRAW_GREEN,Tuore olkikatto
TID_BASE_TILES03_STONES_ORIGINAL,Kivetys
TID_BASE_TILES01_PLAIN_PURPLE,Punaruskea laatoitus
TID_BASE_TILES01_PLAIN_WHITE,Valkoinen laatoitus
TID_BASE_TILES01_PLAIN_MOODYBLUE,Sininen laatoitus
TID_BASE_TILES01_PLAIN_KINDAGREEN,Oliivinvihreä laatoitus
TID_BASE_SANCTUARY,Ylikasvanut
TID_CRATES_ORIGINAL,Puinen alkuperäinen
TID_CRATES_STRIPED_ORANGE,Oranssi raidallinen
TID_CRATES_STRIPED_BLUE,Sininen raidallinen
TID_CRATES_STRIPED_GREEN,Vihreä raidallinen
TID_CRATES_STRIPED_PINKWHITE,Pinkki raidallinen
TID_CRATES_RAINBOW,Sateenkaari
TID_CRATES_WOOD03_LOGS_BROWN,Ruskea lauta
TID_CRATES_WOOD03_LOGS_PINK,Pinkki lauta
TID_CRATES_WOOD03_LOGS_BLUE,Sininen lauta
TID_CRATES_WOOD04_FENCE_WHITE,Valkoinen aidattu
TID_CRATES_WOOD04_FENCE_OLDGREEN,Vihreä aidattu
TID_CRATES_WOOD04_FENCE_PURPLE,Violetti aidattu
TID_CRATES_WOOD04_FENCE_LIGHTBROWN,Ruskea aidattu
TID_CRATES_CHUNKYPLASTIC_RED,Punainen tukeva
TID_CRATES_CHUNKYPLASTIC_BLUEP,Sininen tukeva
TID_CRATES_CHUNKYPLASTIC_BRIGHT,Heleä tukeva
TID_CRATES_CHUNKYPLASTIC_OLDGREEN,Vihreä tukeva
TID_CRATES_CHUNKYPLASTIC_BARBIE,Pinkki tukeva
TID_CRATES_CHUNKYPLASTIC_WHITE,Ruskea tukeva
TID_CRATES_CHUNKYPLASTIC_GARDEN,Puutarha tukeva
TID_CRATES_CHUNKYPLASTIC_BLUE,Valkoinen tukeva
TID_CRATES_BUNTING_YELLOW,Keltainen verhoiltu
TID_CRATES_BUNTING_PINK,Pinkki verhoiltu
TID_CRATES_BUNTING_GREEN,Vihreä verhoiltu
TID_CRATES_BUNTING_BLUE,Sininen verhoiltu
TID_CRATES_WOOD05_TARP_YELLOW,Keltakehyksinen
TID_CRATES_WOOD05_TARP_SALMON,Oranssikehyksinen
TID_CRATES_WOOD05_TARP_GREEN,Vihreäkehyksinen
TID_CRATES_WOOD05_TARP_VINTAGE,Pastellikehyksinen
TID_CRATES_WOOD05_TARP_OLIVE,Oliivinvihreäkehyksinen
TID_CRATES_ORIGINAL_GREEN,Vihreä puinen
TID_CRATES_ORIGINAL_BLUEDARK,Tumma puinen
TID_CRATES_ORIGINAL_PURPLE,Violetti puinen
TID_MARQUEES_ORIGINAL_PINKYELLOW,Heleä raidallinen
TID_MARQUEES_ORIGINAL_BLUEYELLOW,Keltainen raidallinen
TID_MARQUEES_ORIGINAL_ORANGEWHITE,Oranssi raidallinen
TID_MARQUEES_ORIGINAL_PURPLEBLUE,Tumma raidallinen
TID_MARQUEES_ORIGINAL_GREENS,Vihreä raidallinen
TID_MARQUEES_ORIGINAL_REDWHITE,Raidallinen alkuperäinen
TID_MARQUEES_RAINBOW,Sateenkaari
TID_MARQUEES_RAINBOW02,Tumma sateenkaari
TID_MARQUEES_STRAW_YELLOW,Keltainen olkikatto
TID_MARQUEES_STRAW1_PINK,Pinkki olki
TID_MARQUEES_STRAW1_GREEN,Tumma olkikatto
TID_MARQUEES_STRAW1_DARK,Tuore olkikatto
TID_MARQUEES_TILES_BLACK,Musta sileä
TID_MARQUEES_TILES01_PURPLE,Violetti sileä
TID_MARQUEES_TILES01_KINDARED,Punainen sileä
TID_MARQUEES_TILES01_GREEN,Vihreä sileä
TID_MARQUEES_TILES01_BLUE,Sininen sileä
TID_MARQUEES_UMBRELLA01_RED,Punainen aurinkovarjo
TID_MARQUEES_UMBRELLA01_BLUE,Sininen aurinkovarjo
TID_MARQUEES_UMBRELLA01_GREEN,Vihreä aurinkovarjo
TID_MARQUEES_UMBRELLA01_BLUPLE,Violetti aurinkovarjo
TID_MARQUEES_UMBRELLA01_BRIGHT,Kirkas aurinkovarjo
TID_MARQUEES_UMBRELLA01_YELLOW,Keltainen aurinkovarjo
TID_MARQUEES_UMBRELLA01_BARBIE,Pinkki aurinkovarjo
TID_MARQUEES_WOOD02_PLANKS_KINDARED,Punainen puinen
TID_MARQUEES_WOOD02_PLANKS_GREEN,Vihreä puinen
TID_MARQUEES_WOOD02_PLANKS_SPOOKY_PURPLE,Violetti puinen
TID_MARQUEES_WOOD02_PLANKS_BLACK,Musta puinen
TID_MARQUEES_WOOD02_PLANKS_BLUE,Sininen puinen
TID_MARQUEES_WOOD02_PLANKS_BROWN,Ruskea puinen
TID_MARQUEES_WOOD02_PLANKS_LIGHT_BROWN,Vaalea puinen
TID_MARQUEES_WOOD01_PLANKS_DARK,Tummat laudat
TID_MARQUEES_WOOD01_BROWN,Lankku
TID_MARQUEES_SANCTUARY_YELLOW,Keltainen kangas
TID_MARQUEES_SANCTUARY_PINK,Pinkki kangas
TID_MARQUEES_SANCTUARY_VINTAGE,Pastelli kangas
TID_MARQUEES_SANCTUARY_OLIVE,Oliivinvihreä kangas
TID_MARQUEES_BUNTING_RED,Punainen lippunauha
TID_MARQUEES_BUNTING_PINK,Pinkki lippunauha
TID_MARQUEES_BUNTING_YELLOWBLUE,Keltainen lippunauha
TID_MARQUEES_BUNTING_BLUE,Sininen lippunauha
TID_FEATURE_BUILDER,Rakentaja
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CONTACT_PS,Ota yhteys tukeen
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CANCEL,Peruuta
TID_ERROR_POP_UP_BANNED_BUTTON_CANCEL,Peruuta
TID_STYLE_GUIDE_SETNAME_ROADSIDE1,Festivaalityyli
TID_STYLE_GUIDE_SETNAME_ROADSIDE2,Rustiikkinen tyyli
TID_STYLE_GUIDE_SETNAME_ROADSIDE3,Sateenkaarityyli
TID_STYLE_GUIDE_SETNAME_ROADSIDE4,Pastellityyli
TID_STYLE_GUIDE_SETNAME_ROADSIDE5,Torityyli
TID_FRUIT_TREE_HUD_HELP_ALREADY_REQUESTED,Avunpyyntökyltti pystytetty. Pyydä kavereiltasi apua!
TID_CUSTOMIZE_TITLE_VISITING,Kuvastot
TID_TOWNHALL_SETTINGS_TITLE,Asetukset
TID_TOWNHALL_SORTING_SETTINGS_ALL_TAB,Kaikkia-välilehden lajittelujärjestys
TID_TOWNHALL_SORTING_SETTINGS_IDLE_TAB,Joutilas-välilehden lajittelujärjestys
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TAB,Palvellaan-välilehden lajittelujärjestys
TID_TOWNHALL_SORTING_SETTINGS_READY_TAB,Valmis-välilehden lajittelujärjestys
TID_TOWNHALL_SORTING_SETTINGS_WAITING_TAB,Odottaa-välilehden lajittelujärjestys
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TIME_LEFT,Jäljellä olevan palveluajan mukaan
TID_TOWNHALL_SORTING_SETTINGS_NUMBER_OF_BUILDINGS_LEFT,Jäljellä olevien rakennusten mukaan
TID_TOWNHALL_SORTING_SETTINGS_BUILDING_TYPE,Rakennuksen mukaan
TID_TOWNHALL_SORTING_SETTINGS_PASSENGER_TYPE,Kyläläisen mukaan
TID_FLOATER_COMPLETE_TASK_AND_CLAIM_REWARDS_AFTER_DERBY,"Suorita vähintään yksi kisatehtävä, niin voit lunastaa palkintosi kisojen päätyttyä!"
TID_DERBY_REWARDS_BUTTON_DISMISS,OK
TID_DERBY_OVER_REWARDS_KEYS_TEXT_COMPLETE_MORE_TASKS,"Suorita vähintään yksi kisatehtävä, niin voit lunastaa palkintoja!"
TID_DERBY_OVER_TEXT_PRIZE_COMPLETE_MORE_TASKS,Naapurustosi sijoittui 3:n parhaan joukkoon! Naapurisi suorittivat tehtäviä ja saivat palkintoja. Suorita vähintään 1 tehtävä seuraavissa kisoissa lunastaaksesi 3:n parhaan palkintoja!
TID_DERBY_OVER_BUTTON_COMPLETE_MORE_TASKS,OK
TID_TACKLE_BOX_FULL_DESCRIPTION_AT_HOME_FARM,Viehelaatikko on täynnä! Siirry kalastusalueelle ja hanki lisää tilaa päivittämällä laatikko.
TID_TACKLE_BOX_FULL_BUTTON,OK
TID_NEIGHBORHOOD_EDIT_TAGS,Muokkaa tunnisteita
TID_NHSEARCH_TAGCOUNT,<SELECTED>/<MAX> tunnistetta valittu
TID_NHSEARCH_EDIT_TAGS_BUTTON_ADD,OK
TID_NHRECOMMENDED_TITLE,Liity naapurustoon
TID_NHRECOMMENDED_INFO1,"Chattaile, tee vaihtokauppoja ja osallistu kisoihin!"
TID_NHRECOMMENDED_DESC,Hauskin tapa pelata!
TID_NHEDIT_TITLEMOTTO,Kuvaus:
TID_NHEDIT_MOTODESC,Näkyy vain naapuruston tietosivulla ja suosituksissa.
TID_NHEDIT_TITLEDESC,Lisätiedot
TID_NHEDIT_DESCDESC,Näkyy vain naapuruston tietosivulla.
TID_NHEDIT_TAGTITLE,Naapuruston tunnisteet
TID_NH_TAGCLOUD_TITLE,Valitse tunnisteet
TID_NH_TAGCLOUD_DESC,"Lisää tunnisteita, jotta naapurustosi on helpompi löytää!"
TID_NHSEARCH_MEMBERS,Jäsenet
TID_NAME_YOUR_PET,Anna tälle eläimelle nimi
TID_NAME_YOUR_PET_FAILED,NIMI EI KELPAA!
TID_NHPAGE_TITLE_DESC,Lisätiedot
TID_NHSEARCH_JOINTYPE,Naapuruston tyyppi
TID_NHSEARCH_LANGUAGE,Chatin kieli
TID_NHSEARCH_DERBYLEAGUE,Kisaliiga
TID_NHSEARCH_TAGS,Tunnisteet
TID_ADVANCED_SEARCH,Lisäasetukset
TID_NH_INFO_MEMBERS,Jäsenet
TID_NH_INFO_TYPE,Liittyminen
TID_NH_INFO_REQUIRED_LEVEL,Vaadittu taso
TID_NH_INFO_LANGUAGE,Kieli
TID_NH_INFO_DERBYLOG,Kisaloki
TID_NH_INFO_DERBYLEAGUE,Kisaliiga
TID_POPUPCATALOG_BUYBACK_TITLE,Asenna <PART>?
TID_POPUPCATALOG_BUYBACK_DESC,<NAME>
TID_POPUPCATALOG_BUYBACK_BUTTON_BUILD_AGAIN,Rakenna uudelleen
TID_CATALOG_BUYBACK,Rakenna uudelleen
TID_FLOATER_STICKER_BOOK_ITEM_ALREADY_INSTALLED,<PARAM> on jo asennettu!
TID_FLOATER_BUILDER_ARRIVES_IN,Rakentajan saapumiseen <TIME>
TID_LEAGUE_ANY,Mikä tahansa
TID_LANGUAGE_ANY,Mikä tahansa
TID_JOINTYPE_ANY,Mikä tahansa
TID_NEIGHBORHOOD_TAB_INFO,Tietoa
TID_NEIGHBORHOOD_TAB_SEARCH,Hae
TID_NEIGHBORHOOD_TAB_CREATE,Luo
TID_NEIGHBORHOOD_TAB_TROPHIES,Pokaalit
TID_NEIGHBORHOOD_TAB_MEMBERS,Jäsenet
TID_NEIGHBORHOOD_TAB_RECOMMENDED,Suositellut
TID_NHSEARCH_PROMPT,Hae naapuruston nimellä tai tunnisteilla.
TID_NHTAG_CHATTY,Puhelias
TID_NHTAG_QUIET,Vaitelias
TID_NHTAG_INTERNATIONAL,Kansainvälinen
TID_NHTAG_DERBYFOCUSED,Tosi kisaajia
TID_NHTAG_DERBYCASUAL,Huoletonta\nkisailua
TID_NHTAG_DERBY320,Kisat: vain 320
TID_NHTAG_LOVESTOWN,Kyläpelaajia
TID_NHTAG_HELPERS,Apurit
TID_NHTAG_TRADERS,Kauppiaita
TID_ACCOUNT_DELETION_WARNING_TEXT,Olet pyytänyt tämän tilin poistamista. Sinulla on <TIME> aikaa peruuttaa pyyntösi.
TID_NEIGHBORHOOD_SEARCH_ADVANCED_OPTIONS_INFO,"Valitse lisäasetukset, jos haluat suodattaa tuloksia kielen, kisaliigan tai tunnisteiden mukaan."
TID_JOINTYPE_ONLY_JOINABLE,"Vain ne, joihin voin liittyä"
TID_NHTAG_DERBYANY,Kisat: kaikki tehtävät
TID_NHTAG_FUN,Hauska
TID_NHTAG_ACTIVE,Aktiivinen
TID_NHTAG_COMPETITIVE,Kilpailullinen
TID_MINT,Minttu
TID_WATERMELON,Vesimeloni
TID_BELLPEPPER,Paprika
TID_PLUMTREE,Luumupuu
TID_PLUM,Luumu
TID_PRODUCT_VEGGIEDIPS,Vihanneslautanen
TID_PRODUCT_MINTICECREAM,Minttujäätelö
TID_PRODUCT_PEPPERSOUP,Paprikakeitto
TID_PRODUCT_MINTTEA,Minttutee
TID_PRODUCT_WATERMELONLEMONADE,Vesimelonimehu
TID_PRODUCT_PLUMJAM,Luumuhillo
TID_PRODUCT_PLUMSMOOTHIE,Luumupirtelö
TID_NEIGHBORHOOD_PROFANITIES_IN_MOTTO,Virheellinen teksti!
TID_DECO_AXESTUMP,Hakkuupölkky
TID_DECO_WITCHCAT,Kissanoidan patsas
TID_DECO_PRODUCECRATES,Sadon antimet
TID_DECO_RAKE,Harava
TID_DECO_LEAFPILE,Lehtikasa
TID_DECO_MUSHROOMPATH,Sienipolku
TID_DECO_BEACHSIGN,Rantakyltti
TID_DECO_COOLER,Kylmälaukku
TID_DECO_FISHFLOATIE,Kalauimalelu
TID_DECO_SANDPATH,Hiekkapolku
TID_DECO_SURFBOARDFENCE,Surffilauta-aita
TID_DECO_PINWHEEL,Tuulihyrrä
TID_DECO_DECOH,Koriste-H
TID_DECO_DECOA,Koriste-A
TID_DECO_DECOY,Koriste-Y
TID_DECO_DECOD,Koriste-D
TID_DERBY_BLOSSOM_TASK_TITLE,Kukkatehtävä
TID_DERBY_BLOSSOM_TASK_DESC,"Tämä tehtävä palaa taululle lisäpistein, kun saat sen valmiiksi!"
TID_ADD_MORE_NH_MEMBERS_DETAILS,"Kutsu toisia mukaan ja muista päivittää naapurustosi tunnisteet, jotta toiset löytävät sen!"
TID_ADD_NH_MEMBERS_PROMPT,Naapurustoissa on hauskempaa isommalla porukalla!
TID_NHINFO_TAGTITLE,Naapuruston tunnisteet
TID_HELPSHIFT_REQUIRES_OPTIONAL_UPDATE,Päivitä Hay Day ottaaksesi yhteyttä tukeen.
TID_CATALOG_BUYBACK_INSTALLED,Tällä hetkellä asennettu
TID_PLUM_TREE_FB_HELP_TEXT,Luumupuuni kaipaa pikaista kastelua. Voisitko auttaa?
TID_PRODUCT_PLUM_DESCRIPTION,Poimi luumupuusta.
TID_TREE_PLUMTREE_DESCRIPTION,Poimi kolme kertaa.
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED_ONCE,Teit tämän tehtävän jo aiemmin. Pyydä naapureitasi suorittamaan se loppuun!
TID_CUSTOMIZE_BTN_STYLE_INFO_TOOLTIP,Tämä osa kuuluu johonkin tyyliin. Katso tarkemmat tiedot tyylikirjasta.
TID_NH_INFO_TYPE_SHORT,Tyyppi
TID_BOOSTER_MORE_CASH,Lisää kolikoita
TID_BOOSTER_DESCRIPTION_MORE_CASH,"Saat <NUMBER> % enemmän kolikoita farmivierailija-, tavararekka-, laiva- ja kylätilauksista seuraavan <TIME> tunnin ajan."
TID_BOOSTER_HEAVIER_FISH,Pulskia kaloja
TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,Kalasaalis on <NUMBER> % tuhdimpi seuraavan\n<TIME> tunnin ajan.
TID_BOOSTER_MINING_MORE_ORES,Enemmän malmia
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_MULTIPLE,Saat <NUMBER> malmia enemmän millä tahansa kaivostyökalulla louhiessasi seuraavan\n<TIME> minuutin ajan.
TID_CALENDAR_EVENT_PEOPLE_SPECIAL_REQUEST_TITLE,Myyjäiset!
TID_CALENDAR_EVENT_PEOPLE_ORDER_SPECIAL_REQUEST_TEXT,On aika antaa farmille uusi ilme! Tämän tapahtuman aikana farmisi vierailijat haluavat ostaa koristeita. Pane ylimääräiset koristeesi varastoon ja ala myyntihommiin!
TID_NOTIFICATIONS_SETTINGS_LIVE_SHOP_OFFERS,Kaupan ilmoitukset
TID_NEIGHBORHOOD_DERBY,Naapurustokisat
TID_NEIGHBORHOOD_ONLINE_MEMBER_COUNT,<ONLINE>/<MAX> naapuria paikalla
TID_VISITOR_HELP_RECEIVED_FROM_FRIEND,<PARAM> auttoi vierailijaasi!
TID_VISITOR_HELP_RECEIVED_FROM_ANONYMOUS,Joku auttoi vierailijaasi!
TID_STREAM_EVENT_VISITOR_HELP_REQUESTED,Kyläni tarvitsee apua!
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_SINGLE,Saat <NUMBER> malmia enemmän millä tahansa kaivostyökalulla louhiessasi seuraavan\n<TIME> minuutin ajan.
TID_BODY_RUSTY_YELLOW,Ruosteinen keltainen
TID_BODY_RUSTY_RED,Ruosteinen punainen
TID_BODY_RUSTY_BLUE,Ruosteinen sininen
TID_BODY_RUSTY_PINK,Ruosteinen pinkki
TID_CANNOT_OPEN_CALENDAR_EVENT_GIFT_BOX,Ihan kohta! Palaa <NUMBER> päivän päästä avaamaan tämä lahja.
TID_CALENDAR_EVENT_GIFT_BOX_ALREADY_OPENED,Tämä paketti on jo avattu!
TID_STYLE_GUIDE_SETNAME_HOUSE6,Söpö tyyli
TID_STYLE_GUIDE_SETNAME_HOUSE7,Kalastajan tyyli
TID_STYLE_GUIDE_SETNAME_TRUCK6,Vanhanajan tyyli
TID_STYLE_GUIDE_SETNAME_TRUCK7,Punainen tyyli
TID_STYLE_GUIDE_SETNAME_ROADSIDE6,Kesätyyli
TID_STYLE_GUIDE_SETNAME_ROADSIDE7,Sininen tyyli
TID_STREAM_EVENT_TRUCK_ORDER_HELP_REQUESTED,Farmini tarvitsee apua tavararekkatilauksen kanssa!
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_FRIEND,<PARAM> auttoi sinua tavararekkatilauksesi kanssa!
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_ANONYMOUS,Joku auttoi sinua tavararekkatilauksesi kanssa!
TID_ORDER_TABLE_WAITING_TEXT_REQUEST_HELP,Farmari ei tarvitse apua tilauksen kanssa juuri nyt.
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,"Liity naapurustoon, niin voit antaa ylimääräistä apua."
TID_TRUCK_ORDER_EXTRA_HELP_INVITE_NEIGHBORHOOD,"Pyydä, että <PARAM> liittyy naapurustoosi, niin hän voi antaa lisäapua tavararekkatilauksen kanssa."
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,"Liity tämän farmarin naapurustoon, niin voit antaa lisäapua."
TID_VISITOR_HELP_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,"Liity naapurustoon, niin voit antaa ylimääräistä apua."
TID_VISITOR_HELP_EXTRA_HELP_INVITE_NEIGHBORHOOD,"Pyydä, että <PARAM> liittyy naapurustoosi, niin hän voi antaa lisäapua vierailijan kanssa."
TID_VISITOR_HELP_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,"Liity tämän farmarin naapurustoon, niin voit antaa lisäapua."
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,Selvä
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,Ylimääräinen apu
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,"Liity naapurustoon,\nniin voit saada lisäapua vierailijan kanssa."
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,Selvä
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,Ylimääräinen apu
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,"Liity naapurustoon, niin voit saada lisäapua tavararekkatilauksen kanssa."
TID_DECO_GNOMEELF,Joulutonttu
TID_DECO_GNOMEFIREFIGHTER,Pelastajatonttu
TID_DECO_GNOMEANGLER,Onkijatonttu
TID_DECO_GNOMEFLOWER,Kukkaistonttu
TID_DECO_GNOMEMUSICIAN,Muusikkotonttu
TID_DECO_GNOMEPAINTER,Maalaritonttu
TID_DECO_GNOMEPOLICE,Poliisitonttu
TID_DECO_GNOMESKI,Hiihtäjätonttu
TID_DECO_SLOPE,Pulkkamäki
TID_DECO_ICYFISHPOND,Pilkkilampi
TID_DECO_GINGERTRAIN,Piparkakkujuna
TID_DECO_ICESHEEP,Jäälammas
TID_TRUCK_ORDER_REWARDS_SENT_TO_FRIEND,Palkinnot tavararekkatilauksesta on lähetetty auttajalle <PARAM>!
TID_TRUCK_ORDER_REWARDS_SENT_TO_ANONYMOUS,Palkinnot tavararekkatilauksesta on lähetetty auttajalle!
TID_SETTINGS_NEW_FACEBOOK,"Jos haluat tallentaa farmisi ja pelata useilla laitteilla, kirjaudu Facebookiin."
TID_SETTINGS_NEW_SUPERCELLID,"Jos haluat tallentaa farmisi ja pelata useilla laitteilla, kirjaudu Supercell ID:hen."
TID_SETTINGS_NEW_GOOGLEPLAY,"Jos haluat tallentaa farmisi ja pelata useilla laitteilla, kirjaudu Google Playhin."
TID_SETTINGS_NEW_FB_SCID,"Jos haluat tallentaa farmisi ja pelata useilla laitteilla, kirjaudu Supercell ID:hen tai Facebookiin."
TID_SETTINGS_NEW_FB_GP,"Jos haluat tallentaa farmisi ja pelata useilla laitteilla, kirjaudu Google Playhin tai Facebookiin."
TID_SETTINGS_NEW_SCID_GP,"Jos haluat tallentaa farmisi ja pelata useilla laitteilla, kirjaudu Google Playhin tai Supercell ID:hen."
TID_SETTINGS_NEW_FB_SCID_GP,"Jos haluat tallentaa farmisi ja pelata useilla laitteilla, kirjaudu Google Playhin, Supercell ID:hen tai Facebookiin."
TID_HELP_REQUEST_LIMIT_REACHED,Voit pyytää lisää apua huomenna!
TID_FARM_LIKED_SHORT,Tykkäsit farmista!
TID_FARM_ALREADY_LIKED_SHORT,Tykkäät tästä farmista jo.
TID_VISITOR_HELP_REWARDS_SENT_TO_FRIEND,Palkinnot vierailijan auttamisesta lähetetty auttajalle <PARAM>!
TID_VISITOR_HELP_REWARDS_SENT_TO_ANONYMOUS,Palkinnot vierailijan auttamisesta lähetetty auttajalle!
TID_TRUCK_HELP_FAILED_LEVEL_REQUIREMENTS,"Etene tasolle <LEVEL>, jotta voit avata tuotteen <ITEM>."
TID_BUY_DIAMONDS_UPCOMING_OFFER_TIMER,Saatavilla <TIME> kuluttua
TID_CUCUMBER,Kurkku
TID_PINEAPPLE,Ananas
TID_EGGPLANT,Munakoiso
TID_BROCCOLI,Parsakaali
TID_PINEAPPLE_CAKE,Ananaskakku
TID_PRODUCT_EGGPLANT_PARMESAN,Munakoisovuoka
TID_GRILLED_EGGPLANT,Grillattu munakoiso
TID_PINEAPPLE_JUICE,Ananasmehu
TID_PRODUCT_BROCCOLISOUP,Parsakaalikeitto
TID_PRODUCT_CUCUMBERSANDWICH,Kurkkuvoileipä
TID_PRODUCT_CUCUMBERSMOOTHIE,Kurkkusmoothie
TID_PRODUCT_BROCCOLIMAC,Parsakaalipasta
TID_FEATURE_POPUP_TIMER,Päättymiseen: <TIME>
TID_FEATURE_POPUP_PREPARATION_TIMER,Alkamiseen: <TIME>
TID_FEATURE_POPUP_EVENT_FINISHED,Tapahtuma on päättynyt!
TID_DEFAULT_NEIGHBORHOOD_NAME,Oma naapurusto
TID_DECO_BEACHTOYS,Rantalelut
TID_DECO_SCUBAGEAR,Snorklausvarusteet
TID_DECO_BASKETBALLHOOP,Koripallorengas
TID_DECO_GOALPOST,Jalkapallomaali
TID_DECO_MAPLEBONSAI,Vaahterabonsai
TID_DECO_PINEBONSAI,Mäntybonsai
TID_DECO_COLUMNPOT,Pylväsruukku
TID_DECO_LARGEPOT,Kaktusruukku
TID_DECO_RUSTICPOT,Rustiikkinen ruukku
TID_DECO_BIGDRUM,Iso rumpu
TID_DECO_GONG,Kumistin
TID_DECO_PIGSTATUE,Possupatsas
TID_DECO_FIREWORKSCART,Ilotulitekärry
TID_DECO_STARRYARCH,Tähtikaari
TID_DECO_PIANO,Piano
TID_DECO_LOVELYBRIDGE,Viehättävä silta
TID_DECO_LOVELYBENCH,Viehättävä penkki
TID_DECO_REDFENCE,Punainen aita
TID_DECO_STARFENCE,Tähtiaita
TID_BARN_OFFER_TITLE,Ladon pikapäivitys
TID_BARN_OFFER_FLIP_TEXT,Hanki latoosi <FREE_AFTER_AMOUNT> lisää varastotilaa välittömästi!\n\n<CONTENTS>
TID_BARN_OFFER_FLIP_TEXT2,Alennettu hinta! Hanki ladon pikapäivitys heti!
TID_OFFER_PURCHASABLE_ONCE,Tämän tarjouksen voi käyttää kerran.
TID_OFFER_VALUES_TITLE,Arvo:
TID_SILO_OFFER_TITLE,Viljavaraston pikapäivitys
TID_SILO_OFFER_FLIP_TEXT,Hanki viljavarastoosi <FREE_AFTER_AMOUNT> lisää varastotilaa välittömästi!\n\n<CONTENTS>
TID_SILO_OFFER_FLIP_TEXT2,Alennettu hinta! Hanki viljavaraston pikapäivitys heti!
TID_BOOSTER_OFFER_TITLE,Kiihdytintarjous
TID_BOOSTER_OFFER_FLIP_TEXT,<CONTENTS>
TID_OFFER_BOOSTER_FREE_STORAGE_TEXT,Nämä kiihdyttimet eivät vie varastotilaa.
TID_BOOSTER_OFFER_RANDOM_ENTRY,"- <AMOUNT> satunnaista kiihdytintä, joilla vähintään <STARS> tähteä"
TID_BOOSTER_OFFER_RANDOM5STARS_ENTRY,- <AMOUNT> satunnaista 5 tähden kiihdytintä
TID_BUNDLE_OFFER_TITLE,Pakettitarjous
TID_BUNDLE_OFFER_FLIP_TEXT,<CONTENTS>
TID_OFFER_CONTENTS_TITLE,Tässä tarjouksessa:
TID_OFFER_CONTENTS_ENTRY,- <AMOUNT> x <NAME>
TID_OFFER_CONTENTS_BOOSTER_ENTRY,- <AMOUNT> x <NAME> (<STARS> tähteä)
TID_PERCENTAGE_OFFERS,<NUMBER> %
TID_MYSTERY_BOX_TYPE_BRONZE,Tavallinen laatikko
TID_MYSTERY_BOX_TYPE_SILVER,Iso laatikko
TID_MYSTERY_BOX_TYPE_GOLD,Valtava laatikko
TID_OFFER_ENDING_SOON,Päättyy pian
TID_NEW,Uusi
TID_FREE,Ilmainen
TID_OFFER_BOOSTER_FASTER_PRODUCTION1,"- <AMOUNT> x <NAME>: popcorn-kattila, piirakkauuni ja kangaspuut (<STARS> tähteä)"
TID_OFFER_BOOSTER_FASTER_PRODUCTION2,"- <AMOUNT> x <NAME>: ompelukone, kakku-uuni ja mehupuristin (<STARS> tähteä)"
TID_OFFER_BOOSTER_FASTER_PRODUCTION3,"- <AMOUNT> x <NAME>: jäätelökone, hillokone ja soppakeittiö (<STARS> tähteä)"
TID_OFFER_BOOSTER_FASTER_PRODUCTION4,"- <AMOUNT> x <NAME>: kynttiläkone, karkkikone ja salaattibaari (<STARS> tähteä)"
TID_OFFER_BOOSTER_FASTER_CROPS1,"- <AMOUNT> x <NAME>: soijapapu, sokeriruoko ja indigo (<STARS> tähteä)"
TID_OFFER_BOOSTER_FASTER_CROPS2,"- <AMOUNT> x <NAME>: kurpitsa, chili ja puuvilla (<STARS> tähteä)"
TID_OFFER_BOOSTER_FASTER_CROPS3,"- <AMOUNT> x <NAME>: tomaatti, mansikka ja peruna (<STARS> tähteä)"
TID_OFFER_BOOSTER_FASTER_CROPS4,"- <AMOUNT> x <NAME>: sipuli, riisi ja lehtisalaatti (<STARS> tähteä)"
TID_DERBY_TASK_HARVEST_GRAPES_DESCRIPTION,Korjaa sato <NUMBER> rypälepellosta.
TID_DERBY_TASK_HARVEST_MINT_DESCRIPTION,Korjaa sato <NUMBER> minttupellosta.
