TID,MS
TID_STARTER_PACK_4,Pek Permulaan 4
TID_STARTER_PACK_5,Pek Permulaan 5
TID_STARTER_PACK_1_TLO_POPUP_TITLE,Pek Ladang!
TID_STARTER_PACK_1_TLO_POPUP_DESCRIPTION,Tawaran Istimewa
TID_STARTER_PACK_2_TLO_POPUP_TITLE,Pek Peluasan Ladang!
TID_STARTER_PACK_2_TLO_POPUP_DESCRIPTION,Tawaran Istimewa
TID_STARTER_PACK_3_TLO_POPUP_TITLE,Pek Memancing!
TID_STARTER_PACK_3_TLO_POPUP_DESCRIPTION,Tawaran Istimewa
TID_STARTER_PACK_4_TLO_POPUP_TITLE,Pek Bandar!
TID_STARTER_PACK_4_TLO_POPUP_DESCRIPTION,Tawaran Istimewa
TID_STARTER_PACK_5_TLO_POPUP_TITLE,Pek Peluasan Bandar!
TID_STARTER_PACK_5_TLO_POPUP_DESCRIPTION,Tawaran Istimewa
TID_STARTER_PACK_1_1_TLO_POPUP_TITLE,Pek Ladang!
TID_STARTER_PACK_1_1_TLO_POPUP_DESCRIPTION,Tawaran Satu Kali
TID_STARTER_PACK_2_1_TLO_POPUP_TITLE,Pek Peluasan Ladang!
TID_STARTER_PACK_2_1_TLO_POPUP_DESCRIPTION,Tawaran Satu Kali
TID_STARTER_PACK_3_1_TLO_POPUP_TITLE,Pek Memancing!
TID_STARTER_PACK_3_1_TLO_POPUP_DESCRIPTION,Tawaran Satu Kali
TID_STARTER_PACK_4_1_TLO_POPUP_TITLE,Pek Bandar!
TID_STARTER_PACK_4_1_TLO_POPUP_DESCRIPTION,Tawaran Satu Kali
TID_STARTER_PACK_5_1_TLO_POPUP_TITLE,Pek Peluasan Bandar
TID_STARTER_PACK_5_1_TLO_POPUP_DESCRIPTION,Tawaran Satu Kali
TID_NOTIFICATIONS_SETTINGS_HELPERS,Pemberitahuan pembantu ladang
TID_NOTIFICATION_HELPERS_WAITING,Pembantu ladang anda menunggu permintaan!
TID_TUTORIAL_HELPER_1,"Oh, lihat! Nampaknya anda ada jiran baharu. Apa khabar? Rose dan Ernest boleh membantu dalam ladang anda walaupun semasa ketiadaan anda!"
TID_TUTORIAL_HELPER_2,"Helo! Saya Rose. Saya sangat suka haiwan. Saya akan menyediakan makanan, memastikannya diberi makan dan juga mengumpul produk mereka. Hanya simpan dalam silo anda, beritahu saya jumlah produk untuk disimpan dan saya bersedia untuk bermula!"
TID_TUTORIAL_HELPER_3,"Selamat sejahtera! Saya Ernest. Saya boleh memastikan penghasil tenusu dan kilang gula anda teruskan penghasilan, anda hanya perlu memberikan saya bahan yang diperlukan!"
TID_TUTORIAL_HELPER_3a,Ketik rumah mereka untuk mula bekerja!
TID_TUTORIAL_HELPER_4,"Pembantu ladang mempunyai stor mereka sendiri, jadi mereka tidak mengambil ruang bangsal anda. Item yang dihasilkan oleh mereka akan sentiasa tersedia apabila anda memerlukannya."
TID_TUTORIAL_HELPER_5,"Jangan lupa untuk memastikan tanaman anda cukup stok! Kami tidak akan mengambil tanaman jika anda hanya mempunyai baki sedikit. Kami tidak ingin menyusahkan anda, sayang!"
TID_TLO_ITEM_COUNT,<COUNT>x
TID_MOVIE_TICKET_TITLE_SKIP_VIDEO,Ganjaran Harian Anda
TID_MOVIE_TICKET_QUESTION_SKIP_VIDEO,Ganjaran Anda
TID_MOVIE_TICKET_WATCH_ANOTHER_TITLE_SKIP_VIDEO,Ganjaran Anda yang Seterusnya
TID_MOVIE_TICKET_ALL_WATCHED_TITLE_SKIP_VIDEO,Terima kasih! Anda telah menonton semua treler yang ada buat masa ini. Kembali lagi nanti untuk lebih banyak treler!
TID_HELPER_TUTORIAL_INFO_GENERAL,"Rose dan Ernest bersedia membantu dalam kerja ladang anda.\n\nRose menjaga haiwan ladang anda manakala Ernest menjaga penghasil tenusu dan kilang gula anda.\n\nJika anda meminta mereka menyimpan produk tertentu, mereka akan bekerja supaya produk itu sentiasa tersedia kepada anda, mengisi stok semula selepas anda menggunakannya!"
TID_HELPER_TUTORIAL_INFO_PRODUCT_QUANTITY,Gunakan anak panah naik dan turun untuk memilih kuantiti produk yang anda inginkannya sentiasa ada stok.
TID_HELPER_TUTORIAL_INFO_PRODUCT_QUANTITY_NUMBER_1,1
TID_HELPER_TUTORIAL_INFO_BLUE_ICON,Ikon biru bermaksud produk sedang diisi semula.
TID_HELPER_TUTORIAL_INFO_PRODUCT_QUANTITY_NUMBER_2,7
TID_HELPER_TUTORIAL_INFO_RED_ICON,Ikon bertukar menjadi merah jika pengeluaran berlaku masalah. Ketik dan tahan ikon untuk melihat masalah itu.
TID_HELPER_TUTORIAL_INFO_PRODUCT_QUANTITY_NUMBER_3,3
TID_HELPER_TUTORIAL_INFO_CONFIRM,"Anda perlu mengesahkan perubahan anda sebelum menutup skrin! Jika tidak, perubahan tidak akan berkuat kuasa."
TID_HELPER_TUTORIAL_INFO_QUEUE,Giliran pembantu menunjukkan jumlah item yang anda boleh minta serentak.
TID_HELPER_TUTORIAL_INFO_STOCK,Stok pembantu menunjukkan penggunaan stor dan kapasiti pembantu.
TID_HELPER_TUTORIAL_INFO_FEED_STORAGE,Makanan haiwan tidak menghabiskan ruang dalam stor Rose.
TID_HELPER_TUTORIAL_INFO_FEED_1,1
TID_HELPER_TUTORIAL_INFO_FEED_2,2
TID_HELPER_TUTORIAL_INFO_SUMMARY,"Rose akan mengambil tanaman dari silo, menghasil makanan di pengisar makanan, memberi makan haiwan dan mengambil produk haiwan.\n\nErnest akan mengambil bahan yang diperlukan dari silo atau bangsal anda (tebu, susu atau susu kambing), memasukkan tenusu dan produk gula ke dalam mesin pengeluaran dan mengumpulnya.\n\nSentiasa memastikan anda ada tanaman yang cukup di dalam silo anda! Pembantu tidak menanam atau menuai tanaman dan akan berhenti menghasilkan produk jika tiada bahan yang tersedia."
TID_CAMPAIGN_PACKAGE_TOOLTIP,100% hasil akan diberikan kepada pertarungan (RED) menentang AIDS.
TID_FEATURE_HELPERS,Pembantu Ladang
TID_HINT_HIRE_HELPER,Ambil bekerja Pembantu Ladang untuk membantu anda mengurus ladang anda dengan lebih berkesan!
TID_GOOGLE_AUTOMATIC_LOGOUT_TITLE,Dilog keluar dari Google Play!
TID_GOOGLE_AUTOMATIC_LOGOUT_TEXT,Anda telah dilog keluar dari Google Play Games secara automatik kerana anda memilih ladang yang tidak dikaitkan dengan akaun itu. Hanya satu ladang boleh dikaitkan dengan setiap akaun Google Play.
TID_GOOGLE_AUTOMATIC_LOGOUT_HELPSHIFT_BUTTON,Maklumat lanjut
TID_GOOGLE_AUTOMATIC_LOGOUT_OK_BUTTON,OK
TID_GOOGLE_AUTOMATIC_LOGOUT_TEXT_ALREADY_TIED,Anda telah dilog keluar dari Google Play Games secara automatik kerana ladang anda sudah dikaitkan dengan akaun Google Play Games lain. Ladang hanya boleh dikaitkan dengan satu akaun Google Play.
TID_DECO_DERBY_PLAQUE1,Plakad gangsa
TID_DECO_DERBY_PLAQUE2,Plakad perak
TID_DECO_DERBY_PLAQUE3,Plakad emas
TID_DECO_DERBY_BANNER1,Sepanduk merah jambu
TID_DECO_DERBY_BANNER2,Sepanduk corak dam
TID_DECO_DERBY_BANNER3,Sepanduk ungu
TID_DECO_DERBY_SADDLES,Pelana
TID_DECO_DERBY_TROUGH,Palung derbi
TID_DECO_2YEARS,Tugu haiwan
TID_DECO_2YEARS_DESCRIPTION,Hiasan khas untuk pemain lama Hay Day
TID_HELPER_MILLER_DESCRIPTION,Membantu dalam penghasilan gula dan tenusu
TID_HELPER_CARETAKER_DESCRIPTION,Membantu dalam haiwan ladang
TID_DECO_HEROWICKER,Wira Lebih Kejam
TID_DECO_HEROWICKER_DESCRIPTION,Hiasan Istimewa (RED)
TID_FRIEND_BOOK_TITLE,Buku Rakan
TID_FRIEND_BOOK_TAB_REQUESTS,Permintaan
TID_FRIEND_BOOK_TAB_GAME_FRIENDS,Rakan dalam permainan
TID_FRIEND_BOOK_TAB_SOCIAL_MEDIA_FRIENDS,Rakan lain
TID_FRIEND_BOOK_TAB_FOLLOWERS,Pengikut
TID_FRIEND_BOOK_YOUR_TAG,Tag Anda: <TAG>
TID_FRIEND_BOOK_SEARCH_BUTTON,Cari
TID_FRIEND_BOOK_ADD_FRIEND_BUTTON,Tambah rakan
TID_FRIEND_BOOK_FRIEND_NOT_FOUND,Pemain tidak ditemui
TID_FRIEND_BOOK_PENDING_REQUESTS,Permintaan masuk:
TID_FRIEND_BOOK_PLAYER_REQUESTS,Permintaan keluar:
TID_FRIEND_BOOK_ACCEPT_BUTTON,Terima
TID_FRIEND_BOOK_DECLINE_BUTTON,Tolak
TID_FRIEND_BOOK_BLOCK_BUTTON,Sekat
TID_FRIEND_BOOK_CANCEL_BUTTON,Batal
TID_FRIEND_BOOK_INGAME_FRIEND_COUNT,Rakan Dalam Permainan: <COUNT>/<MAX>
TID_FRIEND_BOOK_BLOCKED_FARMS,Ladang Disekat
TID_FRIEND_BOOK_UNBLOCK_BUTTON,Nyahsekat
TID_FRIEND_BOOK_REMOVE_BUTTON,Buang
TID_FRIEND_BOOK_FRIEND_ITEM_TAG,Tag: <TAG>
TID_FLOATER_ADD_FRIEND_FAILED_TOO_MANY_PENDING_REQUESTS_SENDER,Jawab permintaan sedia ada anda sebelum menambah lebih ramai rakan
TID_FLOATER_ADD_FRIEND_FAILED_TOO_MANY_PENDING_REQUESTS_RECEIVER,Pemain tidak boleh menerima permintaan pada masa ini
TID_FLOATER_ADD_FRIEND_FAILED_TOO_MANY_FRIENDS_SENDER,Anda mencapai bilangan maksimum rakan dalam permainan
TID_FLOATER_ADD_FRIEND_FAILED_TOO_MANY_FRIENDS_RECEIVER,Pemain sudah mempunyai bilangan maksimum rakan dalam permainan
TID_FLOATER_ADD_FRIEND_FAILED_FRIEND_BLOCKED,Anda telah menyekat pemain ini. Nyahsekat sebelum menghantar permintaan.
TID_FLOATER_ADD_FRIEND_FAILED_FRIEND_BANNED,Pemain ini disekat daripada Hay Day
TID_FLOATER_ADD_FRIEND_FAILED_CANNOT_ADD_OWN_AVATAR_AS_FRIEND,Tidak boleh menambah diri anda sebagai rakan
TID_FLOATER_ADD_FRIEND_FAILED_GENERIC,Tidak dapat menambah pemain
TID_FLOATER_ADD_FRIEND_FAILED_FRIEND_ALREADY_ADDED,Sudah menjadi rakan pemain ini
TID_FLOATER_ADD_FRIEND_FAILED_FRIEND_REQUEST_ALREADY_SENT,Sudah menghantar permintaan kepada pemain ini
TID_FRIEND_BOOK_HIDE_BUTTON,Sembunyi
TID_FRIEND_BOOK_UNHIDE_BUTTON,Nyahsembunyi
TID_FRIEND_BOOK_HIDDEN_FARMS,Rakan Tersembunyi
TID_FRIEND_BOOK_RECEIVE_REQUESTS,Terima permintaan rakan dalam permainan
TID_FLOATER_SOCIAL_FRIEND_HIDDEN,Rakan kini disembunyikan
TID_FLOATER_SOCIAL_FRIEND_UNHIDDEN,Rakan tidak lagi disembunyikan
TID_FRIEND_BOOK_ADD_FRIENDS_BUTTON,Jemput rakan
TID_FRIEND_BOOK_FOLLOWING_COUNT,Mengikuti <COUNT>/<MAX>
TID_FRIEND_BOOK_FOLLOWING_FARMS,Mengikuti: <COUNT>/<MAX>
TID_FRIEND_BOOK_FOLLOWER_FARMS,Pengikut: <COUNT>/<MAX>
TID_FRIEND_BOOK_TAB_FOLLOWING_NO_FRIENDS,Cari lebih ramai pemain untuk diikuti!
TID_FRIEND_BOOK_UNFOLLOW_BUTTON,Tidak mengikuti
TID_FRIEND_BOOK_REMOVE_FOLLOWER_BUTTON,Buang
TID_CONFIRM_STOP_FOLLOWING_NO,TIDAK
TID_CONFIRM_STOP_FOLLOWING_YES,YA
TID_CONFIRM_STOP_FOLLOWING_TITLE,Berhenti mengikuti?
TID_CONFIRM_STOP_FOLLOWING_TEXT,Adakah anda pasti ingin berhenti mengikuti <NAME>?\n
TID_CONFIRM_POPUP_ADD_FRIEND_TITLE,Tambah rakan (<COUNT>/<MAX>)
TID_CONFIRM_POPUP_ADD_FRIEND_TEXT,Adakah anda ingin menambah <NAME> sebagai rakan?
TID_CONFIRM_POPUP_ADD_FRIEND_BUTTON_CONFIRM,YA
TID_CONFIRM_POPUP_ADD_FRIEND_BUTTON_CANCEL,TIDAK
TID_FLOATER_ADD_FRIEND_FAILED_FRIEND_BLOCKS_YOU,Pemain ini telah menyekat permintaan anda
TID_FLOATER_ADD_FRIEND_FAILED_FRIEND_REQUEST_DISABLED,Pemain tidak menerima permintaan rakan pada masa ini
TID_TREE_BANANATREE,Pokok pisang
TID_TREE_BANANATREE_DESCRIPTION,Petik tiga kali
TID_BANANA_TREE_FB_HELP_TEXT,Pokok pisang saya perlu disiram dengan segera. Boleh kamu bantu?
TID_PRODUCT_BANANA_DESCRIPTION,Kumpul dari Pokok Pisang
TID_PRODUCT_BANANA,Pisang
TID_CROP_GRAPES,Anggur
TID_BANANA_LATTE,Latte pisang ais
TID_BANANA_SPLIT,Ais krim pisang belah
TID_BANANA_BREAD,Roti pisang
TID_BANANA_PANCAKES,Penkek pisang
TID_GRAPE_JUICE,Jus anggur
TID_GOAT_CHEESE_TOAST,Roti bakar keju kambing
TID_GRAPE_JAM,Jem anggur
TID_FRUIT_CAKE,Kek buah
TID_POTATO_SOUP,Sup kentang
TID_FLOATER_INGAME_FRIEND_REMOVED,<PARAM> dibuang daripada rakan
TID_FLOATER_INGAME_FRIEND_BLOCKED,<PARAM> dibuang daripada rakan dan disekat
TID_FLOATER_INGAME_FRIEND_UNBLOCKED,<PARAM> dinyahsekat dan boleh menghantar permintaan rakan kepada anda
TID_CARETAKER_SETTINGS_TITLE,Bagaimanakah <NAME> berfungsi?
TID_CARETAKER_SETTINGS_BUTTON_CONFIRM,Sahkan
TID_CARETAKER_SETTINGS_OPTION_1_DESCRIPTION,"Beri makan semua haiwan, simpan makanan tambahan"
TID_CARETAKER_SETTINGS_OPTION_1_TOOLTIP,"Rose memastikan satu makanan tambahan bagi setiap haiwan. Sebaik sahaja mana-mana haiwan lapar, dia memberi makanan kepadanya dan mengisi stok makanan."
TID_CARETAKER_SETTINGS_OPTION_2_DESCRIPTION,"Simpan makanan tambahan, jangan beri makan semua haiwan"
TID_CARETAKER_SETTINGS_OPTION_2_TOOLTIP,Rose memastikan satu makanan tambahan bagi setiap haiwan. Dia hanya memberi makan haiwan yang dia perlu kumpul.
TID_CARETAKER_SETTINGS_OPTION_3_DESCRIPTION,"Tiada makanan tambahan, hanya menghasilkan makanan apabila diperlukan"
TID_CARETAKER_SETTINGS_OPTION_3_TOOLTIP,Rose hanya menghasilkan makanan yang cukup untuk memberi makan haiwan yang dia perlu kumpul. Dia tidak memberi makan haiwan lain.
TID_FLOATER_INGAME_FRIEND_ACCEPTED_FRIEND_REQUEST,<PARAM> telah menerima permintaan rakan anda
TID_GINGERBREADHOUSE,Rumah biskut halia
TID_GINGERBREADMAN,Lelaki biskut halia
TID_GINGERBREADWOMAN,Wanita biskut halia
TID_CANDYBENCH,Bangku rotan kandi
TID_WINTERLANTERN,Tanglung musim sejuk
TID_WINTERARCH,Gerbang musim sejuk
TID_CNY_FENCE,Pagar Cina
TID_CNY_GATE,Pintu Cina
TID_CNY_ROOSTER,Tugu ayam
TID_FIREWORKSBARREL,Bunga api
TID_EVENT_PAMFLET_CHINESENEWYEAR2017,Tahun Baru Cina!
TID_ADVANCED_EVENT_TEXT_CHINESENEWYEAR2017,"Sekarang Tahun Baru Cina, mari jadikannya tahun makmur! Jika anda bertuah, anda mungkin nampak bunga api di kawasan memancing. Penuhi sebanyak mungkin Pesanan Trak yang anda boleh sebelum tamat masa! Capai matlamat peribadi anda untuk ganjaran hebat. Keputusan anda juga menambah matlamat global komuniti. Capai matlamat global bersama petani di seluruh dunia dan anda akan diberi ganjaran."
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHINESENEWYEAR2017,Hai <NAME>! Penghantaran trak sangat berjaya! Permulaan yang hebat untuk Tahun Ayam. Terima kasih atas penyertaan semua orang. Kita berjaya melakukannya bersama! Terima ganjaran ini sebagai ucapan terima kasih atas sumbangan anda!
TID_ADVANCED_EVENT_SUCCESS_TITLE_CHINESENEWYEAR2017,Selamat Tahun Ayam!
TID_ADVANCED_EVENT_SUCCESS_TEXT_CHINESENEWYEAR2017,"Bersama-sama, komuniti kita melakukan sejumlah penghantaran trak yang tidak dijangkakan, permulaan menakjubkan untuk Tahun Ayam!"
TID_ADVANCED_EVENT_TITLE_NEWYEAR2017,Tahun Baru hampir tiba!
TID_ADVANCED_EVENT_TEXT_NEWYEAR2017,"Tahun ini hampir berakhir dan 2017 bakal tiba! Mari hantarkan penghantaran bot terakhir bagi tahun ini! Jika anda bertuah, anda mungkin nampak bunga api di kawasan memancing. Lengkapkan sebanyak mungkin bot sungai sebelum masa tamat! Capai matlamat peribadi anda untuk ganjaran hebat. Keputusan anda juga menambah matlamat global komuniti. Capai matlamat global bersama petani di seluruh dunia dan anda akan diberi ganjaran."
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_NEWYEAR2017,Hai <NAME>! Penghujung 2016 memang menakjubkan dan jumlah penghantaran bot memang mengagumkan. Terima kasih atas penyertaan semua orang. Kita berjaya melakukannya bersama! Terima ganjaran ini sebagai ucapan terima kasih atas sumbangan anda!
TID_ADVANCED_EVENT_TEXT_NEWYEAR2017_ALT,"Kini penghujung 2016, selamat datang 2017! Mari hantarkan penghantaran bot pertama bagi tahun ini! Jika anda bertuah, anda mungkin nampak bunga api di kawasan memancing. Lengkapkan sebanyak mungkin bot sungai sebelum masa tamat! Capai matlamat peribadi anda untuk ganjaran hebat. Keputusan anda juga menambah matlamat global komuniti. Capai matlamat global bersama petani di seluruh dunia dan anda akan diberi ganjaran."
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_NEWYEAR2017_ALT,Hai <NAME>! Permulaan 2017 memang menakjubkan dan jumlah penghantaran bot memang mengagumkan. Terima kasih atas penyertaan semua orang. Kita berjaya melakukannya bersama! Terima ganjaran ini sebagai ucapan terima kasih atas sumbangan anda!
TID_ADVANCED_EVENT_TEXT_CHRISTMAS2016,"Kini musim Cuti! Mari berkumpul bersama orang kesayangan kita dan nikmati masa memancing yang hebat. Beberapa ikan bersaiz raksasa, bermusim yang jarang dilihat telah ditemui. Anda boleh menangkap kesemuanya untuk melengkapkan koleksi anda? Capai matlamat peribadi anda untuk ganjaran hebat. Keputusan anda juga menambah matlamat global komuniti. Capai matlamat global bersama petani dari seluruh dunia dan anda semua akan diberi ganjaran."
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHRISTMAS2016,Hai <NAME>! Semua orang seronok memancing di tasik untuk menyambut musim. Terima kasih atas penyertaan semua orang dalam acara global ini. Kita berjaya melakukannya bersama dan itu satu kejayaan! Sila terima ganjaran ini sebagai ucapan terima kasih atas sumbangan anda!
TID_CANNOT_FOLLOW_FARM,Pemain ini telah menyekat anda
TID_ROADSIDE_SHOP_NEW_SALE_HELPERS_TITLE,Item pembantu ladang
TID_ROADSIDE_SHOP_NEW_SALE_HELPERS_TAB_EMPTY,Item dalam stor pembantu ladang muncul di sini.
TID_FLOATER_INGAME_FRIEND_REQUEST_SENT,Permintaan rakan dihantar!
TID_FRIEND_BOOK_TAB_SOCIAL_MEDIA_NO_FRIENDS,Rakan media sosial anda muncul di sini!
TID_FRIEND_BOOK_FOLLOWING_FARM_REMOVED,Ladang tidak diikuti
TID_FRIEND_BOOK_FOLLOWER_FARM_REMOVED,Pengikut dibuang
TID_FRIEND_BOOK_SETTINGS_TITLE,Tetapan Buku Rakan
TID_FRIEND_BOOK_FOLLOWER_FARM_BLOCKED,Pengikut dibuang dan disekat
TID_FRIEND_BOOK_TAB_GAME_NO_FRIENDS,Tambah rakan dalam permainan!
TID_FRIEND_BOOK_NO_REQUESTS,Tiada permintaan belum selesai pada masa ini
TID_FRIEND_BOOK_INGAME_FRIENDS,Ladang rakan
TID_FRIEND_BOOK_SOCIAL_FRIENDS,Rakan media sosial
TID_FRIEND_BOOK_FRIEND_BLOCKED_UNTIL,Disekat selama <TIME>
TID_CNY_DECO_DESC,Perhiasan Tahun Baharu Cina
TID_FRIEND_BOOK_RECEIVE_REQUESTS_DESC,"Apabila tetapan ini disemak, anda dapat menerima permintaan rakan daripada sebarang pemain Hay Day yang lain.\n\nApabila tetapan ini tidak disemak, pemain lain tidak dapat menghantar permintaan rakan kepada anda. Anda masih boleh menghantar permintaan rakan kepada pemain lain."
TID_STREAM_SENDER_NEIGHBORHOOD_DERBY_SETTINGS_CHANGED,Tetapan Derbi diubah
TID_INBOX_NEIGHBORHOOD_DERBY_OPT_OUT_BY_LEADER,"<SENDER> telah memilih untuk mengeluarkan anda daripada Derbi seterusnya. Jika anda ingin menyertai Derbi seterusnya, pilih untuk sertai sekali lagi daripada dirian Derbi sebelum Derbi seterusnya bermula."
TID_NEIGHBORHOOD_MENU_DERBY_OPTOUT_BUTTON,Pilih Keluar Derbi
TID_DERBY_LEADER_OPTED_OUT_MEMBER,<PARAM> kini dipilih keluar daripada Derbi seterusnya
TID_NEIGHBORHOOD_COMBO_TASK_PROGRESS_TEXT,<NUMBER> %
TID_BOOSTERS_TITLE,Stor Penggalak
TID_BOOSTER_PERCENTAGE_FASTER,-<PARAM>%
TID_BOOSTER_PERCENTAGE_MORE,+<PARAM>%
TID_BOOSTER_AMOUNT_EASIER,-<PARAM>
TID_BOOSTER_MORE,+<PARAM>
TID_CONFIRM_POPUP_ACTIVATE_BOOSTER_TITLE,Aktifkan Penggalak?
TID_CONFIRM_POPUP_ACTIVATE_SUPER_BOOSTER_TITLE,Mengaktifkan Penggalak Super?
TID_CONFIRM_POPUP_ACTIVATE_BOOSTER_TEXT,Anda ingin mengaktifkan <PARAM>?
TID_CONFIRM_POPUP_ACTIVATE_BOOSTER_WITH_DIAMONDS_TEXT,Anda ingin mengaktifkan <PARAM> dengan berlian?
TID_CONFIRM_POPUP_REPLACE_BOOSTER_TEXT,Buang penggalak semasa dan aktifkan <PARAM>?
TID_CONFIRM_POPUP_REPLACE_BOOSTER_WITH_DIAMONDS_TEXT,Buang penggalak semasa dan aktifkan <PARAM> dengan berlian?
TID_CONFIRM_POPUP_ACTIVATE_BOOSTER_BUTTON_CONFIRM,AKTIFKAN
TID_CONFIRM_POPUP_ACTIVATE_BOOSTER_BUTTON_CANCEL,BATAL
TID_FLOATER_BOOSTER_ACTIVATED,<PARAM> diaktifkan!
TID_FLOATER_BOOSTER_ACTIVATION_FAILED,"Tidak boleh mengaktifkan penggalak, penggalak lain masih aktif!"
TID_FLOATER_DECO_UNLOCKED_WITH_EXPANSION,Buka kunci peluasan untuk mendapatkan hiasan
TID_FLOATER_BOOSTER_EXPIRED,<PARAM> tamat tempoh!
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_HIRE_TOM,Upah Tom sebelum mengaktifkan penggalak ini!
TID_CONFIRM_POPUP_BOOSTER_STORAGE_FULL_TITLE,Stor penggalak penuh!
TID_CONFIRM_POPUP_BOOSTER_STORAGE_FULL_BUTTON_DISCARD,Buangkannya
TID_CONFIRM_POPUP_BOOSTER_STORAGE_FULL_BUTTON_SWAP,Tukar
TID_CONFIRM_POPUP_BOOSTER_STORAGE_FULL_BUTTON_CONFIRM,Simpan penggalak
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_ANOTHER_BUILDING_BOOSTER_ACTIVE,"Tidak boleh aktifkan, <PARAM> masih aktif!"
TID_BOOSTER_SLOT_ACTIVE_TITLE,Aktif
TID_BOOSTER_SLOT_STORAGE_TITLE,Stor <COUNT>/<MAX>
TID_CONFIRM_POPUP_DISCARD_BOOSTER_TITLE,Buang Penggalak?
TID_CONFIRM_POPUP_DISCARD_BOOSTER_TEXT,Adakah anda ingin membuang <PARAM>? Kesan Penggalak akan dibatalkan!
TID_CONFIRM_POPUP_DISCARD_BOOSTER_BUTTON_CANCEL,Batal
TID_CONFIRM_POPUP_DISCARD_BOOSTER_BUTTON_DISCARD,Buangkannya
TID_FLOATER_BOOSTER_DISCARDED,<PARAM> dibuang!
TID_CONFIRM_POPUP_SWAP_BOOSTER_TITLE,Tukar dengan Penggalak Disimpan
TID_CONFIRM_POPUP_SWAP_BOOSTER_BUTTON_SWAP,Tukar
TID_CONFIRM_POPUP_SWAP_BOOSTER_TEXT_OLD_BOOSTER,Penggalak ini akan dibuang
TID_CONFIRM_POPUP_SWAP_BOOSTER_TEXT_NEW_BOOSTER,Penggalak ini akan disimpan
TID_PENDING_BOOSTERS_TITLE,Stor Penggalak Penuh
TID_BOOSTER_SLOT_PENDING_TITLE,Pilih satu
TID_SWAP_BOOSTER_TITLE,Tukar penggalak
TID_BOOSTER_FASTER_PRODUCTION,Masa Pengeluaran Lebih Cepat
TID_BOOSTER_DESCRIPTION_FASTER_PRODUCTION,"<PARAM1>, <PARAM2> dan <PARAM3> mengeluarkan item <NUMBER> peratus lebih cepat untuk <TIME> jam seterusnya."
TID_BOOSTER_FASTER_CROPS,Pertumbuhan Tanaman Lebih Cepat
TID_BOOSTER_FASTER_TOM,Masa tidur Tom Lebih Pendek
TID_BOOSTER_FASTER_BOAT,Bot Tiba Lebih Cepat
TID_BOOSTER_FASTER_BUSHES,Tuai Rimbunan Lebih Cepat
TID_BOOSTER_FASTER_TREES,Tuai Pokok Lebih Cepat
TID_BOOSTER_MORE_XP,XP Tambahan
TID_BOOSTER_FREE_TOM,Upah Tom secara Percuma
TID_BOOSTER_FREE_ROSE,Upah Rose secara Percuma
TID_BOOSTER_FREE_ERNEST,Upah Ernest secara Percuma
TID_BOOSTER_EASIER_BOAT,Isi Krat Bot
TID_BOOSTER_DESCRIPTION_FASTER_CROPS,"<PARAM1>, <PARAM2> dan <PARAM3> menumbuh <NUMBER> peratus lebih cepat untuk <TIME> jam seterusnya"
TID_TEST_BOOSTER_DESCRIPTION_FASTER_TOM,Masa tidur Tom <NUMBER>% lebih pendek untuk <TIME> jam seterusnya
TID_BOOSTER_DESCRIPTION_FASTER_BOAT,Bot tiba <NUMBER>% lebih cepat untuk <TIME> jam seterusnya
TID_BOOSTER_DESCRIPTION_FASTER_BUSHES,Semua rimbunan menumbuh <NUMBER>% lebih cepat untuk <TIME> jam seterusnya
TID_BOOSTER_DESCRIPTION_FASTER_TREES,Semua pokok menumbuh <NUMBER>% lebih cepat untuk <TIME> jam seterusnya
TID_BOOSTER_DESCRIPTION_MORE_XP,Semua tindakan dalam permainan memberikan <NUMBER>% XP lebih untuk <TIME> jam seterusnya
TID_BOOSTER_DESCRIPTION_FREE_TOM,"Dapat Tom secara percuma untuk <TIME> jam! Jika anda mengupah Tom, dia akan kerja untuk <TIME> jam lagi"
TID_BOOSTER_DESCRIPTION_FREE_ROSE,"Dapat Rose secara percuma untuk <TIME> jam! Jika anda mengupah Rose, dia akan kerja untuk <TIME> jam lagi"
TID_BOOSTER_DESCRIPTION_FREE_ERNEST,"Dapat Ernest secara percuma untuk <TIME> jam! Jika anda mengupah Ernest, dia akan kerja untuk <TIME> jam lagi"
TID_BOOSTER_DESCRIPTION_EASIER_BOAT_SINGLE,"Untuk <TIME> jam seterusnya, setiap bot akan diisi <NUMBER> krat secara automatik untuk anda"
TID_TEST_BOOSTER_FASTER_CROPS,Pertumbuhan Tanaman Lebih Cepat
TID_TEST_BOOSTER_FASTER_FEED_MILL,Pengisar Makanan Lebih Cepat
TID_TEST_BOOSTER_FASTER_BAKERY,Bakeri Lebih Cepat
TID_TEST_BOOSTER_FASTER_TOM,Masa tidur Tom Lebih Pendek
TID_TEST_BOOSTER_FASTER_BOAT,Bot Tiba Lebih Cepat
TID_TEST_BOOSTER_FASTER_BUSHES,Tuai Rimbunan Lebih Cepat
