TID,ES
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,Vale
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,Ayuda extra
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,Únete a un vecindario para recibir ayuda con los pedidos de la camioneta.
TID_DECO_GNOMEELF,Gnomo navideño
TID_DECO_GNOMEFIREFIGHTER,Gnomo bombero
TID_DECO_GNOMEANGLER,Gnomo pescador
TID_DECO_GNOMEFLOWER,Gnoma con flores
TID_DECO_GNOMEMUSICIAN,Gnomo músico
TID_DECO_GNOMEPAINTER,Gnoma pintora
TID_DECO_GNOMEPOLICE,Gnoma policía
TID_DECO_GNOMESKI,Gnomo esquiador
TID_DECO_SLOPE,Ladera de nieve
TID_DECO_ICYFISHPOND,Agujero de pesca
TID_DECO_GINGERTRAIN,Tren de jengibre
TID_DECO_ICESHEEP,Oveja de hielo
TID_TRUCK_ORDER_REWARDS_SENT_TO_FRIEND,¡Recompensas de la camioneta enviadas a <PARAM>!
TID_TRUCK_ORDER_REWARDS_SENT_TO_ANONYMOUS,¡Recompensas de la camioneta enviadas a tu ayudante!
TID_SETTINGS_NEW_FACEBOOK,"Para guardar tu granja y jugar en distintos dispositivos, conecta con Facebook."
TID_SETTINGS_NEW_SUPERCELLID,"Para guardar tu granja y jugar en distintos dispositivos, conecta con Supercell ID."
TID_SETTINGS_NEW_GOOGLEPLAY,"Para guardar tu granja y jugar en distintos dispositivos, conecta con Google Play."
TID_SETTINGS_NEW_FB_SCID,"Para guardar tu granja y jugar en distintos dispositivos, conecta con Supercell ID o Facebook."
TID_SETTINGS_NEW_FB_GP,"Para guardar tu granja y jugar en distintos dispositivos, conecta con Google Play o Facebook."
TID_SETTINGS_NEW_SCID_GP,"Para guardar tu granja y jugar en distintos dispositivos, conecta con Google Play o Supercell ID."
TID_SETTINGS_NEW_FB_SCID_GP,"Para guardar tu granja y jugar en distintos dispositivos, conecta con Google Play, Supercell ID o Facebook."
TID_HELP_REQUEST_LIMIT_REACHED,¡Podrás pedir más ayuda mañana!
TID_FARM_LIKED_SHORT,¡Te gusta esta granja!
TID_FARM_ALREADY_LIKED_SHORT,¡Ya te gusta esta granja!
TID_VISITOR_HELP_REWARDS_SENT_TO_FRIEND,¡Recompensas de visitantes enviadas a <PARAM>!
TID_VISITOR_HELP_REWARDS_SENT_TO_ANONYMOUS,¡Recompensas de visitantes enviadas a tu ayudante!
TID_TRUCK_HELP_FAILED_LEVEL_REQUIREMENTS,¡Alcanza el nivel <LEVEL> para desbloquear <ITEM>!
TID_BUY_DIAMONDS_UPCOMING_OFFER_TIMER,Disponible dentro de <TIME>.
TID_CUCUMBER,Pepino
TID_PINEAPPLE,Piña
TID_EGGPLANT,Berenjena
TID_BROCCOLI,Brócoli
TID_PINEAPPLE_CAKE,Bizcocho de piña
TID_PRODUCT_EGGPLANT_PARMESAN,Pastel de berenjena
TID_GRILLED_EGGPLANT,Berenjena asada
TID_PINEAPPLE_JUICE,Zumo de piña
TID_PRODUCT_BROCCOLISOUP,Sopa de brócoli
TID_PRODUCT_CUCUMBERSANDWICH,Sándwich de pepino
TID_PRODUCT_CUCUMBERSMOOTHIE,Batido de pepino
TID_PRODUCT_BROCCOLIMAC,Pasta con brócoli
TID_FEATURE_POPUP_TIMER,Termina en <TIME>.
TID_FEATURE_POPUP_PREPARATION_TIMER,Empieza en <TIME>.
TID_FEATURE_POPUP_EVENT_FINISHED,¡El evento ha terminado!
TID_DEFAULT_NEIGHBORHOOD_NAME,Mi vecindario
TID_DECO_BEACHTOYS,Juguetes de playa
TID_DECO_SCUBAGEAR,Equipo de buceo
TID_DECO_BASKETBALLHOOP,Canasta de baloncesto
TID_DECO_GOALPOST,Portería
TID_DECO_MAPLEBONSAI,Bonsái de arce
TID_DECO_PINEBONSAI,Bonsái de pino
TID_DECO_COLUMNPOT,Maceta en columna
TID_DECO_LARGEPOT,Maceta grande
TID_DECO_RUSTICPOT,Maceta rústica
TID_DECO_BIGDRUM,Tambor
TID_DECO_GONG,Gong
TID_DECO_PIGSTATUE,Estatua de cerdo
TID_DECO_FIREWORKSCART,Fuegos artificiales
TID_DECO_STARRYARCH,Arco de estrellas
TID_DECO_PIANO,Piano
TID_DECO_LOVELYBRIDGE,Puente encantador
TID_DECO_LOVELYBENCH,Banco encantador
TID_DECO_REDFENCE,Valla roja
TID_DECO_STARFENCE,Valla con estrellas
TID_BARN_OFFER_TITLE,Mejora instantánea del granero
TID_BARN_OFFER_FLIP_TEXT,¡Consigue más espacio (<FREE_AFTER_AMOUNT>) para tu granero ahora mismo!\n\n<CONTENTS>
TID_BARN_OFFER_FLIP_TEXT2,¡Precio reducido! ¡Mejora el granero al instante!
TID_OFFER_PURCHASABLE_ONCE,Esta oferta se puede comprar una vez.
TID_OFFER_VALUES_TITLE,Valor:
TID_SILO_OFFER_TITLE,Mejora instantánea del silo
TID_SILO_OFFER_FLIP_TEXT,¡Consigue más espacio (<FREE_AFTER_AMOUNT>) para tu silo ahora mismo!\n\n<CONTENTS>
TID_SILO_OFFER_FLIP_TEXT2,¡Precio reducido! ¡Mejora el silo al instante!
TID_BOOSTER_OFFER_TITLE,Oferta de potenciadores
TID_BOOSTER_OFFER_FLIP_TEXT,<CONTENTS>
TID_OFFER_BOOSTER_FREE_STORAGE_TEXT,Estos potenciadores no ocupan espacio en el inventario.
TID_BOOSTER_OFFER_RANDOM_ENTRY,— <AMOUNT> potenciadores aleatorios de <STARS> o más estrellas
TID_BOOSTER_OFFER_RANDOM5STARS_ENTRY,— ¡<AMOUNT> potenciadores aleatorios de 5 estrellas!
TID_BUNDLE_OFFER_TITLE,Oferta de lotes
TID_BUNDLE_OFFER_FLIP_TEXT,<CONTENTS>
TID_OFFER_CONTENTS_TITLE,Esta oferta incluye:
TID_OFFER_CONTENTS_ENTRY,— <AMOUNT>x <NAME>
TID_OFFER_CONTENTS_BOOSTER_ENTRY,— <AMOUNT>x <NAME> (<STARS> estrellas)
TID_PERCENTAGE_OFFERS,<NUMBER> %
TID_MYSTERY_BOX_TYPE_BRONZE,Caja normal
TID_MYSTERY_BOX_TYPE_SILVER,Caja grande
TID_MYSTERY_BOX_TYPE_GOLD,Caja gigante
TID_OFFER_ENDING_SOON,Edición limitada
TID_NEW,Nuevo
TID_FREE,Gratis
TID_OFFER_BOOSTER_FASTER_PRODUCTION1,"— <AMOUNT>x <NAME>: Palomitera, horno de tartas y telar (<STARS> estrellas)"
TID_OFFER_BOOSTER_FASTER_PRODUCTION2,"— <AMOUNT>x <NAME>: Máquina de coser, horno de pasteles y exprimidor (<STARS> estrellas)"
TID_OFFER_BOOSTER_FASTER_PRODUCTION3,"— <AMOUNT>x <NAME>: Heladería, mermeladera y cocina para sopas (<STARS> estrellas)"
TID_OFFER_BOOSTER_FASTER_PRODUCTION4,"— <AMOUNT>x <NAME>: Máquina de velas, máquina de caramelos y puesto de ensaladas (<STARS> estrellas)"
TID_OFFER_BOOSTER_FASTER_CROPS1,"— <AMOUNT>x <NAME>: Soja, caña de azúcar y añil (<STARS> estrellas)"
TID_OFFER_BOOSTER_FASTER_CROPS2,"— <AMOUNT>x <NAME>: Calabaza, chile y algodón (<STARS> estrellas)"
TID_OFFER_BOOSTER_FASTER_CROPS3,"— <AMOUNT>x <NAME>: Tomate, fresa y patata (<STARS> estrellas)"
TID_OFFER_BOOSTER_FASTER_CROPS4,"— <AMOUNT>x <NAME>: Cebolla, arroz y lechuga (<STARS> estrellas)"
TID_DERBY_TASK_HARVEST_GRAPES_DESCRIPTION,Cosecha parcelas de uvas: <NUMBER>.
TID_DERBY_TASK_HARVEST_MINT_DESCRIPTION,Cosecha parcelas de menta: <NUMBER>.
TID_DERBY_TASK_HARVEST_EGGPLANT_DESCRIPTION,Cosecha parcelas de berenjenas: <NUMBER>.
TID_DERBY_TASK_HARVEST_WATERMELON_DESCRIPTION,Cosecha parcelas de sandías: <NUMBER>.
TID_DERBY_TASK_HARVEST_PINEAPPLE_DESCRIPTION,Cosecha parcelas de piñas: <NUMBER>.
TID_DERBY_TASK_HARVEST_SUNFLOWER_DESCRIPTION,Cosecha parcelas de girasoles: <NUMBER>.
TID_DERBY_TASK_HARVEST_ONION_DESCRIPTION,Cosecha parcelas de cebollas: <NUMBER>.
TID_DERBY_TASK_HARVEST_CUCUMBER_DESCRIPTION,Cosecha parcelas de pepinos: <NUMBER>.
TID_DERBY_TASK_HARVEST_BELLPEPPER_DESCRIPTION,Cosecha parcelas de pimientos: <NUMBER>.
TID_DERBY_TASK_HARVEST_TEALEAVES_DESCRIPTION,Cosecha parcelas de hojas de té: <NUMBER>.
TID_DERBY_TASK_HARVEST_PEONY_DESCRIPTION,Cosecha parcelas de peonías: <NUMBER>.
TID_DERBY_TASK_HARVEST_BROCCOLI_DESCRIPTION,Cosecha parcelas de brócolis: <NUMBER>.
TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS1,"— <AMOUNT>x <NAME>: Cine, restaurante y hostal (<STARS> estrellas)"
TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS2,"— <AMOUNT>x <NAME>: Spa, chiringuito y tienda de regalos (<STARS> estrellas)"
TID_MAP_GAME_NOT_ENOUGH_MOVEMENT_POINTS,¡No tienes suficiente combustible!
TID_MAP_GAME_TASK_DUMP_TITLE,Nuevo pedido
TID_MAP_GAME_TASK_DUMP_DESCRIPTION,Este edificio necesita <AMOUNT>x <NAME>.
TID_MAP_GAME_TASK_DUMP_AVAILABLE_TIME,Caduca dentro de <TIME>
TID_MAP_GAME_TASK_DUMP_COOLDOWN_TIME,Nuevo dentro de <TIME>
TID_MAPGAME_BLUE_COIN,Ficha azul
TID_MAPGAME_RED_COIN,Ficha roja
TID_MAPGAME_GREEN_COIN,Ficha verde
TID_MAPGAME_CHICKEN_COIN,Gallina
TID_MAPGAME_BLUE_COIN_DESCRIPTION,Sirve para adquirir productos en el valle.
TID_MAPGAME_RED_COIN_DESCRIPTION,Sirve para adquirir productos en el valle.
TID_MAPGAME_GREEN_COIN_DESCRIPTION,Sirve para adquirir productos en el valle.
TID_MAPGAME_CHICKEN_COIN_DESCRIPTION,Consigue gallinas para desbloquear la sección exclusiva de la tienda del valle.
TID_MAPGAME_DAILY_QUEST_EXPIRES_IN,Misiones nuevas dentro de <TIME>
TID_MAPGAME_DAILY_QUEST_POPUP_TITLE,Misiones diarias
TID_MAPGAME_DAILY_QUEST_POPUP_QUESTS_TITLE,Misiones disponibles
TID_MAPGAME_QUEST_MOVE,Visita <NUMBER> edificios o paradas.
TID_MAPGAME_QUEST_SPIN,Gira la ruleta de la estación de servicio <NUMBER> veces.
TID_MAPGAME_QUEST_DELIVERIES,Completa <NUMBER> reparto(s).
TID_MAPGAME_QUEST_SOCIAL_TASK,Completa <NUMBER> pedido(s) colectivo(s).
TID_MAPGAME_QUEST_HELP,Ayuda a reparar la camioneta averiada de alguien.
TID_MAPGAME_QUEST_DUMP_TASK,Completa <NUMBER> pedido(s).
TID_MAP_GAME_SOCIAL_TASK_COMPLETE,¡Encargo colectivo completado!
TID_MAP_GAME_CANNOT_CLAIM_DAILY_QUESTS_PRIZE,¡Completa misiones diarias para obtener esta caja misteriosa!
TID_MAPGAME_QUEST_COLLECT_BLUE_COIN,Consigue <NUMBER> fichas azules.
TID_MAPGAME_QUEST_COLLECT_RED_COIN,Consigue <NUMBER> fichas rojas.
TID_MAPGAME_QUEST_COLLECT_GREEN_COIN,Consigue <NUMBER> fichas verdes.
TID_MAPGAME_QUEST_COLLECT_CHICKEN,Consigue <NUMBER> gallina(s).
TID_MAP_GAME_TASK_DELIVERY_TITLE,Nuevo reparto
TID_MAP_GAME_TASK_DELIVERY_DESCRIPTION,¿Puedes entregarle esto a mi amigo?
TID_MAPGAME_DELIVERY_LIMIT_REACHED_DESCRIPTION,Primero debes completar el reparto que tienes pendiente.
TID_OBSTACLE_AVAILABLE_TIME,<TIME>
TID_MAP_GAME_TASK_OBSTACLE_DESCRIPTION,¡Hay un obstáculo!
TID_MAPGAME_QUEST_VISIT_BLACKROOF_ONE,Visita una casa que tenga el tejado negro.
TID_MAPGAME_QUEST_VISIT_WINDMILL_ONE,Visita un molino.
TID_MAPGAME_QUEST_VISIT_CINEMA_ONE,Visita un cine.
TID_MAPGAME_QUEST_VISIT_DINER_ONE,Visita un restaurante.
TID_MAPGAME_QUEST_VISIT_FISHSHOP_ONE,Visita una pescadería.
TID_MAPGAME_QUEST_VISIT_VEGGIESHOP_ONE,Visita una verdulería.
TID_MAPGAME_QUEST_VISIT_BLACKROOF,Visita <NUMBER> casas que tengan el tejado negro.
TID_MAPGAME_QUEST_VISIT_WINDMILL,Visita <NUMBER> molinos.
TID_MAPGAME_QUEST_VISIT_CINEMA,Visita <NUMBER> cines.
TID_MAPGAME_QUEST_VISIT_DINER,Visita <NUMBER> restaurantes.
TID_MAPGAME_QUEST_VISIT_FISHSHOP,Visita <NUMBER> pescaderías.
TID_MAPGAME_QUEST_VISIT_VEGGIESHOP,Visita <NUMBER> verdulerías.
TID_MAPGAME_NOTIFICATION_COMPLETE_QUEST,¡Has completado una misión diaria!
TID_MAPGAME_NOTIFICATION_COLLECT_CHICKEN,¡Has recogido <COUNT> gallina!
TID_MAPGAME_NOTIFICATION_COLLECT_CHICKEN_SOCIAL,¡<COUNT> gallina(s) recogidas por otros granjeros!
TID_MAPGAME_NOTIFICATION_RECEIVE_TRUCK_HELP,¡Alguien te ha reparado la camioneta!
TID_MAPGAME_NOTIFICATION_EXPIRED_DELIVERY,¡El reparto ha caducado!
TID_MAPGAME_BUTTON_MOVE,Ir
TID_MAPGAME_NODE_NAME_HOUSE,Casa
TID_MAPGAME_NODE_NAME_MILL,Molino
TID_MAPGAME_NODE_NAME_STORE01,Verdulería
TID_MAPGAME_NODE_NAME_STORE02,Pescadería
TID_MAPGAME_NODE_NAME_STORE03,Pizzería
TID_MAPGAME_NODE_NAME_STORE,Tienda
TID_MAPGAME_BUTTON_CONFIRM,Confirmar
TID_MAPGAME_REGULAR_NODE_DESCRIPTION,Puede encargarte pedidos y repartos.
TID_MAPGAME_BUTTON_DUMP,Completar
TID_MAPGAME_DELIVERY_BUTTON_TAKE_TASK,Aceptar
TID_MAPGAME_DELIVERY_BUTTON_COMPLETE_TASK,Entregar
TID_MAPGAME_NODE_EMPTY_TITLE,Parada
TID_MAPGAME_NODE_EMPTY_DESCRIPTION,¡Descansa o sigue conduciendo!
TID_MAPGAME_OBSTACLE_SPAWNING_TITLE,¡La camioneta se ha detenido!
TID_MAPGAME_OBSTACLE_SPAWNING_DESCRIPTION,A ver qué ha pasado...
TID_MAPGAME_RANDOM_REWARD_TITLE,¡Sorpresa!
TID_MAPGAME_RANDOM_REWARD_DESCRIPTION,Has encontrado una sorpresa al lado del camino. ¡Recógela!
TID_MAPGAME_RANDOM_REWARD_TIME_PROMPT,Tiempo restante
TID_MAPGAME_BROKEN_TRUCK_TITLE,Vaya...
TID_MAPGAME_BROKEN_TRUCK_DESCRIPTION,¡Se te ha averiado la camioneta! Seguro que alguien te ayuda a repararla.
TID_MAPGAME_BUTTON_SPEEDUP,Acelerar
TID_MAPGAME_BROKEN_TRUCK_TIME_PROMPT,Tiempo restante
TID_MAPGAME_TASK_NODE_DESCRIPTION,"Necesito estos productos, ¿me los vendes?"
TID_MAPGAME_DELIVERY_NODE_TITLE,Nuevo reparto
TID_MAPGAME_DELIVERY_NODE_DESCRIPTION,¿Puedes entregarle esto a mi amigo?
TID_MAPGAME_SOCIAL_TASK_NODE_DESCRIPTION,¡Necesitamos todo esto! ¿Podríais vendérnoslo?
TID_MAPGAME_SOCIAL_GOAL_TITLE,Jugadores necesarios para completar el encargo:
TID_MAPGAME_UNKNOWN_NODE_DESCRIPTION,Está lejos. Acércate con la camioneta para ver más.
TID_MAPGAME_RESPAWN_DESCRIPTION,Generando un nuevo encargo...
TID_MAPGAME_COOLDOWN_DESCRIPTION,¡Pronto habrá un nuevo encargo disponible!
TID_MAPGAME_NODE_REWARDS_TITLE,Recompensas
TID_MAPGAME_HELP_REQUESTED_TITLE,Camioneta averiada
TID_MAPGAME_HELP_REQUESTED_DESCRIPTION,¡Ayuda a reparar esta camioneta para recibir una recompensa!
TID_MAPGAME_HELP_REQUESTED_BUTTON_CONFIRM,Reparar
TID_MAPGAME_HELP_REQUESTED_TIME_PROMPT,Tiempo restante
TID_MAPGAME_FUEL_HUD_TITLE,Estación de servicio
TID_MAPGAME_FUEL_HUD_CURRENT_SUN_TASKS_LABEL,Hoy
TID_MAPGAME_FUEL_HUD_NEXT_SUN_TASKS_LABEL,Mañana
TID_MAPGAME_CHICKEN_FOUND_TITLE,¡Has encontrado una gallina!
TID_MAPGAME_CHICKEN_FOUND_DESCRIPTION,¡Recógela antes de que se acabe el tiempo!
TID_MAPGAME_CHICKEN_FOUND_TIME_PROMPT,Tiempo restante
TID_MAPGAME_CHICKEN_FOUND_AVAILABLE_TIME,<TIME>
TID_MAPGAME_BUTTON_COLLECT_FOUND_CHICKEN,Recoger
TID_MAP_GAME_COLLECT_SUN_POINTS_TO_SPIN_FUEL_WHEEL,¡Consigue puntos solares para visitar la estación de servicio!
TID_MAPGAME_QUEST_COMPLETE_X_TASKS,Completa <NUMBER> encargo(s).
TID_MAP_GAME_CANNOT_CLAIM_DAILY_QUEST_CHICKEN,¡Completa misiones para conseguirla! Desaparecerá dentro de <TIME>.
TID_MAP_GAME_DAILY_QUEST_CHICKEN_ALREADY_CLAIMED,¡Ya has recogido esta gallina!
TID_MAPGAME_DAILY_QUEST_POPUP_PIP_TOOLTIP,¡Completa misiones diarias para llegar aquí!
TID_TUTORIAL_VALLEY_STEP1,¡Hoy es el gran día! ¡Ya está disponible el valle!
TID_TUTORIAL_VALLEY_STEP2,Toca el tablón para comenzar.
TID_TUTORIAL_VALLEY_STEP3,¡Explora esta nueva zona en camioneta! Completa pedidos y repartos para ganar fichas y cambiarlas por premios increíbles.
TID_TUTORIAL_VALLEY_STEP4,Necesitas combustible para avanzar. Recibirás una cantidad aleatoria de combustible todos los días. ¡Conduce con cuidado!
TID_TUTORIAL_VALLEY_STEP5,¡Qué bien! Puedes conseguir más tiradas si realizas ciertas actividades en la granja a diario.
TID_TUTORIAL_VALLEY_STEP6,"A lo largo del nuevo viaje, puedes completar misiones diarias para desbloquear cajas misteriosas. A ver de qué se trata..."
TID_TUTORIAL_VALLEY_STEP7,También puedes ver a tus vecinos y a otros jugadores en el mapa. Recoge gallinas o rescata animales de la reserva para acceder a la sección exclusiva de la tienda.
TID_TUTORIAL_VALLEY_STEP8,Toca el botón de información para ver más detalles. ¡Conduce con cuidado y que te diviertas en este nuevo viaje!
TID_VALLEY_INFO_TITLE_1,¡Te damos la bienvenida al valle!
TID_VALLEY_INFO_TITLE_2,El combustible
TID_VALLEY_INFO_TITLE_3,Qué hacer en el valle
TID_VALLEY_INFO_TITLE_4,Las misiones personales
TID_VALLEY_INFO_TITLE_5,¡A por las gallinas!
TID_VALLEY_INFO_TITLE_6,La tienda del valle
TID_VALLEY_INFO_TITLE_7,Las fichas
TID_VALLEY_INFO_TITLE_8,Trabajar en equipo y ayudar a los demás
TID_VALLEY_INFO_1,"Puedes visitar el valle cada cierto tiempo, en lo que se denominan temporadas.\n\nDurante la temporada, puedes moverte en camioneta por el mapa y completar los pedidos y repartos que te encarguen los habitantes. Cuando completes pedidos y repartos, ganarás fichas de tres colores diferentes, que sirven para adquirir productos de las tiendas del valle. Las tiendas irán teniendo cada vez más productos disponibles.\n\nCualquier persona puede visitar el valle y no es necesario inscribirse para participar. Los vecinos visitarán el mismo valle, pero también habrá otras personas con las que podrás entablar nuevas amistades."
TID_VALLEY_INFO_2,"Necesitas combustible para avanzar con la camioneta. Puedes conseguir una cantidad aleatoria de combustible en la estación de servicio.\n\nToca el botón del combustible en la esquina inferior derecha de la pantalla del valle y gira la ruleta. Tendrás una tirada gratuita por día.\n\nUna vez que hayas usado la tirada gratuita, la pestaña de actividades solares se volverá disponible. En esa pestaña hay tres actividades que puedes hacer en la granja para cargar la barra solar. ¡Cuando la barra esté cargada, podrás volver a girar la ruleta!"
TID_VALLEY_INFO_3,"En el valle hay paradas y edificios. En los edificios hay pedidos de productos de la granja o se te pide que hagas repartos, es decir, que lleves cajas de un edificio a otro. En algunos edificios, se solicitan pedidos colectivos que debe completar un determinado número de personas. Completar pedidos o repartos siempre da fichas como recompensa.\n\nLos pedidos y repartos tienen un cierto plazo. Cuando caducan, son reemplazados por otros. ¡Asegúrate de completarlos antes de que se acabe el tiempo!\n\nA veces, las paradas traen sorpresas. Puede que encuentres artículos valiosos o que se te averíe la camioneta. Otros jugadores pueden ayudarte a reparar la camioneta, o puedes esperar a que se repare automáticamente."
TID_VALLEY_INFO_4,"Las misiones diarias son actividades que se pueden realizar en el valle. Hay muchos tipos, y cambian cada 24 horas.\n\nCuando completes misiones, la barra de la parte superior se cargará y ¡podrás reclamar las cajas misteriosas que alcances!\n\nA veces puede que aparezca una gallina en la barra. Completa misiones para reclamarla cuanto antes, ya que desaparecerá cuando se reinicien las misiones."
TID_VALLEY_INFO_5,"Encuentra todas las gallinas para desbloquear la sección exclusiva de la tienda, con artículos increíbles, cuando finalice la temporada.\n\nCuando todos los jugadores completen un pedido colectivo, recibirán una gallina como recompensa.\n\nA veces aparecen gallinas en el mapa del valle y en la barra de misiones diarias.\n\nEn el mapa, aparecen gallinas en algunas paradas. Reclámalas rápido, porque estarán por tiempo limitado y luego desaparecerán.\n\nSi aparece una en la barra de misiones, completa misiones para reclamarla cuanto antes, ya que desaparecerá cuando se reinicien las misiones.\n\nLas gallinas son un recurso grupal, por lo que cada vez que una persona recoja una, beneficiará a los demás. Puedes ver tu contador de gallinas en la sección exclusiva.\n\n¡Que no se te escape ni una!"
TID_VALLEY_INFO_6,"Cada temporada se habilita la tienda del valle, en la que puedes adquirir productos y artículos con las fichas que hayas conseguido.\n\nLa tienda del valle tiene dos secciones; una es la sección principal con productos útiles para la granja, como materiales de ampliación, piezas de puzle y permisos de expansión, que se irán volviendo disponibles con el tiempo.\n\nLa otra es la sección exclusiva con los mejores artículos, que se desbloquea únicamente si los jugadores consiguen recoger todas las gallinas necesarias. Los contenidos exclusivos solo están disponibles al final de la temporada.\n\n\nEn el mapa del valle se te notificará cuando haya una gallina en el camino, cuando haya un encargo colectivo disponible, o cuando se le averíe la camioneta a alguien.\n\nPuedes reparar las camionetas con solo desplazarte hasta la parada correspondiente. ¡Recibirás fichas por tu generosidad!"
TID_VALLEY_INFO_7,"Recibirás fichas cuando completes pedidos y repartos en los edificios del valle. Las hay de tres tipos: rojas, azules y verdes.\n\nTu cartera tiene una capacidad máxima, sin importar el color de las fichas. Este límite aparece en la tienda del valle. Cuando la cartera esté llena, tendrás que usar las fichas en la tienda para poder acumular más.\n\nTambién hay una alcancía que tiene su propia capacidad. Puedes abrirla para poder gastar más fichas.\n\nPuedes ver las ofertas de la tienda desde el comienzo de la temporada, así que ten en cuenta los precios, sobre todo los de los artículos más especiales y exclusivos, para asegurarte de tener suficientes fichas para adquirirlos.\n\nPuedes seguir gastando fichas aunque haya acabado la temporada. Las fichas que no uses irán a parar a la alcancía, y podrás gastarlas en la siguiente temporada."
TID_VALLEY_INFO_8,"¡El valle es un lugar colaborativo y alegre! En el mapa del valle se te notificará cuando haya una gallina en el camino, cuando haya un encargo colectivo disponible, o cuando se le averíe la camioneta a alguien.\n\nPuedes reparar las camionetas con solo desplazarte hasta la parada correspondiente. ¡Recibirás fichas por tu generosidad!\n\n¡Colaborar es fundamental para encontrar todas las gallinas y divertirse!"
TID_MASSGIFT_REACHED_LEVEL50_HEADER,¡Nivel 50!
TID_MASSGIFT_REACHED_LEVEL50_TEXT,"¡Hola, <NAME>! Por haber alcanzado el nivel 50, te regalamos este increíble adorno como agradecimiento por tu apoyo, tus comentarios y, sobre todo, ¡por jugar a Hay Day!"
TID_MASSGIFT_REACHED_LEVEL150_HEADER,¡Nivel 150!
TID_MASSGIFT_REACHED_LEVEL150_TEXT,"¡Hola, <NAME>! Por haber alcanzado el nivel 150, te regalamos este increíble adorno como agradecimiento por tu apoyo, tus comentarios y, sobre todo, ¡por jugar a Hay Day!"
TID_MASSGIFT_REACHED_LEVEL200_HEADER,¡Nivel 200!
TID_MASSGIFT_REACHED_LEVEL200_TEXT,"¡Hola, <NAME>! Por haber alcanzado el nivel 200, te regalamos este increíble adorno como agradecimiento por tu apoyo, tus comentarios y, sobre todo, ¡por jugar a Hay Day!"
TID_MASSGIFT_REACHED_LEVEL250_HEADER,¡Nivel 250!
TID_MASSGIFT_REACHED_LEVEL250_TEXT,"¡Hola, <NAME>! Por haber alcanzado el nivel 250, te regalamos este increíble adorno como agradecimiento por tu apoyo, tus comentarios y, sobre todo, ¡por jugar a Hay Day!"
TID_MASSGIFT_REACHED_LEVEL300_HEADER,¡Nivel 300!
TID_MASSGIFT_REACHED_LEVEL300_TEXT,"¡Hola, <NAME>! Por haber alcanzado el nivel 300, te regalamos este increíble adorno como agradecimiento por tu apoyo, tus comentarios y, sobre todo, ¡por jugar a Hay Day!"
TID_MASSGIFT_REACHED_LEVEL350_HEADER,¡Nivel 350!
TID_MASSGIFT_REACHED_LEVEL350_TEXT,"¡Hola, <NAME>! Por haber alcanzado el nivel 350, te regalamos este increíble adorno como agradecimiento por tu apoyo, tus comentarios y, sobre todo, ¡por jugar a Hay Day!"
TID_MASSGIFT_7THBIRTHDAY_ANNOUNCEMENT_TEXT,¡Hay Day cumple siete años! Nos hace mucha ilusión celebrar este momento con vosotros. ¿Qué sería de un cumpleaños sin un regalo? Disfruta de este exclusivo pastel de adorno que habéis escogido con vuestros votos. ¡Gracias por jugar durante tantos años!
TID_VALLEY_SHOP_TITLE,Sección principal
TID_VALLEY_EXCLUSIVE_SHOP_TITLE,Sección exclusiva
TID_MAP_GAME_DELIVERY_NODE_ALREADY_ACCEPTED,¡El reparto para la parada <NUMBER> ya ha sido aceptado!
TID_MAP_GAME_DUMP_TASK_ALREADY_COMPLETED,¡El pedido ya ha sido completado!
TID_MAP_GAME_SOCIAL_TASK_ALREADY_COMPLETED,¡Ya has cumplido con tu parte de este pedido colectivo!
TID_MAP_GAME_SPEND_DIAMONDS_SPEEDUP_TASK,Has gastado <NUMBER1> diamantes para acelerar el encargo de la parada <NUMBER2>.
TID_MAP_GAME_FAILED_SPEND_DIAMONDS_SPEEDUP_TASK,No has podido gastar <NUMBER1> diamantes para acelerar el pedido de la parada <NUMBER2>.
TID_MAP_GAME_SOCIAL_TASK_PLAYER_COUNT,<NUMBER1> de <NUMBER2> personas han ayudado.
TID_MAP_GAME_SOCIAL_TASK_EXTRA_REWARD,Jugadores necesarios para completar el encargo colectivo:
TID_MAP_GAME_NODE_INFO_TEXT,Encargo de la parada <NUMBER>.
TID_MAP_GAME_SOCIAL_REWARD_COUNT,<COUNT>
TID_MAPGAME_CHICKEN_FOUND_AND_COLLECTED_DESCRIPTION,¡Has recogido una gallina!
TID_MAPGAME_SHOP_REWARDS_HUD_TITLE,Tienda del valle
TID_MAPGAME_SHOP_REWARDS_HUD_SOLD_OUT,¡Agotado!
TID_MAPGAME_SHOP_REWARDS_UNLOCKS_IN,Se desbloquea dentro de <TIME>.
TID_MAPGAME_OBSTACLE_MOVE_FAILED_TRUCK_BROKEN,¡Hay que reparar la camioneta!
TID_MAPGAME_OBSTACLE_MOVE_FAILED_COLLECT_REWARD,¡Primero debes recoger la sorpresa!
TID_MAP_GAME_SOCIAL_TASK_PLAYER_TOOLTIP_TITLE,<NAME>
