Name,Rewards,RewardAmounts,Probabilities
,FasterBuildings3_lv3,1,1
,FasterBuildings4_lv4,1,2
,FasterBuildings4_lv3,1,1
,MoreXP_lv4,1,2
,MoreXP_lv3,1,1
,FasterBoats_lv4,1,2
,FasterBoats_lv3,1,1
,FasterBaitMaker_lv3,1,1
,FasterNetMaker_lv3,1,1
,FasterFishingSpots_lv3,1,1
,FasterTownBuildings1_lv3,1,1
,FasterTownBuildings2_lv3,1,1
,FasterPersonalTrain_lv3,1,1
,FasterLobsters_lv3,1,1
,FasterDucks_lv3,1,1
,FasterBaitMaker_lv4,1,2
,FasterNetMaker_lv4,1,2
,FasterFishingSpots_lv4,1,2
,FasterTownBuildings1_lv4,1,2
,FasterTownBuildings2_lv4,1,2
,FasterPersonalTrain_lv4,1,2
,FasterLobsters_lv4,1,2
,FasterDucks_lv4,1,2
,CandyPole,1,15
,HolidayFlower,1,15
,Gingerbread Man,1,2
,Gingerbread Lady,1,2
,FrozenPond_1,1,15
DerbyRewardSet4_41_2017_Xmas_champions,FreeDiamonds,2,15
,Axe,2,22
,Saw,2,22
,Shovel,2,22
,Dynamite,2,22
,Demolition Charge,2,22
,Pickaxe,2,22
,Plank,1,44
,Nail,1,44
,Bolt,1,44
,Screw,1,44
,Duct Tape,1,44
,Wood Panel,1,44
,Land Deed,1,44
,Mallet,1,44
,Marker Stake,1,44
,Hammer,1,11
,Hand Drill,1,11
,Paint Bucket,1,11
,Stone Block,1,11
,Brick,1,11
,Tar Bucket,1,11
,Map Piece,1,4
,Voucher2,2,15
,Voucher3,1,15
,Expansion Key,1,108
,FasterCrops1_lv4,1,2
,FasterCrops1_lv5,1,1
,FasterCrops2_lv4,1,2
,FasterCrops2_lv5,1,1
,FasterCrops3_lv4,1,2
,FasterCrops3_lv5,1,1
,FasterCrops4_lv4,1,2
,FasterCrops4_lv5,1,1
,FasterTrees_lv4,1,2
,FasterTrees_lv5,1,1
,FasterBushes_lv4,1,2
,FasterBushes_lv5,1,1
,FasterBuildings1_lv4,1,2
,FasterBuildings1_lv3,1,1
,FasterBuildings2_lv4,1,2
,FasterBuildings2_lv3,1,1
,FasterBuildings3_lv4,1,2
,FasterBuildings3_lv3,1,1
,FasterBuildings4_lv4,1,2
,FasterBuildings4_lv3,1,1
,MoreXP_lv4,1,2
,MoreXP_lv3,1,1
,FasterBoats_lv4,1,2
,FasterBoats_lv3,1,1
,FasterBaitMaker_lv3,1,1
,FasterNetMaker_lv3,1,1
,FasterFishingSpots_lv3,1,1
,FasterTownBuildings1_lv3,1,1
,FasterTownBuildings2_lv3,1,1
,FasterPersonalTrain_lv3,1,1
,FasterLobsters_lv3,1,1
,FasterDucks_lv3,1,1
,FasterBaitMaker_lv4,1,2
,FasterNetMaker_lv4,1,2
,FasterFishingSpots_lv4,1,2
,FasterTownBuildings1_lv4,1,2
,FasterTownBuildings2_lv4,1,2
,FasterPersonalTrain_lv4,1,2
,FasterLobsters_lv4,1,2
,FasterDucks_lv4,1,2
,CandyPole,1,15
,HolidayFlower,1,15
,Gingerbread Man,1,2
,Gingerbread Lady,1,2
,FrozenPond_1,1,15
DerbyRewardSet5_18_2017_Xmas_rookie,FreeDiamonds,2,7
,Plank,1,30
,Nail,1,30
,Bolt,1,30
,Screw,1,30
,Duct Tape,1,30
,Wood Panel,1,30
,Land Deed,1,30
,Mallet,1,30
,Marker Stake,1,30
,Hammer,1,10
,Hand Drill,1,10
,Paint Bucket,1,10
,Stone Block,1,10
,Brick,1,10
,Tar Bucket,1,10
,Map Piece,1,5
,FrozenPond_2,1,6
,ChristmasLantern,1,6
,Snowman,1,1
,Snowgirl,1,1
DerbyRewardSet5_18_2017_Xmas_novice,FreeDiamonds,2,12
,Plank,2,60
,Nail,2,60
,Bolt,2,60
,Screw,2,60
,Duct Tape,2,60
,Wood Panel,2,60
,Land Deed,2,60
,Mallet,2,60
,Marker Stake,2,60
,Hammer,2,20
,Hand Drill,2,20
,Paint Bucket,2,20
,Stone Block,2,20
,Brick,2,20
,Tar Bucket,2,20
,Map Piece,1,5
,FrozenPond_2,1,12
,ChristmasLantern,1,12
,Snowman,1,2
,Snowgirl,1,2
DerbyRewardSet5_18_2017_Xmas_professional,FreeDiamonds,3,15
,Plank,2,60
,Nail,2,60
,Bolt,2,60
,Screw,2,60
,Duct Tape,2,60
,Wood Panel,2,60
,Land Deed,2,60
,Mallet,2,60
,Marker Stake,2,60
,Hammer,2,20
,Hand Drill,2,20
,Paint Bucket,2,20
,Stone Block,2,20
,Brick,2,20
,Tar Bucket,2,20
,Map Piece,1,5
,Voucher3,2,30
,Voucher4,1,30
,FrozenPond_2,1,12
,ChristmasLantern,1,12
,Snowman,1,2
,Snowgirl,1,2
DerbyRewardSet5_18_2017_Xmas_expert,FreeDiamonds,3,14
,Plank,2,60
,Nail,2,60
,Bolt,2,60
,Screw,2,60
,Duct Tape,2,60
,Wood Panel,2,60
,Land Deed,2,60
,Mallet,2,60
,Marker Stake,2,60
,Hammer,2,15
,Hand Drill,2,15
,Paint Bucket,2,15
,Stone Block,2,15
,Brick,2,15
,Tar Bucket,2,15
,Map Piece,1,5
,Voucher3,2,30
,Voucher4,2,30
,FrozenPond_2,1,12
,ChristmasLantern,1,12
,Snowman,1,2
,Snowgirl,1,2
DerbyRewardSet5_18_2017_Xmas_champions,FreeDiamonds,3,14
,Plank,2,60
,Nail,2,60
,Bolt,2,60
,Screw,2,60
,Duct Tape,2,60
,Wood Panel,2,60
,Land Deed,2,60
,Mallet,2,60
,Marker Stake,2,60
,Hammer,2,15
,Hand Drill,2,15
,Paint Bucket,2,15
,Stone Block,2,15
,Brick,2,15
,Tar Bucket,2,15
,Map Piece,1,5
,Voucher3,2,30
,Voucher4,2,30
,FrozenPond_2,1,12
,ChristmasLantern,1,12
,Snowman,1,2
,Snowgirl,1,2
DerbyRewardSet5_41_2017_Xmas_rookie,FreeDiamonds,2,7
,Plank,1,30
,Nail,1,30
,Bolt,1,30
,Screw,1,30
,Duct Tape,1,30
,Wood Panel,1,30
,Land Deed,1,30
,Mallet,1,30
,Marker Stake,1,30
,Hammer,1,10
,Hand Drill,1,10
,Paint Bucket,1,10
,Stone Block,1,10
,Brick,1,10
,Tar Bucket,1,10
,Map Piece,1,5
,FrozenPond_2,1,6
,ChristmasLantern,1,6
,Snowman,1,1
,Snowgirl,1,1
DerbyRewardSet5_41_2017_Xmas_novice,FreeDiamonds,2,14
,Plank,2,60
,Nail,2,60
,Bolt,2,60
,Screw,2,60
,Duct Tape,2,60
,Wood Panel,2,60
,Land Deed,2,60
,Mallet,2,60
,Marker Stake,2,60
,Hammer,2,20
,Hand Drill,2,20
,Paint Bucket,2,20
,Stone Block,2,20
,Brick,2,20
,Tar Bucket,2,20
,Map Piece,1,5
,FrozenPond_2,1,12
,ChristmasLantern,1,12
,Snowman,1,2
,Snowgirl,1,2
DerbyRewardSet5_41_2017_Xmas_professional,FreeDiamonds,3,15
,Plank,2,60
,Nail,2,60
,Bolt,2,60
,Screw,2,60
,Duct Tape,2,60
,Wood Panel,2,60
,Land Deed,2,60
,Mallet,2,60
,Marker Stake,2,60
,Hammer,2,20
,Hand Drill,2,20
,Paint Bucket,2,20
,Stone Block,2,20
,Brick,2,20
,Tar Bucket,2,20
,Map Piece,1,5
,Voucher3,2,30
,Voucher4,1,30
,FrozenPond_2,1,12
,ChristmasLantern,1,12
,Snowman,1,2
,Snowgirl,1,2
DerbyRewardSet5_41_2017_Xmas_expert,FreeDiamonds,3,15
,Plank,2,60
,Nail,2,60
,Bolt,2,60
,Screw,2,60
,Duct Tape,2,60
,Wood Panel,2,60
,Land Deed,2,60
,Mallet,2,60
,Marker Stake,2,60
,Hammer,2,15
,Hand Drill,2,15
,Paint Bucket,2,15
,Stone Block,2,15
,Brick,2,15
,Tar Bucket,2,15
,Map Piece,1,5
,Voucher3,2,30
,Voucher4,2,30
,FrozenPond_2,1,12
,ChristmasLantern,1,12
,Snowman,1,2
,Snowgirl,1,2
DerbyRewardSet5_41_2017_Xmas_champions,FreeDiamonds,3,15
,Plank,2,60
,Nail,2,60
,Bolt,2,60
,Screw,2,60
,Duct Tape,2,60
,Wood Panel,2,60
,Land Deed,2,60
,Mallet,2,60
,Marker Stake,2,60
,Hammer,2,15
,Hand Drill,2,15
,Paint Bucket,2,15
,Stone Block,2,15
,Brick,2,15
,Tar Bucket,2,15
,Map Piece,1,5
,Voucher3,2,30
,Voucher4,2,30
,FrozenPond_2,1,12
,ChristmasLantern,1,12
,Snowman,1,2
,Snowgirl,1,2
DerbyRewardSet6_18_2017_Xmas_novice,FreeDiamonds,2,10
,Plank,2,26
,Nail,2,26
,Bolt,2,26
,Screw,2,26
,Duct Tape,2,26
,Wood Panel,2,26
,Land Deed,2,26
,Mallet,2,26
,Marker Stake,2,26
,Hammer,2,9
,Hand Drill,2,9
,Paint Bucket,2,9
,Stone Block,2,9
,Brick,2,9
,Tar Bucket,2,9
,Map Piece,2,2
,Voucher3,1,13
,Winter Lantern,1,12
,Candycane Bench,1,12
,HolidayTree,1,4
,XmasPine,1,12
,Puzzle Piece 1,1,315
,FasterBuildings1_lv2,1,2
,FasterBuildings1_lv3,1,1
,FasterBuildings2_lv2,1,2
,FasterBuildings2_lv3,1,1
,FasterBuildings3_lv2,1,2
,FasterBuildings3_lv3,1,1
,MoreXP_lv2,1,2
,MoreXP_lv3,1,1
,FasterBoats_lv2,1,2
,FasterBoats_lv3,1,1
,FasterTom_lv1,1,1
,FasterTom_lv2,1,2
,FreeTom_lv1,1,1
,FreeTom_lv2,1,2
,FreeRose_lv1,1,1
,FreeRose_lv2,1,2
,FreeErnest_lv1,1,1
,FreeErnest_lv2,1,2
,EasierBoats_lv1,1,1
,EasierBoats_lv2,1,2
,FasterFishingSpots_lv1,1,1
,FasterTownBuildings1_lv1,1,1
,FasterTownBuildings2_lv1,1,1
,FasterPersonalTrain_lv1,1,1
,FasterFishingSpots_lv2,1,2
,FasterTownBuildings1_lv2,1,2
,FasterTownBuildings2_lv2,1,2
,FasterPersonalTrain_lv2,1,2
DerbyRewardSet6_18_2017_Xmas_professional,FreeDiamonds,3,17
,Plank,2,34
,Nail,2,34
,Bolt,2,34
,Screw,2,34
,Duct Tape,2,34
,Wood Panel,2,34
,Land Deed,2,34
,Mallet,2,34
,Marker Stake,2,34
,Hammer,2,12
,Hand Drill,2,12
,Paint Bucket,2,12
,Stone Block,2,12
,Brick,2,12
,Tar Bucket,2,12
,Map Piece,2,3
,Voucher3,2,12
,Voucher4,1,12
,Winter Lantern,1,15
,Candycane Bench,1,15
,HolidayTree,1,5
,XmasPine,1,15
,Puzzle Piece 1,1,434
,FasterBuildings1_lv3,1,3
,FasterBuildings1_lv4,1,1
,FasterBuildings2_lv3,1,3
,FasterBuildings2_lv4,1,1
,FasterBuildings3_lv3,1,3
,FasterBuildings3_lv4,1,1
,MoreXP_lv3,1,3
,MoreXP_lv4,1,1
,FasterBoats_lv3,1,3
,FasterBoats_lv4,1,1
,FasterTom_lv2,1,1
,FasterTom_lv3,1,3
,FreeTom_lv2,1,1
,FreeTom_lv3,1,3
,FreeRose_lv2,1,1
,FreeRose_lv3,1,3
,FreeErnest_lv2,1,1
,FreeErnest_lv3,1,3
,EasierBoats_lv2,1,1
,EasierBoats_lv3,1,3
,FasterFishingSpots_lv2,1,1
,FasterTownBuildings1_lv2,1,1
,FasterTownBuildings2_lv2,1,1
,FasterPersonalTrain_lv2,1,1
,FasterFishingSpots_lv3,1,3
,FasterTownBuildings1_lv3,1,3
,FasterTownBuildings2_lv3,1,3
,FasterPersonalTrain_lv3,1,3
DerbyRewardSet6_18_2017_Xmas_expert,FreeDiamonds,3,17
,Plank,2,34
,Nail,2,34
,Bolt,2,34
,Screw,2,34
,Duct Tape,2,34
,Wood Panel,2,34
,Land Deed,2,34
,Mallet,2,34
,Marker Stake,2,34
,Hammer,2,12
,Hand Drill,2,12
,Paint Bucket,2,12
,Stone Block,2,12
,Brick,2,12
,Tar Bucket,2,12
,Map Piece,2,2
,Voucher3,2,13
,Voucher4,2,12
,Winter Lantern,1,15
,Candycane Bench,1,15
,HolidayTree,1,5
,XmasPine,1,15
,Puzzle Piece 1,1,437
,FasterBuildings1_lv4,1,3
,FasterBuildings1_lv5,1,1
,FasterBuildings2_lv4,1,3
,FasterBuildings2_lv5,1,1
,FasterBuildings3_lv4,1,3
,FasterBuildings3_lv5,1,1
,MoreXP_lv4,1,3
,MoreXP_lv5,1,1
,FasterBoats_lv4,1,3
,FasterBoats_lv5,1,1
,FasterTom_lv3,1,1
,FasterTom_lv4,1,3
,FreeTom_lv3,1,1
,FreeTom_lv4,1,3
,FreeRose_lv3,1,1
,FreeRose_lv4,1,3
,FreeErnest_lv3,1,1
,FreeErnest_lv4,1,3
,EasierBoats_lv3,1,1
,EasierBoats_lv4,1,3
,FasterFishingSpots_lv3,1,1
,FasterTownBuildings1_lv3,1,1
,FasterTownBuildings2_lv3,1,1
,FasterPersonalTrain_lv3,1,1
,FasterFishingSpots_lv4,1,3
,FasterTownBuildings1_lv4,1,3
,FasterTownBuildings2_lv4,1,3
,FasterPersonalTrain_lv4,1,3
DerbyRewardSet6_18_2017_Xmas_champions,FreeDiamonds,3,17
,Plank,2,34
,Nail,2,34
,Bolt,2,34
,Screw,2,34
,Duct Tape,2,34
,Wood Panel,2,34
,Land Deed,2,34
,Mallet,2,34
,Marker Stake,2,34
,Hammer,2,12
,Hand Drill,2,12
,Paint Bucket,2,12
,Stone Block,2,12
,Brick,2,12
,Tar Bucket,2,12
,Map Piece,2,2
,Voucher3,2,13
,Voucher4,2,12
,Winter Lantern,1,15
,Candycane Bench,1,15
,HolidayTree,1,5
,XmasPine,1,15
,Puzzle Piece 1,1,437
,FasterBuildings1_lv4,1,3
,FasterBuildings1_lv5,1,1
,FasterBuildings2_lv4,1,3
,FasterBuildings2_lv5,1,1
,FasterBuildings3_lv4,1,3
,FasterBuildings3_lv5,1,1
,MoreXP_lv4,1,3
,MoreXP_lv5,1,1
,FasterBoats_lv4,1,3
,FasterBoats_lv5,1,1
,FasterTom_lv4,1,3
,FasterTom_lv5,1,1
,FreeTom_lv4,1,3
,FreeTom_lv5,1,1
,FreeRose_lv4,1,3
,FreeRose_lv5,1,1
,FreeErnest_lv4,1,3
,FreeErnest_lv5,1,1
,EasierBoats_lv4,1,3
,EasierBoats_lv5,1,1
,FasterFishingSpots_lv4,1,3
,FasterTownBuildings1_lv4,1,3
,FasterTownBuildings2_lv4,1,3
,FasterPersonalTrain_lv4,1,3
,FasterFishingSpots_lv5,1,1
,FasterTownBuildings1_lv5,1,1
,FasterTownBuildings2_lv5,1,1
,FasterPersonalTrain_lv5,1,1
DerbyRewardSet6_41_2017_Xmas_novice,FreeDiamonds,2,12
,Plank,2,26
,Nail,2,26
,Bolt,2,26
,Screw,2,26
,Duct Tape,2,26
,Wood Panel,2,26
,Land Deed,2,26
,Mallet,2,26
,Marker Stake,2,26
,Hammer,2,9
,Hand Drill,2,9
,Paint Bucket,2,9
,Stone Block,2,9
,Brick,2,9
,Tar Bucket,2,9
,Map Piece,2,2
,Voucher3,1,13
,Winter Lantern,1,12
,Candycane Bench,1,12
,HolidayTree,1,4
,XmasPine,1,12
,Puzzle Piece 1,1,315
,FasterBuildings1_lv2,1,2
,FasterBuildings1_lv3,1,1
,FasterBuildings2_lv2,1,2
,FasterBuildings2_lv3,1,1
,FasterBuildings3_lv2,1,2
,FasterBuildings3_lv3,1,1
,FasterBuildings4_lv2,1,2
,FasterBuildings4_lv3,1,1
,MoreXP_lv2,1,2
,MoreXP_lv3,1,1
,FasterBoats_lv2,1,2
,FasterBoats_lv3,1,1
,FasterTom_lv1,1,1
,FasterTom_lv2,1,2
,FreeTom_lv1,1,1
,FreeTom_lv2,1,2
,FreeRose_lv1,1,1
,FreeRose_lv2,1,2
,FreeErnest_lv1,1,1
,FreeErnest_lv2,1,2
,EasierBoats_lv1,1,1
,EasierBoats_lv2,1,2
,FasterFishingSpots_lv1,1,1
,FasterTownBuildings1_lv1,1,1
,FasterTownBuildings2_lv1,1,1
,FasterPersonalTrain_lv1,1,1
,FasterFishingSpots_lv2,1,2
,FasterTownBuildings1_lv2,1,2
,FasterTownBuildings2_lv2,1,2
,FasterPersonalTrain_lv2,1,2
DerbyRewardSet6_41_2017_Xmas_professional,FreeDiamonds,3,26
,Plank,2,51
,Nail,2,51
,Bolt,2,51
,Screw,2,51
,Duct Tape,2,51
,Wood Panel,2,51
,Land Deed,2,51
,Mallet,2,51
,Marker Stake,2,51
,Hammer,2,17
,Hand Drill,2,17
,Paint Bucket,2,17
,Stone Block,2,17
,Brick,2,17
,Tar Bucket,2,17
,Map Piece,2,5
,Voucher3,2,17
,Voucher4,1,17
,Winter Lantern,1,25
,Candycane Bench,1,25
,HolidayTree,1,8
,XmasPine,1,25
,Puzzle Piece 1,1,651
,FasterBuildings1_lv3,1,4
,FasterBuildings1_lv4,1,2
,FasterBuildings2_lv3,1,4
,FasterBuildings2_lv4,1,2
,FasterBuildings3_lv3,1,4
,FasterBuildings3_lv4,1,2
,FasterBuildings4_lv3,1,4
,FasterBuildings4_lv4,1,2
,MoreXP_lv3,1,4
,MoreXP_lv4,1,2
,FasterBoats_lv3,1,4
,FasterBoats_lv4,1,2
,FasterTom_lv2,1,2
,FasterTom_lv3,1,4
,FreeTom_lv2,1,2
,FreeTom_lv3,1,4
,FreeRose_lv2,1,2
,FreeRose_lv3,1,4
,FreeErnest_lv2,1,2
,FreeErnest_lv3,1,4
,EasierBoats_lv2,1,2
,EasierBoats_lv3,1,4
,FasterFishingSpots_lv2,1,2
,FasterTownBuildings1_lv2,1,2
,FasterTownBuildings2_lv2,1,2
,FasterPersonalTrain_lv2,1,2
,FasterFishingSpots_lv3,1,4
,FasterTownBuildings1_lv3,1,4
,FasterTownBuildings2_lv3,1,4
,FasterPersonalTrain_lv3,1,4
DerbyRewardSet6_41_2017_Xmas_expert,FreeDiamonds,3,12
,Plank,2,24
,Nail,2,24
,Bolt,2,24
,Screw,2,24
,Duct Tape,2,24
,Wood Panel,2,24
,Land Deed,2,24
,Mallet,2,24
,Marker Stake,2,24
,Hammer,2,8
,Hand Drill,2,8
,Paint Bucket,2,8
,Stone Block,2,8
,Brick,2,8
,Tar Bucket,2,8
,Map Piece,2,1
,Voucher3,2,9
,Voucher4,2,8
,Winter Lantern,1,12
,Candycane Bench,1,12
,HolidayTree,1,4
,XmasPine,1,12
,Puzzle Piece 1,1,312
,FasterBuildings1_lv4,1,2
,FasterBuildings1_lv5,1,1
,FasterBuildings2_lv4,1,2
,FasterBuildings2_lv5,1,1
,FasterBuildings3_lv4,1,2
,FasterBuildings3_lv5,1,1
,FasterBuildings4_lv4,1,2
,FasterBuildings4_lv5,1,1
,MoreXP_lv4,1,2
,MoreXP_lv5,1,1
,FasterBoats_lv4,1,2
,FasterBoats_lv5,1,1
,FasterTom_lv3,1,1
,FasterTom_lv4,1,2
,FreeTom_lv3,1,1
,FreeTom_lv4,1,2
,FreeRose_lv3,1,1
,FreeRose_lv4,1,2
,FreeErnest_lv3,1,1
,FreeErnest_lv4,1,2
,EasierBoats_lv3,1,1
,EasierBoats_lv4,1,2
,FasterFishingSpots_lv3,1,1
,FasterTownBuildings1_lv3,1,1
,FasterTownBuildings2_lv3,1,1
,FasterPersonalTrain_lv3,1,1
,FasterFishingSpots_lv4,1,2
,FasterTownBuildings1_lv4,1,2
,FasterTownBuildings2_lv4,1,2
,FasterPersonalTrain_lv4,1,2
DerbyRewardSet6_41_2017_Xmas_champions,FreeDiamonds,3,12
,Plank,2,24
,Nail,2,24
,Bolt,2,24
,Screw,2,24
,Duct Tape,2,24
,Wood Panel,2,24
,Land Deed,2,24
,Mallet,2,24
,Marker Stake,2,24
,Hammer,2,8
,Hand Drill,2,8
,Paint Bucket,2,8
,Stone Block,2,8
,Brick,2,8
,Tar Bucket,2,8
,Map Piece,2,1
,Voucher3,2,9
,Voucher4,2,8
,Winter Lantern,1,12
,Candycane Bench,1,12
,HolidayTree,1,4
,XmasPine,1,12
,Puzzle Piece 1,1,312
,FasterBuildings1_lv4,1,2
,FasterBuildings1_lv5,1,1
,FasterBuildings2_lv4,1,2
,FasterBuildings2_lv5,1,1
,FasterBuildings3_lv4,1,2
,FasterBuildings3_lv5,1,1
,FasterBuildings4_lv4,1,2
,FasterBuildings4_lv5,1,1
,MoreXP_lv4,1,2
,MoreXP_lv5,1,1
,FasterBoats_lv4,1,2
,FasterBoats_lv5,1,1
,FasterTom_lv4,1,2
,FasterTom_lv5,1,1
,FreeTom_lv4,1,2
,FreeTom_lv5,1,1
,FreeRose_lv4,1,2
,FreeRose_lv5,1,1
,FreeErnest_lv4,1,2
,FreeErnest_lv5,1,1
,EasierBoats_lv4,1,2
,EasierBoats_lv5,1,1
,FasterFishingSpots_lv4,1,2
,FasterTownBuildings1_lv4,1,2
,FasterTownBuildings2_lv4,1,2
,FasterPersonalTrain_lv4,1,2
,FasterFishingSpots_lv5,1,1
,FasterTownBuildings1_lv5,1,1
,FasterTownBuildings2_lv5,1,1
,FasterPersonalTrain_lv5,1,1
DerbyRewardSet7_18_Xmas_pro,FreeDiamonds,3,5
,Plank,2,18
,Nail,2,18
,Bolt,2,18
,Screw,2,18
,Duct Tape,2,18
,Wood Panel,2,18
,Land Deed,2,18
,Mallet,2,18
,Marker Stake,2,18
,Voucher3,2,9
,Voucher4,1,9
,Snowman,1,1
,Snowgirl,1,1
,HolidayTree,1,1
,Winter Arch,1,5
,Expansion Key,1,30
DerbyRewardSet7_41_Xmas_pro,FreeDiamonds,3,5
,Plank,2,18
,Nail,2,18
,Bolt,2,18
,Screw,2,18
,Duct Tape,2,18
,Wood Panel,2,18
,Land Deed,2,18
,Mallet,2,18
,Marker Stake,2,18
,Voucher3,2,9
,Voucher4,1,9
,Snowman,1,1
,Snowgirl,1,1
,HolidayTree,1,1
,Winter Arch,1,5
,Expansion Key,1,30
DerbyRewardSet7_18_Xmas_expert,FreeDiamonds,3,9
,Plank,2,36
,Nail,2,36
,Bolt,2,36
,Screw,2,36
,Duct Tape,2,36
,Wood Panel,2,36
,Land Deed,2,36
,Mallet,2,36
,Marker Stake,2,36
,Voucher3,2,18
,Voucher4,2,18
,Snowman,1,2
,Snowgirl,1,2
,HolidayTree,1,2
,Winter Arch,1,10
,Expansion Key,1,75
DerbyRewardSet7_41_Xmas_expert,FreeDiamonds,3,9
,Plank,2,36
,Nail,2,36
,Bolt,2,36
,Screw,2,36
,Duct Tape,2,36
,Wood Panel,2,36
,Land Deed,2,36
,Mallet,2,36
,Marker Stake,2,36
,Voucher3,2,18
,Voucher4,2,18
,Snowman,1,2
,Snowgirl,1,2
,HolidayTree,1,2
,Winter Arch,1,10
,Expansion Key,1,75
DerbyRewardSet7_18_Xmas_champion,FreeDiamonds,3,5
,Plank,2,18
,Nail,2,18
,Bolt,2,18
,Screw,2,18
,Duct Tape,2,18
,Wood Panel,2,18
,Land Deed,2,18
,Mallet,2,18
,Marker Stake,2,18
,Voucher3,2,9
,Voucher4,2,9
,Snowman,1,1
,Snowgirl,1,1
,HolidayTree,1,1
,Winter Arch,1,5
,Expansion Key,1,45
DerbyRewardSet7_41_Xmas_champion,FreeDiamonds,3,5
,Plank,2,18
,Nail,2,18
,Bolt,2,18
,Screw,2,18
,Duct Tape,2,18
,Wood Panel,2,18
,Land Deed,2,18
,Mallet,2,18
,Marker Stake,2,18
,Voucher3,2,9
,Voucher4,2,9
,Snowman,1,1
,Snowgirl,1,1
,HolidayTree,1,1
,Winter Arch,1,5
,Expansion Key,1,45
DerbyRewardSet8_18_2017_Xmas_expert,FreeDiamonds,3,9
,Plank,3,36
,Nail,3,36
,Bolt,3,36
,Screw,3,36
,Duct Tape,3,36
,Wood Panel,3,36
,Land Deed,3,36
,Mallet,3,36
,Marker Stake,3,36
,Voucher3,2,18
,Voucher4,2,18
,MoreXP_lv4,1,3
,MoreXP_lv5,1,1
,FasterBoats_lv4,1,3
,FasterBoats_lv5,1,1
,FasterTom_lv4,1,3
,FasterTom_lv5,1,1
,FreeTom_lv4,1,3
,FreeTom_lv5,1,1
,FreeRose_lv4,1,3
,FreeRose_lv5,1,1
,FreeErnest_lv4,1,3
,FreeErnest_lv5,1,1
,EasierBoats_lv4,1,3
,EasierBoats_lv5,1,1
,Snowman,1,3
,Snowgirl,1,3
,HolidayTree,1,1
,Gingerbread Man,1,10
,Gingerbread Lady,1,10
DerbyRewardSet8_18_2017_Xmas_champions,FreeDiamonds,3,8
,Plank,3,36
,Nail,3,36
,Bolt,3,36
,Screw,3,36
,Duct Tape,3,36
,Wood Panel,3,36
,Land Deed,3,36
,Mallet,3,36
,Marker Stake,3,36
,Voucher3,2,18
,Voucher4,2,18
,MoreXP_lv4,1,3
,MoreXP_lv5,1,1
,FasterBoats_lv4,1,3
,FasterBoats_lv5,1,1
,FasterTom_lv4,1,3
,FasterTom_lv5,1,1
,FreeTom_lv4,1,3
,FreeTom_lv5,1,1
,FreeRose_lv4,1,3
,FreeRose_lv5,1,1
,FreeErnest_lv4,1,3
,FreeErnest_lv5,1,1
,EasierBoats_lv4,1,3
,EasierBoats_lv5,1,1
,Snowman,1,3
,Snowgirl,1,3
,HolidayTree,1,1
,Gingerbread Man,1,10
,Gingerbread Lady,1,10
DerbyRewardSet8_41_2017_Xmas_expert,FreeDiamonds,3,14
,Plank,3,60
,Nail,3,60
,Bolt,3,60
,Screw,3,60
,Duct Tape,3,60
,Wood Panel,3,60
,Land Deed,3,60
,Mallet,3,60
,Marker Stake,3,60
,Voucher3,2,30
,Voucher4,2,30
,MoreXP_lv4,1,4
,MoreXP_lv5,1,2
,FasterBoats_lv4,1,4
,FasterBoats_lv5,1,2
,FasterTom_lv4,1,4
,FasterTom_lv5,1,2
,FreeTom_lv4,1,4
,FreeTom_lv5,1,2
,FreeRose_lv4,1,4
,FreeRose_lv5,1,2
,FreeErnest_lv4,1,4
,FreeErnest_lv5,1,2
,EasierBoats_lv4,1,4
,EasierBoats_lv5,1,2
,Snowman,1,5
,Snowgirl,1,5
,HolidayTree,1,2
,Gingerbread Man,1,18
,Gingerbread Lady,1,18
DerbyRewardSet8_41_2017_Xmas_champions,FreeDiamonds,3,7
,Plank,3,30
,Nail,3,30
,Bolt,3,30
,Screw,3,30
,Duct Tape,3,30
,Wood Panel,3,30
,Land Deed,3,30
,Mallet,3,30
,Marker Stake,3,30
,Voucher3,2,15
,Voucher4,2,15
,MoreXP_lv4,1,2
,MoreXP_lv5,1,1
,FasterBoats_lv4,1,2
,FasterBoats_lv5,1,1
,FasterTom_lv4,1,2
,FasterTom_lv5,1,1
,FreeTom_lv4,1,2
,FreeTom_lv5,1,1
,FreeRose_lv4,1,2
,FreeRose_lv5,1,1
,FreeErnest_lv4,1,2
,FreeErnest_lv5,1,1
,EasierBoats_lv4,1,2
,EasierBoats_lv5,1,1
,Snowman,1,3
,Snowgirl,1,3
,HolidayTree,1,1
,Gingerbread Man,1,10
,Gingerbread Lady,1,10
DerbyRewardSet9_18_Xmas_champion,FreeDiamonds,3,6
,Plank,4,30
,Nail,4,30
,Bolt,4,30
,Screw,4,30
,Duct Tape,4,30
,Wood Panel,4,30
,Land Deed,4,30
,Mallet,4,30
,Marker Stake,4,30
,Voucher3,3,15
,Voucher4,3,15
,Snowman,1,3
,Snowgirl,1,3
,Reindeer1,1,1
,Gingerbread Man,1,5
,Gingerbread Lady,1,5
,Reindeer2,1,1
DerbyRewardSet9_41_Xmas_champion,FreeDiamonds,3,6
,Plank,4,30
,Nail,4,30
,Bolt,4,30
,Screw,4,30
,Duct Tape,4,30
,Wood Panel,4,30
,Land Deed,4,30
,Mallet,4,30
,Marker Stake,4,30
