TID,KR
TID_BODY_FLAMEON_GREEN,불꽃(초록색)
TID_TRAILER_ORIGINAL_WHITE,하얀색 나무
TID_TRAILER_ORIGINAL_GREEN,기본 초록색
TID_TRAILER_ORIGINAL_BLUE,파란색 나무
TID_TRAILER_ORIGINAL_SEA_FOAM,터키색 나무
TID_TRAILER_ORIGINAL_BROWN,갈색 나무
TID_TRAILER_ORIGINAL_PURPLE,보라색 나무
TID_TRAILER_HOTROD_RED,개방형(빨간색)
TID_TRAILER_HOTROD_YELLOW,개방형(노란색)
TID_TRAILER_HOTROD_GREEN,개방형(초록색)
TID_TRAILER_HOTROD_BLACK,개방형(검은색)
TID_TRAILER_HOTROD_MAN_PURPLE,개방형(보라색)
TID_TRAILER_HOTROD_RAINBOW,개방형(무지개)
TID_TRAILER_HOTROD_ROOF,폐쇄형(파란색)
TID_TRAILER_HOTROD_LOBSTER,폐쇄형(노란색)
TID_TRAILER_HOTROD_JOKER,폐쇄형(초록색)
TID_TRAILER_HOTROD_VINTAGE,폐쇄형(하얀색)
TID_TRAILER_WOODEN_FLATBED1,평상형(밝은색)
TID_TRAILER_WOODEN_FLATBED2,평상형(어두운색)
TID_WHEELS_REDAND_GOLD_BLING_GREY,팬시(회색)
TID_WHEELS_REDAND_GOLD_BLING_RUBBER,팬시(노란색)
TID_WHEELS_ORIGINAL_CHROME,기본 크롬
TID_WHEELS_ORIGINAL_REF,심플한 빨간색
TID_WHEELS_ORIGINAL_GOLD,심플한 금색
TID_WHEELS_ORIGINAL_BROWN,심플한 초록색
TID_WHEELS_ORIGINAL_DARK,심플한 파란색
TID_WHEELS_HOTROD_RED,빨간색 투톤
TID_WHEELS_HOTROD_BLACK,검은색 투톤
TID_WHEELS_HOTROD_WHITE,하얀색 투톤
TID_WHEELS_HOTROD_COPPER,구리색 투톤
TID_WHEELS_HOTROD_TEAL,청록색 투톤
TID_WHEELS_SPOKES_CHROME,크롬 바퀴
TID_WHEELS_SPOKES_GOLD,금색 바퀴
TID_WHEELS_SPOKES_JOKER,보라색 바퀴
TID_WHEELS_SPOKES_TEAL,청록색 바퀴
TID_WHEELS_SPOKES_BARBIE,분홍색 바퀴
TID_WHEELS_SPOKES_WOODEN,갈색 바퀴
TID_WHEELS_HOT_WHEELS,와이드
TID_DECO_SHEEPTOY,양 목마
TID_DECO_PIGTOY,돼지 시소
TID_DECO_CARTOY,트랙터 목마
TID_DECO_AGILITYTIRE,어질리티 타이어
TID_DECO_SEASONTREE,계절 나무
TID_DECO_ROCKINGUNICORN,유니콘 목마
TID_DECO_ROUNDABOUT,회전무대
TID_DECO_TRELLISFENCE,격자 울타리
TID_DECO_LOGPATH,통나무 길
TID_DECO_WHEELFENCE,바퀴 울타리
TID_DECO_FLOWERPATH,파란색 꽃길
TID_RENOVATION_CATALOG_TITLE,카탈로그 선택
TID_RENOVATION_CATALOG_STYLE_GUIDE,스타일 북
TID_RENOVATION_CATALOG_STYLE_GUIDE_INFO,스타일을 완성하고\n보상을 받으세요!
TID_RENOVATION_CATALOG_STICKER_BOOK,컬렉션 북
TID_RENOVATION_CATALOG_STICKER_BOOK_INFO,설치했던 아이템을\n확인하세요!
TID_STYLE_GUIDE_PAGE_COLLECT_BUTTON,보상 받기
TID_POPUP_PROBABILITY_TITLE,확률
TID_DECO_DOGBED,개 침대
TID_DECO_DOGPOOL,개 수영장
TID_DECO_RABBITPOLE,당근 장애물
TID_DECO_ELEPHANTSLIDE,코끼리 미끄럼틀
TID_BODY_FLAMEON_BLACK,불꽃(검은색)
TID_ROOF_ORIGINAL_VIOLET,보라색
TID_ROOF_ATTIC_WINDOWS_BROWN,갈색 다락방
TID_ROOF_ATTIC_WINDOWS_PINK,분홍색 다락방
TID_ROOF_ATTIC_WINDOWS_BABY_BLUE,연청색 다락방
TID_ROOF_SPIKES_WHITE,뾰족 장식(하얀색)
TID_BODY_FASTER_STRIPES_RACING_GREEN,초록색 줄무늬
TID_PORCH_OVERGROWN,석조
TID_PERCENTAGE,<NUMBER>%
TID_ACCOUNT_DISABLED_TEXT,계정 비활성화
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,해당 계정은 삭제 요청으로 비활성화되었으며 더는 복구할 수 없습니다.
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,해당 계정은 활동하지 않아 비활성화되었으며 더는 복구할 수 없습니다.
TID_NATIVE_DIALOG_ACCOUNT_DISABLED_BUTTON,확인
TID_CUSTOMIZE_SEARCHING,검색 중...
TID_STYLE_GUIDE_PAGE_COLLECTED,완성!
TID_FLOATER_COLLECT_STYLE_INCOMPLETE,보상을 받으려면 먼저 해당 스타일을 완성하세요!
TID_ACCOUNT_DELETION_WARNING_TITLE,계정 삭제 경고
TID_DECO_RAINBOWFLOWERPATH,꽃길
TID_RENOVATOR_COMING_SOON,꾸미기 장인은 <LEVEL>레벨부터 이용 가능합니다.
TID_RENOVATOR_COMING_SOON_ACHIEVEMENTS,꾸미기 장인은 도전 과제 <POINTS>개를 완료하면 이용 가능합니다.
TID_CUSTOMIZE_RENEWSTOCKTEXT,재고 입고까지:
TID_CUSTOMIZE_ARRIVEINTEXT,도착까지:
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_DIAMONDS_V2,"App Store에서 새 업데이트를 받을 수 있습니다! 지금 업데이트하고 다이아몬드 <NUMBER>개를 받으세요.\n\n스토어에 업데이트 버튼이 표시되기까지 1시간 정도 걸릴 수 있습니다.\n만약 업데이트 버튼으로 업데이트를 진행할 수 없다면, App Store > 업데이트에서 화면을 아래로 당겨 새로 고침 해보세요."
TID_RENOVATOR_TUTORIAL1,원하는 대로 농장을 꾸미고 싶으신가요? 꾸미기 장인 매기를 만나보세요!\n\n매기가 무료 상품을 가져왔습니다. 확인해보세요!
TID_RENOVATOR_TUTORIAL2,"매기는 매주 월요일, 다양한 가격의 새롭고 놀라운 아이템을 가지고 농장을 방문합니다. 약간의 다이아몬드를 내고 더 많은 아이템을 볼 수도 있습니다.\n\n농장을 꾸미는 데 조언이 필요한가요? 카탈로그를 확인해보세요!"
TID_RENOVATOR_TUTORIAL3,"표시된 가격은 아이템을 설치하는 비용이기 때문에, 이전에 설치한 적이 있더라도 변경할 때 설치 비용을 내야 합니다.\n\n원하는 대로 즐겁게 농장을 꾸며보세요!"
TID_CUSTOMIZE_STYLEGUIDE_UNLOCKDESC,동시에 세 가지 아이템을 모아\n보상을 획득하세요!
TID_CUSTOMIZE_STYLEGUIDE_COMPLETE,완성
TID_RENOVATOR_TUTORIAL1_b,작업대를 눌러 농장을 꾸며보세요!
TID_CUSTOMIZE_FREE_PART,무료!
TID_CUSTOMIZATION_CATEGORY1,농장 집 지붕
TID_CUSTOMIZATION_CATEGORY2,농장 집 외벽
TID_CUSTOMIZATION_CATEGORY3,농장 집 현관
TID_CUSTOMIZATION_CATEGORY4,트럭 차체
TID_CUSTOMIZATION_CATEGORY5,트럭 짐칸
TID_CUSTOMIZATION_CATEGORY6,트럭 바퀴
TID_CUSTOMIZATION_CATEGORY7,가판대 지붕
TID_CUSTOMIZATION_CATEGORY8,가판대 진열대
TID_CUSTOMIZATION_CATEGORY9,가판대 베이스
TID_DECO_SEASONTREE_DESC,계절에 따라 변경
TID_STYLE_GUIDE_SETNAME_TRUCK1,화창한 날 스타일
TID_STYLE_GUIDE_SETNAME_TRUCK2,미드나잇 스타일
TID_STYLE_GUIDE_SETNAME_TRUCK3,무지개 스타일
TID_STYLE_GUIDE_SETNAME_TRUCK4,버블껌 스타일
TID_STYLE_GUIDE_SETNAME_TRUCK5,불꽃 스타일
TID_STYLE_GUIDE_SETNAME_HOUSE1,블루 스타일
TID_STYLE_GUIDE_SETNAME_HOUSE2,오두막집 스타일
TID_STYLE_GUIDE_SETNAME_HOUSE3,헛간 스타일
TID_STYLE_GUIDE_SETNAME_HOUSE4,게스트하우스 스타일
TID_STYLE_GUIDE_SETNAME_HOUSE5,유니크 스타일
TID_DECO_FLOWERLOGPATH,꽃 통나무 길
TID_NOTIFICATIONS_SETTINGS_BUILDERS,꾸미기 장인 알림
TID_NOTIFICATION_BUILDER_ARRIVED,꾸미기 장인 매기가 도착했습니다! 새로 들어온 아이템으로 농장을 꾸며보세요!
TID_NOTIFICATION_BUILDER_LEAVING,꾸미기 장인 매기가 곧 떠납니다! 농장을 꾸며 보세요!
TID_BASE_ORIGINAL,기본 나무
TID_BASE_ORIGINAL_GREEN,초록색 나무
TID_BASE_ORIGINAL_PURPLE,보라색 나무
TID_BASE_ORIGINAL_GREENBRIGHT,황록색 나무
TID_BASE_BUNTING_RED,빨간색 가랜드
TID_BASE_BUNTING_PINK,분홍색 가랜드
TID_BASE_BUNTING_YELLOWNBLUE,화사한 가랜드
TID_BASE_BUNTING_BLUE,파란색 가랜드
TID_BASE_TILES02_CHECK_ORANGE,주황색 체크무늬
TID_BASE_TILES02_CHECK_BROWN,갈색 체크무늬
TID_BASE_TILES02_CHECK_DARKBLUE,남색 체크무늬
TID_BASE_TILES02_CHECK_BLUENWHITE,파란색 체크무늬
TID_BASE_TILES02_CHECK_GREENNGREEN,초록색 체크무늬
TID_BASE_WOODNSTRAW_YELLOW,노란색 밀짚
TID_BASE_WOODNSTRAW_DARK,어두운 밀짚
TID_BASE_WOODNSTRAW_GREEN,초록색 밀짚
TID_BASE_TILES03_STONES_ORIGINAL,석조
TID_BASE_TILES01_PLAIN_PURPLE,적갈색 타일
TID_BASE_TILES01_PLAIN_WHITE,하얀색 타일
TID_BASE_TILES01_PLAIN_MOODYBLUE,파란색 타일
TID_BASE_TILES01_PLAIN_KINDAGREEN,황록색 타일
TID_BASE_SANCTUARY,풀
TID_CRATES_ORIGINAL,기본 나무
TID_CRATES_STRIPED_ORANGE,주황색 줄무늬
TID_CRATES_STRIPED_BLUE,파란색 줄무늬
TID_CRATES_STRIPED_GREEN,초록색 줄무늬
TID_CRATES_STRIPED_PINKWHITE,분홍색 줄무늬
TID_CRATES_RAINBOW,무지개
TID_CRATES_WOOD03_LOGS_BROWN,갈색 판자
TID_CRATES_WOOD03_LOGS_PINK,분홍색 판자
TID_CRATES_WOOD03_LOGS_BLUE,파란색 판자
TID_CRATES_WOOD04_FENCE_WHITE,하얀색 울타리
TID_CRATES_WOOD04_FENCE_OLDGREEN,초록색 울타리
TID_CRATES_WOOD04_FENCE_PURPLE,보라색 울타리
TID_CRATES_WOOD04_FENCE_LIGHTBROWN,갈색 울타리
TID_CRATES_CHUNKYPLASTIC_RED,빨간색 플라스틱
TID_CRATES_CHUNKYPLASTIC_BLUEP,파란색 플라스틱
TID_CRATES_CHUNKYPLASTIC_BRIGHT,노란색 프라스틱
TID_CRATES_CHUNKYPLASTIC_OLDGREEN,초록색 플라스틱
TID_CRATES_CHUNKYPLASTIC_BARBIE,분홍색 플라스틱
TID_CRATES_CHUNKYPLASTIC_WHITE,갈색 플라스틱
TID_CRATES_CHUNKYPLASTIC_GARDEN,민트색 플라스틱
TID_CRATES_CHUNKYPLASTIC_BLUE,하얀색 플라스틱
TID_CRATES_BUNTING_YELLOW,노란색 천
TID_CRATES_BUNTING_PINK,분홍색 천
TID_CRATES_BUNTING_GREEN,초록색 천
TID_CRATES_BUNTING_BLUE,파란색 천
TID_CRATES_WOOD05_TARP_YELLOW,노란색 프레임
TID_CRATES_WOOD05_TARP_SALMON,주황색 프레임
TID_CRATES_WOOD05_TARP_GREEN,초록색 프레임
TID_CRATES_WOOD05_TARP_VINTAGE,파스텔 프레임
TID_CRATES_WOOD05_TARP_OLIVE,황록색 프레임
TID_CRATES_ORIGINAL_GREEN,초록색 나무
TID_CRATES_ORIGINAL_BLUEDARK,어두운 나무
TID_CRATES_ORIGINAL_PURPLE,보라색 나무
TID_MARQUEES_ORIGINAL_PINKYELLOW,화사한 줄무늬
TID_MARQUEES_ORIGINAL_BLUEYELLOW,노란색 줄무늬
TID_MARQUEES_ORIGINAL_ORANGEWHITE,주황색 줄무늬
TID_MARQUEES_ORIGINAL_PURPLEBLUE,어두운 줄무늬
TID_MARQUEES_ORIGINAL_GREENS,초록색 줄무늬
TID_MARQUEES_ORIGINAL_REDWHITE,기본 줄무늬
TID_MARQUEES_RAINBOW,무지개
TID_MARQUEES_RAINBOW02,빛바랜 무지개
TID_MARQUEES_STRAW_YELLOW,노란색 밀짚
TID_MARQUEES_STRAW1_PINK,분홍색 밀짚
TID_MARQUEES_STRAW1_GREEN,어두운 밀짚
TID_MARQUEES_STRAW1_DARK,초록색 밀짚
TID_MARQUEES_TILES_BLACK,곡선형(검은색)
TID_MARQUEES_TILES01_PURPLE,곡선형(보라색)
TID_MARQUEES_TILES01_KINDARED,곡선형(빨간색)
TID_MARQUEES_TILES01_GREEN,곡선형(초록색)
TID_MARQUEES_TILES01_BLUE,곡선형(파란색)
TID_MARQUEES_UMBRELLA01_RED,빨간색 파라솔
TID_MARQUEES_UMBRELLA01_BLUE,하늘색 파라솔
TID_MARQUEES_UMBRELLA01_GREEN,초록색 파라솔
TID_MARQUEES_UMBRELLA01_BLUPLE,보라색 파라솔
TID_MARQUEES_UMBRELLA01_BRIGHT,화사한 파라솔
TID_MARQUEES_UMBRELLA01_YELLOW,노란색 파라솔
TID_MARQUEES_UMBRELLA01_BARBIE,분홍색 파라솔
TID_MARQUEES_WOOD02_PLANKS_KINDARED,빨간색 나무
TID_MARQUEES_WOOD02_PLANKS_GREEN,초록색 나무
TID_MARQUEES_WOOD02_PLANKS_SPOOKY_PURPLE,보라색 나무
TID_MARQUEES_WOOD02_PLANKS_BLACK,검은색 나무
TID_MARQUEES_WOOD02_PLANKS_BLUE,파란색 나무
TID_MARQUEES_WOOD02_PLANKS_BROWN,갈색 나무
TID_MARQUEES_WOOD02_PLANKS_LIGHT_BROWN,밝은 나무
TID_MARQUEES_WOOD01_PLANKS_DARK,어두운 판자
TID_MARQUEES_WOOD01_BROWN,판자
TID_MARQUEES_SANCTUARY_YELLOW,노란색 천막
TID_MARQUEES_SANCTUARY_PINK,분홍색 천막
TID_MARQUEES_SANCTUARY_VINTAGE,파스텔톤 천막
TID_MARQUEES_SANCTUARY_OLIVE,황록색 천막
TID_MARQUEES_BUNTING_RED,빨간색 가랜드
TID_MARQUEES_BUNTING_PINK,분홍색 가랜드
TID_MARQUEES_BUNTING_YELLOWBLUE,노란색 가랜드
TID_MARQUEES_BUNTING_BLUE,파란색 가랜드
TID_FEATURE_BUILDER,꾸미기 장인
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CONTACT_PS,고객지원팀 문의
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CANCEL,취소
TID_ERROR_POP_UP_BANNED_BUTTON_CANCEL,취소
TID_STYLE_GUIDE_SETNAME_ROADSIDE1,축제 스타일
TID_STYLE_GUIDE_SETNAME_ROADSIDE2,러스틱 스타일
TID_STYLE_GUIDE_SETNAME_ROADSIDE3,무지개 스타일
TID_STYLE_GUIDE_SETNAME_ROADSIDE4,파스텔 스타일
TID_STYLE_GUIDE_SETNAME_ROADSIDE5,마켓 스타일
TID_FRUIT_TREE_HUD_HELP_ALREADY_REQUESTED,이미 도움을 요청했습니다!\n친구들에게 부탁해보세요!
TID_CUSTOMIZE_TITLE_VISITING,이웃 카탈로그
TID_TOWNHALL_SETTINGS_TITLE,설정
TID_TOWNHALL_SORTING_SETTINGS_ALL_TAB,'전체' 탭 정렬
TID_TOWNHALL_SORTING_SETTINGS_IDLE_TAB,'한가함' 탭 정렬
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TAB,'서비스 중' 탭 정렬
TID_TOWNHALL_SORTING_SETTINGS_READY_TAB,'준비 완료' 탭 정렬
TID_TOWNHALL_SORTING_SETTINGS_WAITING_TAB,'대기 중' 탭 정렬
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TIME_LEFT,남은 서비스 시간
TID_TOWNHALL_SORTING_SETTINGS_NUMBER_OF_BUILDINGS_LEFT,남은 건물 수
TID_TOWNHALL_SORTING_SETTINGS_BUILDING_TYPE,건물 종류
TID_TOWNHALL_SORTING_SETTINGS_PASSENGER_TYPE,타운 방문객 유형
TID_FLOATER_COMPLETE_TASK_AND_CLAIM_REWARDS_AFTER_DERBY,최소 1개의 더비 작업을 완료해\n더비 종료 시 보상을 획득하세요!
TID_DERBY_REWARDS_BUTTON_DISMISS,확인
TID_DERBY_OVER_REWARDS_KEYS_TEXT_COMPLETE_MORE_TASKS,최소 1개의 더비 작업을 완료해 보상을 획득하세요!
TID_DERBY_OVER_TEXT_PRIZE_COMPLETE_MORE_TASKS,이웃이 3위 안에 들었습니다! 이웃들이 작업을 완료해 푸짐한 보상을 받았습니다. 다음 더비에서 최소한 작업 1개를 완료해 상위 3위 보상을 획득하세요!
TID_DERBY_OVER_BUTTON_COMPLETE_MORE_TASKS,확인
TID_TACKLE_BOX_FULL_DESCRIPTION_AT_HOME_FARM,낚시 상자가 가득 찼습니다! 낚시터에서 낚시 상자를 업그레이드해 공간을 늘리세요!
TID_TACKLE_BOX_FULL_BUTTON,확인
TID_NEIGHBORHOOD_EDIT_TAGS,태그 설정
TID_NHSEARCH_TAGCOUNT,선택한 태그: <SELECTED> / <MAX>
TID_NHSEARCH_EDIT_TAGS_BUTTON_ADD,확인
TID_NHRECOMMENDED_TITLE,이웃에 가입하세요!
TID_NHRECOMMENDED_INFO1,"함께 이야기하고, 거래하고, 더비에 참여하세요!"
TID_NHRECOMMENDED_DESC,농장 생활을 더 재미있게!
TID_NHEDIT_TITLEMOTTO,설명:
TID_NHEDIT_MOTODESC,이웃 정보 및 추천 페이지에만 표시
TID_NHEDIT_TITLEDESC,추가 정보:
TID_NHEDIT_DESCDESC,이웃 정보 페이지에만 표시
TID_NHEDIT_TAGTITLE,이웃 태그:
TID_NH_TAGCLOUD_TITLE,태그 선택
TID_NH_TAGCLOUD_DESC,태그를 추가해 이웃 검색을 더욱 쉽게!
TID_NHSEARCH_MEMBERS,멤버
TID_NAME_YOUR_PET,애완동물 이름 짓기
TID_NAME_YOUR_PET_FAILED,사용할 수 없는 이름입니다!
TID_NHPAGE_TITLE_DESC,추가 정보:
TID_NHSEARCH_JOINTYPE,이웃 유형
TID_NHSEARCH_LANGUAGE,사용 언어
TID_NHSEARCH_DERBYLEAGUE,더비 리그
TID_NHSEARCH_TAGS,태그
TID_ADVANCED_SEARCH,고급 검색 옵션
TID_NH_INFO_MEMBERS,멤버
TID_NH_INFO_TYPE,가입 유형
TID_NH_INFO_REQUIRED_LEVEL,요구 레벨
TID_NH_INFO_LANGUAGE,사용 언어
TID_NH_INFO_DERBYLOG,더비 기록
TID_NH_INFO_DERBYLEAGUE,더비 리그
TID_POPUPCATALOG_BUYBACK_TITLE,<PART> 설치
TID_POPUPCATALOG_BUYBACK_DESC,<NAME>
TID_POPUPCATALOG_BUYBACK_BUTTON_BUILD_AGAIN,재설치
TID_CATALOG_BUYBACK,재설치
TID_FLOATER_STICKER_BOOK_ITEM_ALREADY_INSTALLED,<PARAM> 이미 설치됨!
TID_FLOATER_BUILDER_ARRIVES_IN,꾸미기 장인이 <TIME> 후 도착합니다!
TID_LEAGUE_ANY,모두
TID_LANGUAGE_ANY,모두
TID_JOINTYPE_ANY,모두
TID_NEIGHBORHOOD_TAB_INFO,정보
TID_NEIGHBORHOOD_TAB_SEARCH,검색
TID_NEIGHBORHOOD_TAB_CREATE,생성
TID_NEIGHBORHOOD_TAB_TROPHIES,트로피
TID_NEIGHBORHOOD_TAB_MEMBERS,멤버
TID_NEIGHBORHOOD_TAB_RECOMMENDED,추천
TID_NHSEARCH_PROMPT,이웃 이름 또는 태그로 검색하세요!
TID_NHTAG_CHATTY,수다
TID_NHTAG_QUIET,조용
TID_NHTAG_INTERNATIONAL,글로벌
TID_NHTAG_DERBYFOCUSED,더비: 열심히
TID_NHTAG_DERBYCASUAL,더비: 가볍게
TID_NHTAG_DERBY320,더비: 320점만
TID_NHTAG_LOVESTOWN,타운이\n좋아요
TID_NHTAG_HELPERS,돕는 게\n좋아요
TID_NHTAG_TRADERS,거래가\n좋아요
TID_ACCOUNT_DELETION_WARNING_TEXT,해당 계정 삭제를 요청하셨습니다. 삭제 요청 취소 남은 시간: <TIME>
TID_NEIGHBORHOOD_SEARCH_ADVANCED_OPTIONS_INFO,"고급 검색 옵션에서 언어, 더비 리그 또는 태그로\n검색할 이웃을 설정할 수 있습니다."
TID_JOINTYPE_ONLY_JOINABLE,가입할 수 있는 이웃만
TID_NHTAG_DERBYANY,더비: 모든 작업
TID_NHTAG_FUN,즐거움
TID_NHTAG_ACTIVE,활발함
TID_NHTAG_COMPETITIVE,경쟁적
TID_MINT,민트
TID_WATERMELON,수박
TID_BELLPEPPER,피망
TID_PLUMTREE,자두 나무
TID_PLUM,자두
TID_PRODUCT_VEGGIEDIPS,야채 스틱
TID_PRODUCT_MINTICECREAM,민트 아이스크림
TID_PRODUCT_PEPPERSOUP,피망 수프
TID_PRODUCT_MINTTEA,민트티
TID_PRODUCT_WATERMELONLEMONADE,수박 주스
TID_PRODUCT_PLUMJAM,자두 잼
TID_PRODUCT_PLUMSMOOTHIE,자두 스무디
TID_NEIGHBORHOOD_PROFANITIES_IN_MOTTO,사용할 수 없는 단어가 포함되어 있습니다!
TID_DECO_AXESTUMP,도끼 그루터기
TID_DECO_WITCHCAT,마녀 고양이 조각상
TID_DECO_PRODUCECRATES,농산물 상자
TID_DECO_RAKE,낙엽 갈퀴
TID_DECO_LEAFPILE,낙엽 더미
TID_DECO_MUSHROOMPATH,버섯 길
TID_DECO_BEACHSIGN,해변 표지판
TID_DECO_COOLER,아이스 박스
TID_DECO_FISHFLOATIE,물고기 튜브
TID_DECO_SANDPATH,모랫길
TID_DECO_SURFBOARDFENCE,서프보드 울타리
TID_DECO_PINWHEEL,바람개비
TID_DECO_DECOH,H 장식
TID_DECO_DECOA,A 장식
TID_DECO_DECOY,Y 장식
TID_DECO_DECOD,D 장식
TID_DERBY_BLOSSOM_TASK_TITLE,꽃 작업
TID_DERBY_BLOSSOM_TASK_DESC,해당 작업을 완료하면 추가 점수를 얻을 수 있습니다!
TID_ADD_MORE_NH_MEMBERS_DETAILS,다른 농부님을 초대하고 태그를 이용해 이웃을 알려보세요!
TID_ADD_NH_MEMBERS_PROMPT,많을수록 더 즐거운 이웃!
TID_NHINFO_TAGTITLE,이웃 태그:
TID_HELPSHIFT_REQUIRES_OPTIONAL_UPDATE,지원팀에 문의하려면 헤이데이를 업데이트해야 합니다.
TID_CATALOG_BUYBACK_INSTALLED,설치됨
TID_PLUM_TREE_FB_HELP_TEXT,자두 나무에 물을 줘야 해요. 도와주시겠어요?
TID_PRODUCT_PLUM_DESCRIPTION,자두 나무에서 수확합니다.
TID_TREE_PLUMTREE_DESCRIPTION,3번 수확할 수 있습니다.
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED_ONCE,이전에 이미 해당 작업을 수락했습니다. 이웃에게 완료해달라고 부탁하세요!
TID_CUSTOMIZE_BTN_STYLE_INFO_TOOLTIP,해당 아이템으로 완성할 수 있는 스타일이 있습니다. 스타일 북에서 자세히 알아보세요!
TID_NH_INFO_TYPE_SHORT,유형
TID_BOOSTER_MORE_CASH,더 많은 코인
TID_BOOSTER_DESCRIPTION_MORE_CASH,"<TIME>시간 동안 농장 방문객, 트럭, 화물선 및 타운 주문의 코인 보상이 <NUMBER>% 증가합니다."
TID_BOOSTER_HEAVIER_FISH,더 무거운 물고기
TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,<TIME>시간 동안 낚시한 물고기의 무게가 <NUMBER>% 증가합니다.
TID_BOOSTER_MINING_MORE_ORES,더 많은 광석
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_MULTIPLE,<TIME>분 동안 각 채광 도구로 얻는 광석이 <NUMBER>개 증가합니다.
TID_CALENDAR_EVENT_PEOPLE_SPECIAL_REQUEST_TITLE,창고 세일!
TID_CALENDAR_EVENT_PEOPLE_ORDER_SPECIAL_REQUEST_TEXT,농장을 새롭게 꾸며보세요! 이벤트 동안 농장 방문객들에게 농장의 장식을 판매할 수 있습니다. 쓸모없어진 장식을 창고에 넣어 판매하세요!
TID_NOTIFICATIONS_SETTINGS_LIVE_SHOP_OFFERS,상점 알림
TID_NEIGHBORHOOD_DERBY,이웃 더비
TID_NEIGHBORHOOD_ONLINE_MEMBER_COUNT,온라인 이웃: <ONLINE> / <MAX>
TID_VISITOR_HELP_RECEIVED_FROM_FRIEND,<PARAM> 님이\n농부님의 방문객 주문을 도와줬습니다!
TID_VISITOR_HELP_RECEIVED_FROM_ANONYMOUS,누군가가 농부님의\n방문객 주문을 도와줬습니다!
TID_STREAM_EVENT_VISITOR_HELP_REQUESTED,타운에 도움이 필요해요!
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_SINGLE,<TIME>분 동안 각 채광 도구로 얻는 광석이 <NUMBER>개 증가합니다.
TID_BODY_RUSTY_YELLOW,녹슨 노란색
TID_BODY_RUSTY_RED,녹슨 빨간색
TID_BODY_RUSTY_BLUE,녹슨 파란색
TID_BODY_RUSTY_PINK,녹슨 분홍색
TID_CANNOT_OPEN_CALENDAR_EVENT_GIFT_BOX,이제 거의 다 됐습니다! <NUMBER>일 후에 돌아와 선물을 여세요.
TID_CALENDAR_EVENT_GIFT_BOX_ALREADY_OPENED,이미 열어본 선물 상자입니다!
TID_STYLE_GUIDE_SETNAME_HOUSE6,큐트 스타일
TID_STYLE_GUIDE_SETNAME_HOUSE7,낚시터 스타일
TID_STYLE_GUIDE_SETNAME_TRUCK6,빈티지 스타일
TID_STYLE_GUIDE_SETNAME_TRUCK7,레드 스타일
TID_STYLE_GUIDE_SETNAME_ROADSIDE6,여름 스타일
TID_STYLE_GUIDE_SETNAME_ROADSIDE7,블루 스타일
TID_STREAM_EVENT_TRUCK_ORDER_HELP_REQUESTED,농장 트럭 주문을 도와주세요!
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_FRIEND,<PARAM> 님이\n농부님의 트럭 주문을 도와줬습니다!
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_ANONYMOUS,누군가가 농부님의\n트럭 주문을 도와줬습니다!
TID_ORDER_TABLE_WAITING_TEXT_REQUEST_HELP,지금은 도움이\n필요하지 않습니다!
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,추가 도움을 주려면\n이웃에 가입하세요!
TID_TRUCK_ORDER_EXTRA_HELP_INVITE_NEIGHBORHOOD,추가 트럭 주문 도움을 주려면\n<PARAM> 님을 이웃에 초대하세요!
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,추가 도움을 주려면\n이 농부님의 이웃에 가입하세요!
TID_VISITOR_HELP_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,추가 도움을 주려면\n이웃에 가입하세요!
TID_VISITOR_HELP_EXTRA_HELP_INVITE_NEIGHBORHOOD,추가 방문객 도움을 주려면\n<PARAM> 님을 이웃에 초대하세요!
TID_VISITOR_HELP_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,추가 도움을 주려면\n이 농부님의 이웃에 가입하세요!
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,확인
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,추가 도움
