TID,DE
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_COMPLETE3_TITLE,Bingo ist vorbei!
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_COMPLETE3_TEXT,Viel Spaß mit deinen Belohnungen!
TID_NEIGHBORHOOD_MENU_DELETE_PUBLIC_MESSAGE_BUTTON,Löschen
TID_NEIGHBORHOOD_MENU_REPORT_PUBLIC_MESSAGE_BUTTON,Melden
TID_CONFIRM_POPUP_REPORT_NEIGHBORHOOD_PUBLIC_MESSAGE_TITLE,Spieler melden
TID_CONFIRM_POPUP_REPORT_NEIGHBORHOOD_PUBLIC_MESSAGE_TEXT,Willst du <NAME> wirklich wegen unangemessenen Verhaltens melden?
TID_CONFIRM_POPUP_REPORT_NEIGHBORHOOD_PUBLIC_MESSAGE_BUTTON_CONFIRM,Bestätigen
TID_CONFIRM_POPUP_REPORT_NEIGHBORHOOD_PUBLIC_MESSAGE_BUTTON_CANCEL,Abbrechen
TID_CONFIRM_POPUP_DELETE_NEIGHBORHOOD_PUBLIC_MESSAGE_TITLE,Nachricht entfernen
TID_CONFIRM_POPUP_DELETE_NEIGHBORHOOD_PUBLIC_MESSAGE_TEXT,Willst du diese Nachricht wirklich entfernen?
TID_CONFIRM_POPUP_DELETE_NEIGHBORHOOD_PUBLIC_MESSAGE_BUTTON_CONFIRM,Bestätigen
TID_CONFIRM_POPUP_DELETE_NEIGHBORHOOD_PUBLIC_MESSAGE_BUTTON_CANCEL,Abbrechen
TID_STREAM_PUBLIC_MESSAGE_SENDER_YOU,Nachricht von dir (<FARM>)
TID_STREAM_PUBLIC_MESSAGE_SENDER,Nachricht von <FARM>
TID_FLOATER_NEIGHBORHOOD_TOO_MANY_PUBLIC_MESSAGES,"Du kannst bis zu <COUNT> öffentliche Nachrichten anpinnen. Entferne eine Nachricht, um eine neue zu posten."
TID_STREAM_EVENT_NEIGHBORHOOD_PUBLIC_MESSAGE_REPORTED,Die Nachricht von <NAME> wurde gemeldet.
TID_NEIGHBORHOOD_PUBLIC_MESSAGE_REPORTED,Nachricht wurde gemeldet!
TID_NEIGHBORHOOD_PUBLIC_MESSAGE_ALREADY_REPORTED,Du hast diese Nachricht bereits gemeldet!
TID_ABOUT_REDDIT,Besuche den Hay Day-Subreddit (inoffiziell)!
TID_NEIGHBORHOOD_POST_PUBLIC_MESSAGE_BUTTON,Nachricht posten
TID_DECO_FALLFENCE,Schlossmauer
TID_DECO_WINTERFENCE,Winterzaun
TID_FALL_DECO_DESC,Herbstdekoration
TID_WINTER_DECO_DESC,Winterdekoration
TID_DECO_SNOWKING,Schneekönig
TID_DECO_IGLOO,Iglu
TID_DECO_KETTLE,Lagerfeuerkessel
TID_DECO_CANVASTENT,Stoffzelt
TID_DECO_WINTERTREE,Getopfte Kiefer
TID_ELEPHANT_CALF1,Braunes Elefantenkalb
TID_ELEPHANT_CALF1_DESCRIPTION,"Füttern, um Punkte zu sammeln"
TID_ELEPHANT_CALF2,Graues Elefantenkalb
TID_ELEPHANT_CALF2_DESCRIPTION,"Füttern, um Punkte zu sammeln"
TID_HIPPO_CALF1,Braunes Nilpferdjunges
TID_HIPPO_CALF1_DESCRIPTION,"Füttern, um Punkte zu sammeln"
TID_HIPPO_CALF2,Graues Nilpferdjunges
TID_HIPPO_CALF2_DESCRIPTION,"Füttern, um Punkte zu sammeln"
TID_GIRAFFE_CALF1,Gelbes Giraffenkalb
TID_GIRAFFE_CALF1_DESCRIPTION,"Füttern, um Punkte zu sammeln"
TID_GIRAFFE_CALF2,Beiges Giraffenkalb
TID_GIRAFFE_CALF2_DESCRIPTION,"Füttern, um Punkte zu sammeln"
TID_DERBY_MYSTERY_TASK_TIME_DURATION_TOOLTIP,"Schließe die Aufgabe innerhalb dieser Zeit ab, um Derby-Punkte zu verdienen."
TID_NEIGHBORHOOD_TASK_TIME_MYSTERY_TEXT,???
TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,Überraschungsaufgabe
TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,"Sie bleibt geheim, bis du sie annimmst!"
TID_BOOSTER_FASTER_BAIT_MAKER,Schnellere Köder
TID_BOOSTER_DESCRIPTION_FASTER_BAIT_MAKER,<PARAM1> produziert Gegenstände in den nächsten <TIME> Stunden <NUMBER> % schneller.
TID_BOOSTER_FASTER_FISHING_SPOT_COOLDOWN,Schnellere Angelbereiche
TID_BOOSTER_DESCRIPTION_FASTER_FISHING_SPOT_COOLDOWN,Angelbereiche regenerieren sich in den nächsten <TIME> Stunden <NUMBER> % schneller.
TID_BOOSTER_FASTER_LOBSTERS,Schnellere Hummer
TID_BOOSTER_DESCRIPTION_FASTER_LOBSTERS,Hummer werden in den nächsten <TIME> Stunden <NUMBER> % schneller gefangen und gebadet.
TID_BOOSTER_FASTER_DUCKS,Schnellere Enten
TID_BOOSTER_DESCRIPTION_FASTER_DUCKS,Enten werden in den nächsten <TIME> Stunden <NUMBER> % schneller gefangen und gekämmt.
TID_NEIGHBORHOOD_TASK_MYSTERY_TOOLTIP_TITLE,Überraschungsaufgabe
TID_NEIGHBORHOOD_TASK_MYSTERY_TOOLTIP_DESCRIPTION,"Diese Aufgabe bleibt geheim, bis du sie annimmst!"
TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,Stadtgebäude-Aufgabe
TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,Bediene <NUMBER> Besucher in folgendem Gebäude: <BUILDING>.
TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,Bediene Besucher in folgendem Gebäude: <BUILDING>. Du bekommst auch ein Geschenk dafür.
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_REP_LEVEL_REQUIREMENTS,Dein Ruflevel ist zu niedrig für diese Aufgabe!
TID_PERSONAL_TRAIN_VISITOR_INFO,"Wenn du einmal unterwegs bist, kannst du gleich mehrere Städte besuchen!\n\nBesuche deine Gemeinschaftsfreunde, um Besucher von ihrem Bahnsteig abzuholen."
TID_PERSONAL_TRAIN_VISITOR_CAPACITY,Besucher im Zug: <COUNT>/<CAPACITY>
TID_PERSONALTRAIN_FRIENDLIST_NO_VISITORS_TRAIN_READY,"Deine Nachbarn haben zurzeit keine Besucher, die du abholen kannst. Der Zug ist bereit für die Rückfahrt in deine Stadt!"
TID_BOOSTER_FASTER_TOWN_BUILDINGS,Schnellere Bedienung
TID_BOOSTER_DESCRIPTION_FASTER_TOWN_BUILDINGS,"<PARAM1>, <PARAM2> und <PARAM3> bedienen Besucher in den nächsten <TIME> Stunden <NUMBER> % schneller."
TID_BOOSTER_FASTER_PERSONAL_TRAIN,Kürzere Zugwartung
TID_BOOSTER_DESCRIPTION_FASTER_PERSONAL_TRAIN,Die Wartung des persönlichen Zugs ist in den nächsten <TIME> Stunden <NUMBER> % kürzer.
TID_DECO_CANNON,Alte Kanone
TID_DECO_ANCHOR,Alter Anker
TID_DECO_WHEEL,Altes Steuerrad
TID_DECO_CLOCK,Standuhr
TID_DECO_DOGSTATUE,Hundestatue
TID_DECO_LANTERNFENCE,Laternenzaun
TID_DECO_EASTERGATE,Ostertor
TID_DECO_EASTEREGG,Osterei
TID_DECO_EASTERHIDDENEGGS,Versteckte Eier
TID_DECO_EASTERPOND,Osterteich
TID_DECO_EASTERGNOME,Osterzwerg
TID_DECO_EASTEREGGTREE,Eierbaum
TID_DECO_VALENTINESGATE,Herztor
TID_DECO_XMASSWING,Festliche Schaukel
TID_BOOSTER_FASTER_NET_MAKER,Schnellere Netze
TID_BOOSTER_DESCRIPTION_FASTER_NET_MAKER,<PARAM1> produziert Gegenstände in den nächsten <TIME> Stunden <NUMBER> % schneller.
TID_DECO_LITTLETIGER,Minitigerstatue
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_BOOSTER_LOCKED_REPUTATION,"Erreiche Ruflevel <LEVEL>, um diesen Schub zu aktivieren!"
TID_TOWN_HALL_TAB_ALL,Alle
TID_TOWN_HALL_SECTION_EMPTY_ALL,Zurzeit sind keine Besucher in deiner Stadt
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_REPAIR_NET_MAKER,"Repariere die Seilerei, bevor du diesen Schub aktivierst!"
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_REPAIR_LOBSTER_POOL,"Repariere den Hummerpool, bevor du diesen Schub aktivierst!"
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_REPAIR_DUCK_SALON,"Repariere den Entensalon, bevor du diesen Schub aktivierst!"
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_REPAIR_PERSONAL_TRAIN,"Repariere deinen persönlichen Zug, bevor du diesen Schub aktivierst!"
TID_ROADSIDE_SHOP_NEW_SALE_MIN_BUTTON,Min.
TID_ROADSIDE_SHOP_NEW_SALE_MAX_BUTTON,Max.
TID_DECO_ELEPHANTEARS,Elefantenohr-Pflanze
TID_DECO_BLOOMINGCACTUS,Blühender Kaktus
TID_DECO_ICEPLANTORANGE,Orange Mittagsblume
TID_DECO_SAGOPALM,Sagopalme
TID_DECO_PRICKLYPEAR,Feigenkaktus
TID_DECO_TERMITES,Kleiner Termitenhügel
TID_DECO_CREOSOTE,Kreosotbusch
TID_DECO_SAGUARO,Saguaro-Kaktus
TID_DECO_DRAGONBLOODTREE,Drachenblutbaum
TID_DECO_ICEPLANTWHITE,Weiße Mittagsblume
TID_DECO_BARRELCACTUS,Goldkugelkaktus
TID_DECO_SMALLACACIA,Kleine Akazie
TID_EVENT_BOAT_HELP_TITLE,Hilfe mit Flussschiffen benötigt!
TID_EVENT_BOAT_HELP_TEXT,"Es ist Zeit, anderen Farmern zu helfen und dir selbst auf deiner Farm Unterstützung zu holen! Fülle so viele Flussschiff-Kisten wie möglich für andere Farmer, bevor die Zeit abläuft! Bei diesem Ereignis geht es darum, anderen Farmern mit ihren Kisten zu helfen – nicht darum, deine eigenen Lieferungen abzuschließen.\n\nErreiche deine persönlichen Ziele, um tolle Belohnungen zu erhalten. Dein Ergebnis trägt auch zum globalen Community-Ziel bei. Erreiche das Ziel zusammen mit Farmern aus der ganzen Welt, dann erhaltet ihr alle eine Belohnung!"
TID_EVENT_BOAT_HELP_NOTIFICATION,Ein Ereignis mit tollen Preisen hat gerade begonnen! Schau´s dir an!
TID_EVENT_BOAT_HELP_MASSGIFT_TITLE,Schiffshilfe-Ereignis
TID_EVENT_BOOSTER_BOAT_TITLE,Schiffe mit Schüben!
TID_EVENT_BOOSTER_BOAT_TEXT,"Es ist Flussschiff-Saison und der Tourismus boomt! Bei diesem Ereignis wirst du für jedes komplett beladene Schiff mit einem Schub belohnt! Besuche auch deine Freunde und hilf ihnen bei ihren Schiffen.\n\nHinweis: Nur Schiffe, die nach dem Beginn des Ereignisses bei dir eintreffen, können diese Extra-Schubbelohnungen gewähren."
TID_EVENT_BOOSTER_BOAT_NOTIFICATION,Ein zeitlich begrenztes Schiffsereignis mit Schüben hat begonnen!
TID_EVENT_PUZZLE_BOAT_TITLE,Puzzle-Flussschiff-Saison!
TID_EVENT_PUZZLE_BOAT_TEXT,"Es ist Flussschiff-Saison und der Tourismus boomt! Bei diesem Ereignis kannst du dir mit dem kompletten Beladen von Schiffen bis zu 5 Puzzlestücke verdienen! Besuche auch deine Freunde und hilf ihnen bei ihren Schiffen.\n\nHinweis: Nur Schiffe, die nach dem Beginn des Ereignisses bei dir eintreffen, können diese Extra-Puzzlestücke gewähren."
TID_EVENT_PUZZLE_BOAT_NOTIFICATION,Ein zeitlich begrenztes Schiffsereignis mit Puzzlestücken hat begonnen!
TID_EVENT_BARN_SILO_TRUCKS_TITLE,Großzügige Lieferwagen-Bestellungen!
TID_EVENT_BARN_SILO_TRUCKS_TEXT,In der Nachbarschaft herrscht Produktknappheit! Während dieses Ereignisses gewähren einige abgeschlossene Lieferwagen-Bestellungen Verbesserungsgegenstände für deine Scheune und dein Silo als Spezialbelohnung.\n\nFang gleich mit der Produktion an und hilf deinen Nachbarn!
TID_EVENT_BARN_SILO_TRUCKS_NOTIFICATION,Ein zeitlich begrenztes Lieferwagen-Ereignis mit Spezialbelohnungen hat begonnen!
TID_EVENT_EXPANSION_TRUCKS_TITLE,Großzügige Lieferwagen-Bestellungen!
TID_EVENT_EXPANSION_TRUCKS_TEXT,In der Nachbarschaft herrscht Produktknappheit! Während dieses Ereignisses gewähren einige abgeschlossene Lieferwagen-Bestellungen zufällige Erweiterungsgegenstände als Spezialbelohnung.\n\nFang gleich mit der Produktion an und hilf deinen Nachbarn!
TID_EVENT_EXPANSION_TRUCKS_NOTIFICATION,Ein zeitlich begrenztes Lieferwagen-Ereignis mit Spezialbelohnungen hat begonnen!
TID_EVENT_REWARDS_TRUCKS_TITLE,Großzügige Lieferwagen-Bestellungen!
TID_EVENT_REWARDS_TRUCKS_TEXT,In der Nachbarschaft herrscht Produktknappheit! Während dieses Ereignisses gewähren einige abgeschlossene Lieferwagen-Bestellungen neben Münzen auch Extrabelohnungen. Fang gleich mit der Produktion an und hilf deinen Nachbarn!
TID_EVENT_REWARDS_TRUCKS_NOTIFICATION,Ein zeitlich begrenztes Lieferwagen-Ereignis mit Spezialbelohnungen hat begonnen!
TID_EVENT_PRODUCTION_BONANZA_TITLE,Produktionsgebäude laufen auf Hochtouren!
TID_EVENT_PRODUCTION_BONANZA_TEXT,"Etwas KUHles ist mit allen Produktionsmaschinen passiert! Alle Maschinen benötigen während dieses Ereignisses 20 % weniger Zeit für alle Produkte. Mach dich gleich ans Produzieren, bevor dieses verrückte Ereignis vorbei ist!"
TID_EVENT_PRODUCTION_BONANZA_NOTIFICATION,Ein zeitlich begrenztes Produktionsgebäude-Ereignis hat begonnen. Alle Gebäude arbeiten schneller! Sieh es dir an!
TID_EVENT_FASTER_PRODUCTION_TITLE,Schnellere Produktion!
TID_EVENT_FASTER_PRODUCTION_TEXT,"Deine Produktionsgebäude sind gut geölt! Während dieses Ereignisses arbeiten drei zufällige Gebäude schneller. Sieh auf der Ereignistafel nach, welche das sind – und mach dich gleich ans Werk!"
TID_EVENT_FASTER_PRODUCTION_NOTIFICATION,"Ein zeitlich begrenztes Produktionsereignis hat begonnen. Sieh dir an, welche deiner Gebäude schneller sind!"
TID_EVENT_FASTER_CROP_BONANZA_TITLE,Fantastisch flinke Pflanzen!
TID_EVENT_FASTER_CROP_BONANZA_TEXT,"Wow, was für ein super Wetter zum Ernten! Während dieses Ereignisses wachsen alle Pflanzenarten 20 % schneller! Leg gleich los!"
TID_EVENT_FASTER_CROP_BONANZA_NOTIFICATION,Ein zeitlich begrenztes Ernteereignis hat begonnen. Alle Pflanzen wachsen schneller! Schau´s dir gleich an!
TID_EVENT_FASTER_CROPS_TITLE,Flinke Pflanzen!
TID_EVENT_FASTER_CROPS_TEXT,"Wow, was für ein super Wetter zum Ernten! Während dieses Ereignisses wachsen drei zufällige Pflanzenarten 50 % schneller! Sieh auf der Ereignistafel nach, welche das sind, und leg los!"
TID_EVENT_FASTER_CROPS_NOTIFICATION,"Ein zeitlich begrenztes Ernteereignis hat begonnen. Sieh dir an, welche deiner Pflanzen schneller wachsen!"
TID_EVENT_MORE_CROP_BONANZA_TITLE,Pflanzen-Blütezeit!
TID_EVENT_MORE_CROP_BONANZA_TEXT,"Wow, was für ein perfektes Wetter zum Ernten! Während dieses Ereignisses wachsen aus allen Pflanzenarten anstatt von zwei Pflanzen gleich drei Stück! Viel Spaß!"
TID_EVENT_MORE_CROP_BONANZA_NOTIFICATION,Ein zeitlich begrenztes Ernteereignis hat begonnen. Alle Pflanzen sind ertragreicher! Schau´s dir gleich an!
TID_EVENT_MORE_CROPS_TITLE,Mehr Pflanzen!
TID_EVENT_MORE_CROPS_TEXT,"Wow, was für ein super Wetter zum Ernten! Während dieses Ereignisses wachsen aus drei zufälligen Pflanzenarten bei der Ernte anstatt von zwei Pflanzen gleich drei Stück! Sieh auf der Ereignistafel nach, welche Pflanzen das sind und leg los!"
TID_EVENT_MORE_CROPS_NOTIFICATION,"Ein zeitlich begrenztes Ernteereignis hat begonnen. Sieh dir an, welche deiner Pflanzen ertragreicher sind!"
TID_EVENT_LAND_EXPANSION_TOWNIE_TITLE,Großzügige Stadtbesucher!
TID_EVENT_LAND_EXPANSION_TOWNIE_TEXT,"Der Tourismus in deiner Stadt boomt! Während dieses Ereignisses schenken dir Stadtbesucher, die zwei oder drei Gebäude besuchen, am Ende ihres Aufenthalts zufällige Erweiterungsgegenstände.\n\nDies gilt nur für Besucher, die nach dem Start des Ereignisses bei dir eintreffen – du erkennst sie an ihrem lilafarbenen Namen. Fang gleich mit der Produktion an und mach deine Besucher glücklich!"
TID_EVENT_LAND_EXPANSION_TOWNIE_NOTIFICATION,Ein zeitlich begrenztes Stadtbelohnungsereignis hat begonnen!
TID_EVENT_VOUCHER_TOWNIE_TITLE,Großzügige Stadtbesucher!
TID_EVENT_VOUCHER_TOWNIE_TEXT,"Der Tourismus in deiner Stadt boomt! Während dieses Ereignisses schenken dir Stadtbesucher, die zwei oder drei Gebäude besuchen, am Ende ihres Aufenthalts zufällige Gutscheine.\n\nDies gilt nur für Besucher, die nach dem Start des Ereignisses bei dir eintreffen – du erkennst sie an ihrem lilafarbenen Namen. Fang gleich mit der Produktion an und mach deine Besucher glücklich!"
TID_EVENT_VOUCHER_TOWNIE_NOTIFICATION,Ein zeitlich begrenztes Stadtbelohnungsereignis hat begonnen!
TID_EVENT_BARN_SILO_TOWNIE_TITLE,Großzügige Stadtbesucher!
TID_EVENT_BARN_SILO_TOWNIE_TEXT,"Der Tourismus in deiner Stadt boomt! Während dieses Ereignisses schenken dir Stadtbesucher, die zwei oder drei Gebäude besuchen, am Ende ihres Aufenthalts Gegenstände für deine Scheune oder dein Silo.\n\nDies gilt nur für Besucher, die nach dem Start des Ereignisses bei dir eintreffen – du erkennst sie an ihrem lilafarbenen Namen. Fang gleich mit der Produktion an und mach deine Besucher glücklich!"
TID_EVENT_BARN_SILO_TOWNIE_NOTIFICATION,Ein zeitlich begrenztes Stadtereignis hat begonnen!
TID_EVENT_NEW_YEAR2018_TITLE,Neujahrsereignis!
TID_EVENT_NEW_YEAR2018_TEXT,"Wow, es ist fast schon 2018! Alle bereiten sich fleißig auf das Neujahrsfest vor und es gibt jede Menge Lieferwagenbestellungen! Legen wir los! Wenn du Glück hast, siehst du vielleicht sogar das Feuerwerk im Angelbereich.\n\nFühre so viele Lieferwagenbestellungen wie möglich aus, bevor die Zeit abläuft. Erreiche deine persönlichen Ziele, um tolle Belohnungen zu erhalten. Dein Ergebnis trägt auch zum globalen Community-Ziel bei. Erreiche das Ziel zusammen mit Farmern aus der ganzen Welt, dann erhältst du eine Belohnung."
TID_EVENT_NEW_YEAR2018_NOTIFICATION,Das Neujahrsereignis hat begonnen! Gewinne jetzt tolle Belohnungen!
TID_EVENT_CHRISTMAS2017_TITLE,Weihnachtshelfer-Saison!
TID_EVENT_CHRISTMAS2017_TEXT,"Weihnachten steht mal wieder vor der Tür. Bring dich in Weihnachtsstimmung, indem du anderen Farmern hilfst!\n\nBelebe so viele Bäume und Sträucher auf anderen Farmen wie möglich wieder, und fülle so viele Schiffskisten von anderen Spielern wie möglich, bevor die Zeit abläuft! Erreiche deine persönlichen Ziele, um tolle Belohnungen zu erhalten. Dein Ergebnis trägt auch zum globalen Community-Ziel bei. Erreiche das Ziel zusammen mit Farmern aus der ganzen Welt, dann erhaltet ihr alle eine Belohnung!"
TID_EVENT_CHRISTMAS2017_NOTIFICATION,Sieh dir das Weihnachtsereignis mit tollen Belohnungen an!
TID_HALLOWEEN_OFFER1,Halloween-Angebot 1
TID_HALLOWEEN_OFFER2,Halloween-Angebot 2
TID_HALLOWEEN_OFFER3,Halloween-Angebot 3
TID_WELCOME_BACK_OFFER,Willkommen-zurück-Angebot
TID_FALL_OFFER1,Herbstangebot 1
TID_FALL_OFFER2,Herbstangebot 2
TID_FALL_OFFER3,Herbstangebot 3
TID_HOLIDAY_OFFER1,Weihnachtsangebot 1
TID_HOLIDAY_OFFER2,Weihnachtsangebot 2
TID_HOLIDAY_OFFER3,Weihnachtsangebot 3
TID_EASTER_OFFER1,Osterangebot 1
TID_EASTER_OFFER2,Osterangebot 2
TID_EASTER_OFFER3,Osterangebot 3
TID_SUMMER_OFFER1,Sommerangebot 1
TID_SUMMER_OFFER2,Sommerangebot 2
TID_SUMMER_OFFER3,Sommerangebot 3
TID_TOWN_HALL_TAB_LEAVING,Verlässt Stadt
TID_SANCTUARY_BOOK_LOCKED_FIRSTBABY_DESCRIPTION,"Entsperrt, nachdem beide erwachsenen Tiere derselben Art komplett sind"
TID_SANCTUARY_BOOK_LOCKED_SECONDBABY_DESCRIPTION,"Entsperrt, nachdem das erste Baby derselben Tierart komplett ist"
TID_DECO_CATTREE,Kratzbaum
TID_DERBY_RACETRACK_TROPHY_UNREACHABLE_TOOLTIP,Für dieses Hufeisen werden mehr Derby-Teilnehmer benötigt!
TID_CUSTOMIZE_TITLE,Dekoriere deine Farm
TID_CUSTOMIZE_DESCRIPTION,Ich kann auf deiner Farm eine ganze Menge Anpassungen vornehmen! Hier sind meine aktuellen Angebote und die Preise für meine Dienstleistungen.
TID_CUSTOMIZE_TIMEPRETEXT,Maggie verlässt die Farm in:
TID_CUSTOMIZE_AREYOUSURE,Bist du sicher?
TID_CUSTOMIZE_CONFIRMLINE1,Maggie wird die folgenden Anpassungen vornehmen:
TID_CUSTOMIZE_CONFIRMLINE2,Du kannst diese Änderung nicht rückgängig machen.
TID_CUSTOMIZE_SOLDOUTTITLE,Gekauft
TID_CUSTOMIZE_SOLDOUTTEXT,Viel Spaß mit dem neuen Design!
TID_SUPERCELL_ID_LOGIN_BUTTON,Mit Supercell ID anmelden
TID_SUPERCELL_ID_NEW_GAME_BUTTON,Ohne Supercell ID spielen
TID_CUSTOMIZE_BTNREFRESH,Mehr Auswahl
TID_CUSTOMIZE_BTNCATALOG,Katalog
TID_CUSTOMIZE_BTNBUILD,Kaufen
TID_CUSTOMIZE_BTNCANCEL,Abbrechen
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_TITLE,Farm laden?
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_TEXT,"Deine Farm <NAME> mit dem Level <LEVEL> wurde gefunden! Du kannst sie laden, indem du dich mit deiner Supercell ID anmeldest."
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_NO,Abbrechen
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_YES,Okay
TID_RENOVATOR_INFO_TITLE_1,Maggie die Baumeisterin verschönert deine Farm!
TID_RENOVATOR_INFO_TITLE_2,So funktioniert‘s!
TID_RENOVATOR_INFO_TITLE_3,Die Kataloge!
TID_RENOVATOR_INFO_TITLE_4,Wirf einen Blick in Maggies Kataloge!
TID_RENOVATOR_INFO_TITLE_5,Seite 5
TID_RENOVATOR_INFO_TITLE_6,Seite 6
TID_RENOVATOR_INFO_TITLE_7,Seite 7
TID_RENOVATOR_INFO_TEXT_1,"Maggie kann das Aussehen deines Lieferwagens, deines Farmhauses und deines Straßenverkaufs verändern."
TID_RENOVATOR_INFO_TEXT_2,Jede Woche bringt sie dir neue Anpassungsoptionen vorbei. Außerdem kannst du dir gegen Diamanten zusätzliche Angebote ansehen.
TID_RENOVATOR_INFO_TEXT_3,"Die angezeigten Preise sind die Kosten für ihre Dienstleistungen. Jedes Mal, wenn du ihre Dienste in Anspruch nimmst, musst du den entsprechenden Betrag bezahlen. Auch dann, wenn sie eine Anpassung vornimmt, die du schon einmal bei ihr erworben hast."
TID_RENOVATOR_INFO_TEXT_4,"Vergiss nicht, dass sich die Änderungen nicht rückgängig machen lassen. Du hast jedoch die Möglichkeit, eine neue Anpassungsoption auszuwählen und die entsprechenden Gebühren dafür zu bezahlen."
TID_RENOVATOR_INFO_TEXT_5,Maggie hat zwei ziemlich praktische Kataloge für dich: das Designbuch und das Sammelbuch.
TID_RENOVATOR_INFO_TEXT_6,"Das Designbuch enthält Vorschläge zu Designstilen, die du ausprobieren kannst. Wirf einen Blick in den Katalog, wenn du einen Stil vervollständigt hast, um tolle Belohnungen zu erhalten! Schaffst du es, sie alle zu vervollständigen?"
TID_RENOVATOR_INFO_TEXT_7,"Das Sammelbuch enthält alle Anpassungen, die du von der Baumeisterin erworben hast. Wenn Maggie deine Farm besucht, kannst du die einzelnen Einträge antippen, um die jeweiligen Anpassungen erneut vorzunehmen."
TID_SETTINGS_MUSIC_NEW,Musik
TID_SETTINGS_SOUND_EFFECTS_NEW,Effekte
TID_SETTINGS_SCID_TITLE,Supercell ID
TID_SETTINGS_FACEBOOK_TITLE,Facebook
TID_SETTINGS_FACEBOOK_FRIENDS_TITLE,Facebook-Freunde
TID_SETTINGS_GOOGLE_PLAY_TITLE,Google Play
TID_SETTINGS_SCID_CONNECTED,Verbunden
TID_SETTINGS_SCID_DISCONNECTED,Getrennt
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED_NEW,Verbunden
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED_NEW,Getrennt
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING_NEW,Verbinden
TID_PRODUCT_FLOWERPENDANT,Blumenanhänger
TID_PRODUCT_FLORALCANDLE,Blumenkerze
TID_PRODUCT_SPICYSPAGHETTI,Scharfe Nudeln
TID_PRODUCT_ONIONMELT,Gegrilltes Zwiebel-Käse-Sandwich
TID_PRODUCT_CARAMELLATTE,Latte macchiato mit Karamell
TID_PRODUCT_CANDYBOUQUET,Süßer Strauß
TID_PRODUCT_COCOASMOOTHIE,Kakaosmoothie
TID_PRODUCT_BIGSUSHIROLL,Große Sushirolle
TID_ADVANCE_SETTINGS_OFFERS_HEADER,Personalisierte Angebote
TID_ADVANCE_SETTINGS_OFFERS_TEXT,Personalisierte Shopangebote und -benachrichtigungen aktivieren
TID_ORIGINAL_WHITE,Weiß (original)
TID_ORIGINAL_GRUE,Blaugrau
TID_ORIGINAL_TEAL,Seegrün
TID_ORIGINAL_DARK,Dunkellila
TID_ORIGINAL_YELEEN,Olivgrün
TID_ORIGINAL_BORING,Braun
TID_BARN_RED,Rote Scheune
TID_COUNTRY_GREY,Farmgrau
TID_COUNTRY_PINK,Farmrosa
TID_COUNTRY_RED,Farmrot
TID_COUNTRY_YELLOW,Farmgelb
TID_COUNTRY_WHITE,Farmweiß
TID_HALFNHALF_BLUE,Zweifarbig blau
TID_HALFNHALF_OLD,Zweifarbig grün
TID_HALFNHALF_RETIREMENT,Zweifarbig lila
TID_CUTE_BLUE,Niedliches Blau
TID_CUTE_PASTEL_PINK,Niedliches Rosa
TID_CUTE_GREEN,Niedliches Grün
TID_CUTE_GREY,Niedliches Grau
TID_CUTE_PURPLE,Niedliches Lila
TID_CUTE_YELLOW,Niedliches Gelb
TID_CUTE_RED,Niedliches Rot
TID_GASTHOUSE,Gästehaus
TID_PLANKS_YELLOW,Gelbe Bretter
TID_PLANKS2,Seegrüne Bretter
TID_PLANKS3,Altrosa Bretter
TID_PLANKS4,Grüne Bretter
TID_PLANKS5,Rote Bretter
TID_RUSTIC,Rustikal
TID_CABIN02_WHITE,"Blockhütte, weiß"
TID_CABIN02_GREEN,"Blockhütte, grün"
TID_PORCH_ORIGINAL,Original
TID_PORCH_COUNTRY,Ländlich
TID_PORCH_BASIC_SHEEP,Weißer Zaun
TID_PORCH_BASIC_COW,Scheune
TID_PORCH_CUTE,Niedlich
TID_PORCH_GUESTHOUSE,Gästehaus
TID_PORCH_ORIGINAL_EXTENDED,Großer Balkon
TID_PORCH_POSH,Schick
TID_PORCH_RUSTIC,Rustikal
