TID,JP
TID_DECO_STARFENCE,星の柵
TID_BARN_OFFER_TITLE,納屋の即刻アップグレード！
TID_BARN_OFFER_FLIP_TEXT,今すぐ納屋に<FREE_AFTER_AMOUNT>個の追加スペースをゲット！\n\n<CONTENTS>
TID_BARN_OFFER_FLIP_TEXT2,値下げしました！今すぐ納屋のアップグレード用素材をゲット！
TID_OFFER_PURCHASABLE_ONCE,このセール品の購入は一度限りです。
TID_OFFER_VALUES_TITLE,価値：
TID_SILO_OFFER_TITLE,サイロの即刻アップグレード！
TID_SILO_OFFER_FLIP_TEXT,今すぐサイロに<FREE_AFTER_AMOUNT>個の追加スペースをゲット！\n\n<CONTENTS>
TID_SILO_OFFER_FLIP_TEXT2,値下げしました！今すぐサイロのアップグレード用素材をゲット！
TID_BOOSTER_OFFER_TITLE,ブースターセール
TID_BOOSTER_OFFER_FLIP_TEXT,<CONTENTS>
TID_OFFER_BOOSTER_FREE_STORAGE_TEXT,これらのブースタは倉庫のスロットに入りません。
TID_BOOSTER_OFFER_RANDOM_ENTRY,- <STARS>つ星以上のランダムなブースター<AMOUNT>個
TID_BOOSTER_OFFER_RANDOM5STARS_ENTRY,- ランダムなブースター<AMOUNT>個、5つ星確定！
TID_BUNDLE_OFFER_TITLE,パックセール
TID_BUNDLE_OFFER_FLIP_TEXT,<CONTENTS>
TID_OFFER_CONTENTS_TITLE,セール内容：
TID_OFFER_CONTENTS_ENTRY,- <NAME> x <AMOUNT>
TID_OFFER_CONTENTS_BOOSTER_ENTRY,- <NAME> x <AMOUNT>（<STARS>つ星）
TID_PERCENTAGE_OFFERS,<NUMBER>％
TID_MYSTERY_BOX_TYPE_BRONZE,レギュラーボックス
TID_MYSTERY_BOX_TYPE_SILVER,ビッグボックス！
TID_MYSTERY_BOX_TYPE_GOLD,メガボックス！
TID_OFFER_ENDING_SOON,まもなく終了
TID_NEW,NEW
TID_FREE,無料
TID_OFFER_BOOSTER_FASTER_PRODUCTION1,- <NAME> x <AMOUNT>：ポップコーンなべ、パイ焼きオーブン、織機（<STARS>つ星）
TID_OFFER_BOOSTER_FASTER_PRODUCTION2,- <NAME> x <AMOUNT>：ミシン、ケーキ用オーブン、ジュースメーカー（<STARS>つ星）
TID_OFFER_BOOSTER_FASTER_PRODUCTION3,- <NAME> x <AMOUNT>：アイスクリーム機、ジャム製造機、スープキッチン（<STARS>つ星）
TID_OFFER_BOOSTER_FASTER_PRODUCTION4,- <NAME> x <AMOUNT>：ろうそく製造機、キャンディー機、サラダバー（<STARS>つ星）
TID_OFFER_BOOSTER_FASTER_CROPS1,- <NAME> x <AMOUNT>：大豆、サトウキビ、インディゴ（<STARS>つ星）
TID_OFFER_BOOSTER_FASTER_CROPS2,- <NAME> x <AMOUNT>：カボチャ、トウガラシ、コットン（<STARS>つ星）
TID_OFFER_BOOSTER_FASTER_CROPS3,- <NAME> x <AMOUNT>：トマト、イチゴ、ジャガイモ（<STARS>つ星）
TID_OFFER_BOOSTER_FASTER_CROPS4,- <NAME> x <AMOUNT>：タマネギ、米、レタス（<STARS>つ星）
TID_DERBY_TASK_HARVEST_GRAPES_DESCRIPTION,ブドウを<NUMBER>回収穫する
TID_DERBY_TASK_HARVEST_MINT_DESCRIPTION,ミントを<NUMBER>回収穫する
TID_DERBY_TASK_HARVEST_EGGPLANT_DESCRIPTION,ナスを<NUMBER>回収穫する
TID_DERBY_TASK_HARVEST_WATERMELON_DESCRIPTION,スイカを<NUMBER>回収穫する
TID_DERBY_TASK_HARVEST_PINEAPPLE_DESCRIPTION,パイナップルを<NUMBER>回収穫する
TID_DERBY_TASK_HARVEST_SUNFLOWER_DESCRIPTION,ヒマワリを<NUMBER>回収穫する
TID_DERBY_TASK_HARVEST_ONION_DESCRIPTION,タマネギを<NUMBER>回収穫する
TID_DERBY_TASK_HARVEST_CUCUMBER_DESCRIPTION,キュウリを<NUMBER>回収穫する
TID_DERBY_TASK_HARVEST_BELLPEPPER_DESCRIPTION,パプリカを<NUMBER>回収穫する
TID_DERBY_TASK_HARVEST_TEALEAVES_DESCRIPTION,茶葉を<NUMBER>回収穫する
TID_DERBY_TASK_HARVEST_PEONY_DESCRIPTION,ボタンを<NUMBER>回収穫する
TID_DERBY_TASK_HARVEST_BROCCOLI_DESCRIPTION,ブロッコリーを<NUMBER>回収穫する
TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS1,- <NAME> x <AMOUNT>：映画館、食堂車、B&B（<STARS>つ星）
TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS2,- <NAME> x <AMOUNT>：スパ、海の家、ギフトショップ（<STARS>つ星）
TID_MAP_GAME_NOT_ENOUGH_MOVEMENT_POINTS,燃料が足りません！
TID_MAP_GAME_TASK_DUMP_TITLE,注文リクエスト！
TID_MAP_GAME_TASK_DUMP_DESCRIPTION,この建物には<AMOUNT>個の<NAME>が必要です。
TID_MAP_GAME_TASK_DUMP_AVAILABLE_TIME,制限時間：<TIME>
TID_MAP_GAME_TASK_DUMP_COOLDOWN_TIME,新リクエスト：<TIME>
TID_MAPGAME_BLUE_COIN,ブルートークン
TID_MAPGAME_RED_COIN,レッドトークン
TID_MAPGAME_GREEN_COIN,グリーントークン
TID_MAPGAME_CHICKEN_COIN,ニワトリ
TID_MAPGAME_BLUE_COIN_DESCRIPTION,渓谷のアイテムと\n交換できます。
TID_MAPGAME_RED_COIN_DESCRIPTION,渓谷のアイテムと\n交換できます。
TID_MAPGAME_GREEN_COIN_DESCRIPTION,渓谷のアイテムと\n交換できます。
TID_MAPGAME_CHICKEN_COIN_DESCRIPTION,ニワトリを集めて渓谷限定ショップをアンロックしましょう。
TID_MAPGAME_DAILY_QUEST_EXPIRES_IN,次のクエスト：<TIME>
TID_MAPGAME_DAILY_QUEST_POPUP_TITLE,デイリークエスト
TID_MAPGAME_DAILY_QUEST_POPUP_QUESTS_TITLE,今日のクエスト
TID_MAPGAME_QUEST_MOVE,<NUMBER>個の建物または\n通過地点に移動する
TID_MAPGAME_QUEST_SPIN,燃料ルーレットを\n<NUMBER>回まわす
TID_MAPGAME_QUEST_DELIVERIES,配達リクエストを\n<NUMBER>回完了する
TID_MAPGAME_QUEST_SOCIAL_TASK,グループ注文リクエストを<NUMBER>回完了する
TID_MAPGAME_QUEST_HELP,他の農場主の壊れた\nトラックを修理する
TID_MAPGAME_QUEST_DUMP_TASK,注文リクエストを\n<NUMBER>回完了する
TID_MAP_GAME_SOCIAL_TASK_COMPLETE,グループリクエスト完了！
TID_MAP_GAME_CANNOT_CLAIM_DAILY_QUESTS_PRIZE,デイリークエストを完了して\nこのミステリーボックスを\n手に入れましょう！
TID_MAPGAME_QUEST_COLLECT_BLUE_COIN,ブルートークンを\n<NUMBER>個集める
TID_MAPGAME_QUEST_COLLECT_RED_COIN,レッドトークンを\n<NUMBER>個集める
TID_MAPGAME_QUEST_COLLECT_GREEN_COIN,グリーントークンを\n<NUMBER>個集める
TID_MAPGAME_QUEST_COLLECT_CHICKEN,ニワトリを<NUMBER>羽捕まえる
TID_MAP_GAME_TASK_DELIVERY_TITLE,配達リクエスト！
TID_MAP_GAME_TASK_DELIVERY_DESCRIPTION,友達まで届けてください！
TID_MAPGAME_DELIVERY_LIMIT_REACHED_DESCRIPTION,すでに引き受けている配達を\n先に完了してください
TID_OBSTACLE_AVAILABLE_TIME,<TIME>
TID_MAP_GAME_TASK_OBSTACLE_DESCRIPTION,障害物です！
TID_MAPGAME_QUEST_VISIT_BLACKROOF_ONE,黒い屋根の家を\n1軒訪れる
TID_MAPGAME_QUEST_VISIT_WINDMILL_ONE,風車を1棟訪れる
TID_MAPGAME_QUEST_VISIT_CINEMA_ONE,映画館を1軒訪れる
TID_MAPGAME_QUEST_VISIT_DINER_ONE,食堂車を1台訪れる
TID_MAPGAME_QUEST_VISIT_FISHSHOP_ONE,魚屋を1軒訪れる
TID_MAPGAME_QUEST_VISIT_VEGGIESHOP_ONE,八百屋を1軒訪れる
TID_MAPGAME_QUEST_VISIT_BLACKROOF,黒い屋根の家を\n<NUMBER>軒訪れる
TID_MAPGAME_QUEST_VISIT_WINDMILL,風車を<NUMBER>棟訪れる
TID_MAPGAME_QUEST_VISIT_CINEMA,映画館を<NUMBER>軒訪れる
TID_MAPGAME_QUEST_VISIT_DINER,食堂車を<NUMBER>台訪れる
TID_MAPGAME_QUEST_VISIT_FISHSHOP,魚屋を<NUMBER>軒訪れる
TID_MAPGAME_QUEST_VISIT_VEGGIESHOP,八百屋を<NUMBER>軒訪れる
TID_MAPGAME_NOTIFICATION_COMPLETE_QUEST,デイリークエスト完了！
TID_MAPGAME_NOTIFICATION_COLLECT_CHICKEN,<COUNT>羽のニワトリを捕獲！
TID_MAPGAME_NOTIFICATION_COLLECT_CHICKEN_SOCIAL,誰かが<COUNT>羽のニワトリを捕獲！
TID_MAPGAME_NOTIFICATION_RECEIVE_TRUCK_HELP,誰かがトラックを修理した！
TID_MAPGAME_NOTIFICATION_EXPIRED_DELIVERY,配達期限が切れた！
TID_MAPGAME_BUTTON_MOVE,ここに移動
TID_MAPGAME_NODE_NAME_HOUSE,家
TID_MAPGAME_NODE_NAME_MILL,風車
TID_MAPGAME_NODE_NAME_STORE01,八百屋
TID_MAPGAME_NODE_NAME_STORE02,魚屋
TID_MAPGAME_NODE_NAME_STORE03,ピザ屋
TID_MAPGAME_NODE_NAME_STORE,お店
TID_MAPGAME_BUTTON_CONFIRM,OK
TID_MAPGAME_REGULAR_NODE_DESCRIPTION,この建物では\nリクエストが発生します
TID_MAPGAME_BUTTON_DUMP,OK
TID_MAPGAME_DELIVERY_BUTTON_TAKE_TASK,OK
TID_MAPGAME_DELIVERY_BUTTON_COMPLETE_TASK,配達
TID_MAPGAME_NODE_EMPTY_TITLE,通過地点
TID_MAPGAME_NODE_EMPTY_DESCRIPTION,ただの通過地点です。\n先に進みましょう！
TID_MAPGAME_OBSTACLE_SPAWNING_TITLE,トラック停止！
TID_MAPGAME_OBSTACLE_SPAWNING_DESCRIPTION,何が起きたのでしょうか...
TID_MAPGAME_RANDOM_REWARD_TITLE,サプライズ発見！
TID_MAPGAME_RANDOM_REWARD_DESCRIPTION,道端にサプライズを見つけました！今すぐ拾いましょう！
TID_MAPGAME_RANDOM_REWARD_TIME_PROMPT,制限時間
TID_MAPGAME_BROKEN_TRUCK_TITLE,トラブル発生！
TID_MAPGAME_BROKEN_TRUCK_DESCRIPTION,トラックが故障しました！誰かが修理を手伝ってくれるかも...
TID_MAPGAME_BUTTON_SPEEDUP,スピードアップ
TID_MAPGAME_BROKEN_TRUCK_TIME_PROMPT,修理時間
TID_MAPGAME_TASK_NODE_DESCRIPTION,これらが必要です。\n売ってもらえませんか？
TID_MAPGAME_DELIVERY_NODE_TITLE,配達リクエスト！
TID_MAPGAME_DELIVERY_NODE_DESCRIPTION,友達まで届けてください！
TID_MAPGAME_SOCIAL_TASK_NODE_DESCRIPTION,これらがたくさん必要なんです。売ってもらえませんか？
TID_MAPGAME_SOCIAL_GOAL_TITLE,対応したプレイヤー：
TID_MAPGAME_UNKNOWN_NODE_DESCRIPTION,遠すぎます！\nもっと近寄ってみましょう。
TID_MAPGAME_RESPAWN_DESCRIPTION,新リクエストが発生します。
TID_MAPGAME_COOLDOWN_DESCRIPTION,新リクエストがまもなく登場！
TID_MAPGAME_NODE_REWARDS_TITLE,報酬
TID_MAPGAME_HELP_REQUESTED_TITLE,トラック故障中！
TID_MAPGAME_HELP_REQUESTED_DESCRIPTION,この農場主のトラックを修理して\n報酬をもらいましょう！
TID_MAPGAME_HELP_REQUESTED_BUTTON_CONFIRM,トラックを修理
TID_MAPGAME_HELP_REQUESTED_TIME_PROMPT,修理時間
TID_MAPGAME_FUEL_HUD_TITLE,燃料ルーレット
TID_MAPGAME_FUEL_HUD_CURRENT_SUN_TASKS_LABEL,今日
TID_MAPGAME_FUEL_HUD_NEXT_SUN_TASKS_LABEL,明日
TID_MAPGAME_CHICKEN_FOUND_TITLE,ニワトリ発見！
TID_MAPGAME_CHICKEN_FOUND_DESCRIPTION,時間切れになる前に捕まえましょう！
TID_MAPGAME_CHICKEN_FOUND_TIME_PROMPT,制限時間
TID_MAPGAME_CHICKEN_FOUND_AVAILABLE_TIME,<TIME>
TID_MAPGAME_BUTTON_COLLECT_FOUND_CHICKEN,捕獲
TID_MAP_GAME_COLLECT_SUN_POINTS_TO_SPIN_FUEL_WHEEL,おひさまポイントを集めて\n燃料ルーレットをまわしましょう！
TID_MAPGAME_QUEST_COMPLETE_X_TASKS,いずれかのリクエストを<NUMBER>回完了する
TID_MAP_GAME_CANNOT_CLAIM_DAILY_QUEST_CHICKEN,デイリークエストを完了して\n捕獲しましょう！ニワトリは、あと\n<TIME>で逃げてしまいます。
TID_MAP_GAME_DAILY_QUEST_CHICKEN_ALREADY_CLAIMED,このニワトリは捕獲済みです！
TID_MAPGAME_DAILY_QUEST_POPUP_PIP_TOOLTIP,デイリークエストを完了して到達しましょう！
TID_TUTORIAL_VALLEY_STEP1,今日は記念すべき日... 渓谷の登場です！
TID_TUTORIAL_VALLEY_STEP2,標識をタップして始めましょう。
TID_TUTORIAL_VALLEY_STEP3,新たな世界を走り回って、さまざまな場所を訪れましょう！リクエストを完了するともらえるトークンは、素敵な報酬と交換できます。
TID_TUTORIAL_VALLEY_STEP4,移動するには燃料が必要です。毎日ランダムな量の燃料をもらえるので、それを使って探索してみましょう！
TID_TUTORIAL_VALLEY_STEP5,いいですね！毎日農場で特定の活動を行うと、ルーレットを回せる回数が増えます。
TID_TUTORIAL_VALLEY_STEP6,新しいエリアでは、毎日クエストを完了することでミステリーボックスをアンロックできます！ぜひ挑戦してみましょう。
TID_TUTORIAL_VALLEY_STEP7,マップ上には、コミュ仲間や他のプレイヤーもいます。彼らと一緒にニワトリを集めたり動物たちを保護所に送り届けることで、ショップの限定タブにアクセスできるようになります。
TID_TUTORIAL_VALLEY_STEP8,詳しくは情報ボタンをタップしてください。それでは、トラックに乗って新しい旅へ出かけましょう！
TID_VALLEY_INFO_TITLE_1,渓谷にようこそ！
TID_VALLEY_INFO_TITLE_2,まずは燃料から！
TID_VALLEY_INFO_TITLE_3,渓谷でのお仕事
TID_VALLEY_INFO_TITLE_4,個人クエスト！
TID_VALLEY_INFO_TITLE_5,ニワトリを探そう！
TID_VALLEY_INFO_TITLE_6,渓谷ショップ！
TID_VALLEY_INFO_TITLE_7,トークン！
TID_VALLEY_INFO_TITLE_8,協力して助け合おう
TID_VALLEY_INFO_1,渓谷は、時々オープンして探検することができるエリアです！このオープン期間は「渓谷シーズン」と呼ばれます。\n\n渓谷シーズン中は、トラックを運転して渓谷マップ内を移動し、住民のリクエストに応じましょう。リクエストを完了すると、渓谷のショップでさまざまなアイテムと交換できる、色の異なる3種類のトークンが与えられます。ショップの品揃えは、シーズンが進むにつれて豊富になっていきます。\n\n渓谷には誰でもアクセスでき、参加手続きなどは必要ありません。マップ上にはコミュニティの仲間たちも出現しますが、それ以外のプレイヤーと出会うこともあるので、新たなフレンドを作るチャンスです！
TID_VALLEY_INFO_2,トラックを走らせるには、燃料が必要です。燃料ルーレットをまわすと、ランダムな量の燃料が手に入ります。\n\n渓谷画面の右下にある燃料ボタンをタップして、燃料ルーレットをまわしましょう！1日1回は無料でまわすことができます。\n\nルーレットをまわすと、おひさまタブが表示されます。このタブには農場で行える3つの活動が表示され、それらを達成すると「おひさまゲージ」が溜まります。ゲージが溜まったら、燃料ルーレットをもう一度まわせます！
TID_VALLEY_INFO_3,渓谷には、たくさんの通過地点や建物が存在します。建物にはそれぞれリクエストがあり、農場の生産物を要求する注文リクエストか、別の建物へと荷物を運ぶ配達リクエストのいずれかが発生します。また、一部の建物には、特定の人数のプレイヤーが参加する必要のあるグループ注文リクエストがあります。リクエストを完了すると、毎回ランダムなトークンをもらえます。\n\nリクエストにはそれぞれ制限時間があり、時間切れになると別のリクエストに入れ換わります。時間内にリクエストを完了するよう努力しましょう！\n\n通過地点では、サプライズが発生することもあります。道端でアイテムを入手することもあれば、トラックが故障してしまうことも！トラックが故障した場合は、他のプレイヤーに修理を手伝ってもらうか、修理時間が終わるまで待ちましょう。
TID_VALLEY_INFO_4,デイリークエストは、渓谷で挑戦できるミニクエストです。さまざまな種類があり、リストは毎日、24時間おきにリセットされます。\n\nこうしたクエストを完了するたびにデイリークエスト画面の上部にあるゲージが溜まります。ゲージがミステリーボックスに届いたら、回収しましょう！\n\n時には、ゲージ上にニワトリが姿を現すこともあります。その日のクエストをすべて完了して、捕獲してください！ただし、日が変わるとどこかへ逃げてしまうので、見つけたら急ぎましょう。
TID_VALLEY_INFO_5,ニワトリをすべて見つけ出すと、渓谷シーズン終了後に素晴らしいアイテムを揃えたショップの限定タブがアンロックされます！\n\nグループ注文リクエストを参加者全員が完了すると、ニワトリを1羽もらえます。\n\nニワトリは、渓谷マップ上やデイリークエストのゲージ上に出現する可能性もあります。\n\nマップ上では、通過地点に出現することがありますが、見つけたらお急ぎください。このニワトリにはタイマーが設定されており、一定時間が経つと逃げてしまいます。\n\nデイリークエストのゲージ上に出現したニワトリは、その日のクエストをすべて完了することで捕獲できます！ただし、こちらも日付が変わると逃げてしまうので、ご注意ください。\n\nニワトリは共有資源なので、誰が捕まえても全員の利益になります！捕まえたニワトリの数は、ショップの限定タブで確認できます。\n\n常にニワトリに目を光らせましょう！
TID_VALLEY_INFO_6,渓谷シーズンでは必ず渓谷ショップが利用でき、集めたトークンをアイテムと交換できます。\n\n渓谷ショップには2つのタブがあり、通常ページでは、拡張アイテム、パズルピース、拡張許可証といった農場で使えるアイテムを購入できます。すべてのアイテムが常時購入できるわけではなく、シーズンの進行に伴って順次登場します。\n\n限定タブには特別なアイテムが並び、すべてのニワトリを捕まえた場合にしかアクセスできません。また、これらの限定アイテムを購入できるのは、シーズン終了後になります。\n\n\n渓谷マップ上では、道ばたのニワトリ、グループリクエスト、他のプレイヤーの故障したトラックなど、重要な地点に目印が表示されます。\n\n他のプレイヤーのトラックが故障した場合、同じ地点に移動すれば修理をお手伝いすることもできます。他人に親切にすれば、報酬としてトークンももらえますよ！
TID_VALLEY_INFO_7,渓谷の建物でリクエストを完了すると、レッド、ブルー、グリーンという3つのトークンが与えられます。\n\nトークンの所有数には上限があり、渓谷ショップで確認できます。3色のトークンを合計した数量が所有数の上限に達すると、それ以上のトークンを入手できなくなります。その場合は、渓谷ショップでアイテムと交換して、空き容量を増やしましょう。\n\nまた、容量に上限はありますが、「ブタの貯金箱」を開けるとさらにトークンを入手できます。\n\nショップに並ぶアイテムやその価格は、渓谷シーズンの初めから確認することができます。お財布に空き容量を作る際は、それらの価格を念頭に入れ、特別な限定アイテムを購入できるだけのトークンを確保しておきましょう。\n\n入手したトークンは渓谷シーズン終了後も使うことができ、残ったトークンは次のシーズンまでブタの貯金箱に保管されます！
TID_VALLEY_INFO_8,渓谷はとてもソーシャルで活気に溢れたエリアです！渓谷マップ上では、道端のニワトリ、グループリクエスト、他のプレイヤーの故障したトラックなど、重要な地点に目印が表示されます。\n\n他のプレイヤーのトラックが故障した場合、同じ地点に移動すれば修理をお手伝いすることもできます。他人に親切にすれば、報酬としてトークンももらえますよ！\n\nニワトリを見つけるにもシーズンを楽しむにも、コミュニケーションが重要です！
TID_MASSGIFT_REACHED_LEVEL50_HEADER,レベル50！
TID_MASSGIFT_REACHED_LEVEL50_TEXT,<NAME>さん、レベル50への到達、おめでとうございます！いつもヘイ・デイを支えてくださっているあなたに、感謝の気持ちを込めて、このデコレーションを贈ります。どうぞお受け取りください！これからもヘイ・デイをよろしくお願いいたします！
TID_MASSGIFT_REACHED_LEVEL150_HEADER,レベル150！
