TID,NO
TID_TEST_BOOSTER_FASTER_FEED_MILL,Raskere fôrmølle
TID_TEST_BOOSTER_FASTER_BAKERY,Raskere bakerovn
TID_TEST_BOOSTER_FASTER_TOM,Tom tar kortere høneblunder
TID_TEST_BOOSTER_FASTER_BOAT,Båten ankommer raskere
TID_TEST_BOOSTER_FASTER_BUSHES,Raskere innhøsting av busker
TID_TEST_BOOSTER_FASTER_TREES,Raskere innhøsting av trær
TID_TEST_BOOSTER_MORE_XP,Ekstra XP
TID_TEST_BOOSTER_FREE_TOM,Hyr inn Tom gratis
TID_TEST_BOOSTER_FREE_ROSE,Hyr inn Rose gratis
TID_TEST_BOOSTER_FREE_ERNEST,Hyr inn Ernest gratis
TID_TEST_BOOSTER_EASIER_BOAT,Fyll båtkasser
TID_BOOSTER_DESCRIPTION_EASIER_BOAT_MULTIPLE,I kommende <TIME> timene vil hver eneste båt automatisk fylle <NUMBER> kasser for deg
TID_SPECIAL_EXPANSION_PERMIT,Utvidelsestillatelse
TID_SPECIAL_EXPANSION_PERMIT_DESCRIPTION,"Fås fra derbyer, forundringskasser eller lykkehjulet"
TID_BOOSTER_INFO_1,"Boostere gir gårdsdriften din et løft! De kan sette fart på spesifikke avlinger, få visse bygninger til å produsere raskere, og til og med fylle båtkasser for deg! Trykk på boosterne for å få mer informasjon om dem.\n\nDu samler boostere og kan aktivere dem i en spesifisert periode. Sørg for at du får mest mulig ut av dem!"
TID_BOOSTER_INFO_2,"I tillegg til den ene som er aktivert, kan du lagre tre boostere for senere bruk. Du kan aktivere boostere med diamanter. Hvis du kommer over grensen for hvor mange du kan lagre, kan du velge å kaste en booster, bytte den nye boosteren med en lagret booster, eller bruke diamanter til å beholde den nye boosteren.\n\nOBS! Du kan ikke kjøpe ekstra boosterplasser permanent, bare midlertidig og for en spesifikk booster."
TID_BOOSTER_INFO_3,"Du kan ikke ha to aktive boostere av samme type samtidig. Hvis du aktiverer en identisk booster, blir den forrige kastet.\n\nHvis du ikke liker en booster, kan du kaste den. Kaster du en aktiv booster, kanselleres effekten."
TID_BOOSTER_INFO_4,"Når en booster er aktivert for noe på gården, får du se boosterens ikon i nærheten.\n\nBoostere kan skaffes på ulike måter, blant annet fra lykkehjulet, forundringskasser og gjennom å spille derbyet. Desto høyere nivå på derbyligaen, jo større sjanser har du til å få flotte boostere!"
TID_BOOSTER_TUTORIAL_1,Nå har vi noe nytt og spennende til gården din - boostere!\n\nBoostere gir gårdsdriften et løft. Ta en titt på dem nå!
TID_BOOSTER_TUTORIAL_2,Det finnes mange boostertyper som midlertidig forbedrer ulike ting!\n\nI boostermenyen finner du en infoknapp - trykk på den for å lese mer om boosterne!
TID_BOOSTER_TUTORIAL_3,Boosteren har gitt deg tre ekstra timer med Tom. God fornøyelse!
TID_BLACKBUNNY,Svart hare
TID_DECO_PARTY_BANQUET,Bankett
TID_DECO_BALLOON_BENCH,Ballongbenk
TID_DECO_BARREL_TABLE,Tønnebord
TID_DECO_WOODEN_SIGN,Treskilt
TID_DECO_WHITE_CHAIR,Hvit stol
TID_DECO_SWING_TREE,Tre med huske
TID_DECO_FLOWER_BUCKET1,Blå blomsterbøtte
TID_DECO_FLOWER_BUCKET2,Gul blomsterbøtte
TID_DECO_PURPLE_TREE,Lilla tre
TID_DECO_VIBRANT_TREE,Livfullt tre
TID_DECO_RED_TREE,Rødt tre
TID_DECO_ORANGE_TREE,Oransje tre
TID_DECO_YELLOW_TREE,Gult tre
TID_DECO_DESC_UNIQUE,Unik dekorasjon
TID_FLOATER_BOOSTER_FREE_TOM_ACTIVATED,<TIME> timer ekstra med Tom!
TID_FLOATER_BOOSTER_FREE_HELPER_ACTIVATED,<TIME> timer ekstra med <NAME>!
TID_SPECIAL_EXPANSIONS_COMING_SOON,Spesielle utvidelser låses opp på nivå <LEVEL>
TID_BOOSTER_TUTORIAL_1a,Trykk på Boosterlager-knappen for å aktivere en booster!
TID_BOOSTER_TUTORIAL_INFO_TITLE,Boosterinfo
TID_BOOSTER_TUTORIAL_INFO_1_1,"Boostere gir gårdsdriften et løft! De kan sette fart på spesifikke avlinger, få visse bygninger til å produsere raskere, og til og med fylle båtkasser for deg!"
TID_BOOSTER_TUTORIAL_INFO_1_2,Trykk på boosterne for å få mer informasjon om dem.
TID_BOOSTER_TUTORIAL_INFO_1_3,Du samler boostere og kan aktivere dem i en spesifisert periode. Sørg for at du får mest mulig ut av dem!
TID_BOOSTER_TUTORIAL_INFO_2_1,"I tillegg til den ene som er aktivert, kan du lagre tre boostere for senere bruk."
TID_BOOSTER_TUTORIAL_INFO_2_2,Du kan aktivere boostere med diamanter.
TID_BOOSTER_TUTORIAL_INFO_3_1,"Hvis du kommer over grensen for hvor mange du kan lagre, kan du velge å kaste en booster, bytte den nye boosteren med en lagret booster, eller bruke diamanter til å beholde den nye boosteren."
TID_BOOSTER_TUTORIAL_INFO_3_2,"OBS! Du kan ikke kjøpe ekstra boosterplasser permanent, bare midlertidig og for en spesifikk booster."
TID_BOOSTER_TUTORIAL_INFO_4_1,Du kan ikke ha to aktive boostere av samme type samtidig. Kast den aktive boosteren din hvis du ønsker å aktivere en annen av samme type.
TID_BOOSTER_TUTORIAL_INFO_4_2,"Hvis du ikke liker en booster, kan du kaste den. Kaster du en aktiv booster, kanselleres effekten."
TID_BOOSTER_TUTORIAL_INFO_5_1,"Når en booster er aktivert for noe på gården, får du se boosterens ikon i nærheten."
TID_BOOSTER_TUTORIAL_INFO_5_2,"Boostere kan skaffes på ulike måter, blant annet fra lykkehjulet, forundringskasser og gjennom å spille derbyet."
TID_BOOSTER_TUTORIAL_INFO_5_3,"Desto høyere nivå på derbyligaen, jo større sjanser har du til å få flotte boostere!"
TID_BOOSTER_TUTORIAL_INFO_ACTIVATE_DIAMONDS,5
TID_BOOSTER_TUTORIAL_INFO_5_PROGRESS_ITEM,Indigo
TID_BOOSTER_TUTORIAL_INFO_5_PROGRESS_TIME,3329
TID_CONFIRM_POPUP_ACTIVATE_BOOSTER_ANOTHER_BOOSTER_ACTIVE,Du har en aktiv booster av samme type. Kast den aktive boosteren før du aktiverer denne!
TID_DECO_EASTER_FLOWERS,Hareblomster
TID_DECO_FESTIVE_TREE,Høytidstre
TID_DECO_SPARKLING_TREE,Glitrende tre
TID_GIFT_BOOSTER1_TITLE,Boosterpakke
TID_GIFT_BOOSTER2_TITLE,Gyllen boosterpakke
TID_COMBO_TASKS_ORDER_TITLE,Bestillingsoppgave
TID_COMBO_TASKS_PICNIC_TITLE,Piknikoppgave
TID_COMBO_TASKS_BREAKFAST_TITLE,Frokostoppgave
TID_COMBO_TASKS_PETS_TITLE,Kjæledyroppgave
TID_COMBO_TASKS_BUDDIES_TITLE,Kompisoppgave
TID_COMBO_TASKS_ANGLER_TITLE,Fiskeoppgave
TID_COMBO_TASKS_BRUNCH_TITLE,Brunsjoppgave
TID_COMBO_TASKS_CHILLY_TITLE,Kjølig oppgave
TID_COMBO_TASKS_SWEETS_TITLE,Søtsakoppgave
TID_COMBO_TASKS_WARM_TITLE,Varm oppgave
TID_COMBO_TASKS_SPA_TITLE,Spaoppgave
TID_COMBO_TASKS_CORNUCOPIA_TITLE,Overflødighetshornoppgave
TID_COMBO_TASKS_TOUGH_TITLE,Vanskelig oppgave
TID_COMBO_TASKS_TOWNIES_TITLE,Byfolkoppgave
TID_COMBO_TASKS_CRAFTS_TITLE,Håndverksoppgave
TID_COMBO_TASKS_DAYTRIP_TITLE,Dagsturoppgave
TID_COMBO_TASKS_MARKET_TITLE,Markedsoppgave
TID_COMBO_TASKS_VEGAN_TITLE,Veganeroppgave
TID_COMBO_TASKS_MUSCLES_TITLE,Muskeloppgave
TID_COMBO_TASKS_NAME,Kombinasjonsoppgave
TID_BOOSTER_TUTORIAL_2_2,"Boostere kan mottas i belønning fra flere steder, blant annet fra derbyet, lykkehjulet og forundringskasser!"
TID_BOOSTERS_COMING_SOON,Boostere låses opp på nivå <LEVEL>
TID_FEATURE_BOOSTERS,Boostere
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_REPAIR_DOCS,Reparer bryggen før du aktiverer denne boosteren!
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_LOCKED,Ta deg til nivå <LEVEL> og lås opp <PARAM> før du aktiverer denne boosteren!
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_MISSING_BUILDING,Bygg en av produksjonsbygningene før du aktiverer denne boosteren!
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_MISSING_ONE_BUILDING,Bygg produksjonsbygningen før du aktiverer denne boosteren!
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_BOOSTER_LOCKED,Ta deg til nivå <LEVEL> for å aktivere denne boosteren!
TID_FEATURE_SPECIAL_EXPANSIONS,Spesielle utvidelser
TID_PUZZLE_PIECE_1,Puslespillbit
TID_PUZZLE_PIECE_1_DESCRIPTION,"Fås fra derbyet, båter eller forundringskasser."
TID_ELEPHANT_HOUSE,Elefanthus
TID_ELEPHANT_HOUSE_SHOP_DESCRIPTION,Har plass til <CAPACITY> elefanter
TID_ELEPHANT1,Grå elefant
TID_ELEPHANT1_DESCRIPTION,Mat dyret for å få poeng
TID_FLOATER_SANCTUARY_ANIMAL_HUNGRY,Mat reservatdyrene i huset deres.
TID_SANCTUARY_DECO_UNLOCK_TEXT,Lås opp <ANIMAL> i dyrereservatet
TID_ELEPHANT2,Brun elefant
TID_ELEPHANT2_DESCRIPTION,Mat dyret for å få poeng
TID_HIPPO1,Brun flodhest
TID_HIPPO1_DESCRIPTION,Mat dyret for å få poeng
TID_HIPPO2,Grå flodhest
TID_HIPPO2_DESCRIPTION,Mat dyret for å få poeng
TID_GIRAFFE1,Beige sjiraff
TID_GIRAFFE1_DESCRIPTION,Mat dyret for å få poeng
TID_GIRAFFE2,Gul sjiraff
TID_GIRAFFE2_DESCRIPTION,Mat dyret for å få poeng
TID_HIPPO_HOUSE,Flodhesthus
TID_HIPPO_HOUSE_SHOP_DESCRIPTION,Har plass til <CAPACITY> flodhester
TID_GIRAFFE_HOUSE,Sjiraffhus
TID_GIRAFFE_HOUSE_SHOP_DESCRIPTION,Har plass til <CAPACITY> sjiraffer
TID_FLOATER_SANCTUARY_ANIMAL_HABITAT_NEEDED,Du må først sette ut et hus til dyret!
TID_FLOATER_TYPE_SANCTUARY_ANIMAL_HABITAT_FULL,Alle dyrehusene er fulle!
TID_REPAIR_SANCTUARY_BOOKSTAND_TEXT,Reparer dyrereservatets bokstativ
TID_REPAIR_SANCTUARY_BOOKSTAND_TITLE,Vil du reparere dyrereservatets bokstativ?
TID_REPAIR_SANCTUARY_BOOKSTAND_YES,Start reparasjon
TID_FLOATER_INVALID_OBJECT_POSITION_REPAIR_SANCTUARY_BOOK,Reparer dyrereservatets bokstativ først for å plassere gjenstander der!
TID_FLOATER_INVALID_OBJECT_POSITION_CANNOT_PLACE_IN_SANCTUARY,Denne gjenstanden kan ikke utplasseres i dyrereservatet.
TID_FLOATER_INVALID_OBJECT_POSITION_CANNOT_PLACE_IN_DECO_EVENT,Denne gjenstanden kan ikke plasseres på designfestivalen.
TID_FLOATER_INVALID_OBJECT_POSITION_PLACE_ONLY_IN_SANCTUARY,Denne gjenstanden kan bare utplasseres i dyrereservatet.
TID_FLOATER_SANCTUARY_NATURAL_OBJECTS_COMING_SOON,Reparer dyrereservatets bokstativ for å rydde landet!
TID_SANCTUARY_BOOKSTAND,Dyrereservatets bokstativ
TID_NEWS_TODAY,I dag
TID_NEWS_YESTERDAY,I går
TID_NEWS_THIS_WEEK,Denne uken
TID_NEWS_LAST_WEEK,Forrige uke
TID_NEWS_OLDER,Gamle
TID_SANCTUARY_BOOK_LOCKED_ANIMAL,Låst
TID_SANCTUARY_BOOK_LOCKED_ANIMAL_DESCRIPTION,Låses opp når det første dyret av samme art er fullført
TID_BOAT_SPECIAL_REWARD_TOOLTIP,Fullfør denne båten for å få en bit til reservatpuslespillet
TID_SHOP_UNLOCK_ANIMAL_EXPANSION,Lås opp utvidelser i nærheten for å nå dyrereservatets bokstativ
TID_SHOP_REPAIR_BOOKSTAND,Reparer dyrereservatets bokstativ
TID_SHOP_COMPLETE_ANIMAL_PUZZLE,Samle puslespillbiter for å fullføre <ANIMAL>
TID_UPDATE_NOTIFICATION_IAP_OFFERS_DECORATIONS,Nå kan du få spesielle diamantpakker med eksklusive dekorasjoner!
TID_UPDATE_NOTIFICATION_IAP_OFFERS_BOOSTERS,Nå kan du få spesielle diamantpakker med verdifulle boostere!
TID_PASSENGER_REWARD_ANIMAL_GREETING1,Tusen takk for meg! Jeg gleder meg til å besøke dyrereservatet!
TID_PASSENGER_REWARD_ANIMAL_GREETING2,Byen din er flott! Og det finnes også et dyrereservat? Jeg ser frem til å se det!
TID_PASSENGER_REWARD_ANIMAL_GREETING3,Tusen takk for meg! Jeg stikker innom og tar en titt på dyrene før jeg drar hjem.
TID_PASSENGER_REWARD_ANIMAL_GREETING4,"For en flott by. Er det dyr jeg kan se der borte? Å, jeg må dra og se dem!"
TID_PASSENGER_REWARD_ANIMAL_GREETING5,Tusen takk for meg! Nå skal jeg besøke de fine dyrene i dyrereservatet!
TID_SANCTUARY_ANIMAL_COMPLETE,<ANIMAL> fullført!
TID_HERBIVORE_FOOD,Hvetepakke
TID_TOWN_HALL_PASSENGER_STATE_WALK_TO_SANCTUARY,På vei til dyrereservatet
TID_TOWN_HALL_PASSENGER_STATE_WAITING_AT_SANCTUARY,Besøker dyrereservatet
TID_DECO_BLUECAKE,Blå kake
TID_SANCTUARY_BOOK_STICKER_FIRST_ANIMAL,Utplasser <HABITAT> for å få dette dyret
TID_SANCTUARY_BOOK_STICKER_OTHER_ANIMAL,Oppgrader <HABITAT> for å få dette dyret
TID_FLOATER_SANCTUARY_ANIMAL_HABITAT_MAX_RANK,<PARAM> er på maksnivå!
TID_UPGRADE_SANCTUARY_ANIMAL_HABITAT_YES,Oppgrader
TID_UPGRADE_SANCTUARY_ANIMAL_HABITAT_TITLE,Vil du oppgradere dyrehuset?
TID_UPGRADE_SANCTUARY_ANIMAL_HABITAT_TEXT,"Oppgrader for å få plass til flere dyr. Jo flere dyr du legger til, jo morsommere får de det!"
TID_FLOATER_COMPLETE_NEXT_ANIMAL_REQUIRED,Samle puslespillbiter og fullfør det neste dyret for å oppgradere <PARAM>!
TID_BOAT_SPECIAL_REWARD,Ekstra belønninger
TID_DERBY_INFO_TITLE_7,Spesielle derbyregler
TID_DERBY_INFO_7,Det pågående derbyet har ingen spesielle regler!
TID_SANCTUARY_VISITOR1,Dyrene er så store!
TID_SANCTUARY_VISITOR2,Et slikt har jeg aldri sett før!
TID_SANCTUARY_VISITOR3,"Oi, dette er utrolig!"
TID_SANCTUARY_VISITOR4,De er så morsomme!
TID_SANCTUARY_VISITOR5,For et søtt ansikt!
TID_SANCTUARY_VISITOR_DROPOFF1,Her har du en gave!
TID_SANCTUARY_VISITOR_DROPOFF2,"Her, ta denne!"
TID_SANCTUARY_VISITOR_DROPOFF3,Tusen takk!
TID_SANCTUARY_VISITOR_DROPOFF4,Du gjorde dagen min fullkommen!
TID_SANCTUARY_VISITOR_DROPOFF5,Jeg håper du liker denne!
TID_BOOSTER_PACK_1,Boosterpakke 1
TID_BOOSTER_PACK_2,Boosterpakke 2
TID_BOOSTER_PACK_3,Boosterpakke 3
TID_SANCTUARY_TUTORIAL_1,"Se, det gamle dyrereservatet! Reparer perrongen, så prøver vi å gjøre dette til et flott hjem for mange dyr!"
TID_SANCTUARY_TUTORIAL_2,"Du verden, alt er så velstelt her! Det er perfekt for dyr som trenger et sted å være."
TID_SANCTUARY_TUTORIAL_3,La oss se i den gamle loggboken.
TID_SANCTUARY_TUTORIAL_4,Utplasser det opplåste dyrehuset i dyrereservatet
TID_SANCTUARY_TUTORIAL_5,Der kommer det!
TID_SANCTUARY_TUTORIAL_6,I gårdens fôrmølle kan du lage mat til dyrene i reservatet. Dyrene vil belønne deg med XP og godsaker hvis du holder dem tilfredse.
TID_SANCTUARY_TUTORIAL_7,"Gjestene liker å titte på dyrene. Ser de et dyr de liker, gir de deg belønninger!"
TID_SANCTUARY_TUTORIAL_8,"Samle puslespillbiter for å låse opp de andre dyrene. Bitene kan du få fra ulike steder, slik som derbyet, gårdskortet, forundringskasser og hendelser. God fornøyelse!"
TID_SANCTUARY_COMING_SOON,Lås opp utvidelser i nærheten for å få tilgang til dyrereservatet!
TID_DECO_BAOBABTREE,Baobabtre
TID_DECO_TERMITEMOUND,Termitt-tue
TID_DECO_ELEPHANTGRASS,Høyt gress
TID_DECO_MUDDYLOG,Tørr trestamme
TID_DECO_LALAPALM,Lala-palme
TID_DECO_ROCKFORMATION,Steinformasjon
TID_DECO_ACACIATREE,Akasietre
TID_DECO_ICEPLANT,Isplante
TID_DECO_ROCKPOND,Steindam
TID_DECO_SAVANNAHBUSH,Kort busk
TID_DECO_PALMTREE,Palmetre
TID_DECO_ALOEPLANT,Aloeplante
TID_DECO_HUGSTATUE,Klemmestatue
TID_SANCTUARY_INFO1,Velkommen til dyrereservatet. Her kan du beskytte ville dyr og gi dem et godt liv!
TID_SANCTUARY_INFO2,Samle puslespillbiter for å invitere dyr til reservatet. Det finnes 36 biter for hvert dyr.
TID_SANCTUARY_INFO3,"Puslespillbitene finner du i spesielle båter, i derbyet og i forundringskasser!"
TID_SANCTUARY_INFO4,"Når du har samlet alle puslespillbitene for et dyr, kan du plassere huset deres i reservatet, så kommer dyret!"
TID_SANCTUARY_INFO5,"Når du har samlet alle puslespillbitene for et til dyr av samme art, kan du oppgradere dyrehuset. Det er gratis og øyeblikkelig!"
TID_SANCTUARY_INFO6,Dyrene spaserer fritt omkring i reservatet.
TID_SANCTUARY_INFO7,I gårdens fôrmølle kan du lage vegetarisk fôr til de ville dyrene!
TID_SANCTUARY_INFO8,Av og til har en gjest lyst til å se et dyr.
TID_SANCTUARY_INFO9,"Hvis du har et slikt dyr i reservatet, drar gjesten innom der når han eller hun er ferdig med ærendet sitt i byen. Etterpå får du en belønning! Desto flere dyr du har, jo flere gjester kommer for å se å se på dem, og det betyr flere belønninger!"
TID_SANCTUARY_INFO10,"Dersom gjesten ønsker å se et dyr som ennå ikke finnes i reservatet, tar han eller hun det neste toget hjem som vanlig."
TID_DECO_HUGSTATUE_DESC,Dekorasjon til Hay Days femårsdag
TID_ADVANCED_EVENT_TITLE_5THBIRTHDAY,En stor klem til alle gårder!
TID_EVENT_PAMFLET_5THBIRTHDAY,Hay Days femårsdag feires med klemming av trær!
TID_ADVANCED_EVENT_TEXT_5THBIRTHDAY,"Det er Hay Days femårsdag, og vi vil at alle skal dele ut klemmer og ta del i kjærligheten! Få liv i så mange trær og busker som mulig før tiden er ute! Nå dine personlige mål for å få flotte belønninger. Resultatet ditt teller også mot nettsamfunnets mål totalt. Nå målet sammen med bønder fra hele verden, så får alle belønninger."
TID_ADVANCED_EVENT_NOTIFICATION_5THBIRTHDAY,"Det er Hay Days femårsdag, og en spesiell treklemmehendelse med flotte premier har nettopp startet! Ta en titt!"
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_5THBIRTHDAY,Bursdagshendelse
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_5THBIRTHDAY,"Hei, <NAME>! Vi takker alle som deltok i den spesielle treklemmehendelsen til bursdagen vår. Vi klarte dette sammen! Ta imot denne belønningen som takk for bidraget."
TID_SANCTUARYDECO_DESC,Pynt opp i dyrereservatet ditt
TID_SANCTUARY_INFO_TITLE,Info om dyrereservatet
TID_DERBY_THEME_MORE_INFO,Se side 7 for flere detaljer om spesialtemaet.
TID_ADVANCED_EVENT_SPECIAL_BOATS_UNAVAILABLE,Reparer dyrereservatets bokstativ for å delta i hendelsen.
TID_CANNOT_PARTICIPATE_IN_EVENT_CUSTOM_TITLE,Hendelsen er låst
TID_SANCTUARYBOOK_COMPLETED,Fullført!
TID_CALENDAR_EVENT_BOAT_ORDER_PUZZLEBONUS_TITLE,Elvebåtbonus: puslespillbit
TID_CALENDAR_EVENT_BOAT_ORDER_PUZZLEBONUS_TEXT,"Det er elvebåtsesong! Så lenge hendelsen varer, får du alltid en puslespillbit til dyrereservatet når du fullfører en båt! Ikke glem å besøke vennene dine og hjelpe dem med båtene deres også."
TID_CALENDAR_EVENT_PUZZLEBOAT_NOTIFICATION,En tidsbegrenset hendelse med en spesiell elvebåtbonus (puslespillbiter) har nettopp startet!
TID_MASSGIFT_5THBIRTHDAY_ANNOUNCEMENT_TEXT,Hay Day blir fem år! Vi gleder oss sånn til å feire med deg med jubel og klemmer! Så mange klemmer! Rene klemmebonanzaen. Vær på utkikk etter spennende måter å feire på - vi begynner med disse 10 diamantene!
TID_MASSGIFT_5THBIRTHDAY_CAKEGIFT_TEXT,"Vi ønsker å feire fem utrolige år sammen ved å gi deg denne spesielle bursdagsgaven. God fornøyelse, og takk for at du driver gård hos oss!"
TID_MASSGIFT_5THBIRTHDAY_100DIAMONDS_TEXT,Takk! For at dere samles. For at dere forteller oss historiene deres. For at dere deler opplevelsene deres i og utenfor spillet med oss. Dere er fantastiske! Som takk vil vi gjerne gi deg 100 diamanter. Uten spillere som deg kan vi ikke gjøre det vi gjør.
TID_MASSGIFT_5THBIRTHDAY_HEADER,Hay Days femårsdag
TID_BIRTHDAYCAKE_POSTMANPRESENT_NOTIFICATION,En helt spesiell bursdagsgave venter på deg. Ta en titt nå!
TID_UPDATE_NOTIFICATION_IAP_OFFERS_DECORATIONS_TAKEDOWN,De spesielle diamantpakkene med eksklusive dekorasjoner vil snart bli fjernet. Slå til nå!
TID_REQUIRES_SANCTUARY,Forutsetter reservatdyr
TID_REQUIRES_HERBIVORE,Forutsetter en planteeter fra dyrereservatet
TID_REQUIRES_CARNIVORE,Forutsetter en kjøtteter fra dyrereservatet
TID_BOOSTER_MORE_XP_BONUS,Ekstra!
TID_DERBY_TASKS_TAB_DERBY,Derby
TID_DERBY_TASKS_TAB_BINGO,Bingokort
TID_DERBY_TASKS_TAB_BINGO_INTRO_POINTS_TITLE,Utfør de anviste derbyoppgavene og fyll én eller flere bingolinjer for å få ekstra derbypoeng!
TID_DERBY_TASKS_TAB_BINGO_INTRO_REWARDS_TITLE,Utfør de anviste derbyoppgavene og fyll én eller flere bingolinjer for å få ekstra belønninger!
TID_DERBY_TASKS_TAB_BINGO_INTRO_TITLE,Bli med i derbyet!
TID_DERBY_TASKS_TAB_BINGO_INTRO_TEXT,Velg en derbyoppgave og start bingoen!
TID_DERBY_TASKS_TAB_BINGO_COMPLETE_POINTS_TITLE,Du har fullført bingoderbyet denne uken!
TID_DERBY_TASKS_TAB_BINGO_COMPLETE_POINTS_TEXT_1,Nabolaget ditt fikk et ekstra
TID_DERBY_TASKS_TAB_BINGO_COMPLETE_POINTS_TEXT_2,bonuspoeng. Gratulerer!
TID_DERBY_TASKS_TAB_BINGO_COMPLETE_REWARDS_TEXT_1,Du fikk <COUNT> ekstra belønning(er)! Du kan hente dem i Belønninger-fanen når derbyet er over.
TID_BINGO_TOOLTIP_DESCRIPTION,Fullfør <COUNT> x <TASK>
TID_BINGO_TASK_AMOUNT,<COUNT>/<MAX>
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_TITLE,Ekstra derbypoeng:
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_TEXT,1 x bingo = <POINTS1>\n2 x bingo = <POINTS2>\n3 x bingo = <POINTS3>
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_TITLE,Ekstra belønninger:
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_TEXT,1 x bingo = 1 belønning\n2 x bingo = 2 belønninger\n3 x bingo = 3 belønninger
TID_BINGO_TOOLTIP_DESCRIPTION_INCOMPLETE,<COUNT>/<MAX> fullført
TID_BINGO_TOOLTIP_DESCRIPTION_COMPLETE,Fullført!
TID_DERBY_TASK_LOG_BINGO_TITLE_NAME,Bingobelønninger
TID_DERBY_TASK_LOG_BINGO_TITLE_LINES,Bingoer
TID_DERBY_TASK_LOG_BINGO_TITLE_POINTS,Poeng
TID_NEIGHBORHOOD_DERBY_LOG_BINGO_LINES,<COUNT>
TID_NEIGHBORHOOD_DERBY_LOG_BINGO_POINTS,<POINTS>
TID_CANNOT_PARTICIPATE_IN_EVENT_REP_TOO_LOW,Du må ha omdømmenivå <LEVEL> for å delta i denne hendelsen. Fortsett å servere gjester i byen for å gå opp i nivå.
TID_CANNOT_PARTICIPATE_IN_EVENT_REP_TOO_LOW_TITLE,Omdømmet ditt er for lavt
TID_DECO_CAT_ALL,Dekorasjoner
TID_DECO_CAT_COIN,Mynter
TID_DECO_CAT_DIAMONDS,Diamanter
TID_DECO_CAT_VOUCHERS,Kuponger
TID_DECO_CAT_NATURE,Natur
TID_DECO_CAT_SPECIAL,Belønninger
TID_DECO_CAT_FARMITEMS,Landbruk
TID_DECO_CAT_FENCEPATHS,Gjerder og stier
TID_DECO_CAT_SANCTUARY,Dyrereservat
TID_DECO_CAT_SEASONAL,Sesongavhengig
TID_DECO_CAT_STATUES,Pynt
TID_DECO_CAT_STORAGE,Lager
TID_SHOP_CAT_HABITATS,Dyrehjem
TID_SHOP_CAT_ANIMALS,Dyr
TID_SHOP_CAT_BUILDINGS,Produksjonsbygninger
TID_SHOP_CAT_FRUIT_TREES,Trær og busker
TID_SHOP_CAT_DECOS,Dekorasjoner
TID_SHOP_CAT_SERVICE_BUILDINGS,Bygninger
TID_SHOP_CAT_SANCTUARY_HABITATS,Dyrehjem
TID_DECO_CAT_DISCOUNT,Rabatt
TID_SHOP_EMPTY_CAT_GENERAL,Fortsett å spille for å låse opp gjenstander her
TID_SHOP_EMPTY_CAT_STORAGE,"Gjenstander du lagrer, vil vises her"
TID_SHOP_EMPTY_CAT_SEASONAL,Spesielle sesongavhengige gjenstander vil vises her når de er tilgjengelige
TID_SHOP_EMPTY_CAT_DISCOUNT,Rabatterte gjenstander vil vises her når de er tilgjengelige
TID_SHARE_DIALOG_TITLE,Del
TID_SHARE_DIALOG_COPY_ALERT_MESSAGE,Lenke kopiert til utklippstavle
TID_SHARE_DIALOG_COPY_ALERT_BUTTON,OK
TID_COPIED_TO_DEVICE_CLIPBOARD_GENERIC,Kopiert til enhetens utklippstavle!
TID_FLOATER_BINGO_TASK_NOT_MEETING_LEVEL_REQUIREMENTS,Du har for lavt nivå til å fullføre denne oppgaven!
TID_INBOX_NEIGHBORHOOD_DERBY_AUTO_OPT_OUT_OLD,Du er utelukket fra derbyet siden du ikke har vært aktiv i spillet på over en måned. Gå til derbyboden hvis du ønsker å være med.
TID_INBOX_NEIGHBORHOOD_DERBY_AUTO_OPT_OUT,Du er utelukket fra derbyet siden du ikke har vært aktiv i spillet på over to uker. Gå til derbyboden hvis du ønsker å være med.
TID_BOOSTER_SLOT_PURCHASED_SLOTS,Du kjøpte <COUNT>
TID_ACHIEVEMENT_SANCTUARY_ANIMALS,Savannereservat
TID_ACHIEVEMENT_SANCTUARY_ANIMALS_DESCRIPTION,Samle <NUMBER> savannedyr til reservatet ditt
TID_ACHIEVEMENT_SANCTUARY_ANIMALS_CALFS,Savanneunger
TID_ACHIEVEMENT_SANCTUARY_ANIMALS_CALFS_DESCRIPTION,Samle <NUMBER> savanne-dyreunger til reservatet ditt
TID_ACHIEVEMENT_SANCTUARY_ANIMALS_FED,Stor appetitt
TID_ACHIEVEMENT_SANCTUARY_ANIMALS_FED_DESCRIPTION,Mat reservatdyr <NUMBER> ganger
TID_ACHIEVEMENT_DERBY_BINGO_LINES,Bingobonanza
TID_ACHIEVEMENT_DERBY_BINGO_LINES_DESCRIPTION,Få <NUMBER> linjer i bingoderbyer
TID_BINGO_REWARD_PROMPT_TEXT,Få bingo for å motta ekstra belønninger!
