TID,SV
TID_CRATES_CHUNKYPLASTIC_GARDEN,Rejäla i trädgårdsstil
TID_CRATES_CHUNKYPLASTIC_BLUE,Rejäla vita
TID_CRATES_BUNTING_YELLOW,Inslagna gula
TID_CRATES_BUNTING_PINK,Inslagna rosa
TID_CRATES_BUNTING_GREEN,Inslagna gröna
TID_CRATES_BUNTING_BLUE,Inslagna blå
TID_CRATES_WOOD05_TARP_YELLOW,Gul ram
TID_CRATES_WOOD05_TARP_SALMON,Orange ram
TID_CRATES_WOOD05_TARP_GREEN,Grön ram
TID_CRATES_WOOD05_TARP_VINTAGE,Pastellram
TID_CRATES_WOOD05_TARP_OLIVE,Olivgrön ram
TID_CRATES_ORIGINAL_GREEN,Grönt trä
TID_CRATES_ORIGINAL_BLUEDARK,Mörkt trä
TID_CRATES_ORIGINAL_PURPLE,Lila trä
TID_MARQUEES_ORIGINAL_PINKYELLOW,Färgstarka ränder
TID_MARQUEES_ORIGINAL_BLUEYELLOW,Gula ränder
TID_MARQUEES_ORIGINAL_ORANGEWHITE,Orange ränder
TID_MARQUEES_ORIGINAL_PURPLEBLUE,Mörka ränder
TID_MARQUEES_ORIGINAL_GREENS,Gröna ränder
TID_MARQUEES_ORIGINAL_REDWHITE,Originalränder
TID_MARQUEES_RAINBOW,Regnbågsfärgad
TID_MARQUEES_RAINBOW02,Mörkt regnbågsfärgad
TID_MARQUEES_STRAW_YELLOW,Gult hö
TID_MARQUEES_STRAW1_PINK,Rosa hö
TID_MARQUEES_STRAW1_GREEN,Mörkt hö
TID_MARQUEES_STRAW1_DARK,Nyslaget hö
TID_MARQUEES_TILES_BLACK,Släta svarta
TID_MARQUEES_TILES01_PURPLE,Släta lila
TID_MARQUEES_TILES01_KINDARED,Släta röda
TID_MARQUEES_TILES01_GREEN,Släta gröna
TID_MARQUEES_TILES01_BLUE,Släta blå
TID_MARQUEES_UMBRELLA01_RED,Rött parasoll
TID_MARQUEES_UMBRELLA01_BLUE,Blått parasoll
TID_MARQUEES_UMBRELLA01_GREEN,Grönt parasoll
TID_MARQUEES_UMBRELLA01_BLUPLE,Lila parasoll
TID_MARQUEES_UMBRELLA01_BRIGHT,Färgstarkt parasoll
TID_MARQUEES_UMBRELLA01_YELLOW,Gult parasoll
TID_MARQUEES_UMBRELLA01_BARBIE,Rosa parasoll
TID_MARQUEES_WOOD02_PLANKS_KINDARED,Rött trä
TID_MARQUEES_WOOD02_PLANKS_GREEN,Grönt trä
TID_MARQUEES_WOOD02_PLANKS_SPOOKY_PURPLE,Lila trä
TID_MARQUEES_WOOD02_PLANKS_BLACK,Svart trä
TID_MARQUEES_WOOD02_PLANKS_BLUE,Blått trä
TID_MARQUEES_WOOD02_PLANKS_BROWN,Brunt trä
TID_MARQUEES_WOOD02_PLANKS_LIGHT_BROWN,Ljust trä
TID_MARQUEES_WOOD01_PLANKS_DARK,Mörka plankor
TID_MARQUEES_WOOD01_BROWN,Plankor
TID_MARQUEES_SANCTUARY_YELLOW,Gul kanvas
TID_MARQUEES_SANCTUARY_PINK,Rosa kanvas
TID_MARQUEES_SANCTUARY_VINTAGE,Pastellkanvas
TID_MARQUEES_SANCTUARY_OLIVE,Olivgrön kanvas
TID_MARQUEES_BUNTING_RED,Röda vimplar
TID_MARQUEES_BUNTING_PINK,Rosa vimplar
TID_MARQUEES_BUNTING_YELLOWBLUE,Gula vimplar
TID_MARQUEES_BUNTING_BLUE,Blå vimplar
TID_FEATURE_BUILDER,Byggarbetare
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CONTACT_PS,Kontakta support
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CANCEL,Avbryt
TID_ERROR_POP_UP_BANNED_BUTTON_CANCEL,Avbryt
TID_STYLE_GUIDE_SETNAME_ROADSIDE1,Festivalstil
TID_STYLE_GUIDE_SETNAME_ROADSIDE2,Rustik stil
TID_STYLE_GUIDE_SETNAME_ROADSIDE3,Regnbågsstil
TID_STYLE_GUIDE_SETNAME_ROADSIDE4,Pastellstil
TID_STYLE_GUIDE_SETNAME_ROADSIDE5,Marknadsstil
TID_FRUIT_TREE_HUD_HELP_ALREADY_REQUESTED,Hjälpskylt uppsatt. Be dina vänner att återuppliva!
TID_CUSTOMIZE_TITLE_VISITING,Anpassningar
TID_TOWNHALL_SETTINGS_TITLE,Inställningar
TID_TOWNHALL_SORTING_SETTINGS_ALL_TAB,Sortera efter: ALLA
TID_TOWNHALL_SORTING_SETTINGS_IDLE_TAB,Sortera efter: GÖR INGET
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TAB,Sortera efter: BETJÄNAR
TID_TOWNHALL_SORTING_SETTINGS_READY_TAB,Sortera efter: REDO
TID_TOWNHALL_SORTING_SETTINGS_WAITING_TAB,Sortera efter: VÄNTAR
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TIME_LEFT,"Betjänar, tid kvar"
TID_TOWNHALL_SORTING_SETTINGS_NUMBER_OF_BUILDINGS_LEFT,Efter antal kvarvarande byggnader
TID_TOWNHALL_SORTING_SETTINGS_BUILDING_TYPE,Efter byggnadstyp
TID_TOWNHALL_SORTING_SETTINGS_PASSENGER_TYPE,Efter besökartyp
TID_FLOATER_COMPLETE_TASK_AND_CLAIM_REWARDS_AFTER_DERBY,Slutför minst ett derbyuppdrag för att få dina belöningar när derbyt är slut!
TID_DERBY_REWARDS_BUTTON_DISMISS,OK
TID_DERBY_OVER_REWARDS_KEYS_TEXT_COMPLETE_MORE_TASKS,Slutför minst ett derbyuppdrag för att få belöningar!
TID_DERBY_OVER_TEXT_PRIZE_COMPLETE_MORE_TASKS,Ditt kvarter blev bland de tre bästa! Dina grannar slutförde uppdrag och fick fina belöningar. Slutför minst ett uppdrag i nästa derby för att få topp 3-belöningarna!
TID_DERBY_OVER_BUTTON_COMPLETE_MORE_TASKS,OK
TID_TACKLE_BOX_FULL_DESCRIPTION_AT_HOME_FARM,Fiskelådan är full! Gå till fiskeområdet och skaffa mer utrymme genom att uppgradera den.
TID_TACKLE_BOX_FULL_BUTTON,OK
TID_NEIGHBORHOOD_EDIT_TAGS,Redigera taggar
TID_NHSEARCH_TAGCOUNT,<SELECTED> av <MAX> taggar valda
TID_NHSEARCH_EDIT_TAGS_BUTTON_ADD,OK
TID_NHRECOMMENDED_TITLE,Gå med i ett kvarter
TID_NHRECOMMENDED_INFO1,"Chatta, byteshandla och spela derbyn med andra!"
TID_NHRECOMMENDED_DESC,Det roligaste sättet att spela!
TID_NHEDIT_TITLEMOTTO,Beskrivning:
TID_NHEDIT_MOTODESC,Visas endast på kvarterets informationssida och bland rekommendationerna.
TID_NHEDIT_TITLEDESC,Extrainfo:
TID_NHEDIT_DESCDESC,Visas endast på kvarterets informationssida.
TID_NHEDIT_TAGTITLE,Kvarterstaggar:
TID_NH_TAGCLOUD_TITLE,Välj taggar
TID_NH_TAGCLOUD_DESC,Lägg till taggar för att göra kvarteret enklare att hitta!
TID_NHSEARCH_MEMBERS,Medlemmar
TID_NAME_YOUR_PET,Ge husdjuret ett namn
TID_NAME_YOUR_PET_FAILED,OGILTIGT NAMN!
TID_NHPAGE_TITLE_DESC,Extrainfo:
TID_NHSEARCH_JOINTYPE,Kvarterstyp
TID_NHSEARCH_LANGUAGE,Chattspråk
TID_NHSEARCH_DERBYLEAGUE,Derbyliga
TID_NHSEARCH_TAGS,Taggar
TID_ADVANCED_SEARCH,Avancerat
TID_NH_INFO_MEMBERS,Medlemmar
TID_NH_INFO_TYPE,Medlemskrav
TID_NH_INFO_REQUIRED_LEVEL,Nivå som krävs
TID_NH_INFO_LANGUAGE,Språk
TID_NH_INFO_DERBYLOG,Derbylogg
TID_NH_INFO_DERBYLEAGUE,Derbyliga
TID_POPUPCATALOG_BUYBACK_TITLE,Installera <PART>?
TID_POPUPCATALOG_BUYBACK_DESC,<NAME>
TID_POPUPCATALOG_BUYBACK_BUTTON_BUILD_AGAIN,Bygg igen
TID_CATALOG_BUYBACK,Bygg igen
TID_FLOATER_STICKER_BOOK_ITEM_ALREADY_INSTALLED,<PARAM> har redan installerats!
TID_FLOATER_BUILDER_ARRIVES_IN,Byggarbetaren kommer om <TIME>
TID_LEAGUE_ANY,Alla
TID_LANGUAGE_ANY,Alla
TID_JOINTYPE_ANY,Alla
TID_NEIGHBORHOOD_TAB_INFO,Info
TID_NEIGHBORHOOD_TAB_SEARCH,Sök
TID_NEIGHBORHOOD_TAB_CREATE,Skapa
TID_NEIGHBORHOOD_TAB_TROPHIES,Pokaler
TID_NEIGHBORHOOD_TAB_MEMBERS,Medlemmar
TID_NEIGHBORHOOD_TAB_RECOMMENDED,Rekommenderas
TID_NHSEARCH_PROMPT,Sök efter kvartersnamn eller -taggar
TID_NHTAG_CHATTY,Pratsamt
TID_NHTAG_QUIET,Tyst
TID_NHTAG_INTERNATIONAL,Internationellt
TID_NHTAG_DERBYFOCUSED,Derbyfokus
TID_NHTAG_DERBYCASUAL,Avslappnat\nderby
TID_NHTAG_DERBY320,Derby: endast 320
TID_NHTAG_LOVESTOWN,Byspelare
TID_NHTAG_HELPERS,Hjälpredor
TID_NHTAG_TRADERS,Byteshandlare
TID_ACCOUNT_DELETION_WARNING_TEXT,Du har begärt att det här kontot ska raderas. Du har <TIME> på dig att ångra borttagandet.
TID_NEIGHBORHOOD_SEARCH_ADVANCED_OPTIONS_INFO,"Välj de avancerade alternativen för att filtrera efter språk, derbyliga eller taggar"
TID_JOINTYPE_ONLY_JOINABLE,Endast de jag kan gå med i
TID_NHTAG_DERBYANY,Derby: alla uppdrag
TID_NHTAG_FUN,Roligt
TID_NHTAG_ACTIVE,Aktivt
TID_NHTAG_COMPETITIVE,Tävlingsinriktat
TID_MINT,Mynta
TID_WATERMELON,Vattenmelon
TID_BELLPEPPER,Paprika
TID_PLUMTREE,Plommonträd
TID_PLUM,Plommon
TID_PRODUCT_VEGGIEDIPS,Grönsakstallrik
TID_PRODUCT_MINTICECREAM,Myntaglass
TID_PRODUCT_PEPPERSOUP,Paprikasoppa
TID_PRODUCT_MINTTEA,Myntate
TID_PRODUCT_WATERMELONLEMONADE,Vattenmelonsjuice
TID_PRODUCT_PLUMJAM,Plommonsylt
TID_PRODUCT_PLUMSMOOTHIE,Plommonsmoothie
TID_NEIGHBORHOOD_PROFANITIES_IN_MOTTO,Ogiltig text!
TID_DECO_AXESTUMP,Huggkubbe
TID_DECO_WITCHCAT,Häxkattstaty
TID_DECO_PRODUCECRATES,Varulådor
TID_DECO_RAKE,Räfsa
TID_DECO_LEAFPILE,Lövhög
TID_DECO_MUSHROOMPATH,Svampstig
TID_DECO_BEACHSIGN,Strandskylt
TID_DECO_COOLER,Kylväska
TID_DECO_FISHFLOATIE,Fiskbadring
TID_DECO_SANDPATH,Sandgång
TID_DECO_SURFBOARDFENCE,Surfstaket
TID_DECO_PINWHEEL,Vindsnurra
TID_DECO_DECOH,Dekorativt H
TID_DECO_DECOA,Dekorativt A
TID_DECO_DECOY,Dekorativt Y
TID_DECO_DECOD,Dekorativt D
TID_DERBY_BLOSSOM_TASK_TITLE,Blomsteruppdrag
TID_DERBY_BLOSSOM_TASK_DESC,"När du slutför det här uppdraget så hamnar det på tavlan igen, och då med extrapoäng!"
TID_ADD_MORE_NH_MEMBERS_DETAILS,Bjud in andra att delta och glöm inte att uppdatera kvarterets tagg så att andra kan hitta det!
TID_ADD_NH_MEMBERS_PROMPT,Kvarteren blir roligare tillsammans!
TID_NHINFO_TAGTITLE,Kvarterstaggar:
TID_HELPSHIFT_REQUIRES_OPTIONAL_UPDATE,Uppdatera Hay Day för att kontakta supporten
TID_CATALOG_BUYBACK_INSTALLED,Installerat just nu
TID_PLUM_TREE_FB_HELP_TEXT,Mitt plommonträd behöver verkligen vattnas. Kan du hjälpa till?
TID_PRODUCT_PLUM_DESCRIPTION,Samlas in från plommonträd
TID_TREE_PLUMTREE_DESCRIPTION,Kan skördas tre gånger
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED_ONCE,Du har tagit dig an det här uppdraget tidigare. Be dina grannar att slutföra det!
TID_CUSTOMIZE_BTN_STYLE_INFO_TOOLTIP,Det här föremålet är en del av en stil. Kolla in stilboken om du vill veta mer!
TID_NH_INFO_TYPE_SHORT,Typ
TID_BOOSTER_MORE_CASH,Fler mynt
TID_BOOSTER_DESCRIPTION_MORE_CASH,"Bondgårdsbesökare och varubils-, båt- och bybeställningar ger dig <NUMBER> % fler mynt under de kommande <TIME> timmarna"
TID_BOOSTER_HEAVIER_FISH,Tyngre fiskar
TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,Du får <NUMBER> % tyngre fiskar när du fiskar under de kommande <TIME> timmarna.
TID_BOOSTER_MINING_MORE_ORES,Mer malm
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_MULTIPLE,Alla gruvverktyg ger dig <NUMBER> extra malm när du använder dem under de kommande <TIME> minuterna.
TID_CALENDAR_EVENT_PEOPLE_SPECIAL_REQUEST_TITLE,Gårdsrea!
TID_CALENDAR_EVENT_PEOPLE_ORDER_SPECIAL_REQUEST_TEXT,"Det är dags att dekorera om! Under det här evenemanget vill besökarna på din gård köpa prydnader, så lägg de prydnader du inte vill ha i lagret och sätt igång att sälja dem!"
TID_NOTIFICATIONS_SETTINGS_LIVE_SHOP_OFFERS,Butiksnotiser
TID_NEIGHBORHOOD_DERBY,Kvartersderby
TID_NEIGHBORHOOD_ONLINE_MEMBER_COUNT,<ONLINE> av <MAX> grannar är online
TID_VISITOR_HELP_RECEIVED_FROM_FRIEND,<PARAM> hjälpte din besökare!
TID_VISITOR_HELP_RECEIVED_FROM_ANONYMOUS,Någon hjälpte din besökare!
TID_STREAM_EVENT_VISITOR_HELP_REQUESTED,Min by behöver hjälp!
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_SINGLE,Alla gruvverktyg ger dig <NUMBER> extra malm när du använder dem under de kommande <TIME> minuterna.
TID_BODY_RUSTY_YELLOW,Rostgult
TID_BODY_RUSTY_RED,Rostrött
TID_BODY_RUSTY_BLUE,Rostblått
TID_BODY_RUSTY_PINK,Rostrosa
TID_CANNOT_OPEN_CALENDAR_EVENT_GIFT_BOX,Nästan klar! Kom tillbaka om <NUMBER> dag(ar) för att öppna den här presenten.
TID_CALENDAR_EVENT_GIFT_BOX_ALREADY_OPENED,Den här presenten har redan öppnats!
TID_STYLE_GUIDE_SETNAME_HOUSE6,Gullig stil
TID_STYLE_GUIDE_SETNAME_HOUSE7,Fiskarstil
TID_STYLE_GUIDE_SETNAME_TRUCK6,Gammaldags stil
TID_STYLE_GUIDE_SETNAME_TRUCK7,Röd stil
TID_STYLE_GUIDE_SETNAME_ROADSIDE6,Sommarstil
TID_STYLE_GUIDE_SETNAME_ROADSIDE7,Blå stil
TID_STREAM_EVENT_TRUCK_ORDER_HELP_REQUESTED,Min gård behöver hjälp med en varubilsbeställning!
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_FRIEND,<PARAM> hjälpte till med din varubilsbeställning!
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_ANONYMOUS,Någon hjälpte till med din varubilsbeställning!
TID_ORDER_TABLE_WAITING_TEXT_REQUEST_HELP,Bonden behöver inte hjälp med den här beställningen just nu
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,Gå med i ett kvarter för att erbjuda extrahjälp!
TID_TRUCK_ORDER_EXTRA_HELP_INVITE_NEIGHBORHOOD,Bjud in <PARAM> till ditt kvarter för att erbjuda extrahjälp med varubilsbeställningen!
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,Gå med i den här bondens kvarter för att erbjuda extrahjälp!
TID_VISITOR_HELP_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,Gå med i ett kvarter för att erbjuda extrahjälp!
TID_VISITOR_HELP_EXTRA_HELP_INVITE_NEIGHBORHOOD,Bjud in <PARAM> till ditt kvarter för att erbjuda extrahjälp med besökaren!
TID_VISITOR_HELP_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,Gå med i den här bondens kvarter för att erbjuda extrahjälp!
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,OK
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,Mer hjälp
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,Gå med i ett kvarter för att få extrahjälp med besökaren!
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,OK
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,Mer hjälp
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,Gå med i ett kvarter för att få extrahjälp med varubilsbeställningen!
TID_DECO_GNOMEELF,Alvtomte
TID_DECO_GNOMEFIREFIGHTER,Brandmanstomte
TID_DECO_GNOMEANGLER,Fiskartomte
TID_DECO_GNOMEFLOWER,Blomtomte
TID_DECO_GNOMEMUSICIAN,Musikertomte
TID_DECO_GNOMEPAINTER,Konstnärstomte
TID_DECO_GNOMEPOLICE,Polistomte
TID_DECO_GNOMESKI,Skidtomte
TID_DECO_SLOPE,Skidbacke
TID_DECO_ICYFISHPOND,Fiskehål
TID_DECO_GINGERTRAIN,Pepparkakståg
TID_DECO_ICESHEEP,Isfår
TID_TRUCK_ORDER_REWARDS_SENT_TO_FRIEND,Varubilsbelöningar skickade till hjälpredan <PARAM>!
TID_TRUCK_ORDER_REWARDS_SENT_TO_ANONYMOUS,Varubilsbelöningar skickade till hjälpreda!
TID_SETTINGS_NEW_FACEBOOK,Logga in på Facebook för att spara din bondgård och spela på flera enheter.
TID_SETTINGS_NEW_SUPERCELLID,Logga in på Supercell ID för att spara din bondgård och spela på flera enheter.
TID_SETTINGS_NEW_GOOGLEPLAY,Logga in på Google Play för att spara din bondgård och spela på flera enheter.
TID_SETTINGS_NEW_FB_SCID,Logga in på Supercell ID eller Facebook för att spara din bondgård och spela på flera enheter.
TID_SETTINGS_NEW_FB_GP,Logga in på Google Play eller Facebook för att spara din bondgård och spela på flera enheter.
TID_SETTINGS_NEW_SCID_GP,Logga in på Google Play eller Supercell ID för att spara din bondgård och spela på flera enheter.
TID_SETTINGS_NEW_FB_SCID_GP,"Logga in på Google Play, Supercell ID eller Facebook för att spara din bondgård och spela på flera enheter."
TID_HELP_REQUEST_LIMIT_REACHED,Du kan be om mer hjälp i morgon!
TID_FARM_LIKED_SHORT,Gård gillad!
TID_FARM_ALREADY_LIKED_SHORT,Har redan gillats.
TID_VISITOR_HELP_REWARDS_SENT_TO_FRIEND,Besökarbelöningar skickade till hjälpredan <PARAM>!
TID_VISITOR_HELP_REWARDS_SENT_TO_ANONYMOUS,Besökarbelöningar skickade till hjälpreda!
TID_TRUCK_HELP_FAILED_LEVEL_REQUIREMENTS,Nå nivå <LEVEL> för att låsa upp <ITEM>!
TID_BUY_DIAMONDS_UPCOMING_OFFER_TIMER,Tillgängligt om <TIME>
TID_CUCUMBER,Gurka
TID_PINEAPPLE,Ananas
TID_EGGPLANT,Aubergine
TID_BROCCOLI,Broccoli
TID_PINEAPPLE_CAKE,Ananastårta
TID_PRODUCT_EGGPLANT_PARMESAN,Auberginegratäng
TID_GRILLED_EGGPLANT,Grillad aubergine
TID_PINEAPPLE_JUICE,Ananasjuice
TID_PRODUCT_BROCCOLISOUP,Broccolisoppa
TID_PRODUCT_CUCUMBERSANDWICH,Gurkmacka
TID_PRODUCT_CUCUMBERSMOOTHIE,Gurksmoothie
TID_PRODUCT_BROCCOLIMAC,Broccolipasta
TID_FEATURE_POPUP_TIMER,Slutar om: <TIME>
TID_FEATURE_POPUP_PREPARATION_TIMER,Startar om: <TIME>
TID_FEATURE_POPUP_EVENT_FINISHED,Evenemanget är slut!
TID_DEFAULT_NEIGHBORHOOD_NAME,Mitt kvarter
TID_DECO_BEACHTOYS,Strandleksaker
TID_DECO_SCUBAGEAR,Dykutrustning
TID_DECO_BASKETBALLHOOP,Basketkorg
TID_DECO_GOALPOST,Fotbollsmål
TID_DECO_MAPLEBONSAI,Bonsailönn
TID_DECO_PINEBONSAI,Bonsaitall
TID_DECO_COLUMNPOT,Kruka på pelare
TID_DECO_LARGEPOT,Stor kruka
TID_DECO_RUSTICPOT,Rustik kruka
TID_DECO_BIGDRUM,Stor trumma
TID_DECO_GONG,Gonggong
TID_DECO_PIGSTATUE,Grisstaty
TID_DECO_FIREWORKSCART,Fyrverkerivagn
TID_DECO_STARRYARCH,Stjärnvalv
TID_DECO_PIANO,Piano
TID_DECO_LOVELYBRIDGE,Vacker bro
TID_DECO_LOVELYBENCH,Vacker bänk
TID_DECO_REDFENCE,Rött staket
TID_DECO_STARFENCE,Stjärnstaket
TID_BARN_OFFER_TITLE,Direktuppgradering av ladan!
TID_BARN_OFFER_FLIP_TEXT,Skaffa <FREE_AFTER_AMOUNT> mer lagerutrymme i din lada nu!\n\n<CONTENTS>
TID_BARN_OFFER_FLIP_TEXT2,Lägre pris! Skaffa en direktuppgradering av ladan!
TID_OFFER_PURCHASABLE_ONCE,Det här erbjudandet kan bara köpas en gång.
TID_OFFER_VALUES_TITLE,Värde:
TID_SILO_OFFER_TITLE,Direktuppgradering av silon!
TID_SILO_OFFER_FLIP_TEXT,Skaffa <FREE_AFTER_AMOUNT> mer lagerutrymme i din silo nu!\n\n<CONTENTS>
TID_SILO_OFFER_FLIP_TEXT2,Lägre pris! Skaffa en direktuppgradering av silon!
TID_BOOSTER_OFFER_TITLE,Boostererbjudande
TID_BOOSTER_OFFER_FLIP_TEXT,<CONTENTS>
TID_OFFER_BOOSTER_FREE_STORAGE_TEXT,Dessa boosters tar inte upp någon plats i lagret.
TID_BOOSTER_OFFER_RANDOM_ENTRY,- <AMOUNT> slumpmässiga boosters med minst <STARS> stjärnor
TID_BOOSTER_OFFER_RANDOM5STARS_ENTRY,- <AMOUNT> slumpmässiga boosters med 5 stjärnor!
TID_BUNDLE_OFFER_TITLE,Paketerbjudande
TID_BUNDLE_OFFER_FLIP_TEXT,<CONTENTS>
TID_OFFER_CONTENTS_TITLE,Erbjudandet ger dig:
TID_OFFER_CONTENTS_ENTRY,- <AMOUNT>x <NAME>
TID_OFFER_CONTENTS_BOOSTER_ENTRY,- <AMOUNT>x <NAME> (<STARS> stjärnor)
TID_PERCENTAGE_OFFERS,<NUMBER>%
TID_MYSTERY_BOX_TYPE_BRONZE,Vanlig låda
TID_MYSTERY_BOX_TYPE_SILVER,Stor låda!
TID_MYSTERY_BOX_TYPE_GOLD,Enorm låda!
TID_OFFER_ENDING_SOON,Slutar snart
TID_NEW,Ny
TID_FREE,Gratis
TID_OFFER_BOOSTER_FASTER_PRODUCTION1,"- <AMOUNT>x <NAME>: Popcornkastrull, pajugn och vävstol (<STARS> stjärnor)"
TID_OFFER_BOOSTER_FASTER_PRODUCTION2,"- <AMOUNT>x <NAME>: Symaskin, tårtugn och juicepress (<STARS> stjärnor)"
TID_OFFER_BOOSTER_FASTER_PRODUCTION3,"- <AMOUNT>x <NAME>: Glassmaskin, syltkokare och soppkök (<STARS> stjärnor)"
TID_OFFER_BOOSTER_FASTER_PRODUCTION4,"- <AMOUNT>x <NAME>: Ljusstöpare, godismaskin och salladsbar (<STARS> stjärnor)"
TID_OFFER_BOOSTER_FASTER_CROPS1,"- <AMOUNT>x <NAME>: Sojaböna, sockerrör och indigo (<STARS> stjärnor)"
TID_OFFER_BOOSTER_FASTER_CROPS2,"- <AMOUNT>x <NAME>: Pumpa, chilipeppar och bomull (<STARS> stjärnor)"
TID_OFFER_BOOSTER_FASTER_CROPS3,"- <AMOUNT>x <NAME>: Tomat, jordgubbar och potatis (<STARS> stjärnor)"
TID_OFFER_BOOSTER_FASTER_CROPS4,"- <AMOUNT>x <NAME>: Lök, ris och sallad (<STARS> stjärnor)"
TID_DERBY_TASK_HARVEST_GRAPES_DESCRIPTION,Skörda <NUMBER> vindruvsfält
TID_DERBY_TASK_HARVEST_MINT_DESCRIPTION,Skörda <NUMBER> myntafält
TID_DERBY_TASK_HARVEST_EGGPLANT_DESCRIPTION,Skörda <NUMBER> auberginefält
TID_DERBY_TASK_HARVEST_WATERMELON_DESCRIPTION,Skörda <NUMBER> vattenmelonsfält
TID_DERBY_TASK_HARVEST_PINEAPPLE_DESCRIPTION,Skörda <NUMBER> ananasfält
TID_DERBY_TASK_HARVEST_SUNFLOWER_DESCRIPTION,Skörda <NUMBER> solrosfält
TID_DERBY_TASK_HARVEST_ONION_DESCRIPTION,Skörda <NUMBER> lökfält
TID_DERBY_TASK_HARVEST_CUCUMBER_DESCRIPTION,Skörda <NUMBER> gurkfält
TID_DERBY_TASK_HARVEST_BELLPEPPER_DESCRIPTION,Skörda <NUMBER> paprikafält
TID_DERBY_TASK_HARVEST_TEALEAVES_DESCRIPTION,Skörda <NUMBER> tebladsfält
TID_DERBY_TASK_HARVEST_PEONY_DESCRIPTION,Skörda <NUMBER> pionfält
TID_DERBY_TASK_HARVEST_BROCCOLI_DESCRIPTION,Skörda <NUMBER> broccolifält
TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS1,"- <AMOUNT>x <NAME>: Bio, krog och B&B (<STARS> stjärnor)"
TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS2,"- <AMOUNT>x <NAME>: Spa, strandcafé och presentbutik (<STARS> stjärnor)"
TID_MAP_GAME_NOT_ENOUGH_MOVEMENT_POINTS,För lite bränsle!
TID_MAP_GAME_TASK_DUMP_TITLE,Beställningsförfrågan!
TID_MAP_GAME_TASK_DUMP_DESCRIPTION,Byggnaden behöver <AMOUNT>x <NAME>.
TID_MAP_GAME_TASK_DUMP_AVAILABLE_TIME,Går ut om: <TIME>
TID_MAP_GAME_TASK_DUMP_COOLDOWN_TIME,Ny förfrågan om: <TIME>
TID_MAPGAME_BLUE_COIN,Blått specialmynt
TID_MAPGAME_RED_COIN,Rött specialmynt
TID_MAPGAME_GREEN_COIN,Grönt specialmynt
TID_MAPGAME_CHICKEN_COIN,Höna
TID_MAPGAME_BLUE_COIN_DESCRIPTION,Byt mot varor i dalen.
TID_MAPGAME_RED_COIN_DESCRIPTION,Byt mot varor i dalen.
TID_MAPGAME_GREEN_COIN_DESCRIPTION,Byt mot varor i dalen.
TID_MAPGAME_CHICKEN_COIN_DESCRIPTION,Samla höns för att låsa upp den exklusiva sektionen av dalbutiken.
TID_MAPGAME_DAILY_QUEST_EXPIRES_IN,Nya uppdrag om: <TIME>
TID_MAPGAME_DAILY_QUEST_POPUP_TITLE,Dagliga uppdrag
TID_MAPGAME_DAILY_QUEST_POPUP_QUESTS_TITLE,Dagens uppdrag
TID_MAPGAME_QUEST_MOVE,Kör till <NUMBER> byggnader eller rastplatser
TID_MAPGAME_QUEST_SPIN,Använd bränslehjulet <NUMBER> gånger
TID_MAPGAME_QUEST_DELIVERIES,Slutför <NUMBER>x leverans-\nförfrågningar
TID_MAPGAME_QUEST_SOCIAL_TASK,Slutför <NUMBER>x gruppbeställnings-\nförfrågningar
TID_MAPGAME_QUEST_HELP,Hjälp till att reparera en annan bondes trasiga varubil
TID_MAPGAME_QUEST_DUMP_TASK,Slutför <NUMBER>x beställnings-\nförfrågningar
TID_MAP_GAME_SOCIAL_TASK_COMPLETE,Gruppförfrågan slutförd!
TID_MAP_GAME_CANNOT_CLAIM_DAILY_QUESTS_PRIZE,Slutför dagliga uppdrag för att få den här hemliga lådan!
TID_MAPGAME_QUEST_COLLECT_BLUE_COIN,Samla in <NUMBER> blåa specialmynt!
TID_MAPGAME_QUEST_COLLECT_RED_COIN,Samla in <NUMBER> röda specialmynt!
