TID,PT
TID_ROOF_SPIKES_BLUE_AND_BLACK,Azul com lanças
TID_ROOF_SPIKES_KINDA_RED,Vermelho com lanças
TID_ROOF_WOODEN_PLANKS_KINDA_RED,Tabeiras vermelhas
TID_ROOF_WOODEN_PLANKS_GREEN,Tabeiras verdes
TID_ROOF_WOODEN_PLANKS_SPOOKY_PURPLE,Tabeiras roxas
TID_ROOF_WOODEN_PLANKS_BLACK,Tabeiras pretas
TID_ROOF_WOODEN_PLANKS_BLUE,Tabeiras azuis
TID_ROOF_WOODEN_PLANKS_BROWN,Tabeiras marrons
TID_ROOF_WOODEN_PLANKS_LIGHT_BROWN,Tabeiras marrom-claro
TID_ROOF_METAL_BLACK,Metal preto
TID_ROOF_METAL_COPPER_NEW,Cobre
TID_ROOF_METAL_COPPER_OLD,Cobre envelhecido
TID_ROOF_METAL_BLUE,Metal azul
TID_ROOF_METAL_CHROME,Cromo
TID_ROOF_STRAW_YELLOW,Palha amarela
TID_ROOF_STRAW_DARKO,Palha escura
TID_ROOF_STRAW_GREEN,Palha fresca
TID_ROOF_FLAT,Liso
TID_BODY_NUDE,Vermelho original
TID_BODY_TAXI_YELLOW,Amarelo vivo
TID_BODY_ICECREAM,Creme
TID_BODY_GREEN,Verde vivo
TID_BODY_BAD_ASS_BLUE,Azul elétrico
TID_BODY_BARBIE,Rosa vivo
TID_BODY_BLACKHOLE,Buraco-negro
TID_BODY_OLD_GREEN,Verde desbotado
TID_BODY_MAN_PURPLE,Roxo escuro
TID_BODY_HOTROD_RED,Bicolor vermelho
TID_BODY_HOTROD_TEAL,Bicolor verde-azulado
TID_BODY_HOTROD_JOKER,Bicolor verde
TID_BODY_HOTROD_YELLOW,Bicolor amarelo
TID_BODY_HOTROD_VINTAGE_BLACK,Bicolor preto
TID_BODY_HOTROD_VINTAGE_WHITE,Bicolor branco
TID_BODY_FADE_SUNRISE,Dégradé do amanhecer
TID_BODY_FADE_DAY,Dégradé diurno
TID_BODY_FADE_SUNSET,Dégradé do entardecer
TID_BODY_FADE_NIGHT,Dégradé noturno
TID_BODY_FASTER_STRIPES_TEAL,Verde-azulado listrado
TID_BODY_FASTER_STRIPES_YELLOW,Amarelo listrado
TID_BODY_FASTER_STRIPES_SALMON,Salmão listrado
TID_BODY_FASTER_STRIPES_ORANGE,Laranja listrado
TID_BODY_FLAMEON_PURPLE,Roxo flamejante
TID_BODY_FLAMEON_ORANGE,Laranja flamejante
TID_BODY_FLAMEON_GREEN,Verde flamejante
TID_TRAILER_ORIGINAL_WHITE,Madeira branca
TID_TRAILER_ORIGINAL_GREEN,Verde original
TID_TRAILER_ORIGINAL_BLUE,Madeira azul
TID_TRAILER_ORIGINAL_SEA_FOAM,Madeira verde-clara
TID_TRAILER_ORIGINAL_BROWN,Madeira marrom
TID_TRAILER_ORIGINAL_PURPLE,Madeira roxa
TID_TRAILER_HOTROD_RED,Vermelho aberto
TID_TRAILER_HOTROD_YELLOW,Amarelo aberto
TID_TRAILER_HOTROD_GREEN,Verde aberto
TID_TRAILER_HOTROD_BLACK,Preto aberto
TID_TRAILER_HOTROD_MAN_PURPLE,Roxo aberto
TID_TRAILER_HOTROD_RAINBOW,Arco-íris aberto
TID_TRAILER_HOTROD_ROOF,Azul fechado
TID_TRAILER_HOTROD_LOBSTER,Amarelo fechado
TID_TRAILER_HOTROD_JOKER,Verde fechado
TID_TRAILER_HOTROD_VINTAGE,Branco fechado
TID_TRAILER_WOODEN_FLATBED1,Carroça clara
TID_TRAILER_WOODEN_FLATBED2,Carroça escura
TID_WHEELS_REDAND_GOLD_BLING_GREY,Cinza chique
TID_WHEELS_REDAND_GOLD_BLING_RUBBER,Amarelo chique
TID_WHEELS_ORIGINAL_CHROME,Cromo original
TID_WHEELS_ORIGINAL_REF,Vermelho simples
TID_WHEELS_ORIGINAL_GOLD,Dourado simples
TID_WHEELS_ORIGINAL_BROWN,Verde simples
TID_WHEELS_ORIGINAL_DARK,Azul simples
TID_WHEELS_HOTROD_RED,Bicolor vermelho
TID_WHEELS_HOTROD_BLACK,Bicolor preto
TID_WHEELS_HOTROD_WHITE,Bicolor branco
TID_WHEELS_HOTROD_COPPER,Bicolor cobre
TID_WHEELS_HOTROD_TEAL,Bicolor verde-azulado
TID_WHEELS_SPOKES_CHROME,Aros cromados
TID_WHEELS_SPOKES_GOLD,Aros dourados
TID_WHEELS_SPOKES_JOKER,Aros roxos
TID_WHEELS_SPOKES_TEAL,Aros verde-azulados
TID_WHEELS_SPOKES_BARBIE,Aros rosas
TID_WHEELS_SPOKES_WOODEN,Aros marrons
TID_WHEELS_HOT_WHEELS,Largas
TID_DECO_SHEEPTOY,Ovelha de mola
TID_DECO_PIGTOY,Gangorra suína
TID_DECO_CARTOY,Trator de mola
TID_DECO_AGILITYTIRE,Pneu de salto
TID_DECO_SEASONTREE,Árvore sazonal
TID_DECO_ROCKINGUNICORN,Unicórnio de balanço
TID_DECO_ROUNDABOUT,Gira-gira
TID_DECO_TRELLISFENCE,Cerca de treliça
TID_DECO_LOGPATH,Caminho de troncos
TID_DECO_WHEELFENCE,Cerca de rodas
TID_DECO_FLOWERPATH,Caminho de flores azuis
TID_RENOVATION_CATALOG_TITLE,Escolha um catálogo
TID_RENOVATION_CATALOG_STYLE_GUIDE,Catálogo de estilos
TID_RENOVATION_CATALOG_STYLE_GUIDE_INFO,Complete estilos e ganhe recompensas!
TID_RENOVATION_CATALOG_STICKER_BOOK,Catálogo de coleção
TID_RENOVATION_CATALOG_STICKER_BOOK_INFO,Construa qualquer item que você já tenha instalado!
TID_STYLE_GUIDE_PAGE_COLLECT_BUTTON,Coletar
TID_POPUP_PROBABILITY_TITLE,Probabilidades
TID_DECO_DOGBED,Cama de cachorro
TID_DECO_DOGPOOL,Piscina de cachorro
TID_DECO_RABBITPOLE,Obstáculo de cenoura
TID_DECO_ELEPHANTSLIDE,Escorrega de elefante
TID_BODY_FLAMEON_BLACK,Preto flamejante
TID_ROOF_ORIGINAL_VIOLET,Violeta
TID_ROOF_ATTIC_WINDOWS_BROWN,Sótão marrom
TID_ROOF_ATTIC_WINDOWS_PINK,Sótão rosa
TID_ROOF_ATTIC_WINDOWS_BABY_BLUE,Sótão azul-claro
TID_ROOF_SPIKES_WHITE,Branco com lanças
TID_BODY_FASTER_STRIPES_RACING_GREEN,Listrado verde
TID_PORCH_OVERGROWN,Pedra
TID_PERCENTAGE,<NUMBER> %
TID_ACCOUNT_DISABLED_TEXT,Conta desativada
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,Esta conta foi desativada devido a uma solicitação de exclusão e não pode mais ser recuperada.
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,Esta conta foi desativada por inatividade e não pode mais ser recuperada.
TID_NATIVE_DIALOG_ACCOUNT_DISABLED_BUTTON,OK
TID_CUSTOMIZE_SEARCHING,Buscando...
TID_STYLE_GUIDE_PAGE_COLLECTED,Concluído!
TID_FLOATER_COLLECT_STYLE_INCOMPLETE,Complete este estilo antes de coletar.
TID_ACCOUNT_DELETION_WARNING_TITLE,Aviso de exclusão de conta
TID_DECO_RAINBOWFLOWERPATH,Caminho de flores
TID_RENOVATOR_COMING_SOON,A decoradora desbloqueia no nível <LEVEL>
TID_RENOVATOR_COMING_SOON_ACHIEVEMENTS,A decoradora desbloqueia com <POINTS> conquistas
TID_CUSTOMIZE_RENEWSTOCKTEXT,Novo estoque em:
TID_CUSTOMIZE_ARRIVEINTEXT,A decoradora chega em:
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_DIAMONDS_V2,"Nova atualização disponível na App Store! Atualize agora e ganhe <NUMBER> diamantes.\n\nA atualização pode levar até uma hora para aparecer na loja.\nSe o botão de atualização não funcionar, acesse App Store > Atualizações e ARRASTE PARA BAIXO para atualizar."
TID_RENOVATOR_TUTORIAL1,"Você já sonhou em deixar a fazenda ainda mais a sua cara? Conheça a Maggie, nossa decoradora!\n\nEla trouxe até uns brindes! Vamos conferi-los?"
TID_RENOVATOR_TUTORIAL2,A Maggie visitará você todas as segundas trazendo MUUUitas coisas legais por várias opções de preço! Há também a possibilidade de pagar uma taxinha para ver ainda mais opções.\n\nQuer sugestões de decoração? Consulte os catálogos dela!
TID_RENOVATOR_TUTORIAL3,"Vale ressaltar: os preços listados são pela obra de mão da Maggie, ou seja, é preciso pagar por qualquer alteração, mesmo que seja um estilo já instalado em outra ocasião. Não dá pra trabalhar de graça, né?\n\nDivirta-se deixando sua fazenda ainda mais bonita!"
TID_CUSTOMIZE_STYLEGUIDE_UNLOCKDESC,Instale as três peças ao mesmo tempo para ganhar prêmios!
TID_CUSTOMIZE_STYLEGUIDE_COMPLETE,Concluído
TID_RENOVATOR_TUTORIAL1_b,Toque na bancada para começar a personalizar sua fazenda!
TID_CUSTOMIZE_FREE_PART,Grátis!
TID_CUSTOMIZATION_CATEGORY1,Telhado da casa
TID_CUSTOMIZATION_CATEGORY2,Paredes da casa
TID_CUSTOMIZATION_CATEGORY3,Sacada da casa
TID_CUSTOMIZATION_CATEGORY4,Cabine do caminhão
TID_CUSTOMIZATION_CATEGORY5,Baú do caminhão
TID_CUSTOMIZATION_CATEGORY6,Rodas do caminhão
TID_CUSTOMIZATION_CATEGORY7,Toldo da loja de beira de estrada
TID_CUSTOMIZATION_CATEGORY8,Caixas da loja de beira de estrada
TID_CUSTOMIZATION_CATEGORY9,Base da loja de beira de estrada
TID_DECO_SEASONTREE_DESC,Mudanças com as estações
TID_STYLE_GUIDE_SETNAME_TRUCK1,Estilo dia ensolarado
TID_STYLE_GUIDE_SETNAME_TRUCK2,Estilo meia-noite
TID_STYLE_GUIDE_SETNAME_TRUCK3,Estilo arco-íris
TID_STYLE_GUIDE_SETNAME_TRUCK4,Estilo chiclete
TID_STYLE_GUIDE_SETNAME_TRUCK5,Estilo flamejante
TID_STYLE_GUIDE_SETNAME_HOUSE1,Estilo azul
TID_STYLE_GUIDE_SETNAME_HOUSE2,Estilo cabana
TID_STYLE_GUIDE_SETNAME_HOUSE3,Estilo celeiro
TID_STYLE_GUIDE_SETNAME_HOUSE4,Estilo casa de hóspedes
TID_STYLE_GUIDE_SETNAME_HOUSE5,Estilo charmoso
TID_DECO_FLOWERLOGPATH,Caminho de troncos florido
TID_NOTIFICATIONS_SETTINGS_BUILDERS,Notificações da decoradora
TID_NOTIFICATION_BUILDER_ARRIVED,"Maggie, a nossa decoradora, chegou! Confira a nova seleção dela para personalizar sua fazenda!"
TID_NOTIFICATION_BUILDER_LEAVING,"Maggie, a decoradora, está quase indo embora! Mas ainda dá tempo de personalizar sua fazenda!"
TID_BASE_ORIGINAL,Madeira original
TID_BASE_ORIGINAL_GREEN,Madeira verde
TID_BASE_ORIGINAL_PURPLE,Madeira roxa
TID_BASE_ORIGINAL_GREENBRIGHT,Madeira verde-oliva
TID_BASE_BUNTING_RED,Bandeiras vermelhas
TID_BASE_BUNTING_PINK,Bandeiras rosas
TID_BASE_BUNTING_YELLOWNBLUE,Bandeiras brilhantes
TID_BASE_BUNTING_BLUE,Bandeiras azuis
TID_BASE_TILES02_CHECK_ORANGE,Laranja quadriculado
TID_BASE_TILES02_CHECK_BROWN,Marrom quadriculado
TID_BASE_TILES02_CHECK_DARKBLUE,Azul-marinho quadriculado
TID_BASE_TILES02_CHECK_BLUENWHITE,Azul quadriculado
TID_BASE_TILES02_CHECK_GREENNGREEN,Verde quadriculado
TID_BASE_WOODNSTRAW_YELLOW,Palha amarela
TID_BASE_WOODNSTRAW_DARK,Palha escura
TID_BASE_WOODNSTRAW_GREEN,Palha fresca
TID_BASE_TILES03_STONES_ORIGINAL,Pedra
TID_BASE_TILES01_PLAIN_PURPLE,Piso marrom
TID_BASE_TILES01_PLAIN_WHITE,Piso branco
TID_BASE_TILES01_PLAIN_MOODYBLUE,Piso azul
TID_BASE_TILES01_PLAIN_KINDAGREEN,Piso verde-oliva
TID_BASE_SANCTUARY,Coberto de grama
TID_CRATES_ORIGINAL,Madeira original
TID_CRATES_STRIPED_ORANGE,Listras laranjas
TID_CRATES_STRIPED_BLUE,Listras azuis
TID_CRATES_STRIPED_GREEN,Listras verdes
TID_CRATES_STRIPED_PINKWHITE,Listras rosas
TID_CRATES_RAINBOW,Arco-íris
TID_CRATES_WOOD03_LOGS_BROWN,Tábua marrom
TID_CRATES_WOOD03_LOGS_PINK,Tábua rosa
TID_CRATES_WOOD03_LOGS_BLUE,Tábua azul
TID_CRATES_WOOD04_FENCE_WHITE,Cerca branca
TID_CRATES_WOOD04_FENCE_OLDGREEN,Cerca verde
TID_CRATES_WOOD04_FENCE_PURPLE,Cerca roxa
TID_CRATES_WOOD04_FENCE_LIGHTBROWN,Cerca marrom
TID_CRATES_CHUNKYPLASTIC_RED,Vermelho robusto
TID_CRATES_CHUNKYPLASTIC_BLUEP,Azul robusto
TID_CRATES_CHUNKYPLASTIC_BRIGHT,Brilhante e robusto
TID_CRATES_CHUNKYPLASTIC_OLDGREEN,Verde robusto
TID_CRATES_CHUNKYPLASTIC_BARBIE,Rosa robusto
TID_CRATES_CHUNKYPLASTIC_WHITE,Marrom robusto
TID_CRATES_CHUNKYPLASTIC_GARDEN,Jardim robusto
TID_CRATES_CHUNKYPLASTIC_BLUE,Branco robusto
TID_CRATES_BUNTING_YELLOW,Forro amarelo
TID_CRATES_BUNTING_PINK,Forro rosa
TID_CRATES_BUNTING_GREEN,Forro verde
TID_CRATES_BUNTING_BLUE,Forro azul
TID_CRATES_WOOD05_TARP_YELLOW,Moldura amarela
TID_CRATES_WOOD05_TARP_SALMON,Moldura laranja
TID_CRATES_WOOD05_TARP_GREEN,Moldura verde
TID_CRATES_WOOD05_TARP_VINTAGE,Moldura pastel
TID_CRATES_WOOD05_TARP_OLIVE,Moldura verde-oliva
TID_CRATES_ORIGINAL_GREEN,Madeira verde
TID_CRATES_ORIGINAL_BLUEDARK,Madeira escura
TID_CRATES_ORIGINAL_PURPLE,Madeira roxa
TID_MARQUEES_ORIGINAL_PINKYELLOW,Listrado vivo
TID_MARQUEES_ORIGINAL_BLUEYELLOW,Listras amarelas
TID_MARQUEES_ORIGINAL_ORANGEWHITE,Listras laranjas
TID_MARQUEES_ORIGINAL_PURPLEBLUE,Listras escuras
TID_MARQUEES_ORIGINAL_GREENS,Listras verdes
TID_MARQUEES_ORIGINAL_REDWHITE,Listrado original
TID_MARQUEES_RAINBOW,Arco-íris
TID_MARQUEES_RAINBOW02,Arco-íris escuro
TID_MARQUEES_STRAW_YELLOW,Palha amarela
TID_MARQUEES_STRAW1_PINK,Palha rosa
TID_MARQUEES_STRAW1_GREEN,Palha escura
TID_MARQUEES_STRAW1_DARK,Palha fresca
TID_MARQUEES_TILES_BLACK,Preto liso
TID_MARQUEES_TILES01_PURPLE,Roxo liso
TID_MARQUEES_TILES01_KINDARED,Vermelho liso
TID_MARQUEES_TILES01_GREEN,Verde liso
TID_MARQUEES_TILES01_BLUE,Azul liso
TID_MARQUEES_UMBRELLA01_RED,Guarda-sol vermelho
TID_MARQUEES_UMBRELLA01_BLUE,Guarda-sol azul
TID_MARQUEES_UMBRELLA01_GREEN,Guarda-sol verde
TID_MARQUEES_UMBRELLA01_BLUPLE,Guarda-sol roxo
TID_MARQUEES_UMBRELLA01_BRIGHT,Guarda-sol vivo
TID_MARQUEES_UMBRELLA01_YELLOW,Guarda-sol amarelo
TID_MARQUEES_UMBRELLA01_BARBIE,Guarda-sol rosa
TID_MARQUEES_WOOD02_PLANKS_KINDARED,Madeira vermelha
TID_MARQUEES_WOOD02_PLANKS_GREEN,Madeira verde
TID_MARQUEES_WOOD02_PLANKS_SPOOKY_PURPLE,Madeira roxa
TID_MARQUEES_WOOD02_PLANKS_BLACK,Madeira preta
TID_MARQUEES_WOOD02_PLANKS_BLUE,Madeira azul
TID_MARQUEES_WOOD02_PLANKS_BROWN,Madeira marrom
TID_MARQUEES_WOOD02_PLANKS_LIGHT_BROWN,Madeira clara
TID_MARQUEES_WOOD01_PLANKS_DARK,Tábuas escuras
TID_MARQUEES_WOOD01_BROWN,Tábua
TID_MARQUEES_SANCTUARY_YELLOW,Lona amarela
TID_MARQUEES_SANCTUARY_PINK,Lona rosa
TID_MARQUEES_SANCTUARY_VINTAGE,Lona pastel
TID_MARQUEES_SANCTUARY_OLIVE,Lona verde-oliva
TID_MARQUEES_BUNTING_RED,Bandeiras vermelhas
TID_MARQUEES_BUNTING_PINK,Bandeiras rosas
TID_MARQUEES_BUNTING_YELLOWBLUE,Bandeiras amarelas
TID_MARQUEES_BUNTING_BLUE,Bandeiras azuis
TID_FEATURE_BUILDER,Decoradora
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CONTACT_PS,Entre em contato com o suporte.
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CANCEL,Cancelar
TID_ERROR_POP_UP_BANNED_BUTTON_CANCEL,Cancelar
TID_STYLE_GUIDE_SETNAME_ROADSIDE1,Estilo festivo
TID_STYLE_GUIDE_SETNAME_ROADSIDE2,Estilo rústico
TID_STYLE_GUIDE_SETNAME_ROADSIDE3,Estilo arco-íris
TID_STYLE_GUIDE_SETNAME_ROADSIDE4,Estilo clássico
TID_STYLE_GUIDE_SETNAME_ROADSIDE5,Estilo bazar
TID_FRUIT_TREE_HUD_HELP_ALREADY_REQUESTED,Pedido de ajuda publicado. Peça aos amigos para reviver!
TID_CUSTOMIZE_TITLE_VISITING,Personalizações
TID_TOWNHALL_SETTINGS_TITLE,Configurações
TID_TOWNHALL_SORTING_SETTINGS_ALL_TAB,Ordenar a aba TODOS
TID_TOWNHALL_SORTING_SETTINGS_IDLE_TAB,Ordenar a aba OCIOSOS
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TAB,Ordenar a aba SERVINDO
TID_TOWNHALL_SORTING_SETTINGS_READY_TAB,Ordenar a aba PRONTOS
TID_TOWNHALL_SORTING_SETTINGS_WAITING_TAB,Ordenar a aba AGUARDANDO
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TIME_LEFT,Por tempo de serviço restante
TID_TOWNHALL_SORTING_SETTINGS_NUMBER_OF_BUILDINGS_LEFT,Por número de prédios de serviço restantes
TID_TOWNHALL_SORTING_SETTINGS_BUILDING_TYPE,Por tipo de prédio de serviço
TID_TOWNHALL_SORTING_SETTINGS_PASSENGER_TYPE,Por tipo de visitante
TID_FLOATER_COMPLETE_TASK_AND_CLAIM_REWARDS_AFTER_DERBY,Complete pelo menos uma tarefa da corrida para ganhar recompensas quando a corrida acabar!
TID_DERBY_REWARDS_BUTTON_DISMISS,OK
TID_DERBY_OVER_REWARDS_KEYS_TEXT_COMPLETE_MORE_TASKS,Complete pelo menos uma tarefa para ganhar recompensas!
TID_DERBY_OVER_TEXT_PRIZE_COMPLETE_MORE_TASKS,Sua vizinhança ficou entre as 3 melhores! Seus vizinhos completaram tarefas e ganharam ótimas recompensas. Complete pelo menos uma tarefa na próxima para resgatar as recompensas das 3 melhores!
TID_DERBY_OVER_BUTTON_COMPLETE_MORE_TASKS,OK
TID_TACKLE_BOX_FULL_DESCRIPTION_AT_HOME_FARM,O estojo de pesca está cheio! Vá à área de pesca e melhore o estojo para conseguir mais espaço.
TID_TACKLE_BOX_FULL_BUTTON,OK
TID_NEIGHBORHOOD_EDIT_TAGS,Editar perfil
TID_NHSEARCH_TAGCOUNT,<SELECTED>/<MAX> perfis selecionados.
TID_NHSEARCH_EDIT_TAGS_BUTTON_ADD,OK
TID_NHRECOMMENDED_TITLE,Entre numa vizinhança
TID_NHRECOMMENDED_INFO1,"Divirta-se com bate-papo, troca de itens e corrida!"
TID_NHRECOMMENDED_DESC,Diversão garantida!
TID_NHEDIT_TITLEMOTTO,Descrição:
TID_NHEDIT_MOTODESC,Visível apenas na página de informações da vizinhança e nas recomendações.
TID_NHEDIT_TITLEDESC,Informações adicionais:
TID_NHEDIT_DESCDESC,Visíveis apenas na página de informações da vizinhança.
TID_NHEDIT_TAGTITLE,Perfis da vizinhança:
TID_NH_TAGCLOUD_TITLE,Selecionar perfis
TID_NH_TAGCLOUD_DESC,Selecione os perfis para ser mais fácil de achar sua vizinhança!
TID_NHSEARCH_MEMBERS,Membros
TID_NAME_YOUR_PET,Nomeie este animal
TID_NAME_YOUR_PET_FAILED,NOME INVÁLIDO!
TID_NHPAGE_TITLE_DESC,Informações adicionais:
TID_NHSEARCH_JOINTYPE,Tipo de vizinhança
TID_NHSEARCH_LANGUAGE,Idioma do bate-papo
TID_NHSEARCH_DERBYLEAGUE,Liga da corrida
TID_NHSEARCH_TAGS,Perfis
TID_ADVANCED_SEARCH,Opções avançadas
TID_NH_INFO_MEMBERS,Membros
TID_NH_INFO_TYPE,Entrada
TID_NH_INFO_REQUIRED_LEVEL,Nível necessário
TID_NH_INFO_LANGUAGE,Idioma
TID_NH_INFO_DERBYLOG,Registro da corrida
TID_NH_INFO_DERBYLEAGUE,Liga da corrida
TID_POPUPCATALOG_BUYBACK_TITLE,Instalar <PART>?
TID_POPUPCATALOG_BUYBACK_DESC,<NAME>
TID_POPUPCATALOG_BUYBACK_BUTTON_BUILD_AGAIN,Instalar de novo
TID_CATALOG_BUYBACK,Instalar de novo
TID_FLOATER_STICKER_BOOK_ITEM_ALREADY_INSTALLED,Já instalou <PARAM>!
TID_FLOATER_BUILDER_ARRIVES_IN,A decoradora chega em <TIME>.
TID_LEAGUE_ANY,Qualquer
TID_LANGUAGE_ANY,Qualquer
TID_JOINTYPE_ANY,Qualquer
TID_NEIGHBORHOOD_TAB_INFO,Informações
TID_NEIGHBORHOOD_TAB_SEARCH,Pesquisar
TID_NEIGHBORHOOD_TAB_CREATE,Criar
TID_NEIGHBORHOOD_TAB_TROPHIES,Troféus
TID_NEIGHBORHOOD_TAB_MEMBERS,Membros
TID_NEIGHBORHOOD_TAB_RECOMMENDED,Recomendações
TID_NHSEARCH_PROMPT,Busque vizinhanças por nome ou perfis.
TID_NHTAG_CHATTY,Bate-papo: animado
TID_NHTAG_QUIET,Bate-papo: quieto
TID_NHTAG_INTERNATIONAL,Internacional
TID_NHTAG_DERBYFOCUSED,Corrida: ativa
TID_NHTAG_DERBYCASUAL,Corrida: casual
TID_NHTAG_DERBY320,Corrida: só 320
TID_NHTAG_LOVESTOWN,Juntos pela cidade
TID_NHTAG_HELPERS,Ajudantes
TID_NHTAG_TRADERS,Trocadores
TID_ACCOUNT_DELETION_WARNING_TEXT,Você solicitou a exclusão desta conta. É possível cancelar a exclusão em até <TIME>.
TID_NEIGHBORHOOD_SEARCH_ADVANCED_OPTIONS_INFO,"Selecione as opções avançadas para filtrar por idioma, liga da corrida ou perfis."
TID_JOINTYPE_ONLY_JOINABLE,Apenas se eu puder participar
TID_NHTAG_DERBYANY,Corrida: qualquer tarefa
TID_NHTAG_FUN,Pura diversão
TID_NHTAG_ACTIVE,Pura agitação
TID_NHTAG_COMPETITIVE,Pura competição
TID_MINT,Hortelã
TID_WATERMELON,Melancia
TID_BELLPEPPER,Pimentão
TID_PLUMTREE,Ameixeira
TID_PLUM,Ameixa
TID_PRODUCT_VEGGIEDIPS,Tábua de verduras
TID_PRODUCT_MINTICECREAM,Sorvete de hortelã
TID_PRODUCT_PEPPERSOUP,Sopa de pimentão
TID_PRODUCT_MINTTEA,Chá de hortelã
TID_PRODUCT_WATERMELONLEMONADE,Suco de melancia
TID_PRODUCT_PLUMJAM,Geleia de ameixa
TID_PRODUCT_PLUMSMOOTHIE,Vitamina de ameixa
TID_NEIGHBORHOOD_PROFANITIES_IN_MOTTO,Texto inválido!
TID_DECO_AXESTUMP,Toco com machado
TID_DECO_WITCHCAT,Estátua de gata bruxinha
TID_DECO_PRODUCECRATES,Caixotes de madeira
TID_DECO_RAKE,Rastelo
TID_DECO_LEAFPILE,Folhas secas
TID_DECO_MUSHROOMPATH,Caminho com cogumelos
TID_DECO_BEACHSIGN,Placa de praia
TID_DECO_COOLER,Caixa de isopor
TID_DECO_FISHFLOATIE,Boia de peixe
TID_DECO_SANDPATH,Estrada de areia
TID_DECO_SURFBOARDFENCE,Cerca de pranchas
TID_DECO_PINWHEEL,Cata-vento
TID_DECO_DECOH,H decorativo
TID_DECO_DECOA,A decorativo
TID_DECO_DECOY,Y decorativo
TID_DECO_DECOD,D decorativo
TID_DERBY_BLOSSOM_TASK_TITLE,Tarefa próspera
TID_DERBY_BLOSSOM_TASK_DESC,Esta tarefa volta ao quadro com pontos extras quando você a completa!
TID_ADD_MORE_NH_MEMBERS_DETAILS,Convide outros fazendeiros a participar e atualize os perfis da sua vizinhança para que a encontrem!
TID_ADD_NH_MEMBERS_PROMPT,Vizinhanças ficam mais divertidas com mais pessoas!
TID_NHINFO_TAGTITLE,Perfis da vizinhança:
TID_HELPSHIFT_REQUIRES_OPTIONAL_UPDATE,Atualize o Hay Day para contatar o suporte.
TID_CATALOG_BUYBACK_INSTALLED,Item instalado.
TID_PLUM_TREE_FB_HELP_TEXT,Minha ameixeira precisa ser regada urgentemente. Você pode ajudar?
TID_PRODUCT_PLUM_DESCRIPTION,Colete da ameixeira.
TID_TREE_PLUMTREE_DESCRIPTION,Colete três vezes.
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED_ONCE,Você já fez esta tarefa. Peça para os seus vizinhos a completarem!
TID_CUSTOMIZE_BTN_STYLE_INFO_TOOLTIP,Este item faz parte de um estilo. Confira o catálogo de estilos para mais detalhes!
TID_NH_INFO_TYPE_SHORT,Tipo
TID_BOOSTER_MORE_CASH,Mais moedas
TID_BOOSTER_DESCRIPTION_MORE_CASH,"Os pedidos do caminhão, do barco, dos visitantes da fazenda e da cidade dão <NUMBER>% a mais de moedas nas próximas <TIME> horas."
TID_BOOSTER_HEAVIER_FISH,Peixe mais pesado
TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,A pescaria proporcionará peixes <NUMBER>% mais pesados durante as próximas <TIME> horas.
TID_BOOSTER_MINING_MORE_ORES,Mais minérios
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_MULTIPLE,"Pelos próximos <TIME> minutos, cada ferramenta de mineração dará <NUMBER> minérios a mais durante a mineração."
TID_CALENDAR_EVENT_PEOPLE_SPECIAL_REQUEST_TITLE,Venda de itens usados!
TID_CALENDAR_EVENT_PEOPLE_ORDER_SPECIAL_REQUEST_TEXT,Chegou a hora de redecorar! Os visitantes da sua fazenda estão ansiosos para comprar decorações. Livre-se daqueles itens guardados há tempos e faça uma graninha extra!
TID_NOTIFICATIONS_SETTINGS_LIVE_SHOP_OFFERS,Notificações da loja
TID_NEIGHBORHOOD_DERBY,Corrida da vizinhança
TID_NEIGHBORHOOD_ONLINE_MEMBER_COUNT,<ONLINE> de <MAX> vizinhos on-line.
TID_VISITOR_HELP_RECEIVED_FROM_FRIEND,<PARAM> ajudou o seu visitante!
TID_VISITOR_HELP_RECEIVED_FROM_ANONYMOUS,Alguém ajudou o seu visitante!
TID_STREAM_EVENT_VISITOR_HELP_REQUESTED,Minha cidade precisa de ajuda!
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_SINGLE,"Pelos próximos <TIME> minutos, cada ferramenta de mineração dará <NUMBER> minério a mais durante a mineração."
TID_BODY_RUSTY_YELLOW,Amarelo enferrujado
TID_BODY_RUSTY_RED,Vermelho enferrujado
TID_BODY_RUSTY_BLUE,Azul enferrujado
TID_BODY_RUSTY_PINK,Rosa enferrujado
TID_CANNOT_OPEN_CALENDAR_EVENT_GIFT_BOX,Quase lá! Volte em <NUMBER> dia(s) para abrir o presente.
TID_CALENDAR_EVENT_GIFT_BOX_ALREADY_OPENED,Este presente já foi aberto!
TID_STYLE_GUIDE_SETNAME_HOUSE6,Estilo fofinho
